Mach,alpha,n_field_rows,has_fields,validation_status,reference_role,cr,ci,omega_i,y_min,y_max,max_abs_p,max_abs_rho,max_abs_u,max_abs_v
1.8,0.1425,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.465168384,0.021031852,0.00299703891,-1715.2922627299124,1715.2922627299124,0.308641975308642,1.0,2.706141496158067,0.5094061139884851
1.8,0.145,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.46600944,0.020553576,0.00298026852,-1725.1089132085467,1725.1089132085467,0.3086419753086419,1.0,2.665422594576034,0.5095355401316293
1.8,0.1475,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.46683616,0.020067108,0.00295989843,-1737.1436175725075,1737.1436175725075,0.3086419753086419,1.0,2.626219052789318,0.509667839648796
1.8,0.15,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4676567360000001,0.0195704,0.00293556,-1751.7084035026462,1751.7084035026462,0.3086419753086419,1.0,2.5884710568517453,0.5098038828070572
1.8,0.1525,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.468455776,0.019061828,0.00290692877,-1769.1208047819391,1769.1208047819391,0.3086419753086419,1.0,2.5517824660268156,0.5099431536106597
1.8,0.155,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4692568639999999,0.0185471119999999,0.0028748023599999,-1789.0522703555546,1789.0522703555546,0.3086419753086419,1.0,2.51667568671605,0.510085689442296
1.8,0.1575,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.470051808,0.018016012,0.00283752189,-1812.7193490293464,1812.7193490293464,0.3086419753086419,1.0,2.482551728352886,0.5102333424172336
1.8,0.16,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.470816032,0.017478768,0.00279660288,-1839.400027596176,1839.400027596176,0.3086419753086419,1.0,2.4493057242449003,0.5103822198396448
1.8,0.1625,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4715845599999999,0.016936592,0.0027521962,-1869.2395111779003,1869.2395111779003,0.308641975308642,1.0,2.4175122458088136,0.5105341256765732
1.8,0.165,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4723387519999998,0.016382128,0.00270305112,-1903.385147770212,1903.385147770212,0.3086419753086419,1.0,2.386508353783499,0.5106895987738405
1.8,0.1675,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.473084752,0.015819472,0.00264976156,-1941.825844888655,1941.825844888655,0.3086419753086419,1.0,2.35649319253617,0.5108480703989281
1.8,0.17,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4738225599999999,0.01525272,0.0025929624,-1984.5248474921443,1984.5248474921443,0.3086419753086419,1.0,2.327549806683951,0.5110084631774414
1.8,0.1725,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4745505599999999,0.014676428,0.00253168383,-1999.9999999999343,1999.9999999999343,0.3086419753086419,1.0,2.2994029959859033,0.5111719852729698
1.8,0.175,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.47527856,0.014093992,0.0024664485999999,-1999.9999999999343,1999.9999999999343,0.3086419753086419,1.0,2.2812226287436794,0.5113383625822303
1.8,0.1775,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.47597584,0.013499268,0.00239612007,-1999.9999999999343,1999.9999999999343,0.3086419753086419,1.0,2.2747949652181827,0.5115071789329957
1.8,0.18,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4766792640000001,0.012900448,0.00232208064,-1999.9999999999343,1999.9999999999343,0.3086419753086419,1.0,2.270389080902389,0.5116786722513371
1.8,0.1825,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4773745600000001,0.012300488,0.00224483906,-1999.9999999999343,1999.9999999999343,0.3086419753086419,1.0,2.2677703499563147,0.5118511916272236
1.8,0.185,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.478051424,0.011690288,0.00216270328,-1999.9999999999343,1999.9999999999343,0.3086419753086419,1.0,2.26656980576081,0.5120263012721247
1.8,0.1875,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.478740576,0.011069848,0.0020755965,-1999.9999999999343,1999.9999999999343,0.308641975308642,1.0,2.2678412733743816,0.512205802975204
1.8,0.19,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4794092479999999,0.010449408,0.00198538752,-1999.9999999999343,1999.9999999999343,0.3086419753086419,1.0,2.2706614882595093,0.512385229162434
1.9,0.08,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.471039264,0.0226943199999999,0.0018155455999999,-1999.9999999999343,1999.9999999999343,0.2770083102493074,1.0,4.3320557909018085,0.4877475387709165
1.9,0.0825,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.47208056,0.0226913599999999,0.0018720371999999,-1999.9999999999343,1999.9999999999343,0.2770083102493075,1.0,4.20702186704077,0.4877439579918671
1.9,0.085,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.473119808,0.0226658719999999,0.0019265991199999,-1999.9999999999343,1999.9999999999343,0.2770083102493074,1.0,4.08962933138671,0.4877456658297241
1.9,0.0875,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4741221919999999,0.0226137599999998,0.0019787039999999,-1999.9999999999343,1999.9999999999343,0.2770083102493075,1.0,3.979512075510418,0.4877517569756019
1.9,0.09,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.475136864,0.0225329759999999,0.0020279678399999,-1999.9999999999343,1999.9999999999343,0.2770083102493075,1.0,3.8750363596662765,0.4877652084260059
1.9,0.0925,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.476124576,0.0224330399999999,0.0020750561999999,-1999.9999999999343,1999.9999999999343,0.2770083102493074,1.0,3.7769023309762355,0.48778243221673273
1.9,0.095,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4771,0.0223085279999999,0.0021193101599999,-1999.9999999999343,1999.9999999999343,0.2770083102493075,1.0,3.68398539705881,0.4878052198358445
1.9,0.0975,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.478063136,0.0221614879999999,0.0021607450799999,-1999.9999999999343,1999.9999999999343,0.2770083102493075,1.0,3.595956294285655,0.48783330758247073
1.9,0.1,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4790078399999999,0.0220001119999999,0.0022000111999999,-1999.9999999999343,1999.9999999999343,0.2770083102493075,1.0,3.5129598093186862,0.4878649177225336
1.9,0.1025,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.479946176,0.0218109599999999,0.0022356233999999,-1999.9999999999343,1999.9999999999343,0.2770083102493075,1.0,3.4336527020216496,0.4879031892801127
1.9,0.105,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.480870176,0.0216054239999999,0.0022685695199999,-1999.9999999999343,1999.9999999999343,0.2770083102493075,1.0,3.3584718025041322,0.4879456807161972
1.9,0.1075,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.481796224,0.0213773599999999,0.0022980661999999,-1999.9999999999343,1999.9999999999343,0.2770083102493074,1.0,3.286690669141961,0.4879944007820624
1.9,0.11,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4826956480000001,0.021132912,0.00232462032,-1999.9999999999343,1999.9999999999343,0.2770083102493075,1.0,3.218430505052838,0.488046774118424
1.9,0.1125,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4835745600000001,0.020874992,0.0023484366,-1999.9999999999343,1999.9999999999343,0.2770083102493075,1.0,3.1535371075407967,0.4881025626386909
1.9,0.115,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4844514240000001,0.0205965919999999,0.0023686080799999,-1999.9999999999343,1999.9999999999343,0.2770083102493074,1.0,3.0913823224686316,0.4881640691062786
1.9,0.1175,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.485316,0.02029976,0.0023852217999999,-1999.9999999999343,1999.9999999999343,0.2770083102493075,1.0,3.0318524004014997,0.48823040132879975
1.9,0.12,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.486180576,0.01999064,0.0023988768,-1999.9999999999343,1999.9999999999343,0.2770083102493074,1.0,2.9751771046555664,0.4883009770208344
1.9,0.1225,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4870184399999999,0.01966588,0.0024090703,-1999.9999999999343,1999.9999999999343,0.2770083102493075,1.0,2.9207817796766964,0.48837514223436074
1.9,0.125,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.48785016,0.0193247359999999,0.0024155919999999,-1999.9999999999343,1999.9999999999343,0.2770083102493075,1.0,2.868588487542276,0.48845404336093845
1.9,0.1275,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4886757359999999,0.0189754,0.0024193635,-1999.9999999999343,1999.9999999999343,0.2770083102493074,1.0,2.8188928188655353,0.488536033640644
1.9,0.13,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.489476736,0.01860968,0.0024192584,-1999.9999999999343,1999.9999999999343,0.2770083102493074,1.0,2.7708907474849855,0.48862186759681636
1.9,0.1325,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4902761599999999,0.018226396,0.00241499747,-1999.9999999999343,1999.9999999999343,0.2770083102493075,1.0,2.724635700042644,0.4887128960255145
1.9,0.135,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4910694399999999,0.01783492,0.0024077142,-1999.9999999999343,1999.9999999999343,0.2770083102493074,1.0,2.68044436859845,0.48880696329307755
1.9,0.1375,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4918483839999998,0.017431156,0.00239678395,-1999.9999999999343,1999.9999999999343,0.2770083102493074,1.0,2.6378686397265505,0.4889044828981929
1.9,0.14,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4926027519999999,0.0170192,0.002382688,-1999.9999999999343,1999.9999999999343,0.2770083102493074,1.0,2.5968246816811367,0.4890041193470578
1.9,0.1425,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4933714239999999,0.016589868,0.00236405619,-1999.9999999999343,1999.9999999999343,0.2770083102493075,1.0,2.5573436564743846,0.48910962796068214
1.9,0.145,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4941114239999998,0.01615644,0.0023426838,-1999.9999999999343,1999.9999999999343,0.2770083102493075,1.0,2.519296507491725,0.4892161225027055
1.9,0.1475,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4948514239999999,0.015706628,0.00231672763,-1999.9999999999343,1999.9999999999343,0.2770083102493074,1.0,2.482466608937577,0.4893275438883328
1.9,0.15,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4955914239999999,0.01525272,0.002287908,-1999.9999999999343,1999.9999999999343,0.2770083102493075,1.0,2.4473420171178333,0.48944129241356743
1.9,0.1525,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.496312,0.014784488,0.00225463442,-1999.9999999999343,1999.9999999999343,0.2770083102493074,1.0,2.4130400682137356,0.48955855452946423
1.9,0.155,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.497024384,0.014303968,0.00221711504,-1999.9999999999343,1999.9999999999343,0.2770083102493075,1.0,2.3797758894806487,0.48967942820240895
1.9,0.1575,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.497728576,0.013819352,0.00217654794,-1999.9999999999343,1999.9999999999343,0.2770083102493075,1.0,2.34782096354947,0.4898021223376536
1.9,0.16,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.4984245759999999,0.013324496,0.00213191936,-1999.9999999999343,1999.9999999999343,0.2770083102493074,1.0,2.316844534995061,0.48992789613852994
1.9,0.1625,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.499104,0.012826028,0.00208422955,-1999.9999999999343,1999.9999999999343,0.2770083102493075,1.0,2.286878610212585,0.49005493229366043
1.9,0.165,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.499783424,0.01231732,0.0020323578,-1999.9999999999343,1999.9999999999343,0.2770083102493074,1.0,2.257921289596325,0.49018538633098485
1.9,0.1675,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.5004505600000001,0.0117983719999998,0.0019762273099999,-1999.9999999999343,1999.9999999999343,0.2770083102493075,1.0,2.233948765979632,0.4903186517339898
1.9,0.17,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.5011238400000001,0.0112712319999999,0.0019161094399999,-1999.9999999999343,1999.9999999999343,0.2770083102493074,1.0,2.229784558855791,0.49045512134301583
1.9,0.1725,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.5017640320000001,0.0107393719999999,0.0018525416699999,-1999.9999999999343,1999.9999999999343,0.2770083102493074,1.0,2.2268072510846144,0.4905921614667945
1.9,0.175,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.5024185600000001,0.01019932,0.0017848809999999,-1999.9999999999343,1999.9999999999343,0.2770083102493074,1.0,2.226075990594922,0.49073270830278376
1.9,0.1775,4418,True,validated_core_stable_tail_sensitive,M18_M19_extension_core_stable,0.50305056,0.009649028,0.00171270247,-1999.9999999999343,1999.9999999999343,0.2770083102493075,1.0,2.2270109433312553,0.4908754711750082
