Mach,alpha,cr,ci,omega_i,residual_norm
1.15,0.315,0.2563867015239384,0.0114016668043197,0.0035915250433607,5.687313724369982e-14
1.15,0.32,0.2579324673927366,0.0088199783947876,0.002822393086332,2.599100936515136e-13
1.15,0.325,0.2594484009759462,0.0062432011009221,0.0020290403577996,7.45402798380326e-13
1.15,0.33,0.2609356792914735,0.0036713066046515,0.001211531179535,1.8766999782235564e-10
1.15,0.335,0.2623955037838868,0.0011041412933339,0.0003698873332668,6.1932189099020235e-12
1.2,0.05,0.0587939705593892,0.1408414697456862,0.0070420734872843,1.46583971323966e-12
1.2,0.055,0.0778458489605059,0.1382418349818659,0.0076033009240026,1.2316739958029936e-14
1.2,0.06,0.0926568629074388,0.1356419301356869,0.0081385158081412,1.047885677896171e-09
1.2,0.065,0.1050524247378762,0.1330421441116264,0.0086477393672557,3.32605235816874e-10
1.2,0.07,0.1158243946165708,0.1304428119843612,0.0091309968389052,1.30864860937947e-10
1.2,0.075,0.1254037605689256,0.1278442189910901,0.0095883164243317,5.949400182356534e-11
1.2,0.08,0.1340569456428095,0.1252466098615217,0.0100197287889217,2.997894131379509e-11
1.2,0.085,0.1419628164889307,0.1226501948965649,0.010425266566208,1.630576342537983e-11
1.2,0.09,0.1492486582237698,0.1200551554586059,0.0108049639912745,9.40304839395442e-12
1.2,0.095,0.1560090651493015,0.1174616483235438,0.0111588565907366,5.67685199374012e-12
1.2,0.1,0.1623167383142573,0.1148698095470125,0.0114869809547012,3.554996760374168e-12
1.2,0.105,0.1682290694117941,0.1122797576975727,0.0117893745582451,2.2937622922280568e-12
1.2,0.11,0.1737923655519355,0.1096915966196238,0.0120660756281586,1.5167334388718266e-12
1.2,0.115,0.1790446749180525,0.1071054177329335,0.0123171230392873,1.028336709956852e-12
1.2,0.12,0.184017742417762,0.1045213020226926,0.0125425562427231,7.03817463120129e-13
1.2,0.125,0.1887384029685804,0.1019393220463928,0.0127424152557991,4.914704590162112e-13
1.2,0.13,0.1932295994077387,0.0993595427438833,0.0129167405567048,3.477977005154756e-13
1.2,0.135,0.1975111409686433,0.0967820232804793,0.0130655731428647,2.4870057920336924e-13
1.2,0.14,0.20160028025262,0.094206817652732,0.0131889544713824,1.806884621706792e-13
1.2,0.145,0.2055121596598169,0.091633975727477,0.0132869264804841,1.323404424009333e-13
1.2,0.15,0.2092601600195139,0.089063544049155,0.0133595316073732,9.810264820797853e-14
1.2,0.155,0.2128561788956414,0.0864955663967861,0.0134068127915018,7.322037215319397e-14
1.2,0.16,0.2163108523694062,0.0839300841651744,0.0134288134664279,5.6026195878645904e-14
1.2,0.165,0.2196337386512064,0.0813671371952737,0.0134255776372201,4.293883593519912e-14
1.2,0.17,0.2228334640401218,0.0788067637074469,0.0133971498302659,3.3563932303634654e-14
1.2,0.175,0.2259178475800821,0.0762490007480093,0.0133435751309016,2.896386827057428e-14
1.2,0.18,0.2288940030156143,0.0736938845202286,0.0132648992136411,7.376979450677949e-15
1.2,0.185,0.2317684249564779,0.0711414505629227,0.0131611683541407,6.428900180676621e-16
1.2,0.1875,0.2331693643567388,0.0698662503663249,0.0130999219436859,2.90889099750334e-13
1.2,0.19,0.2345470619404851,0.0685917338335152,0.0130324294283678,6.67226156342257e-16
1.2,0.195,0.237235378386023,0.066044768826691,0.0128787299212047,7.262450028692011e-15
1.2,0.2,0.2398384078777511,0.0635005897812847,0.0127001179562569,1.9418411913923527e-14
1.2,0.205,0.2423607987616504,0.0609592307494944,0.0124966423036463,2.1049104134696358e-14
1.2,0.21,0.2448068539706601,0.0584207255229755,0.0122683523598248,2.4121939917146176e-14
1.2,0.215,0.2471805652617625,0.0558851077696314,0.0120152981704707,3.249043914611082e-14
1.2,0.22,0.2494856439968795,0.0533524111085035,0.0117375304438707,4.6570742477562416e-14
1.2,0.225,0.2517255463896445,0.0508226690289241,0.0114351005315079,7.376075364846463e-14
1.2,0.23,0.253903497837451,0.0482959149342062,0.0111080604348674,1.1327556771108993e-13
1.2,0.235,0.2560225128206299,0.0457721821085441,0.0107564627955078,1.8009364770696376e-13
1.2,0.24,0.2580854136933824,0.0432515037135513,0.0103803608912523,2.907140029316918e-13
1.2,0.245,0.2600948465164141,0.0407339128760973,0.0099798086546438,4.724508473275349e-13
1.2,0.25,0.2620532957337129,0.0382194426266371,0.0095548606566592,7.753339881441906e-13
1.2,0.255,0.263963097096914,0.035708125553459,0.009105572016132,1.3041693053647012e-12
1.2,0.26,0.2658264498854984,0.0331999947643817,0.0086319986387392,2.2457718903156847e-12
1.2,0.265,0.2676454262351495,0.0306950823757335,0.0081341968295693,3.955265308066131e-12
1.2,0.27,0.2694219816973155,0.0281934209134859,0.0076122236466412,7.212216060476594e-12
1.2,0.275,0.2711579633741122,0.0256950422078037,0.007066136607146,1.3648222846508095e-11
1.2,0.28,0.2728551179959058,0.0231999783501148,0.0064959939380321,2.716952002907115e-11
1.2,0.285,0.2745150983935676,0.0207082606481318,0.0059018542847175,5.735756645771941e-11
1.2,0.29,0.2761394710534925,0.0182199207352464,0.0052837770132214,1.3034562148982476e-10
1.2,0.295,0.2777297208789549,0.0157349889620073,0.0046418217437921,2.27938176069158e-14
1.2,0.3,0.2792872569838768,0.0132534965062895,0.0039760489518868,4.3781633996001535e-14
1.2,0.305,0.2808134170882979,0.010775474028804,0.0032865195787852,4.674799199396954e-14
1.2,0.31,0.2823094754985374,0.0083009515354376,0.0025732949759856,1.1176765888838101e-13
1.2,0.315,0.283776640858734,0.0058299567246247,0.0018364363682568,1.6072557228739917e-12
1.2,0.32,0.2852160674001321,0.0033625209460468,0.0010760067027349,2.6227153917806676e-10
1.2,0.325,0.2866288204509615,0.0008989707890822,0.0002921655064517,2.7140093267745958e-11
1.25,0.05,0.1201816977923283,0.124879699478062,0.0062439849739031,2.7588044572264835e-10
1.25,0.055,0.1315006710691934,0.1227178308038424,0.0067494806942113,1.1878430989141044e-10
1.25,0.06,0.1415835703820256,0.1205332173435139,0.0072319930406108,5.781720304083342e-11
1.25,0.065,0.1506951271590784,0.1183283201500585,0.0076913408097538,3.073486982176749e-11
1.25,0.07,0.1590167354190658,0.1161052740495865,0.008127369183471,1.7446999134915786e-11
1.25,0.075,0.1666794103673964,0.1138659433849943,0.0085399457538745,1.0416183392456623e-11
1.25,0.08,0.1737816116443685,0.1116119624209407,0.0089289569936752,6.468276746748258e-12
