Mach,alpha,reference_cr,reference_ci,reference_omega_i,trusted_spectral,trusted_modal,best_status,best_stage1_mismatch,best_stage2_mismatch,source_label,source_csv,line_id
1.6,0.1,0.18,0.055,0.0025029296874999,False,False,validated,0.0177614016671154,1.4795378925143695e-20,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.26,0.07,0.0041689453125,False,False,validated,0.0112125916843668,2.153701286417192e-18,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.26,0.07,0.004169921875,False,False,validated,0.0112125916489731,2.1535018638385613e-18,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.18,0.055,0.0039015624999999,False,False,validated,0.0157290346577864,1.2933607054625957e-18,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.18,0.055,0.0042984375,False,False,validated,0.0101877919038112,1.963003161629068e-18,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.18,0.055,0.004404296875,False,False,validated,0.0101868742969584,1.8738862799483746e-18,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.18,0.055,0.0039015624999999,False,False,validated,0.0181041801522729,8.5816586649431e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.26,0.07,0.0046298828125,False,False,validated,0.0079312326310905,7.719993623233463e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.26,0.07,0.004630859375,False,False,validated,0.0079312327338724,7.708631505318809e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.1,0.04,0.0024015625,False,False,validated,0.0211011726206615,2.1045842220006617e-21,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.1,0.04,0.0024015625,False,False,validated,0.0230316319685128,2.5151222461662347e-21,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.18,0.055,0.00093256796875,False,False,validated,0.0155081360398042,4.761294957114628e-21,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.1,0.04,0.0010029296875,False,False,validated,0.0168534354457158,4.8930399653368715e-21,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.05,0.025,0.0009015625,False,False,validated,0.0165188321085715,2.409747314993599e-21,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.26,0.07,0.0054015625,False,False,validated,0.0017258280096207,7.626924230134322e-20,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.26,0.07,0.0054015625,False,False,validated,0.0017258317914264,7.746055797123531e-20,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.26,0.07,0.0054015625,False,False,validated,0.0080029766346651,8.233391776821942e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.1,0.04,0.0010029296875,False,False,validated,0.0205572898436305,1.5254997115544584e-21,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.26,0.07,0.0054015625,False,False,validated,0.011317574338012,1.0723120237244528e-18,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.34,0.085,0.0055029296875,False,False,validated,0.0021110140484549,6.051663590005663e-21,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.34,0.085,0.0055029296875,False,False,validated,0.0018704211843596,7.472738986846613e-20,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.34,0.085,0.0055029296875,False,False,validated,0.0018704100760841,7.555761478991573e-20,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.34,0.085,0.0055029296875,False,False,validated,0.0018704153395566,7.571345652735066e-20,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.05,0.025,0.0009015625,False,False,validated,0.020228667773481,7.57386309821604e-22,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.1,0.04,0.0010029296875,False,False,validated,0.022318401825129,9.424012673799202e-22,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.05,0.025,0.0009015625,False,False,validated,0.0234427926405909,3.409646947843372e-22,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.05,0.025,1.3225000000000008e-05,False,False,validated,0.0164664534224,3.865418435582958e-29,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.05,0.025,1.2983138020833336e-05,False,False,validated,0.0164664106478159,5.048709793414476e-29,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.1,0.04,2.925588650173612e-06,False,False,validated,0.0157124506117277,2.8398992587956425e-29,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.18,0.055,1.9834997106481493e-06,False,False,validated,0.0143505807195109,1.262177448353619e-29,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.05,0.025,0.0009015625,False,False,validated,0.0252574296500157,1.8395303107024641e-22,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.05,0.025,1.5126247829861118e-06,False,False,validated,0.0121381686193862,7.099748146989106e-30,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.05,0.025,9.680555555555557e-07,False,False,validated,0.0133171392643613,5.8344152550146026e-27,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.1,0.04,2.925588650173612e-06,False,False,validated,0.0188900611365224,7.580953299173923e-26,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.0,0.015,9.560745804398152e-07,False,False,validated,0.0118366025298972,1.4115009291029042e-23,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.0,0.015,8.110721289866256e-07,False,False,validated,0.0135078444042355,3.1554436208840472e-30,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.0,0.015,1.907544849537037e-06,False,False,validated,0.0163388046267304,2.8398992587956425e-29,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.1,0.04,4.80931441695602e-06,False,False,validated,0.0215729898561183,4.923280909484335e-27,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.05,0.025,9.680555555555557e-07,False,False,validated,0.0163912065996525,4.543838814073028e-28,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.05,0.025,1.5126247829861118e-06,False,False,validated,0.0147012420538511,4.781479466746378e-21,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.0,0.015,3.086502941743828e-06,False,False,validated,0.022600068044793,5.048709793414476e-29,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.0,0.015,1.1845269097222222e-06,False,False,validated,0.0062171087178232,4.637515201697994e-21,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.0,0.015,2.6682237413194447e-06,False,False,validated,0.0217924640426109,1.3712851176712514e-20,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.05,0.025,3.7458333333333328e-06,False,False,validated,0.0237549771412584,2.915392187511781e-20,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.05,0.025,2.1341796875e-06,False,False,validated,0.0207461627158797,6.077047491330055e-23,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.0,0.015,1.701861979166666e-05,False,False,validated,0.026834729757901,1.0931661612754393e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.34,0.085,0.0069015624999999,False,False,validated,0.0039020649680731,2.7591748929715137e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.34,0.085,0.0069015624999999,False,False,validated,0.003780301773781,2.3395226522718886e-20,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.34,0.085,0.0069015624999999,False,False,validated,0.0037803037496018,2.3134038274205943e-20,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.34,0.085,0.0069015624999999,False,False,validated,0.0037803037496017,2.3152954858946002e-20,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.0,0.015,2.233216386959877e-06,False,False,validated,0.0227154591703999,2.4253376312419737e-21,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.0,0.015,9.560745804398152e-07,False,False,validated,0.01973738910957,6.899369903998279e-21,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.0,0.015,9.560745804398152e-07,False,False,validated,0.0128376255060743,3.764820652584204e-22,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.0,0.015,2.233216386959877e-06,False,False,validated,0.0237257807166252,1.692096067807497e-21,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.0,0.015,1.1845269097222222e-06,False,False,validated,0.0212051662317094,1.0203531554886856e-22,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.10000
1.6,0.1,0.2998046875000002,0.0291176738281249,0.0029117673828124,False,False,validated,0.010372068730472,7.9348249071463715e-19,supersonic_shooting_core_band_M16_summary,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_summary.csv,84
1.6,0.125,0.1,0.04,0.0031213378906249,False,False,validated,0.0170167361331252,1.1590165901932192e-18,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.1,0.04,0.0025980842285156,False,False,validated,0.0171524708919454,3.4391396604795613e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.1,0.04,0.003998046875,False,False,validated,0.0168534945833751,2.060402861805845e-18,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.18,0.055,0.0031286621093749,False,False,validated,0.0242329296621349,4.114072617968393e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.3875635867175142,0.0251098747521818,0.0047690097594558,False,False,validated,4.318655368674903e-06,4.0929032970034323e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.3875635867175142,0.0251098747521818,0.0047690097594558,False,False,validated,3.7901414981973336e-06,4.0841063124790754e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.3875635867175142,0.0251098747521818,0.0047690097594558,False,False,validated,4.321535532560495e-06,4.0822532816210834e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.3875635867175142,0.0251098747521818,0.0047690097594558,False,False,validated,9.75249299109318e-06,4.0781457636748424e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.3875635867175142,0.0251098747521818,0.0047708144221477,False,False,validated,2.1932087684914338e-06,4.0864054495693546e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.3875635867175142,0.0251098747521818,0.0047708144221477,False,False,validated,7.251549880513015e-07,4.0721583947905193e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.3875635867175142,0.0251098747521818,0.0047708144221477,False,False,validated,2.1991739340815406e-06,4.074377630707237e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.3875635867175142,0.0251098747521818,0.0047708144221477,False,False,validated,9.014583367059444e-06,4.071860842075239e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.3875635867175142,0.0251098747521818,0.004770895802356,False,False,validated,2.151462382447059e-06,4.0666653412871564e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.3875635867175142,0.0251098747521818,0.004770895802356,False,False,validated,5.869532247920158e-07,4.093809656912794e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.3875635867175142,0.0251098747521818,0.004770895802356,False,False,validated,2.157547707728584e-06,4.0702882440371705e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.3875635867175142,0.0251098747521818,0.004770895802356,False,False,validated,9.004491809468671e-06,4.076209026335561e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.26,0.07,0.00477294921875,False,False,validated,1.0450563825914464e-05,4.079359649042564e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.34,0.085,0.00477294921875,False,False,validated,4.26665323803942e-06,4.062463775959106e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.34,0.085,0.00477294921875,False,False,validated,3.0728268074417234e-06,4.032693414187037e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.34,0.085,0.00477294921875,False,False,validated,3.072826807478468e-06,4.029963998534666e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.26,0.07,0.00484130859375,False,False,validated,0.002225851665571,4.359676956384901e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.18,0.055,0.00484619140625,False,False,validated,0.0022428668839851,4.3265064472596503e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.1,0.04,0.003001953125,False,False,validated,0.0263948578107323,2.169718727287679e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.26,0.07,0.005003662109375,False,False,validated,0.0003911942259196,2.899400670364745e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.26,0.07,0.005003662109375,False,False,validated,0.0022429323276431,3.691823110538044e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
1.6,0.125,0.18,0.055,0.005003662109375,False,False,validated,0.0022595950524154,3.6892655627015844e-19,supersonic_shooting_core_band_M16_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_candidates.csv,M1.60_a0.12500
