alpha,n,p_rel_l2,q_rel_l2,p_max_abs_err,q_max_abs_err,p_ref_norm,q_ref_norm,y_at_p_max_err,y_at_q_max_err
0.1575,4418,0.008722917195546007,0.0023645992311342157,0.08834319202749198,0.004159382516164991,18.86321252452272,4.221992722968151,-247.7146212386585,-227.9754749953296
0.16,4418,0.00894596108140824,0.002302555177605067,0.08157501725071464,0.003734311145607297,18.840920156903707,4.293834433785475,-248.20721966314463,-228.39268229049523
0.1625,4418,0.009621726888724754,0.002654176684540584,0.1014519238879432,0.004797997233242806,18.818586404944526,4.365975231953888,-228.846904974489,-228.846904974489
0.165,4418,0.009593769310248213,0.0024801433026252644,0.08733261487749303,0.004403696391782355,18.796454771212254,4.438380156381513,-229.3513121367945,-229.3513121367945
0.1675,4418,0.010721922480530834,0.002421755383608159,0.09645827027909269,0.004436581454024552,18.774438516458357,4.511060187392452,-229.90045672201992,-229.90045672201992
0.17,4418,0.011191475030130073,0.002736012102883167,0.10812864880022988,0.005270271306669807,18.752514073805163,4.583996701134771,-230.48839413865443,-230.48839413865443
0.1725,4418,0.012525971327111859,0.0027528589229918196,0.1226072933422509,0.004415970014676162,18.730854063590755,4.657241857502509,-213.47358408123247,-230.6959948198959
0.175,4418,0.012881032161415928,0.0031022820871419382,0.12965822155526646,0.006231758409951647,18.709298936049656,4.730819195082911,-213.47358408123247,-185.72178868770985
0.1775,4418,0.012982282850618582,0.0029763395756171145,0.10555295890321446,0.005432764200052035,18.688134757258002,4.804618375322517,-213.47358408123247,-185.72178868770985
0.18,4418,0.014244827174654352,0.0030440255199390117,0.10914293416098747,0.007865670043825981,18.666959014818474,4.878767908464814,-213.47358408123247,-185.72178868770985
0.1825,4418,0.013653609297246362,0.003396213619186934,0.11337730306574213,0.0059862800052381555,18.6458949846177,4.95318305040901,-250.9295590227856,-185.72178868770985
0.185,4418,0.014439246436925068,0.004116284813509459,0.12168301417970016,0.00882271254591828,18.625107414022555,5.027881620279906,-230.6959948198959,-213.47358408123247
0.1875,4418,0.014356148419798289,0.003638646830441759,0.1360003636292561,0.007590222132319233,18.604319320984846,5.103026673899892,-230.6959948198959,-213.47358408123247
0.19,4418,0.01378841889525763,0.004245810868282487,0.14312703776080174,0.007012754911526389,18.583773142489118,5.178381325628973,-230.6959948198959,-250.9295590227856
