boundary_id,pair_id,normal_axis,Mach_boundary,alpha_boundary,chart_a,chart_b,samepoint_cr_a,samepoint_ci_a,samepoint_cr_b,samepoint_ci_b,samepoint_cr_abs_diff,samepoint_ci_abs_diff,samepoint_c_abs_diff,eps,Mach_minus,alpha_minus,Mach_plus,alpha_plus,routed_chart_minus,routed_chart_plus,routed_cr_minus,routed_ci_minus,routed_cr_plus,routed_ci_plus,routed_cr_abs_diff,routed_ci_abs_diff,routed_c_abs_diff,route_changes
ROUTE_0034,C10--C20,Mach,1.3499999994997631,0.12956666666666666,C10,C20,0.2755134403705597,0.07259849458932877,0.2931385636329651,0.0633348822593689,0.017625123262405396,0.00926361232995987,0.019911290350320552,1e-06,1.3499989994997632,0.12956666666666666,1.350000999499763,0.12956666666666666,C10,C20,0.27551305294036865,0.0725986510515213,0.2931385934352875,0.06333471834659576,0.017625540494918823,0.009263932704925537,0.019911808729982626,True
ROUTE_0023,C02--C12,Mach,1.250000000500237,0.3248666666666667,C02,C12,0.29605162143707275,0.0018779345555230975,0.3144298791885376,0.0018192962743341923,0.018378257751464844,5.863828118890524e-05,0.01837835129785309,1e-06,1.249999000500237,0.3248666666666667,1.2500010005002369,0.3248666666666667,C02,C12,0.29605114459991455,0.0018779576057568192,0.3144303262233734,0.0018192911520600319,0.018379181623458862,5.866645369678736e-05,0.018379275255049565,True
ROUTE_0046,C12--C22,Mach,1.3499999994997631,0.2556333333333333,C12,C22,0.33735233545303345,0.014672794379293919,0.35464829206466675,0.010603811591863632,0.0172959566116333,0.004068982787430286,0.017768138226497046,1e-06,1.3499989994997632,0.2556333333333333,1.350000999499763,0.2556333333333333,C12,C22,0.33735185861587524,0.014672931283712387,0.35464832186698914,0.010603799484670162,0.01729646325111389,0.004069131799042225,0.017768665526569798,True
ROUTE_0076,C30--C31,alpha,1.714,0.13000000049990673,C30,C31,0.41911500692367554,0.03342845290899277,0.4353060722351074,0.026975806802511215,0.016191065311431885,0.006452646106481552,0.017429493328681257,1e-06,1.714,0.12999900049990673,1.714,0.13000100049990673,C30,C31,0.4191169738769531,0.03342782333493233,0.4353065490722656,0.026975473389029503,0.0161895751953125,0.006452349945902824,0.017427999449996262,True
ROUTE_0083,C31--C32,alpha,1.8369999999999997,0.2200000005000543,C31,C32,0.47942209243774414,0.0029159158002585173,0.49621015787124634,0.0019075011368840933,0.016788065433502197,0.001008414663374424,0.016818324563786367,1e-06,1.8369999999999997,0.2199990005000543,1.8369999999999997,0.2200010005000543,C31,C32,0.47942379117012024,0.0029159390833228827,0.49621015787124634,0.0019073991570621729,0.0167863667011261,0.0010085399262607098,0.01681663639993257,True
ROUTE_0043,C11--C21,Mach,1.3499999994997631,0.19673333333333332,C11,C21,0.31799742579460144,0.04026865214109421,0.33431142568588257,0.03783624619245529,0.016313999891281128,0.002432405948638916,0.01649433815439997,1e-06,1.3499989994997632,0.19673333333333332,1.350000999499763,0.19673333333333332,C11,C21,0.3179969787597656,0.040268801152706146,0.3343115448951721,0.03783620893955231,0.016314566135406494,0.002432592213153839,0.0164949256761602,True
ROUTE_0045,C12--C22,Mach,1.3499999994997631,0.22050000000000003,C12,C22,0.326346218585968,0.032027702778577805,0.3426162898540497,0.029966013506054878,0.016270071268081665,0.0020616892725229263,0.01640017627115308,1e-06,1.3499989994997632,0.22050000000000003,1.350000999499763,0.22050000000000003,C12,C22,0.3263457417488098,0.03202778473496437,0.34261631965637207,0.029966019093990326,0.016270577907562256,0.002061765640974045,0.016400688491778448,True
ROUTE_0070,C22--C32,Mach,1.6500000005000033,0.22050000000000003,C22,C32,0.46115660667419434,0.003251239424571395,0.44540366530418396,0.006436641328036785,0.015752941370010376,0.00318540190346539,0.01607177485822849,1e-06,1.6499990005000034,0.22050000000000003,1.6500010005000032,0.22050000000000003,C22,C32,0.46115633845329285,0.003251311369240284,0.4454040229320526,0.006436617579311132,0.015752315521240234,0.0031853062100708485,0.016071142458849087,True
ROUTE_0067,C21--C31,Mach,1.6500000005000033,0.17503333333333332,C21,C31,0.41285884380340576,0.02481044828891754,0.42842090129852295,0.021335015073418617,0.015562057495117188,0.0034754332154989243,0.015945415313397333,1e-06,1.6499990005000034,0.17503333333333332,1.6500010005000032,0.17503333333333332,C21,C31,0.41285890340805054,0.024810444563627243,0.428421288728714,0.021334944292902946,0.015562385320663452,0.0034755002707242966,0.01594574987263396,True
ROUTE_0001,C00--C01,alpha,1.063,0.13000000049990673,C00,C01,0.07234396040439606,0.09043382108211517,0.061729878187179565,0.10150302946567535,0.010614082217216492,0.01106920838356018,0.015335778935303884,1e-06,1.063,0.12999900049990673,1.063,0.13000100049990673,C00,C01,0.07234048843383789,0.09043111652135849,0.0617312490940094,0.10150536894798279,0.010609239339828491,0.011074252426624298,0.01533606945010222,True
