Mach,eta,alpha,ci,omega_i,alpha_cut,chart_id
0.65,0.65,0.4939572349910465,0.1963132886872236,0.09697036927194,0.7599342076785331,HIGH_HIM
0.7,0.5,0.3570714214271425,0.2802047207494684,0.1000530979286082,0.714142842854285,HIGH_HIM
0.7,0.55,0.3927785635698567,0.2487080687464249,0.0976871979904539,0.714142842854285,HIGH_HIM
0.7,0.6,0.428485705712571,0.218189850442351,0.0934912320461111,0.714142842854285,HIGH_HIM
0.7,0.65,0.4641928478552852,0.1885852111465077,0.0875399062254877,0.714142842854285,HIGH_HIM
0.1,0.55,0.547243090408641,0.328887939582432,0.1799816524552205,0.99498743710662,HIGH_LOWM_COMPACTY
0.1,0.5833333333333334,0.580409338312195,0.3006232900206437,0.1744845648421169,0.99498743710662,HIGH_LOWM_COMPACTY
0.1,0.6166666666666667,0.613575586215749,0.2731699951346242,0.1676104399012803,0.99498743710662,HIGH_LOWM_COMPACTY
0.1,0.65,0.646741834119303,0.2464363800353081,0.1593807164177567,0.99498743710662,HIGH_LOWM_COMPACTY
0.15,0.55,0.5437772981653428,0.3266072325171263,0.1776015984594228,0.9886859966642596,HIGH_LOWM_COMPACTY
0.15,0.5833333333333334,0.5767334980541514,0.2985933970915301,0.1722088144004704,0.9886859966642596,HIGH_LOWM_COMPACTY
0.15,0.6166666666666667,0.60968969794296,0.2713667131094635,0.1654494893474827,0.9886859966642596,HIGH_LOWM_COMPACTY
0.15,0.65,0.6426458978317687,0.2448610040969358,0.1573589198218637,0.9886859966642596,HIGH_LOWM_COMPACTY
0.2,0.55,0.5388877434122992,0.3234401267032974,0.174297920008128,0.9797958971132712,HIGH_LOWM_COMPACTY
0.2,0.5833333333333334,0.5715476066494082,0.2957876556325588,0.1690567266532283,0.9797958971132712,HIGH_LOWM_COMPACTY
0.2,0.6166666666666667,0.6042074698865173,0.2688883687455691,0.1624643609616732,0.9797958971132712,HIGH_LOWM_COMPACTY
0.2,0.65,0.6368673331236263,0.2427035414601784,0.1545699571894033,0.9797958971132712,HIGH_LOWM_COMPACTY
0.25,0.55,0.5325352101035199,0.3194069398913362,0.1700954418435551,0.9682458365518544,HIGH_LOWM_COMPACTY
0.25,0.5833333333333334,0.564810071321915,0.2921856768125052,0.165029412959713,0.9682458365518544,HIGH_LOWM_COMPACTY
0.25,0.6166666666666667,0.5970849325403101,0.2657072227178943,0.158649779151987,0.9682458365518544,HIGH_LOWM_COMPACTY
0.25,0.65,0.6293597937587053,0.2398882943477193,0.1509760474558082,0.9682458365518544,HIGH_LOWM_COMPACTY
0.3,0.55,0.5246665607793202,0.3145128216520552,0.1650143604571835,0.9539392014169455,HIGH_LOWM_COMPACTY
0.3,0.5833333333333334,0.556464534159885,0.287861899496063,0.1601849378054563,0.9539392014169455,HIGH_LOWM_COMPACTY
0.3,0.6166666666666667,0.5882625075404498,0.2618314979865131,0.1540256535586184,0.9539392014169455,HIGH_LOWM_COMPACTY
0.3,0.65,0.6200604809210147,0.2364671662715947,0.1466239448403946,0.9539392014169455,HIGH_LOWM_COMPACTY
0.35,0.55,0.5152123348678679,0.3087896724719226,0.1590922481373434,0.9367496997597596,HIGH_LOWM_COMPACTY
0.35,0.5833333333333334,0.5464373248598599,0.2827172573401038,0.1544872617926429,0.9367496997597596,HIGH_LOWM_COMPACTY
0.35,0.6166666666666667,0.5776623148518518,0.2573019294855348,0.1486336282024619,0.9367496997597596,HIGH_LOWM_COMPACTY
0.35,0.65,0.6088873048438439,0.232452632381144,0.1415374568344116,0.9367496997597596,HIGH_LOWM_COMPACTY
0.4,0.55,0.5040833264451424,0.3022658835094108,0.1523671920303037,0.916515138991168,HIGH_LOWM_COMPACTY
0.4,0.5833333333333334,0.5346338310781814,0.2768899203643803,0.1480347189113412,0.916515138991168,HIGH_LOWM_COMPACTY
0.4,0.6166666666666667,0.5651843357112203,0.2520677799810736,0.1424647607828051,0.916515138991168,HIGH_LOWM_COMPACTY
0.4,0.65,0.5957348403442592,0.2278633697748352,0.1357461482131163,0.916515138991168,HIGH_LOWM_COMPACTY
0.7,0.55,0.3927785635698567,0.2487080687464249,0.0976871979904539,0.714142842854285,HM1_HIGH
0.7,0.5833333333333334,0.4165833249983329,0.2282589578715021,0.0950888756307647,0.714142842854285,HM1_HIGH
0.7,0.6166666666666667,0.4403880864268091,0.2082220041874442,0.0916984899760635,0.714142842854285,HM1_HIGH
0.7,0.65,0.4641928478552852,0.1885852111465077,0.0875399062254877,0.714142842854285,HM1_HIGH
0.75,0.55,0.3637908052713812,0.2383869703782585,0.0867229879201115,0.6614378277661477,HM1_HIGH
0.75,0.5833333333333334,0.3858387328635861,0.2187457354647064,0.0844005773910155,0.6614378277661477,HM1_HIGH
0.75,0.6166666666666667,0.4078866604557911,0.1995230819527604,0.0813828035815585,0.6614378277661477,HM1_HIGH
0.75,0.65,0.429934588047996,0.1806384837270223,0.0776627320867919,0.6614378277661477,HM1_HIGH
0.8,0.55,0.3299999999999999,0.2287653789312948,0.0754925750473272,0.5999999999999999,HM1_HIGH
0.8,0.5833333333333334,0.3499999999999999,0.2098456381746106,0.0734459733611136,0.5999999999999999,HM1_HIGH
0.8,0.6166666666666667,0.3699999999999999,0.1913116223144634,0.0707853002563514,0.5999999999999999,HM1_HIGH
0.8,0.65,0.3899999999999999,0.1731029876573129,0.067510165186352,0.5999999999999999,HM1_HIGH
0.85,0.55,0.2897304782034504,0.2217916513377925,0.0642598012036315,0.526782687642637,HM1_HIGH
0.85,0.5833333333333334,0.3072899011248716,0.2034160978554973,0.062507712597223,0.526782687642637,HM1_HIGH
0.85,0.6166666666666667,0.3248493240462928,0.1853315128100226,0.0602048166608127,0.526782687642637,HM1_HIGH
0.85,0.65,0.342408746967714,0.1675402985478431,0.0573672636923637,0.526782687642637,HM1_HIGH
0.7,0.25,0.1785357107135712,0.4570488660859372,0.0815995441374846,0.714142842854285,HM1_LOW
0.7,0.3,0.2142428528562855,0.4185602788975365,0.0896735482433307,0.714142842854285,HM1_LOW
0.7,0.35,0.2499499949989997,0.3818472779849108,0.0954427252227101,0.714142842854285,HM1_LOW
0.7,0.4,0.285657137141714,0.3466410547351886,0.0990204913114381,0.714142842854285,HM1_LOW
0.75,0.25,0.1653594569415369,0.4376342791566624,0.0723669667403466,0.6614378277661477,HM1_LOW
0.75,0.3,0.1984313483298443,0.4009752412200731,0.0795660577621836,0.6614378277661477,HM1_LOW
0.75,0.35,0.2315032397181517,0.365929980724368,0.084713976047692,0.6614378277661477,HM1_LOW
0.75,0.4,0.2645751311064591,0.332251003791527,0.0879053528883958,0.6614378277661477,HM1_LOW
0.8,0.25,0.1499999999999999,0.4191635780998177,0.0628745367149726,0.5999999999999999,HM1_LOW
0.8,0.3,0.1799999999999999,0.3844247059529418,0.0691964470715295,0.5999999999999999,HM1_LOW
0.8,0.35,0.2099999999999999,0.3510418238118926,0.0737187830004974,0.5999999999999999,HM1_LOW
0.8,0.4,0.2399999999999999,0.3188862946150006,0.0765327107076001,0.5999999999999999,HM1_LOW
0.85,0.25,0.1316956719106592,0.4029905077886317,0.0530721056968416,0.526782687642637,HM1_LOW
0.85,0.3,0.1580348062927911,0.3704661485630087,0.0585465460261914,0.526782687642637,HM1_LOW
0.85,0.35,0.1843739406749229,0.3389598658531463,0.0624953661979878,0.526782687642637,HM1_LOW
0.85,0.4,0.2107130750570548,0.3084451964423217,0.0649934358289389,0.526782687642637,HM1_LOW
0.7,0.35,0.2499499949989997,0.3818472779849105,0.09544272522271,0.714142842854285,HM1_MID
0.7,0.4166666666666667,0.2975595178559521,0.3352328921561753,0.0997517377594479,0.714142842854285,HM1_MID
0.7,0.4833333333333334,0.3451690407129044,0.290957194008749,0.1004294155445183,0.714142842854285,HM1_MID
0.7,0.55,0.3927785635698567,0.2487080687464249,0.0976871979904539,0.714142842854285,HM1_MID
0.75,0.35,0.2315032397181516,0.3659299807243679,0.0847139760476919,0.6614378277661477,HM1_MID
0.75,0.4166666666666667,0.2755990949025615,0.3213401288188522,0.0885610486583482,0.6614378277661477,HM1_MID
0.75,0.4833333333333334,0.3196949500869714,0.2789044594199387,0.089164347233291,0.6614378277661477,HM1_MID
0.75,0.55,0.3637908052713812,0.2383869703782585,0.0867229879201115,0.6614378277661477,HM1_MID
0.8,0.35,0.2099999999999999,0.3510418238118923,0.0737187830004973,0.5999999999999999,HM1_MID
0.8,0.4166666666666667,0.2499999999999999,0.3084396588635482,0.077109914715887,0.5999999999999999,HM1_MID
0.8,0.4833333333333334,0.29,0.267759494331529,0.0776502533561434,0.5999999999999999,HM1_MID
0.8,0.55,0.3299999999999999,0.2287653789312948,0.0754925750473272,0.5999999999999999,HM1_MID
0.85,0.35,0.1843739406749229,0.3389598658531463,0.0624953661979878,0.526782687642637,HM1_MID
0.85,0.4166666666666667,0.2194927865177654,0.2984669642445718,0.0655113456655393,0.526782687642637,HM1_MID
0.85,0.4833333333333334,0.2546116323606079,0.2594591417006964,0.0660613155992966,0.526782687642637,HM1_MID
0.85,0.55,0.2897304782034504,0.2217916513377925,0.0642598012036315,0.526782687642637,HM1_MID
0.7,0.65,0.4641928478552852,0.1885852111465077,0.0875399062254877,0.714142842854285,HM1_NEUTRAL1
0.7,0.7000000000000001,0.4998999899979995,0.1597637952986387,0.0798659196718319,0.714142842854285,HM1_NEUTRAL1
0.7,0.75,0.5356071321407138,0.1316713974396367,0.0705241395676039,0.714142842854285,HM1_NEUTRAL1
0.7,0.8,0.571314274283428,0.1042480673850852,0.0595584089635598,0.714142842854285,HM1_NEUTRAL1
0.75,0.65,0.429934588047996,0.1806384837270223,0.0776627320867919,0.6614378277661477,HM1_NEUTRAL1
0.75,0.7000000000000001,0.4630064794363034,0.1529926558123369,0.0708365909472802,0.6614378277661477,HM1_NEUTRAL1
0.75,0.75,0.4960783708246107,0.126041588443799,0.0625265058513459,0.6614378277661477,HM1_NEUTRAL1
0.75,0.8,0.5291502622129182,0.0997556116386203,0.052785708055786,0.6614378277661477,HM1_NEUTRAL1
0.8,0.65,0.3899999999999999,0.1731029876573129,0.067510165186352,0.5999999999999999,HM1_NEUTRAL1
0.8,0.7000000000000001,0.4199999999999999,0.1464244768808232,0.0614982802899457,0.5999999999999999,HM1_NEUTRAL1
0.8,0.75,0.4499999999999999,0.1204828005385037,0.0542172602423266,0.5999999999999999,HM1_NEUTRAL1
0.8,0.8,0.4799999999999999,0.095202735934237,0.0456973132484337,0.5999999999999999,HM1_NEUTRAL1
0.85,0.65,0.342408746967714,0.1675402985478431,0.0573672636923637,0.526782687642637,HM1_NEUTRAL1
0.85,0.7000000000000001,0.3687478813498459,0.1414119667889211,0.0521453631509294,0.526782687642637,HM1_NEUTRAL1
0.85,0.75,0.3950870157319778,0.1160019340020967,0.0458308579240262,0.526782687642637,HM1_NEUTRAL1
0.85,0.8,0.4214261501141096,0.0912673344193447,0.0384624413755214,0.526782687642637,HM1_NEUTRAL1
0.7,0.8,0.571314274283428,0.1042480673850852,0.0595584089635598,0.714142842854285,HM1_NEUTRAL2
0.7,0.8400000000000001,0.5998799879975995,0.0827484443153431,0.049639135782708,0.714142842854285,HM1_NEUTRAL2
0.7,0.88,0.6284457017117708,0.0616101025265228,0.0387186041148147,0.714142842854285,HM1_NEUTRAL2
0.7,0.92,0.6570114154259422,0.0407645863492276,0.026782798576559,0.714142842854285,HM1_NEUTRAL2
0.75,0.8,0.5291502622129182,0.0997556116386203,0.052785708055786,0.6614378277661477,HM1_NEUTRAL2
0.75,0.8400000000000001,0.5556077753235641,0.0791429272134847,0.043972425721679,0.6614378277661477,HM1_NEUTRAL2
0.75,0.88,0.58206528843421,0.058898514660155,0.0342827809240097,0.6614378277661477,HM1_NEUTRAL2
0.75,0.92,0.6085228015448559,0.0389772962834482,0.0237185735310478,0.6614378277661477,HM1_NEUTRAL2
0.8,0.8,0.4799999999999999,0.095202735934237,0.0456973132484337,0.5999999999999999,HM1_NEUTRAL2
0.8,0.8400000000000001,0.5039999999999999,0.0754160542600337,0.038009691347057,0.5999999999999999,HM1_NEUTRAL2
0.8,0.88,0.5279999999999999,0.0560557359970954,0.0295974286064663,0.5999999999999999,HM1_NEUTRAL2
0.8,0.92,0.5519999999999999,0.0370198890114032,0.0204349787342946,0.5999999999999999,HM1_NEUTRAL2
0.85,0.8,0.4214261501141096,0.0912673344193447,0.0384624413755214,0.526782687642637,HM1_NEUTRAL2
0.85,0.8400000000000001,0.4424974576198151,0.0720584297897498,0.0318856719820402,0.526782687642637,HM1_NEUTRAL2
0.85,0.88,0.4635687651255206,0.0533011169089679,0.0247087329453012,0.526782687642637,HM1_NEUTRAL2
0.85,0.92,0.4846400726312261,0.0350816139496578,0.0170019559325828,0.526782687642637,HM1_NEUTRAL2
0.7,0.92,0.6570114154259422,0.0407645863492276,0.026782798576559,0.714142842854285,HM1_NEUTRAL3
0.7,0.94,0.671294272283028,0.0304637341045066,0.0204501302167084,0.714142842854285,HM1_NEUTRAL3
0.7,0.96,0.6855771291401136,0.020265885390915,0.0138938275257861,0.714142842854285,HM1_NEUTRAL3
0.7,0.98,0.6998599859971992,0.010102975252769,0.0070706681189329,0.714142842854285,HM1_NEUTRAL3
0.75,0.92,0.6085228015448559,0.0389772962834482,0.0237185735310478,0.6614378277661477,HM1_NEUTRAL3
0.75,0.94,0.6217515581001789,0.0291155448856136,0.0181026353975659,0.6614378277661477,HM1_NEUTRAL3
0.75,0.96,0.6349803146555018,0.0193428292520715,0.012282315804808,0.6614378277661477,HM1_NEUTRAL3
