blumen_level_omega_i,Mach,alpha,shooting_omega_i,abs_error_omega_i,geometric_distance_M_alpha,distance_reference,blumen_source_csv
0.175,0.1387473977942153,0.3347027210583041,0.17567695082282256,0.0006769508228225696,0.0038704289285786783,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.1419807768968419,0.5607439724793668,0.17487673295649236,0.0001232670435076244,0.0007232160997398494,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.1631084732249634,0.5491687705777265,0.17483498404395634,0.0001650159560436515,0.0007322261955353619,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.1657881915223457,0.3460933693581963,0.1759358586543147,0.0009358586543146974,0.004964986107282368,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.1822762103025202,0.5318539516617206,0.17582190844012766,0.0008219084401276666,0.0052337691525070175,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.1957080214377463,0.5222239447225051,0.17617570936085514,0.0011757093608551483,0.007219430903256043,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.1966935376710812,0.3593849197560937,0.1761650568164198,0.0011650568164198183,0.006444781228928487,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.2129268724808433,0.5010851751782787,0.17702350919420218,0.0020235091942021888,0.015679300037414173,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.2218408114452762,0.3765299493584916,0.1762860414764671,0.0012860414764671035,0.010896544128591914,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.2263365371838597,0.4876238354667729,0.1763288261097688,0.0013288261097688103,0.011658433135770705,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.2412078664127209,0.3936971253930991,0.17531347445837242,0.0003134744583724314,0.0023764960729523712,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.2455042742614164,0.4703090165507669,0.17530084395608628,0.00030084395608628856,0.0032296546361883292,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.2529897683483191,0.4319661602515834,0.1759238765692467,0.0009238765692467232,0.008198000292194866,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.253100500509368,0.4511228241130353,0.1756284708130057,0.0006284708130057104,0.005838321956540885,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.2547836293573105,0.4089707814737712,0.17472460278489269,0.00027539721510730364,0.0033110055083327094,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
