blumen_level_omega_i,Mach,alpha,shooting_omega_i,abs_error_omega_i,geometric_distance_M_alpha,distance_reference,blumen_source_csv
0.0,0.640319794481109,0.7733940145575879,0.005702375087857145,0.005702375087857145,0.004065605903235792,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.6537294591841255,0.7599326748460822,0.008004978827600895,0.008004978827600895,0.002426992904665637,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.6652234575009965,0.7483943836647915,0.008325286344047748,0.008325286344047748,0.0013073463780155503,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.686284714532489,0.7253251834462799,0.005103884933608168,0.005103884933608168,0.0014593993520746196,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.6997165256677149,0.7156951765070647,0.0019471260352903132,0.0019471260352903132,0.0009109860362090938,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.7150529299729813,0.7022264546514889,0.0059404672733575515,0.0059404672733575515,0.0022089035103134425,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.732305000664393,0.686834684265698,0.007604486231676085,0.007604486231676085,0.0039982557297784105,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.7456925189351996,0.6695420117819018,0.007460567927369055,0.007460567927369055,0.00216956566086135,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.7571532976037559,0.6522567214421755,0.005293706714200147,0.005293706714200147,0.0006402315788684998,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.7763099614652079,0.6330262361400244,0.005573274339656617,0.005573274339656617,0.0016882608435213609,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.7935620321566197,0.6176344657542336,0.007748483996028006,0.007748483996028006,0.00559088707488864,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.8069384772113213,0.5984261268842921,0.008790495464308427,0.008790495464308427,0.004621090432537667,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.8164835894937326,0.5830638850747809,0.00811507033106181,0.00811507033106181,0.003299031192130375,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.8317757009345794,0.5619324976746244,0.006791831800764291,0.006791831800764291,0.0038022457675876975,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.843225406387031,0.542731540948753,0.006845386654500437,0.006845386654500437,0.002789415339622403,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.8489281126810471,0.5292997298135269,0.008517201247488995,0.008517201247488995,0.00041848467572669357,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.8565464853612084,0.5139448701480857,0.00971243466947304,0.00971243466947304,0.001094993937776234,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.8718607432342651,0.4966448155202195,0.009905098519177475,0.009905098519177475,0.003392858443848956,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.885226115072862,0.4755208102641329,0.00906561716439401,0.00906561716439401,0.004860843998436115,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.8890131549807325,0.4640120476591219,0.008894396989196755,0.008894396989196755,0.002821803762566244,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.8966315276608938,0.4486571879936807,0.006697908595521522,0.006697908595521522,0.0026172593437165936,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.9061544935110954,0.4294636134118792,0.004693028232187472,0.004693028232187472,0.002773634154357829,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.9118461265890068,0.4141161358905079,0.00620174779350859,0.00620174779350859,0.0014766760041196036,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.9194534260530628,0.3968456098389215,0.009185631177692131,0.009185631177692131,0.0014394843070351104,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.9251339859148692,0.379582465931405,0.011653620004395036,0.011653620004395036,2.213007622031693e-05,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.9308145457766752,0.3623193220238885,0.013870085318788378,0.013870085318788378,0.001155162329359416,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.938399698808522,0.3412174632000117,0.015834949112182046,0.015834949112182046,0.0014894332474111316,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.947955884307038,0.3277708877766456,0.01421177838033243,0.01421177838033243,0.003022489013196905,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.9536364441688444,0.3105077438691291,0.013820049371263353,0.013820049371263353,0.0029145161227321914,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.9612105239845864,0.2874902186591072,0.011315216235819523,0.011315216235819523,0.00328276036388897,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.9687735305842228,0.26255702706294,0.007406834004924295,0.007406834004924295,0.0037222454547620742,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.972516277627674,0.2433855989133482,0.005268689210082418,0.005268689210082418,0.0025090822577102934,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.9761593657261816,0.2069731732884498,0.014461287866787395,0.014461287866787395,0.0021397884693308278,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.9762811711033352,0.2280455035360469,0.0037227971793218203,0.0037227971793218203,0.0025615575783408673,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.9817956327235682,0.1820473638363525,,,0.0014691256076070358,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.9874761925853746,0.164784219928836,,,0.00113089556783863,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,0.9950059795366968,0.1341040291742332,,,0.004002385432696487,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,1.0006754661823982,0.1149252188805716,,,0.007253292153521551,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,1.004229968552066,0.0631874621665113,,,0.006215923702824089,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.0,1.0044071400097443,0.0938381243448345,,,0.008781094431844938,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv
0.05,0.0072197369003853,0.9137507197590468,0.050753276429967444,0.0007532764299674408,0.001409172356249981,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.0187801745138858,0.9137064268946272,0.05053409383404188,0.0005340938340418766,0.0009995702516847537,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.0195885192895424,0.0535500730832261,0.04671958173321238,0.00328041826678762,0.004010079495998029,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.0322673517296364,0.9136547518861378,0.05027840258677553,0.000278402586775528,0.0005217011296920068,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.0369291757097931,0.0534836337865967,0.04660952137164414,0.0033904786283558627,0.004149610694438482,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.0495858617176772,0.909756979817218,0.05200017111278217,0.0020001711127821675,0.0037365463893781004,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.0542809053461487,0.0553328608761127,0.04806302341582826,0.0019369765841717457,0.0023735391992896174,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.0746002568986136,0.9039140127858736,0.05441254355834892,0.004412543558348921,0.0081852323030986,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.0754971874031094,0.059082990063634,0.051011872646608496,0.001011872646608493,0.0012415362659841218,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.0900252469327191,0.9057706220194592,0.052449569857582125,0.002449569857582122,0.004545949669354386,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.1024493954024007,0.0551483072743645,0.047548423484455975,0.002451576515544028,0.0030295337345143465,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.1092704965230101,0.9018654678064696,0.05333811063766711,0.003338110637667105,0.00618463792839092,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.1246844133410107,0.9018064106539104,0.05240438681735732,0.002404386817357315,0.004449291156559259,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.139068521061257,0.0569237129231814,0.048623771957524195,0.0013762280424758078,0.0017117226019264429,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.1420139965451565,0.8998243049711357,0.052299743766438436,0.0022997437664384335,0.004197081571667829,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.1612703193515524,0.8978348171442914,0.051345370025846875,0.0013453700258468718,0.002475947179274636,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.162178323072153,0.054919460808197,0.04666293616173616,0.0033370638382638415,0.004187950096814599,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.1824533817601984,0.8958379471733771,0.05019895549810486,0.00019895549810485663,0.00039444065478205873,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.1959184125437392,0.8919549393925972,0.05089263505260917,0.0008926350526091698,0.001637009587287448,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.1968707091287593,0.0567022486010837,0.047536843517613274,0.002463156482386729,0.0031266812856640706,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.2190171413385303,0.8880350208914676,0.05022209566015536,0.00022209566015535948,0.0004244429248467185,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.2200026575718652,0.0585293292583899,0.048549409808009196,0.0014505901919908068,0.0018619590351549452,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.2382402444966116,0.8802985339061877,0.051624175430551436,0.0016241754305514333,0.002932550225793162,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.2412078664127209,0.0603637920597657,0.049514916719439056,0.00048508328056094674,0.0006417161150513473,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.2632435664614431,0.8725399004886979,0.052232520191555165,0.0022325201915551623,0.0039688826073611795,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.2662444080258671,0.0583521578007115,0.047420473478168274,0.0025795265218317293,0.003376798327459999,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.2863201488240243,0.8647886492152781,0.05287573809191551,0.0028757380919155057,0.0049349457790869265,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.2951565752757231,0.0601570920258078,0.048099227072311686,0.001900772927688317,0.002533988274342637,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.3074699915843557,0.857044780085928,0.05295822533683039,0.002958225336830385,0.005413403419086241,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.3163285644682642,0.0562445556687483,0.04462191213656709,0.005378087863432912,0.00723161491110005,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.3247774283562918,0.8512313416308632,0.05252490868257097,0.0025249086825709643,0.004867533659731972,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.3414093989458299,0.0618955869542749,0.04815573502230499,0.0018442649776950135,0.0025177431090448892,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.3459272711166231,0.8434874725015132,0.05235184661000899,0.0023518466100089855,0.004492466823349672,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.3568343889799353,0.0637521961878606,0.04906492019888118,0.0009350798011188224,0.0012954542090626872,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.3709305930814546,0.8357288390840235,0.0505553962864091,0.0005553962864090975,0.00120158263330592,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.3799220445586216,0.0579166113005862,0.04414914134631786,0.005850858653682144,0.008184743550292459,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.3824688842627453,0.8318532134473136,0.049813113189737336,0.00018688681026266668,0.00012427016215274314,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.3959228418301811,0.8260545392803886,0.04961169557864639,0.00038830442135361076,0.0005088574206879008,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.3991894405811225,0.057842789859887,0.04354173838764287,0.00645826161235713,0.009142971706970184,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.4132302786021172,0.8202411008253236,0.04857123691864873,0.0014287630813512725,0.0024976366138757945,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.4165854630818975,0.0673546824939834,0.04969701847363599,0.00030298152636401565,0.00043968445928590713,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.4319883066837933,0.0653799589552788,0.04778085593070646,0.0022191440692935424,0.0032323096506338255,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.4324312353279886,0.8086732810677533,0.049450795749831966,0.0005492042501680366,0.0008467383455435354,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.4458741196793196,0.8009589405146831,0.04970374223724922,0.00029625776275078036,0.0003807259969590548,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.4589848075475041,0.0691079417105902,0.04935246126834862,0.0006475387316513814,0.0010063995017908901,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.465086149621296,0.7913067871432578,0.04945334652766474,0.0005466534723352623,0.0009254641792860054,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.4821278292067148,0.0728506887540416,0.05097911175137932,0.0009791117513793177,0.0014478399769782275,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.4842871063471675,0.7797389673856874,0.049515787882188474,0.0004842121178115291,0.0008967007045516807,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.4958253975284582,0.7758633417489775,0.047847686743568756,0.002152313256431247,0.0037905112057202003,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.4994574124108606,0.0708685830712669,0.048972678383175816,0.0010273216168241867,0.0015959602348101709,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.5111728750498294,0.764310286279547,0.048168039257442945,0.001831960742557058,0.0028647160326076494,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.5187358816494664,0.072710428016713,0.04937238268421791,0.0006276173157820919,0.0010405126604432664,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.5342273109802012,0.7527277022338368,0.046217336823177635,0.003782663176822368,0.006247434276061045,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.5457213092970722,0.0745227443858793,0.049382018193730094,0.0006179818062699086,0.0010271610104912545,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.5514904548877176,0.739251598234191,0.0471397863792613,0.002860213620738704,0.004808297122715748,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.5706471187491695,0.72002111293204,0.04974099301630229,0.0002590069836977127,0.00046208932869740946,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.5707799973424281,0.0763424428991155,0.049399101122539216,0.0006008988774607871,0.001024199192043692,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.5879324090888959,0.7103763417046847,0.04737134699348889,0.0026286530065111127,0.004366978981674471,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.591985206183284,0.0781769057004915,0.04951924468827231,0.00048075531172769165,0.0008934443650607885,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.5994374806218719,0.700753716909539,0.04719391089366455,0.002806089106335452,0.004531819121259064,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.6051623333480977,0.6911532385466035,0.04913206079279259,0.000867939207207416,0.0009566097474514298,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.6186052176994288,0.6834388979935331,0.0476652772122087,0.002334722787791302,0.0038311848356069097,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.6189595606147849,0.0780735556835126,0.048176521300020606,0.0018234786999793973,0.003156194148277777,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.6339194755724853,0.666138843365667,0.049492202260990305,0.000507797739009698,0.0008670003984559367,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.6473402134916064,0.6545931700403064,0.04900463173994223,0.0009953682600577704,0.0017006791101176872,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.6478717278646411,0.0798784899086089,0.047786289501318004,0.002213710498681999,0.003982656952616319,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.6607498781946228,0.6411318303288006,0.04875949744516534,0.0012405025548346618,0.0018527386578392779,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.6691101563538114,0.0874599518684204,0.0509047195098031,0.0009047195098030938,0.001488651675945979,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.6741595428976392,0.6276704906172949,0.04839626971809423,0.0016037302819057742,0.0022561587149648645,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.6875802808167606,0.6161248172919341,0.047528233076804205,0.002471766923195798,0.003990440877982393,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.6941799176152722,0.0911953167678019,0.051318381405045486,0.0013183814050454837,0.0027581167422901193,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.6990410594853169,0.5988395269522079,0.04977933904194671,0.00022066095805329394,0.00034364318069986705,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.7067147982460026,0.5930629992174926,0.048656612383816286,0.0013433876161837166,0.002324917689362527,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.717311866058378,0.0930223974251078,0.05057174033596136,0.0005717403359613571,0.0014064703144080564,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.7181977233467689,0.5796090416500568,0.04861061670839377,0.0013893832916062332,0.0023995676131711606,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.72776498206139,0.568078132612836,0.04801022517303033,0.001989774826969673,0.0027415657816892572,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.7385281481153386,0.0967725266126293,0.05052830948457043,0.00052830948457043,0.0011554111691105431,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.7411635735483014,0.552701126515185,0.04722470619196088,0.00277529380803912,0.0036995358159049433,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.7526354254329628,0.5373315025616039,0.04757686747730666,0.0024231325226933415,0.00315158842154629,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.7660118704876645,0.5181231636916626,0.04881316299387348,0.001186837006126526,0.0017136954643108867,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.7674624617974045,0.1024087936100157,0.05045449860398252,0.0004544986039825144,0.0013258822386097663,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.777472649156221,0.5008378733519363,0.04870980752343856,0.0012901924765614456,0.0014443786607283517,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.7870177614386322,0.4854756315424251,0.04820844474805441,0.0017915552519455896,0.001632409425803916,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.7906497763210347,0.113814206198048,0.052200056677847634,0.002200056677847631,0.00623862273478307,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.8004163529255437,0.470098625444774,0.04625649310915119,0.003743506890848812,0.005106867975657903,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.8060747663551402,0.1156708154316339,0.05144661654120518,0.0014466165412051757,0.003857786653249473,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
