task_index,role,Mach,alpha,modal_setting,spectral_cr,spectral_ci,cr,ci,omega_i,matching_y,numerical_extent,modal_dy,tail_tolerance,analytic_tail_points,gamma_left_real,gamma_left_imag,gamma_right_real,gamma_right_imag,mu_left,mu_right,far_left,far_right,left_distance,right_distance,left_interface_amplitude,right_interface_amplitude,left_far_amplitude,right_far_amplitude,delta_kappa_at_match,delta_q_at_match,gamma_mismatch_at_match,right_log_amplitude_shift,n_coordinates,timestamp,modal_success,error
46,peak_growth,1.85,0.13,modal_strict,0.4755143909772433,0.0207788968142682,0.4755143909772433,0.0207788968142682,0.0027012565858548,1.0,50.0,0.0125,1e-06,300,0.0053705949121633,-0.3301974396166818,-0.0362757762464851,-0.017376788284974,0.0053705949121633,0.0362757762464851,-2574.4123694086816,381.9204311336448,2524.4123694086816,331.92043113364474,0.7726614226998393,0.1695106933529938,9.99999999999999e-07,1.0000000000000004e-06,-4.100403176721112e-11,-3.1424553931236326e-11,5.166075116511218e-11,-1.5169249359073969,8601,2026-07-24T08:35:10.868655+00:00,True,
47,near_neutral,1.85,0.22,modal_coarse,0.5002274495939203,0.0009551483998886,0.5002274495939203,0.0009551483998886,0.0002101326479755,1.0,40.0,0.05,1e-06,300,0.0004167357438085,-0.5695816987128515,-0.0838239776158085,-0.0009433303448791,0.0004167357438085,0.0838239776158085,-33155.47903299248,165.57114012180233,33115.47903299248,125.57114012180232,0.985006763267007,0.0372673332885691,9.99999999999999e-07,1.0000000000000004e-06,-9.765811777306954e-09,4.922331814830147e-08,5.018272739896361e-08,-3.2745313476300626,2201,2026-07-24T08:35:15.074813+00:00,True,
47,near_neutral,1.85,0.22,modal_nominal,0.5002274495939203,0.0009551483998886,0.5002274495939203,0.0009551483998886,0.0002101326479755,1.0,40.0,0.025,1e-06,300,0.0004167357438085,-0.5695816987128515,-0.0838239776158085,-0.0009433303448791,0.0004167357438085,0.0838239776158085,-33155.47903300637,165.5711401409345,33115.47903300637,125.57114014093447,0.9850067632727104,0.037267333348336,1.000000000000002e-06,1.0000000000000004e-06,-2.696710008076586e-10,6.889471638581861e-10,7.39845013002617e-10,-3.2745313460321195,3801,2026-07-24T08:35:15.219545+00:00,True,
47,near_neutral,1.85,0.22,modal_strict,0.5002274495939203,0.0009551483998886,0.5002274495939203,0.0009551483998886,0.0002101326479755,1.0,50.0,0.0125,1e-06,300,0.0004167357438085,-0.5695816987128515,-0.0838239776158085,-0.0009433303448791,0.0004167357438085,0.0838239776158085,-33155.479033010175,165.5711401416425,33105.479033010175,115.57114014164252,0.9809104293849006,0.0161170446400225,1.0000000000000004e-06,1.000000000000002e-06,6.99370075740724e-11,-2.2229475177921665e-11,7.338483900031188e-11,-4.1086037646943545,8601,2026-07-24T08:35:15.551279+00:00,True,
48,low_alpha,1.9,0.05,modal_coarse,0.4575013033096492,0.0201545403695673,0.4575013033096492,0.0201545403695673,0.0010077270184783,1.0,40.0,0.05,1e-06,300,0.0020531911224124,-0.1291218330986003,-0.0069618691311839,-0.0141740171186241,0.0020531911224124,0.0069618691311839,-6730.234117052532,1985.6763251291284,6690.234117052532,1945.6763251291284,0.9238724463261891,0.7634049834141324,1.0000000000000004e-06,1.0000000000000004e-06,5.5007994687050754e-12,1.9424312852622805e-11,2.0188182795672163e-11,-0.190785348801227,2201,2026-07-24T08:35:11.571291+00:00,True,
48,low_alpha,1.9,0.05,modal_nominal,0.4575013033096492,0.0201545403695673,0.4575013033096492,0.0201545403695673,0.0010077270184783,1.0,40.0,0.025,1e-06,300,0.0020531911224124,-0.1291218330986003,-0.0069618691311839,-0.0141740171186241,0.0020531911224124,0.0069618691311839,-6730.234112014708,1985.6763236432344,6690.234112014708,1945.6763236432344,0.92387243677001,0.7634049755170124,1.0000000000000004e-06,1.0000000000000004e-06,-6.669058968261643e-12,-9.114120916309254e-12,1.1293517946116564e-11,-0.1907853488022147,3801,2026-07-24T08:35:11.711750+00:00,True,
48,low_alpha,1.9,0.05,modal_strict,0.4575013033096492,0.0201545403695673,0.4575013033096492,0.0201545403695673,0.0010077270184783,1.0,50.0,0.0125,1e-06,300,0.0020531911224124,-0.1291218330986003,-0.0069618691311839,-0.0141740171186241,0.0020531911224124,0.0069618691311839,-6730.234112016962,1985.676323643896,6680.234112016962,1935.676323643896,0.905096977527521,0.7120655462808552,1.0000000000000004e-06,1.0000000000000004e-06,-6.947729284251247e-12,-1.098943592375834e-11,1.3001486227721532e-11,-0.2398721288899517,8601,2026-07-24T08:35:12.029594+00:00,True,
49,peak_growth,1.9,0.13,modal_coarse,0.4894770013114648,0.0186080268219634,0.4894770013114648,0.0186080268219634,0.0024190434868552,1.0,40.0,0.05,1e-06,300,0.0049130718814667,-0.3441715070133061,-0.0358066448689223,-0.0161862376487628,0.0049130718814667,0.0358066448689223,-2814.0590723015903,386.8617552900498,2774.0590723015903,346.86175529004987,0.8299756364379092,0.2476955599688457,1.0000000000000004e-06,1.0000000000000004e-06,-5.037482583847286e-12,-4.479337040175224e-12,6.740971080048517e-12,-1.2091959353708297,2201,2026-07-24T08:35:10.388249+00:00,True,
49,peak_growth,1.9,0.13,modal_nominal,0.4894770013114648,0.0186080268219634,0.4894770013114648,0.0186080268219634,0.0024190434868552,1.0,40.0,0.025,1e-06,300,0.0049130718814667,-0.3441715070133061,-0.0358066448689223,-0.0161862376487628,0.0049130718814667,0.0358066448689223,-2814.0585638614143,386.8616855263189,2774.0585638614143,346.8616855263189,0.8299735631587596,0.2476949412248365,1.0000000000000004e-06,9.99999999999999e-07,-2.3828668205272407e-11,-1.5571862375940437e-11,2.8465563867455523e-11,-1.209195935372838,3801,2026-07-24T08:35:10.527836+00:00,True,
49,peak_growth,1.9,0.13,modal_strict,0.4894770013114648,0.0186080268219634,0.4894770013114648,0.0186080268219634,0.0024190434868552,1.0,50.0,0.0125,1e-06,300,0.0049130718814667,-0.3441715070133061,-0.0358066448689223,-0.0161862376487628,0.0049130718814667,0.0358066448689223,-2814.0585638612965,386.8616855262957,2764.0585638612965,336.86168552629573,0.7901818665995958,0.1731453585610781,1.0000000000000004e-06,1.0000000000000004e-06,-2.5326825706106778e-11,-1.7611223243618742e-11,3.084806775932795e-11,-1.5181316652476442,8601,2026-07-24T08:35:10.836439+00:00,True,
50,near_neutral,1.9,0.215,modal_coarse,0.5118587392276037,0.0007751325923747,0.5118587392276037,0.0007751325923747,0.0001666535073605,1.0,40.0,0.05,1e-06,300,0.0003377697887107,-0.5789626300647626,-0.0803932951428359,-0.0007853907982651,0.0003377697887107,0.0803932951428359,-40906.0204670581,172.56243274361452,40866.0204670581,132.56243274361452,0.9878707008777114,0.0424945359349098,9.99999999999999e-07,1.0000000000000004e-06,5.027845143695808e-08,-7.676905365824383e-08,9.176824221091342e-08,-3.1461763181991187,2201,2026-07-24T08:35:16.028154+00:00,True,
50,near_neutral,1.9,0.215,modal_nominal,0.5118587392276037,0.0007751325923747,0.5118587392276037,0.0007751325923747,0.0001666535073605,1.0,40.0,0.025,1e-06,300,0.0003377697887107,-0.5789626300647626,-0.0803932951428359,-0.0007853907982651,0.0003377697887107,0.0803932951428359,-40906.020131707264,172.5624312334441,40866.020131707264,132.5624312334441,0.9878705889802416,0.0424945307757515,1.0000000000000004e-06,1.0000000000000004e-06,8.59914715822807e-10,-1.6031087384221068e-10,8.747301839771349e-10,-3.146176326335316,3801,2026-07-24T08:35:16.183173+00:00,True,
50,near_neutral,1.9,0.215,modal_strict,0.5118587392276037,0.0007751325923747,0.5118587392276037,0.0007751325923747,0.0001666535073605,1.0,50.0,0.0125,1e-06,300,0.0003377697887107,-0.5789626300647626,-0.0803932951428359,-0.0007853907982651,0.0003377697887107,0.0803932951428359,-40906.02013170666,172.56243123168633,40856.02013170666,122.56243123168632,0.984539489469793,0.0190190751052442,1.0000000000000004e-06,9.99999999999999e-07,6.980867273131963e-12,-8.737149057632536e-11,8.764992797152772e-11,-3.946731580017677,8601,2026-07-24T08:35:16.514140+00:00,True,
