boundary_id,normal_axis,pair_id,idx_a,idx_b,Mach_minus_grid,Mach_plus_grid,eta_minus_grid,eta_plus_grid,Mach_mid,eta_mid,component,chart_minus,chart_plus,Mach_boundary,eta_boundary,clean_pair_switch,third_chart_seen,eps,Mach_minus,eta_minus,Mach_plus,eta_plus,routed_chart_minus,routed_chart_plus,family_minus,family_plus,ci_minus,ci_plus,samepoint_ci_abs_diff,samepoint_ci_rel_diff_reg,samepoint_p_overlap,samepoint_p_rel,samepoint_q_overlap,samepoint_q_rel,routed_ci_abs_diff,routed_ci_rel_diff_reg,routed_p_overlap,routed_p_rel,routed_q_overlap,routed_q_rel,success,error,source_shard,severity
ROUTE_0084,Mach,HIGH_HIM__HM1_MID,5,9,0.6983999999999999,0.7016,0.5352,0.5352,0.7,0.5352,0,HIGH_HIM,HM1_MID,0.6999999995052814,0.5352,True,,5e-05,0.6999499995052814,0.5352,0.7000499995052814,0.5352,HIGH_HIM,HM1_MID,pq_legacy,pq_etaaware,0.2581372660508337,0.2573935003100608,0.0007207603119859,0.0027922774386183,0.9790717439373802,0.2035154053712334,0.9724764974152592,0.2904347853026717,0.0007437657407728,0.0028812799955293,0.9790657050666444,0.2035444550027207,0.9724707694535618,0.290508082344361,True,,shard_00004.csv,2.8023271688292244
ROUTE_0423,eta,LOW__MID,30,39,0.1032,0.1032,0.3976,0.4008,0.1032,0.3992,0,LOW,MID,0.1032,0.4000000004947186,True,,5e-05,0.1032,0.3999500004947186,0.1032,0.4000500004947186,LOW,MID,pq_legacy,pq_legacy,0.4673150457380845,0.4682375364349597,0.0010273145822224,0.0021937546277263,0.9841546152751606,0.1773124170288158,0.9770210956007246,0.4321910378031287,0.0009224906968751,0.0019701340133872,0.9841491677330736,0.1773426503983136,0.9770133111502252,0.4322713064798157,True,,shard_00021.csv,2.8004387525105576
ROUTE_0238,eta,HM2_LOW__HM2_MID,16,17,0.916,0.916,0.3976,0.4008,0.916,0.3992,0,HM2_LOW,HM2_MID,0.916,0.4000000004947186,True,,5e-05,0.916,0.3999500004947186,0.916,0.4000500004947186,HM2_LOW,HM2_MID,pq_etaaware,pq_etaaware,0.3071769256408156,0.307064551683096,6.150339549293449e-05,0.0002002367458225,0.9727602499767332,0.2318134941395842,0.9493770082049656,0.5088764420151314,0.0001123739577196,0.0003658281216442,0.9727586383056188,0.2318202570997586,0.9493751526096916,0.5089187053591566,True,,shard_00011.csv,2.7416258380521175
ROUTE_0143,Mach,HM1_LOW__HM2_LOW,8,16,0.8488,0.852,0.324,0.324,0.8504,0.324,0,HM1_LOW,HM2_LOW,0.8499999995052815,0.324,True,,5e-05,0.8499499995052815,0.324,0.8500499995052815,0.324,HM1_LOW,HM2_LOW,pq_etaaware,pq_etaaware,0.3554359816926802,0.3552941365107119,0.000128291140056,0.0003609503296019,0.9736526034185784,0.2280364178288736,0.952536261244834,0.4562913915005269,0.0001418451819682,0.0003990737833934,0.9736472888719808,0.2280591082860791,0.9525298820689828,0.4563352428608797,True,,shard_00007.csv,2.726025147415815
ROUTE_0349,eta,LMEDGE_VLOW__ULTRALOW_M002_006_eta002_006,46,29,0.0583999999999999,0.0583999999999999,0.0583999999999999,0.0616,0.0583999999999999,0.06,0,ULTRALOW_M002_006_eta002_006,LMEDGE_VLOW,0.0583999999999999,0.0600000004947185,True,,5e-05,0.0583999999999999,0.0599500004947185,0.0583999999999999,0.0600500004947185,ULTRALOW_M002_006_eta002_006,LMEDGE_VLOW,pQscaled,pQscaled,0.895737860244582,0.8969495811482405,0.0013623023618083,0.0015186803410342,0.9907617043769564,0.1356143249810601,0.8762474880722073,1.952265339165495,0.0012117209036585,0.0013509353581583,0.9907317844455916,0.1358327327607515,0.8761592382856301,1.957045857429056,True,,shard_00017.csv,2.7184456116189013
ROUTE_0145,Mach,HM1_LOW__HM2_LOW,8,16,0.8488,0.852,0.3976,0.3976,0.8504,0.3976,0,HM1_LOW,HM2_LOW,0.8499999995052815,0.3976,True,,5e-05,0.8499499995052815,0.3976,0.8500499995052815,0.3976,HM1_LOW,HM2_LOW,pq_etaaware,pq_etaaware,0.3097037919430717,0.3097213098906803,2.8116311058423715e-05,9.077798129351663e-05,0.9726871948164292,0.2321198419785476,0.9504706595725608,0.4517431637418014,1.751794760868064e-05,5.656035619526405e-05,0.9726822383519912,0.2321406108257675,0.9504646549978412,0.4517827138871864,True,,shard_00007.csv,2.7149549900224397
ROUTE_0144,Mach,HM1_LOW__HM2_LOW,8,16,0.8488,0.852,0.3591999999999999,0.3591999999999999,0.8504,0.3591999999999999,0,HM1_LOW,HM2_LOW,0.8499999995052815,0.3591999999999999,True,,5e-05,0.8499499995052815,0.3591999999999999,0.8500499995052815,0.3591999999999999,HM1_LOW,HM2_LOW,pq_etaaware,pq_etaaware,0.3330475004108661,0.3331089269148807,7.342769947282779e-05,0.0002204287888549,0.9733023874490648,0.2295266053989171,0.9516675319898884,0.4533275374385613,6.142650401458338e-05,0.0001844036561358,0.9732972721914508,0.2295482954514822,0.9516613597954684,0.4533690932803897,True,,shard_00007.csv,2.703574381008756
ROUTE_0242,eta,HM2_LOW__HM2_VLOW_MOD,22,16,0.8839999999999999,0.8839999999999999,0.2471999999999999,0.2504,0.8839999999999999,0.2488,0,HM2_VLOW_MOD,HM2_LOW,0.8839999999999999,0.2500000004947186,True,,5e-05,0.8839999999999999,0.2499500004947186,0.8839999999999999,0.2500500004947186,HM2_VLOW_MOD,HM2_LOW,pQscaled,pq_etaaware,0.3947409206246239,0.3963575176134049,0.0016728226620572,0.0042201922316159,0.9947138734007632,0.1026854910104176,0.9872182781325404,0.5690664609274563,0.0016165969887809,0.0040786333472743,0.9947094246783896,0.1027285766278657,0.9872155666471248,0.5693402705838472,True,,shard_00012.csv,2.699677572161376
ROUTE_0236,eta,HM2_LOW__HM2_MID,16,17,0.852,0.852,0.3976,0.4008,0.852,0.3992,0,HM2_LOW,HM2_MID,0.852,0.4000000004947186,True,,5e-05,0.852,0.3999500004947186,0.852,0.4000500004947186,HM2_LOW,HM2_MID,pq_etaaware,pq_etaaware,0.3082881260047023,0.3083717752939376,0.0001407051805191,0.0004562386652442,0.9743022365375368,0.2252446489441063,0.9509637564333632,0.4270590194181529,8.364928923526582e-05,0.0002712611721858,0.9743011707259144,0.2252492590933713,0.9509623423804926,0.4270847143575521,True,,shard_00011.csv,2.678039843083323
ROUTE_0142,Mach,HM1_LOW__HM2_LOW,8,16,0.8488,0.852,0.2888,0.2888,0.8504,0.2888,0,HM1_LOW,HM2_LOW,0.8499999995052815,0.2888,True,,5e-05,0.8499499995052815,0.2888,0.8500499995052815,0.2888,HM1_LOW,HM2_LOW,pq_etaaware,pq_etaaware,0.3776665764377059,0.377737507711997,8.747153715071843e-05,0.0002315646633611,0.9737473929445792,0.2276313131659076,0.953121813041891,0.4611339918138426,7.093127429108614e-05,0.0001877792722272,0.97374183148807,0.227655102315451,0.9531151672989664,0.4611806240699329,True,,shard_00007.csv,2.6764150215808313
ROUTE_0223,Mach,HM1_VLOW_MOD__VLOW_MOD_QSCALED,48,14,0.6983999999999999,0.7016,0.1863999999999999,0.1863999999999999,0.7,0.1863999999999999,0,VLOW_MOD_QSCALED,HM1_VLOW_MOD,0.6999999995052814,0.1863999999999999,True,,5e-05,0.6999499995052814,0.1863999999999999,0.7000499995052814,0.1863999999999999,VLOW_MOD_QSCALED,HM1_VLOW_MOD,pQscaled,pQscaled,0.5094908413493531,0.5083098358024847,0.0011382311460184,0.0022341519110097,0.9881290261694768,0.1536262596087052,0.97521519209191,0.230633446123846,0.0011810055468683,0.0023180113380263,0.9881280960164136,0.1536322422637167,0.9752123809543104,0.2306753343101928,True,,shard_00011.csv,2.6744937421054518
ROUTE_0432,eta,LOW__VLOW_MOD_QSCALED,48,30,0.6983999999999999,0.6983999999999999,0.2471999999999999,0.2504,0.6983999999999999,0.2488,0,VLOW_MOD_QSCALED,LOW,0.6983999999999999,0.2500000004947186,True,,5e-05,0.6983999999999999,0.2499500004947186,0.6983999999999999,0.2500500004947186,VLOW_MOD_QSCALED,LOW,pQscaled,pq_legacy,0.4577095720173935,0.4576418023036544,5.427255305001655e-06,1.1858125814943954e-05,0.9732836495589428,0.2296060484857164,0.9741502932067104,0.5934546574019876,6.776971373906315e-05,0.0001480626971386,0.9732643322346056,0.2296879178361963,0.974130528286155,0.5937429010890571,True,,shard_00021.csv,2.637305262215027
ROUTE_0237,eta,HM2_LOW__HM2_MID,16,17,0.8839999999999999,0.8839999999999999,0.3976,0.4008,0.8839999999999999,0.3992,0,HM2_LOW,HM2_MID,0.8839999999999999,0.4000000004947186,True,,5e-05,0.8839999999999999,0.3999500004947186,0.8839999999999999,0.4000500004947186,HM2_LOW,HM2_MID,pq_etaaware,pq_etaaware,0.306258890666035,0.3062526296420818,4.916932683035613e-05,0.000160535717542,0.9737904795498332,0.227446921144486,0.9504800891992154,0.4574453332968546,6.2610239532912e-06,2.0443566355494428e-05,0.9737892085053048,0.2274523629215834,0.9504785176997124,0.4574769325147805,True,,shard_00011.csv,2.634114560783554
ROUTE_0141,Mach,HM1_LOW__HM2_LOW,8,16,0.8488,0.852,0.2504,0.2504,0.8504,0.2504,0,HM1_LOW,HM2_LOW,0.8499999995052815,0.2504,True,,5e-05,0.8499499995052815,0.2504,0.8500499995052815,0.2504,HM1_LOW,HM2_LOW,pq_etaaware,pq_etaaware,0.4027632174776767,0.4027409499017452,1.724544104242387e-06,4.281952502464675e-06,0.9734937615431322,0.2287135681078039,0.9533492756439542,0.4691355608696504,2.2267575931433917e-05,5.5287014715210686e-05,0.973487892087922,0.2287385493488457,0.9533422678078124,0.4691857290569148,True,,shard_00007.csv,2.6141721480256725
ROUTE_0214,Mach,HM1_VLOW_EXTREME__VLOW_EXTREME_CI_ONLY,47,13,0.6983999999999999,0.7016,0.1064,0.1064,0.7,0.1064,0,VLOW_EXTREME_CI_ONLY,HM1_VLOW_EXTREME,0.6999999995052814,0.1064,True,,5e-05,0.6999499995052814,0.1064,0.7000499995052814,0.1064,VLOW_EXTREME_CI_ONLY,HM1_VLOW_EXTREME,pQscaled,pQscaled,0.5780633826117327,0.5799474631094417,0.0019356502666559,0.0033374809911773,0.9980084097575106,0.0630810118283229,0.9798106221891923,0.399372467518911,0.0018840804977089,0.0032487089220241,0.9980074086134498,0.0630968489915786,0.9798094542148184,0.3994488141560371,True,,shard_00010.csv,2.5664603849391288
ROUTE_0018,eta,ETAEDGE_HM1__VLOW_EXTREME_CI_ONLY,0,47,0.6951999999999999,0.6951999999999999,0.0583999999999999,0.0616,0.6951999999999999,0.06,0,ETAEDGE_HM1,VLOW_EXTREME_CI_ONLY,0.6951999999999999,0.0600000004947185,True,,5e-05,0.6951999999999999,0.0599500004947185,0.6951999999999999,0.0600500004947185,ETAEDGE_HM1,VLOW_EXTREME_CI_ONLY,pQscaled,pQscaled,0.6270083586417836,0.6251992773708868,0.0016992464345094,0.0027103488933638,0.9963220401724284,0.0856877603082826,0.9102982781990332,4.959530111039536,0.0018090812708968,0.0028852586189052,0.9963165761299172,0.0857512689629663,0.9102890176634616,4.965877198460547,True,,shard_00000.csv,2.556124037592226
ROUTE_0211,Mach,HM1_VLOW_EXTREME__VLOW_EXTREME_CI_ONLY,47,13,0.6983999999999999,0.7016,0.0616,0.0616,0.7,0.0616,0,VLOW_EXTREME_CI_ONLY,HM1_VLOW_EXTREME,0.6999999995052814,0.0616,True,,5e-05,0.6999499995052814,0.0616,0.7000499995052814,0.0616,VLOW_EXTREME_CI_ONLY,HM1_VLOW_EXTREME,pQscaled,pQscaled,0.621038267418443,0.6231504023554282,0.0021644673375933,0.0034732917025081,0.9992692281848322,0.0382231553235746,0.9837573900442668,0.3668094011014161,0.0021121349369851,0.0033894464787337,0.99926886116716,0.0382327490731062,0.9837572616343676,0.3668861802109943,True,,shard_00010.csv,2.5466988908290458
ROUTE_0019,eta,ETAEDGE_HM1__VLOW_EXTREME_CI_ONLY,0,47,0.6983999999999999,0.6983999999999999,0.0583999999999999,0.0616,0.6983999999999999,0.06,0,ETAEDGE_HM1,VLOW_EXTREME_CI_ONLY,0.6983999999999999,0.0600000004947185,True,,5e-05,0.6983999999999999,0.0599500004947185,0.6983999999999999,0.0600500004947185,ETAEDGE_HM1,VLOW_EXTREME_CI_ONLY,pQscaled,pQscaled,0.6251928028402792,0.6233930978943361,0.0016908554700549,0.0027047943197391,0.9963468480107632,0.0853988200095144,0.9103606199396193,4.958147889901328,0.0017997049459431,0.0028786398975916,0.9963414297783412,0.0854620109010475,0.9103513453755032,4.964493154156245,True,,shard_00000.csv,2.544843670150044
ROUTE_0348,eta,LMEDGE_VLOW__ULTRALOW_M002_006_eta002_006,46,29,0.0487999999999999,0.0487999999999999,0.0583999999999999,0.0616,0.0487999999999999,0.06,0,ULTRALOW_M002_006_eta002_006,LMEDGE_VLOW,0.0487999999999999,0.0600000004947185,True,,5e-05,0.0487999999999999,0.0599500004947185,0.0487999999999999,0.0600500004947185,ULTRALOW_M002_006_eta002_006,LMEDGE_VLOW,pQscaled,pQscaled,0.8965732701558393,0.8975794073491902,0.0011563874041351,0.0012882235292566,0.9907520687049332,0.1356847020002459,0.8760922864283723,1.9527215447885111,0.0010061371933508,0.0011209450496667,0.9907221241553756,0.1359031740212868,0.8760040251905785,1.957499895988156,True,,shard_00017.csv,2.5132344241375586
ROUTE_0017,eta,ETAEDGE_HM1__VLOW_EXTREME_CI_ONLY,0,47,0.6888,0.6888,0.0583999999999999,0.0616,0.6888,0.06,0,ETAEDGE_HM1,VLOW_EXTREME_CI_ONLY,0.6888,0.0600000004947185,True,,5e-05,0.6888,0.0599500004947185,0.6888,0.0600500004947185,ETAEDGE_HM1,VLOW_EXTREME_CI_ONLY,pQscaled,pQscaled,0.6305759294124358,0.6288190963384749,0.0016451065184481,0.0026091533606237,0.996272682161478,0.0862597401965412,0.9101746726254614,4.962159768645174,0.0017568330739609,0.0027860769687131,0.9962671268877116,0.0863238778259225,0.9101654388640608,4.96851043800378,True,,shard_00000.csv,2.507703920413512
