source_row,Mach,eta,alpha,ci_seed_abs_err,ci_final_abs_err,valid,region_interior,region_long_wavelength,region_near_neutral,region_high_mach,region_edge_corner_union
40,0.0399999999999999,0.7250000000000001,0.7244197678142142,0.0002387518961027,4.224391625298751e-05,True,True,False,False,False,False
41,0.0399999999999999,0.78125,0.7806247497997998,0.0011353205352279,1.835550202888836e-05,True,True,False,False,False,False
42,0.0399999999999999,0.8150000000000001,0.8143477389911512,0.0002357252609329,1.995782034190652e-05,True,True,False,False,False,False
43,0.0399999999999999,0.8600000000000001,0.8593117245796197,0.0003705157766196,3.117551034080568e-05,True,True,False,False,False,False
44,0.0399999999999999,0.905,0.904275710168088,0.0011638723760176,1.7216197767899732e-05,True,False,False,True,False,True
45,0.0399999999999999,0.9275,0.9267577029623224,8.139084654269768e-05,2.431323366795801e-06,True,False,False,True,False,True
46,0.0399999999999999,0.95,0.9492396957565564,0.0004310546450167,1.279303788329772e-05,True,False,False,True,False,True
47,0.0399999999999999,0.9725,0.9717216885507908,0.0009537473215002,0.0004065502225953,True,False,False,True,False,True
48,0.05,0.025,0.0249687304442977,0.0007592273186461,0.000190500810829,True,False,True,False,False,True
49,0.05,0.04,0.0399499687108763,0.0003913285064981,0.0002043165132776,True,False,True,False,False,True
50,0.05,0.055,0.0549312069774549,0.0003334054486999,0.000214945042143,True,False,True,False,False,True
51,0.05,0.05875,0.0586765165440996,0.0007710257606615,0.0002114027549287,True,False,True,False,False,True
52,0.05,0.0849999999999999,0.0848936835106122,0.0002114167067569,0.0002519364846922,True,False,True,False,False,True
53,0.05,0.11125,0.1111108504771248,0.000183835550879,0.0002520404309196,True,False,True,False,False,True
54,0.05,0.1362499999999999,0.1360795809214225,0.0013180590576619,6.122437375921663e-05,True,False,True,False,False,True
55,0.05,0.185,0.1847686052878031,0.0003482760973825,6.591851229209578e-05,True,False,True,False,False,True
56,0.05,0.23375,0.2334576296541837,0.0003408679885901,6.344698005011917e-05,True,False,True,False,False,True
57,0.05,0.26875,0.2684138522762005,0.0010481522799447,5.310939018854377e-05,True,True,False,False,False,False
58,0.05,0.325,0.3245934957758704,3.8753040361494406e-05,8.502796003362345e-05,True,True,False,False,False,False
59,0.05,0.375,0.3745309566644658,0.0012297721552014,8.156191505293009e-05,True,True,False,False,False,False
60,0.05,0.38125,0.3807731392755403,0.0007333278600897,7.997346107413428e-05,True,True,False,False,False,False
61,0.05,0.45,0.449437147997359,4.9785353341214034e-05,6.791145666101839e-05,True,True,False,False,False,False
62,0.05,0.525,0.5243433393302522,0.0011823531387639,7.358700953563613e-05,True,True,False,False,False,False
63,0.05,0.5625,0.5617964349966987,0.0004567424494886,4.762349762671425e-05,True,True,False,False,False,False
64,0.05,0.6000000000000001,0.5992495306631455,8.232288614129502e-06,4.768565534157832e-05,True,True,False,False,False,False
65,0.05,0.6375000000000001,0.6367026263295921,0.0004193886242472,3.723685026929546e-05,True,True,False,False,False,False
66,0.05,0.6687500000000001,0.6679135393849642,0.0005976212305154,3.1475699829697223e-05,True,True,False,False,False,False
67,0.05,0.7250000000000001,0.7240931828846341,0.0001541542038659,5.296154754930171e-05,True,True,False,False,False,False
68,0.05,0.78125,0.7802728263843038,0.0010067742289338,3.466772427140885e-05,True,True,False,False,False,False
69,0.05,0.8150000000000001,0.8139806124841058,0.0001998143005887,4.321338731590185e-05,True,True,False,False,False,False
70,0.05,0.8600000000000001,0.8589243272838418,0.0003787073410059,3.832843866238833e-05,True,True,False,False,False,False
71,0.05,0.905,0.9038680420835776,0.0012118807453389,1.700840248219926e-05,True,False,False,True,False,True
72,0.05,0.9275,0.9263398994834456,0.0001033632929024,1.8511617877699227e-05,True,False,False,True,False,True
73,0.05,0.95,0.9488117568833134,0.000369072379892,1.4248821545201353e-05,True,False,False,True,False,True
74,0.05,0.9725,0.9712836142831814,0.0008693276942691,0.0004101565015631,True,False,False,True,False,True
75,0.06,0.025,0.0249549594269355,0.0007102861570863,0.0001918263881223,True,False,True,False,False,True
76,0.06,0.04,0.0399279350830968,0.0001510655626207,0.0002070678029681,True,False,True,False,False,True
77,0.06,0.055,0.0549009107392582,0.0003403604066023,0.0002105550947082,True,False,True,False,False,True
78,0.06,0.06,0.0598919026246453,0.0012864065828757,0.0002297409383752,True,False,True,False,False,True
79,0.06,0.09,0.089837853936968,0.0001871309931102,0.0002544646337125,True,False,True,False,False,True
80,0.06,0.12,0.1197838052492907,0.0005330049630593,0.0002800397320155,True,False,True,False,False,True
81,0.06,0.155,0.1547207484470004,0.003933711954957,7.360287179558611e-05,True,False,True,False,False,True
82,0.06,0.26,0.2595315780401298,0.0002026846340262,7.091151435922871e-05,True,True,False,False,False,False
83,0.06,0.365,0.3643424076332592,0.0016622487914628,6.803299905899785e-05,True,True,False,False,False,False
84,0.06,0.375,0.3743243914040334,0.0017012447488901,7.271510232803591e-05,True,True,False,False,False,False
85,0.06,0.45,0.4491892696848401,5.2379601937824205e-05,5.570962745338193e-05,True,True,False,False,False,False
86,0.06,0.525,0.5240541479656468,0.0011381224966511,5.312370150739598e-05,True,True,False,False,False,False
87,0.06,0.5625,0.5614865871060502,0.0007138722909545,6.024455114467253e-05,True,True,False,False,False,False
88,0.06,0.6000000000000001,0.5989190262464535,1.3859411613414974e-05,6.744260115831846e-05,True,True,False,False,False,False
89,0.06,0.6375000000000001,0.6363514653868568,0.0004571036324282,4.01121227350254e-05,True,True,False,False,False,False
90,0.06,0.6687500000000001,0.6675451646705263,0.0009618408875362,3.669497820640855e-05,True,True,False,False,False,False
91,0.06,0.7250000000000001,0.7236938233811313,7.909957437579607e-05,2.238833004067353e-05,True,True,False,False,False,False
92,0.06,0.78125,0.7798424820917362,0.0008791106631333,1.9263254604579005e-05,True,True,False,False,False,False
93,0.06,0.8150000000000001,0.8135316773180994,0.0006978397375732,3.5251873262198696e-05,True,True,False,False,False,False
94,0.06,0.8600000000000001,0.8584506042865834,0.0002792684944961,3.991485435600461e-05,True,True,False,False,False,False
95,0.06,0.905,0.9033695312550674,0.0009709793699345,2.213342868939705e-05,True,False,False,True,False,True
96,0.06,0.9275,0.9258289947393092,0.0002244980990725,6.007910169497643e-06,True,False,False,True,False,True
97,0.06,0.95,0.9482884582235512,0.0002404962565775,1.754863016329572e-05,True,False,False,True,False,True
98,0.06,0.9725,0.9707479217077932,0.0008683698935381,0.0004145595381876,True,False,False,True,False,True
99,0.075,0.05875,0.0585845326083387,0.0008495357836063,0.0002118092689649,True,False,True,False,False,True
100,0.075,0.0849999999999999,0.0847606003695113,5.7673040813610577e-05,0.0002296339789499,True,False,True,False,False,True
101,0.075,0.11125,0.1109366681306839,0.0003269238537634,0.0002646026883122,True,False,True,False,False,True
102,0.075,0.1362499999999999,0.1358662564746578,0.001286792680234,7.53758776894653e-05,True,False,True,False,False,True
103,0.075,0.185,0.1844789537454069,4.335908317276704e-05,6.110329955355542e-05,True,False,True,False,False,True
104,0.075,0.23375,0.2330916510161561,0.0007186289677306,5.3194136786394175e-05,True,False,True,False,False,True
105,0.075,0.26875,0.2679930746977195,0.0004711351337809,5.8785903345515145e-05,True,True,False,False,False,False
106,0.075,0.325,0.3240846484716608,1.7425379792546103e-05,6.25242052320063e-05,True,True,False,False,False,False
107,0.075,0.375,0.3739438251596086,0.0006257800838821,8.305746828596305e-05,True,True,False,False,False,False
108,0.075,0.38125,0.3801762222456022,0.0008315140623451,6.28890506250146e-05,True,True,False,False,False,False
109,0.075,0.45,0.4487325901915304,0.0001429601540655,6.050085552161688e-05,True,True,False,False,False,False
110,0.075,0.525,0.5235213552234522,0.0011222431511678,7.280614105681371e-05,True,True,False,False,False,False
111,0.075,0.5625,0.5609157377394131,0.0001862066306898,6.267266742887578e-05,True,True,False,False,False,False
112,0.075,0.6000000000000001,0.598310120255374,1.0137806299104213e-05,4.410150591699358e-05,True,True,False,False,False,False
113,0.075,0.6375000000000001,0.6357045027713348,0.0004517473081163,3.219887640049102e-05,True,True,False,False,False,False
114,0.075,0.6687500000000001,0.6668664882013022,0.0003119961466147,2.7364448484890055e-05,True,True,False,False,False,False
115,0.075,0.7250000000000001,0.7229580619752436,0.0001443166863024,3.304830146960702e-05,True,True,False,False,False,False
116,0.075,0.78125,0.7790496357491847,0.0008108394577029,4.565405206019557e-05,True,True,False,False,False,False
117,0.075,0.8150000000000001,0.8127045800135496,0.0001239068435062,3.271605290640356e-05,True,True,False,False,False,False
118,0.075,0.8600000000000001,0.8575778390327027,0.0003260674218394,1.1392400782711531e-05,True,True,False,False,False,False
119,0.075,0.905,0.9024510980518556,0.0010444159690632,9.74726360701561e-07,True,False,False,True,False,True
120,0.075,0.9275,0.924887727561432,7.951181434969617e-05,3.5533747647018e-06,True,False,False,True,False,True
121,0.075,0.95,0.9473243570710088,0.0003406626257694,2.5661243787604423e-05,True,False,False,True,False,True
122,0.075,0.9725,0.9697609865805852,0.0008534504965217,0.000422652363688,True,False,False,True,False,True
123,0.1,0.05875,0.0584555119300139,0.001012292766376,0.0002132876879048,True,False,True,False,False,True
124,0.1,0.0849999999999999,0.0845739321540626,0.0001666280245992,0.0002305212111364,True,False,True,False,False,True
125,0.1,0.11125,0.1106923523781114,0.000487381980084,0.0002510615176898,True,False,True,False,False,True
126,0.1,0.1362499999999999,0.1355670383057769,0.0015238534673579,7.615912693881288e-05,True,False,True,False,False,True
127,0.1,0.185,0.1840726758647247,0.0001828783154693,5.407938811885504e-05,True,False,True,False,False,True
128,0.1,0.23375,0.2325783134236724,0.0007447534981165,7.918874382817354e-05,True,False,True,False,False,True
129,0.1,0.26875,0.2674028737224041,0.0018726522297689,7.806091306006291e-05,True,True,False,False,False,False
130,0.1,0.325,0.3233709170596515,0.0007844176334481,8.305833894028947e-05,True,True,False,False,False,False
131,0.1,0.375,0.3731202889149825,0.0013184095861709,5.500398871938206e-05,True,True,False,False,False,False
132,0.1,0.38125,0.3793389603968989,0.0006354807354201,5.188957709867381e-05,True,True,False,False,False,False
133,0.1,0.45,0.4477443466979789,7.188005978359113e-05,4.222776508072679e-05,True,True,False,False,False,False
134,0.1,0.525,0.5223684044809755,0.0010640248757328,4.3420100072188994e-05,True,True,False,False,False,False
135,0.1,0.5625,0.5596804333724738,0.0004656050226189,6.959248260857143e-05,True,True,False,False,False,False
136,0.1,0.6000000000000001,0.5969924622639721,7.423568817549464e-05,3.953388871069663e-05,True,True,False,False,False,False
137,0.1,0.6375000000000001,0.6343044911554703,0.0006103899086408,3.4590076360307975e-05,True,True,False,False,False,False
138,0.1,0.6687500000000001,0.6653978485650521,0.0007742491164023,4.639066184100593e-05,True,True,False,False,False,False
139,0.1,0.7250000000000001,0.7213658919022996,0.0001598280346822,3.898446858899285e-05,True,True,False,False,False,False
140,0.1,0.78125,0.7773339352395469,0.0008639686669797,3.5555995429398246e-05,True,True,False,False,False,False
141,0.1,0.8150000000000001,0.8109147612418953,0.000407418554041,3.3457533377495574e-05,True,True,False,False,False,False
142,0.1,0.8600000000000001,0.8556891959116932,0.000326696200089,2.3412146039791804e-05,True,True,False,False,False,False
143,0.1,0.905,0.9004636305814911,0.0010266212322101,2.3479031629296265e-05,True,False,False,True,False,True
144,0.1,0.9275,0.92285084791639,3.4630243811395456e-05,1.0029274111603148e-05,True,False,False,True,False,True
145,0.1,0.95,0.945238065251289,0.0002606803627255,1.0379184377705408e-05,True,False,False,True,False,True
146,0.1,0.9725,0.967625282586188,0.0007940366893284,0.0004050865234986,True,False,False,True,False,True
147,0.15,0.375,0.3707572487490973,0.0022023555819959,8.042154126008949e-05,True,True,False,False,False,False
148,0.15,0.45,0.4449086984989168,0.0007288299615594,5.786328894930026e-05,True,True,False,False,False,False
149,0.15,0.525,0.5190601482487363,0.0002032009872433,7.027165077860831e-05,True,True,False,False,False,False
150,0.2,0.025,0.0244948974278317,0.00060707018208,0.0002121025834546,True,False,True,False,False,True
151,0.2,0.04,0.0391918358845308,0.0001438074078997,0.0002172161963536,True,False,True,False,False,True
152,0.2,0.055,0.0538887743412299,0.0001496406176791,0.0002101806706953,True,False,True,False,False,True
153,0.25,0.375,0.3630921887069454,0.0019432028786403,6.321289054744827e-05,True,True,False,False,False,False
154,0.25,0.45,0.4357106264483344,0.0005193976308129,4.69244760054055e-05,True,True,False,False,False,False
155,0.25,0.525,0.5083290641897235,6.872147146330665e-05,6.4364887709778e-05,True,True,False,False,False,False
156,0.25,0.5625,0.5446382830604181,0.0004663037516767,3.373532531747436e-05,True,True,False,False,False,False
157,0.25,0.6000000000000001,0.5809475019311127,2.108331032291133e-05,6.079161357869234e-05,True,True,False,False,False,False
158,0.25,0.6375000000000001,0.6172567208018072,0.0004050045580474,4.655183571619648e-05,True,True,False,False,False,False
159,0.25,0.6687500000000001,0.6475144031940526,0.0006836061860995,5.9074477479215126e-05,True,True,False,False,False,False
160,0.25,0.7250000000000001,0.7019782315000944,0.0001364726877211,3.701423903348933e-05,True,True,False,False,False,False
161,0.25,0.78125,0.7564420598061361,0.0010595408297722,1.6524360611003264e-05,True,True,False,False,False,False
162,0.25,0.8150000000000001,0.7891203567897612,0.0004968504329821,2.8479577311099624e-05,True,True,False,False,False,False
163,0.25,0.8600000000000001,0.8326914194345948,0.0002187218078477,2.3598309132802364e-05,True,True,False,False,False,False
164,0.25,0.905,0.8762624820794281,0.0012010785489824,1.40106450542965e-05,True,False,False,True,False,True
165,0.25,0.9275,0.8980480134018448,0.0001754500490194,1.4529986891997916e-05,True,False,False,True,False,True
166,0.25,0.95,0.9198335447242616,0.0002015255454101,1.5444077178933258e-06,True,False,False,True,False,True
167,0.25,0.9725,0.9416190760466784,0.0008043483493871,0.0004613298704233,True,False,False,True,False,True
168,0.3,0.025,0.0238484800354236,0.001561706886077,0.0002208991373306,True,False,True,False,False,True
169,0.3,0.04,0.0381575680566778,0.0008752971149225,0.0002124040884856,True,False,True,False,False,True
170,0.3,0.055,0.052466656077932,0.0012333491737017,0.0002025779426604,True,False,True,False,False,True
171,0.35,0.025,0.0234187424939939,0.0002034699845011,0.0002132148801353,True,False,True,False,False,True
172,0.35,0.04,0.0374699879903903,0.0001009738201493,0.0002242662659952,True,False,True,False,False,True
173,0.35,0.055,0.0515212334867867,0.0006683359643757,0.00022748470145,True,False,True,False,False,True
174,0.35,0.375,0.3512811374099099,0.0016897015337589,7.996285296851813e-05,True,True,False,False,False,False
175,0.35,0.45,0.4215373648918919,0.0002980296914572,6.940286073470192e-05,True,True,False,False,False,False
176,0.35,0.51875,0.4859389067503754,0.001418428788344,6.111548320852922e-05,True,True,False,False,False,False
177,0.35,0.525,0.4917935923738739,0.0004105440705593,6.652632656595214e-05,True,True,False,False,False,False
178,0.35,0.575,0.5386310773618618,0.0005096046657591,4.277434334049035e-05,True,True,False,False,False,False
179,0.35,0.63125,0.5913232479733483,0.0002143554997678,3.451248300881393e-05,True,True,False,False,False,False
180,0.35,0.6687500000000001,0.6264513617143393,0.0008039635794001,4.6797193892389455e-05,True,True,False,False,False,False
181,0.35,0.7250000000000001,0.6791435323258259,2.445128669190111e-05,3.740115898021035e-05,True,True,False,False,False,False
182,0.35,0.78125,0.7318357029373123,0.0008056274165839,3.962905339910394e-05,True,True,False,False,False,False
183,0.35,0.8150000000000001,0.7634510053042043,0.0004857400730184,1.1921358821401218e-05,True,True,False,False,False,False
184,0.35,0.8600000000000001,0.8056047417933935,0.0002242062723109,2.011748146420189e-05,True,True,False,False,False,False
185,0.35,0.905,0.8477584782825826,0.0011277688634055,8.886637012095466e-06,True,False,False,True,False,True
186,0.35,0.9275,0.8688353465271772,0.0001422719115882,1.1777805095099236e-05,True,False,False,True,False,True
187,0.35,0.95,0.8899122147717717,0.0002411025687864,1.2108886184102052e-05,True,False,False,True,False,True
188,0.35,0.9725,0.9109890830163664,0.000819258683194,0.0005070407708856,True,False,False,True,False,True
189,0.4,0.05875,0.0538452644157311,3.81125367586721e-05,0.0002433234399332,True,False,True,False,False,True
190,0.4,0.0849999999999999,0.0779037868142492,6.348451729887294e-05,0.0002315327276484,True,False,True,False,False,True
191,0.4,0.11125,0.1019623092127674,0.0004572190137188,0.0002507546875267,True,False,True,False,False,True
192,0.4,0.1362499999999999,0.1248751876875466,0.0008461131844562,5.9758233835194297e-05,True,False,True,False,False,True
193,0.4,0.185,0.169555300713366,9.339894747306676e-05,4.327106931834024e-05,True,False,True,False,False,True
194,0.4,0.23375,0.2142354137391855,0.0005908012553853,6.213957467648967e-05,True,False,True,False,False,True
195,0.4,0.26875,0.2463134436038764,0.0013603898650792,7.694538550551133e-05,True,True,False,False,False,False
196,0.4,0.325,0.2978674201721296,0.000312211621831,5.834458859294012e-05,True,True,False,False,False,False
197,0.4,0.38125,0.3494213967403828,0.0003544855634693,7.643471326229667e-05,True,True,False,False,False,False
198,0.4,0.5625,0.515539765682532,0.000236603108021,4.319721065099147e-05,True,True,False,False,False,False
199,0.4,0.6000000000000001,0.5499090833947009,0.0001186512558231,6.169070826139711e-05,True,True,False,False,False,False
200,0.4,0.6375000000000001,0.5842784011068697,0.000689586641668,4.40015882735012e-05,True,True,False,False,False,False
201,0.4,0.6687500000000001,0.6129194992003436,0.000787872596947,5.646404211770428e-05,True,True,False,False,False,False
202,0.4,0.7250000000000001,0.6644734757685968,3.3787122220296784e-05,4.002763546789856e-05,True,True,False,False,False,False
203,0.4,0.78125,0.71602745233685,0.0008548448576345,4.486318726520944e-05,True,True,False,False,False,False
204,0.4,0.8150000000000001,0.746959838277802,0.0007381571467793,3.130654709150582e-05,True,True,False,False,False,False
205,0.4,0.8600000000000001,0.7882030195324046,7.768463291599192e-05,3.591640188919942e-05,True,True,False,False,False,False
206,0.4,0.905,0.829446200787007,0.0009048525974141,1.2294641749802104e-05,True,False,False,True,False,True
207,0.4,0.9275,0.8500677914143083,0.0002930296191281,1.916062156902265e-06,True,False,False,True,False,True
208,0.4,0.95,0.8706893820416095,0.0001736227382279,2.773962386240156e-05,True,False,False,True,False,True
209,0.4,0.9725,0.8913109726689109,0.0007034349483919,0.0005235403906295,True,False,False,True,False,True
210,0.45,0.375,0.3348857081154703,0.001441645510639,7.57476575917182e-05,True,True,False,False,False,False
211,0.45,0.45,0.4018628497385644,0.0001755569843655,6.294343684604131e-05,True,True,False,False,False,False
212,0.45,0.525,0.4688399913616585,0.000711055042296,4.99588748612001e-05,True,True,False,False,False,False
213,0.5,0.025,0.0216506350946109,0.0003553607315851,0.0002218871197314,True,False,True,False,False,True
214,0.5,0.04,0.0346410161513775,0.0001298559391442,0.0002430087861925,True,False,True,False,False,True
215,0.5,0.055,0.0476313972081441,8.043538188717836e-05,0.0002370626335871,True,False,True,False,False,True
216,0.5249999999999999,0.51875,0.44150928001112,0.0009881284898893,4.184300728760082e-05,True,True,False,False,False,False
217,0.5249999999999999,0.575,0.4893837802532895,0.000165697271632,3.4366270558194856e-05,True,True,False,False,False,False
218,0.5249999999999999,0.63125,0.5372582804954592,0.0004024082747048,2.885049576209497e-05,True,True,False,False,False,False
219,0.5249999999999999,0.6687500000000001,0.569174613990239,0.0005340135407793,4.376819416529454e-05,True,True,False,False,False,False
220,0.5249999999999999,0.7250000000000001,0.6170491142324087,0.000104490378348,1.9135262425695743e-05,True,True,False,False,False,False
221,0.5249999999999999,0.78125,0.6649236144745783,0.0009051676996754,2.944417581710046e-05,True,True,False,False,False,False
222,0.5249999999999999,0.8150000000000001,0.6936483146198801,0.0004132300384052,2.859584089479061e-05,True,True,False,False,False,False
223,0.5249999999999999,0.8600000000000001,0.7319479148136158,0.0002001528669089,2.534068886990426e-05,True,True,False,False,False,False
224,0.5249999999999999,0.905,0.7702475150073514,0.0010852629280187,4.678906592503473e-06,True,False,False,True,False,True
225,0.5249999999999999,0.9275,0.7893973151042193,1.6268606674599284e-05,2.1346212877998427e-06,True,False,False,True,False,True
226,0.5249999999999999,0.95,0.8085471152010871,0.0002608073006007,3.288200710490144e-05,True,False,False,True,False,True
227,0.5249999999999999,0.9725,0.827696915297955,0.0007991931546349,0.0006425248194471,True,False,False,True,False,True
228,0.55,0.375,0.3131867454091887,0.0012141177068614,8.246466840478028e-05,True,True,False,False,False,False
229,0.55,0.45,0.3758240944910265,1.922505856560841e-05,5.623142245658741e-05,True,True,False,False,False,False
230,0.55,0.525,0.4384614435728642,0.0009275190609107,5.347492139157195e-05,True,True,False,False,False,False
231,0.65,0.375,0.2849753278794499,0.0009451848718969,6.866834923663356e-05,True,True,False,False,False,False
232,0.65,0.45,0.3419703934553399,0.0001716450629126,6.971598684168967e-05,True,True,False,False,False,False
233,0.65,0.525,0.3989654590312299,0.001306132661042,3.7218208405687125e-05,True,True,False,False,False,False
234,0.68,0.025,0.0183303027798233,0.0009647342605022,0.0002607364227409,True,False,True,False,False,True
235,0.68,0.04,0.0293284844477173,0.0005377261024382,0.0002785450277232,True,False,True,False,False,True
236,0.68,0.055,0.0403266661156113,0.0006933994192421,0.0002559704934204,True,False,True,False,False,True
237,0.7,0.025,0.0178535710713571,0.0004887345888671,0.0002622829482322,True,False,True,False,False,True
238,0.7,0.04,0.0285657137141714,0.0004169668261109,0.0002742460666111,True,False,True,False,False,True
239,0.7,0.055,0.0392778563569856,0.0009899477707376,0.0002611009122501,True,False,True,False,False,True
240,0.7,0.05875,0.0419558920176892,0.0008997009083473,0.0002589321003988,True,False,True,False,False,True
241,0.7,0.0849999999999999,0.0607021416426142,0.0004611840247593,0.0002711639744118,True,False,True,False,False,True
242,0.7,0.11125,0.0794483912675392,0.0004787013440371,0.000282991845392,True,False,True,False,False,True
243,0.7,0.1362499999999999,0.0973019623388963,0.0013072472700299,7.306111268878812e-05,True,False,True,False,False,True
244,0.7,0.185,0.1321164259280427,0.0005126700393521,7.155031233652132e-05,True,False,True,False,False,True
245,0.7,0.23375,0.1669308895171891,0.0003427165389477,8.393146915280925e-05,True,False,True,False,False,True
246,0.7,0.26875,0.191925889017089,0.0009251178939088,5.437527598223246e-05,True,True,False,False,False,False
247,0.7,0.325,0.2320964239276426,0.0002268610884179,6.517343539341747e-05,True,True,False,False,False,False
248,0.7,0.375,0.2678035660703569,0.001101991654443,6.201925881088588e-05,True,True,False,False,False,False
249,0.7,0.38125,0.2722669588381962,0.0001876739489082,5.470069005258926e-05,True,True,False,False,False,False
250,0.7,0.45,0.3213642792844282,0.0001612675031186,5.559201033383809e-05,True,True,False,False,False,False
251,0.7,0.51875,0.3704615997306603,0.0005579602346635,7.066161045599095e-05,True,True,False,False,False,False
252,0.7,0.525,0.3749249924984996,0.0005083841803019,6.901809477444232e-05,True,True,False,False,False,False
253,0.7,0.5625,0.4017053491055353,0.0004460173082748,4.367833628368678e-05,True,True,False,False,False,False
254,0.7,0.575,0.4106321346412138,0.0001365422962874,4.3641693073220855e-05,True,True,False,False,False,False
255,0.7,0.6000000000000001,0.428485705712571,0.0001017097914486,5.81594587235057e-05,True,True,False,False,False,False
256,0.7,0.63125,0.4508026695517674,0.0008877652655842,4.5196808038494574e-05,True,True,False,False,False,False
257,0.7,0.6375000000000001,0.4552660623196067,0.0001570346854686,3.620122664829695e-05,True,True,False,False,False,False
258,0.7,0.6687500000000001,0.4775830261588031,0.0006366199505396,5.226588225157314e-05,True,True,False,False,False,False
259,0.7,0.7250000000000001,0.5177535610693567,8.231765851601791e-06,4.5973828868894895e-05,True,True,False,False,False,False
