seed,alpha,mach,ci_pinn,ci_target_input,mismatch_at_target_input,ci_target_refined,mismatch_target_refined,target_refinement_shift,target_search_lo,target_search_hi,mismatch_at_pinn,ci_local_root,mismatch_local_root,local_search_lo,local_search_hi,abs_pinn_minus_target,abs_local_minus_pinn,abs_local_minus_target,pinn_root_like,local_root_like,classification
2345,0.31,0.5,0.01733274,0.4368751351751067,1.2527665690362304e-05,0.4368618785747725,7.673203669835988e-07,1.3256600334188295e-05,0.3713438648988407,0.5024064054513727,0.26614201824215084,0.06733274,0.24743689129972748,1e-06,0.06733274,0.4195291385747725,0.05,0.3695291385747725,False,False,no_local_root_like_minimum
3456,0.31,0.5,0.015068854,0.4368751351751067,1.2527665690362304e-05,0.4368618785747725,7.673203669835988e-07,1.3256600334188295e-05,0.3713438648988407,0.5024064054513727,0.2669320591730007,0.06506885400000001,0.2483390059470864,1e-06,0.06506885400000001,0.42179302457477247,0.05000000000000001,0.3717930245747725,False,False,no_local_root_like_minimum
1234,0.38,0.5,0.020853225,0.3709272863378144,6.0692169205578566e-06,0.37092246889547936,5.220735988322105e-07,4.817442335047772e-06,0.31528819338714226,0.42656637928848656,0.30570913857216203,0.070853225,0.27716065581135735,1e-06,0.070853225,0.3500692438954794,0.05,0.30006924389547934,False,False,no_local_root_like_minimum
2345,0.38,0.5,0.019951735,0.3709272863378144,6.0692169205578566e-06,0.37092246889547936,5.220735988322105e-07,4.817442335047772e-06,0.31528819338714226,0.42656637928848656,0.30619257285861007,0.069951735,0.27770791798979394,1e-06,0.069951735,0.35097073389547934,0.05,0.30097073389547935,False,False,no_local_root_like_minimum
3456,0.38,0.5,0.018204013,0.3709272863378144,6.0692169205578566e-06,0.37092246889547936,5.220735988322105e-07,4.817442335047772e-06,0.31528819338714226,0.42656637928848656,0.3071269013174581,0.06820401300000001,0.2787652526990659,1e-06,0.06820401300000001,0.35271845589547934,0.05,0.30271845589547935,False,False,no_local_root_like_minimum
1234,0.45,0.5,0.023256963,0.3092329543672661,3.4055996346238944e-05,0.30921187032813474,5.028717291256496e-07,2.108403913136936e-05,0.2628480112121762,0.355617897522356,0.3331698183933835,0.07325696300000001,0.2917180980744459,1e-06,0.07325696300000001,0.2859549073281347,0.05000000000000001,0.23595490732813473,False,False,no_local_root_like_minimum
2345,0.45,0.5,0.022033121,0.3092329543672661,3.4055996346238944e-05,0.30921187032813474,5.028717291256496e-07,2.108403913136936e-05,0.2628480112121762,0.355617897522356,0.3341223424889182,0.072033121,0.2927970301344423,1e-06,0.072033121,0.28717874932813475,0.05,0.23717874932813474,False,False,no_local_root_like_minimum
3456,0.45,0.5,0.021250647,0.3092329543672661,3.4055996346238944e-05,0.30921187032813474,5.028717291256496e-07,2.108403913136936e-05,0.2628480112121762,0.355617897522356,0.33472993124228234,0.071250647,0.29348502914039576,1e-06,0.071250647,0.28796122332813473,0.05,0.23796122332813474,False,False,no_local_root_like_minimum
1234,0.52,0.5,0.02500761,0.2510544734996249,2.4355065881382672e-05,0.2510424638291059,1.8860686565567108e-07,1.2009670519008697e-05,0.21339630247468117,0.28871264452456863,0.34469855387952025,0.07502283,0.28614396635669165,1e-06,0.07502283,0.22603485382910588,0.05001522,0.1760196338291059,False,False,no_local_root_like_minimum
2345,0.52,0.5,0.023698818,0.2510544734996249,2.4355065881382672e-05,0.2510424638291059,1.8860686565567108e-07,1.2009670519008697e-05,0.21339630247468117,0.28871264452456863,0.34613164720280865,0.073698818,0.2877979795996447,1e-06,0.073698818,0.22734364582910588,0.05,0.1773436458291059,False,False,no_local_root_like_minimum
3456,0.52,0.5,0.02385431,0.2510544734996249,2.4355065881382672e-05,0.2510424638291059,1.8860686565567108e-07,1.2009670519008697e-05,0.21339630247468117,0.28871264452456863,0.3459616275268677,0.07385431,0.2876040495147512,1e-06,0.07385431,0.2271881538291059,0.05,0.17718815382910588,False,False,no_local_root_like_minimum
1234,0.5900000000000001,0.5,0.02614145,0.1958662377691919,4.606184378098676e-06,0.19586807568904813,1.8367265097580396e-07,1.8379198562235022e-06,0.1658662377691919,0.2258662377691919,0.3350621996640877,0.07842435,0.24947587904081805,1e-06,0.07842435,0.16972662568904812,0.05228290000000001,0.11744372568904812,False,False,no_local_root_like_minimum
2345,0.5900000000000001,0.5,0.025070779,0.1958662377691919,4.606184378098676e-06,0.19586807568904813,1.8367265097580396e-07,1.8379198562235022e-06,0.1658662377691919,0.2258662377691919,0.336685898257338,0.075212337,0.2551222772704736,1e-06,0.075212337,0.17079729668904814,0.050141558,0.12065573868904812,False,False,no_local_root_like_minimum
3456,0.5900000000000001,0.5,0.025750931,0.1958662377691919,4.606184378098676e-06,0.19586807568904813,1.8367265097580396e-07,1.8379198562235022e-06,0.1658662377691919,0.2258662377691919,0.3356549731941108,0.077252793,0.2515417450515082,1e-06,0.077252793,0.17011714468904812,0.051501861999999995,0.11861528268904813,False,False,no_local_root_like_minimum
1234,0.66,0.5,0.026816888,0.1432604146446531,3.967939401753056e-05,0.14324742892118386,1.630760516445592e-07,1.2985723469249866e-05,0.11326041464465311,0.1732604146446531,0.29626334044501695,0.080450664,0.17375568800897523,1e-06,0.080450664,0.11643054092118386,0.05363377600000001,0.06279676492118386,False,False,no_local_root_like_minimum
2345,0.66,0.5,0.026246857,0.1432604146446531,3.967939401753056e-05,0.14324742892118386,1.630760516445592e-07,1.2985723469249866e-05,0.11326041464465311,0.1732604146446531,0.2974567589490697,0.078740571,0.17800199301539024,1e-06,0.078740571,0.11700057192118386,0.052493714,0.06450685792118387,False,False,no_local_root_like_minimum
3456,0.66,0.5,0.026827602,0.1432604146446531,3.967939401753056e-05,0.14324742892118386,1.630760516445592e-07,1.2985723469249866e-05,0.11326041464465311,0.1732604146446531,0.29624088978021124,0.08048280599999999,0.1736756450544489,1e-06,0.08048280599999999,0.11641982692118386,0.05365520399999999,0.06276462292118387,False,False,no_local_root_like_minimum
1234,0.7300000000000001,0.5,0.027186235,0.0928077660372857,3.878984992560355e-05,0.09281827256142802,1.2430730742698574e-07,1.0506524142320228e-05,0.0628077660372857,0.1228077660372857,0.21568878679788642,0.081558705,0.040743543685053715,1e-06,0.081558705,0.06563203756142802,0.05437246999999999,0.011259567561428027,False,False,no_local_root_like_minimum
2345,0.7300000000000001,0.5,0.027296737,0.0928077660372857,3.878984992560355e-05,0.09281827256142802,1.2430730742698574e-07,1.0506524142320228e-05,0.0628077660372857,0.1228077660372857,0.21536670801199828,0.081890211,0.03956745906795876,1e-06,0.081890211,0.06552153556142802,0.054593474,0.010928061561428018,False,False,no_local_root_like_minimum
3456,0.7300000000000001,0.5,0.027116194,0.0928077660372857,3.878984992560355e-05,0.09281827256142802,1.2430730742698574e-07,1.0506524142320228e-05,0.0628077660372857,0.1228077660372857,0.21589287011864372,0.081348582,0.04148826631618965,1e-06,0.081348582,0.06570207856142803,0.054232388000000006,0.01146969056142802,False,False,no_local_root_like_minimum
1234,0.8,0.5,0.027356576,0.0442736588328293,2.48704441756399e-05,0.04427926970271049,6.749254085214189e-08,5.610869881191027e-06,0.0142736588328293,0.0742736588328293,0.07246664278097592,0.044279271635952584,6.745308286243225e-08,1e-06,0.08206972800000001,0.01692269370271049,0.016922695635952584,1.9332420941875483e-09,False,True,target_root_basin
2345,0.8,0.5,0.028267574,0.0442736588328293,2.48704441756399e-05,0.04427926970271049,6.749254085214189e-08,5.610869881191027e-06,0.0142736588328293,0.0742736588328293,0.06869125991773416,0.044279273228706915,6.823367370329841e-08,1e-06,0.084802722,0.01601169570271049,0.016011699228706915,3.525996425390865e-09,False,True,target_root_basin
3456,0.8,0.5,0.026744224,0.0442736588328293,2.48704441756399e-05,0.04427926970271049,6.749254085214189e-08,5.610869881191027e-06,0.0142736588328293,0.0742736588328293,0.07499656155635004,0.04427927217392484,6.763540047910859e-08,1e-06,0.080232672,0.01753504570271049,0.01753504817392484,2.4712143512073403e-09,False,True,target_root_basin
