source,row,alpha,Mach,cr,ci,alpha_col,mach_col,cr_col,ci_col,ci_abs_err,ci_rel_err,cr_abs_err,stage1_mismatch,stage2_mismatch,raw_status,strict_status,box_robustness_p_rel_l2_x1p50,box_robustness_u_rel_l2_x1p50,box_robustness_v_rel_l2_x1p50,box_robustness_p_rel_l2_x2p00,box_robustness_u_rel_l2_x2p00,box_robustness_v_rel_l2_x2p00,validation_level,err_cr_vs_blumen,err_ci_vs_blumen,best_err_cr_vs_blumen,best_err_ci_vs_blumen,best_stage1_mismatch,best_stage2_mismatch,err_cr_abs,err_ci_abs,box_validated,best_status,valid_spectral_candidate,valid_modal_candidate,best_err_cr_abs,best_err_ci_abs,best_err_ci_rel,anchor_alpha,continuation_anchor,continuation_accepted,err_ci_rel,status,best_raw_status,anchor_source_mode,accepted_modal,guide_err_cr_abs,guide_err_ci_abs,best_guide_err_cr_abs,best_guide_err_ci_abs,tail_ratio,summary_best_status,summary_best_stage1_mismatch,summary_best_stage2_mismatch,finite,unstable,reasonable_cr,status_text,has_bad_status,has_good_status,quality_flag,rank,Mach_round,alpha_round
assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,55,0.25,1.1,0.1953997728367867,0.0518717132392951,alpha,Mach,cr_ref,ci_ref,0.0412117132394351,0.7944930033314462,0.0096950647071837,0.0173006043516913,13283.89618425322,spectral_only,strict_rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True, spectral_only strict_rejected nan nan nan nan nan nan nan nan nan nan,True,False,bad_status,4,1.1,0.25
assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,59,0.3,1.1,,0.0252700548400064,alpha,Mach,cr_ref,ci_ref,0.0146100548428085,0.5781568316851683,,0.0074731822716123,23939.58938938737,spectral_only,strict_rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True, spectral_only strict_rejected nan nan nan nan nan nan nan nan nan nan,True,False,bad_status,4,1.1,0.3
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,7804,0.5,1.15,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,0.1278932575035297,1968.3488690986303,,,,failed,False,False,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan failed false false nan nan nan nan nan,True,False,bad_status,4,1.15,0.5
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,2698,0.1,1.2,0.2800585937500001,0.12224609375,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,0.0123462644878289,1.1491971867428296e-18,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.2,0.1
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,2699,0.125,1.2,0.2800585937500001,0.106982421875,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,0.0132552957216971,2.178560545641831e-19,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.2,0.125
assets/classic_supersonic/shooting/supersonic_reference_core_local_modal.csv,0,0.15,1.2,0.209251477505801,0.0890539934231143,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,2.732693095535446e-06,1.1680993728282036e-18,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.2,0.15
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,826,0.175,1.2,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,1.2979274627919503e-05,1.09209850551544e-20,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.2,0.175
assets/classic_supersonic/shooting/supersonic_reference_core_local_modal.csv,2,0.1875,1.2,0.2331694872807306,0.0698658844864319,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,1.1222729728655301e-07,5.0165079385983805e-19,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.2,0.1875
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/blumen_ci_points_FIXED.csv,983,0.2,1.2,,0.1953526382034273,alpha,Mach,,ci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan nan nan nan nan nan nan nan nan,True,False,bad_status,4,1.2,0.2
assets/classic_supersonic/shooting/supersonic_shooting_modal_front_spectral_dense_candidates.csv,52,0.208333,1.2,0.2398365204931603,0.0634987111907576,alpha,Mach,continuation_prev_cr,continuation_prev_ci,,,,1.5053414891389662e-06,1.7729387245876382e-18,,,,,,,,,,,,,,,,0.0017176327292659,0.0009123793329116,,,,,,,,0.2,,,0.0156342267721486,validated,,,,,,,,,,,,True,True,True, nan nan nan nan nan nan nan nan validated nan nan nan,True,True,bad_status,4,1.2,0.208333
assets/classic_supersonic/shooting/supersonic_shooting_modal_front_spectral_dense_candidates.csv,64,0.216667,1.2,0.2439966767431603,0.0592701955657576,alpha,Mach,continuation_prev_cr,continuation_prev_ci,,,,3.013401433885299e-06,6.794823364852447e-20,,,,,,,,,,,,,,,,0.0003647754229374,0.0005503065458851,,,,,,,,0.2,,,0.0100987577109418,validated,,,,,,,,,,,,True,True,True, nan nan nan nan nan nan nan nan validated nan nan nan,True,True,bad_status,4,1.2,0.216667
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,1013,0.2249999999999999,1.2,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,0.0065918135844847,1.392292807298636e-18,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.2,0.225
assets/classic_supersonic/shooting/supersonic_shooting_modal_front_spectral_dense_candidates.csv,88,0.2375,1.2,0.2516983075702229,0.0508276458494088,alpha,Mach,continuation_prev_cr,continuation_prev_ci,,,,1.0929314104204208e-05,67.33227706936545,,,,,,,,,,,,,,,,,0.0003249999999999,,,,,,,,0.2,,,0.0073510772998324,spectral_only,,,,,,,,,,,,True,True,True, nan nan nan nan nan nan nan nan spectral_only nan nan nan,True,False,bad_status,4,1.2,0.2375
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,1084,0.25,1.2,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,0.012614753739585,1.8601065966292537e-18,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.2,0.25
assets/classic_supersonic/shooting/supersonic_shooting_modal_front_spectral_dense_candidates.csv,112,0.2625,1.2,0.2620733075702227,0.0382335435989964,alpha,Mach,continuation_prev_cr,continuation_prev_ci,,,,1.1002429054809268e-05,658.0618028546953,,,,,,,,,,,,,,,,,0.0007360152664728,,,,,,,,0.2,,,0.0235690449551885,spectral_only,,,,,,,,,,,,True,True,True, nan nan nan nan nan nan nan nan spectral_only nan nan nan,True,False,bad_status,4,1.2,0.2625
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,1147,0.275,1.2,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,0.019785558686778,2.2434583708925605e-18,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.2,0.275
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,1210,0.3,1.2,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,0.0280777733082169,1.901376522544974e-18,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.2,0.3
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,18999,0.1,1.25,0.3100292968749999,0.109990234375,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,0.0121768567745216,3.591292836719252e-19,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.25,0.1
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/blumen_ci_points_FIXED.csv,2193,0.2,1.25,,0.195542589113361,alpha,Mach,,ci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan nan nan nan nan nan nan nan nan,True,False,bad_status,4,1.25,0.2
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,18719,0.25,1.25,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,0.01542509905694,1.8699408721130374e-18,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.25,0.25
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/blumen_ci_points_FIXED.csv,3398,0.2,1.275,,0.1931482064969889,alpha,Mach,,ci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan nan nan nan nan nan nan nan nan,True,False,bad_status,4,1.275,0.2
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,2707,0.1,1.3,0.2198828124999999,0.0909570312499999,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,0.0011598612858746,6.471720551269086e-19,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.3,0.1
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,1370,0.125,1.3,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,2.123163910929631e-06,1.4641005109543709e-18,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.3,0.125
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,1451,0.15,1.3,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,7.566496704715576e-06,5.387685499198574e-20,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.3,0.15
assets/classic_supersonic/shooting/supersonic_reference_core_local_modal.csv,9,0.1625,1.3,0.2753741570531295,0.0644937399606446,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,3.525295246738324e-06,3.76409257947918e-19,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.3,0.1625
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,1547,0.175,1.3,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,1.7001308371759133e-05,1.1544009950281996e-18,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.3,0.175
assets/classic_supersonic/shooting/supersonic_shooting_modal_front_spectral_dense_candidates.csv,188,0.183333,1.3,0.2821847483866972,0.0590180438496097,alpha,Mach,continuation_prev_cr,continuation_prev_ci,,,,5.897737531703279e-07,1.5236565398847437e-18,,,,,,,,,,,,,,,,0.0189261448685703,0.0012994441839801,,,,,,,,0.175,,,0.0240389079346226,validated,,,,,,,,,,,,True,True,True, nan nan nan nan nan nan nan nan validated nan nan nan,True,True,bad_status,4,1.3,0.183333
assets/classic_supersonic/shooting/supersonic_shooting_modal_front_spectral_dense_candidates.csv,200,0.191667,1.3,0.286403134768127,0.0553553184156296,alpha,Mach,continuation_prev_cr,continuation_prev_ci,,,,3.697097577497154e-06,1.8110070860450328e-18,,,,,,,,,,,,,,,,0.0202742108521541,0.0012034502951293,,,,,,,,0.175,,,0.0238447566981281,validated,,,,,,,,,,,,True,True,True, nan nan nan nan nan nan nan nan validated nan nan nan,True,True,bad_status,4,1.3,0.191667
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/blumen_ci_points_FIXED.csv,4621,0.2,1.3,,0.1892472417941881,alpha,Mach,,ci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan nan nan nan nan nan nan nan nan,True,False,bad_status,4,1.3,0.2
assets/classic_supersonic/shooting/supersonic_shooting_modal_front_spectral_dense_candidates.csv,224,0.2125,1.3,0.2941938216788323,0.0479860594036997,alpha,Mach,continuation_prev_cr,continuation_prev_ci,,,,1.0402275840989405e-05,47.442378862928585,,,,,,,,,,,,,,,,0.0228062055414324,0.0013783679306415,,,,,,,,0.175,,,0.0335919453771766,spectral_only,,,,,,,,,,,,True,True,True, nan nan nan nan nan nan nan nan spectral_only nan nan nan,True,False,bad_status,4,1.3,0.2125
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,1720,0.2249999999999999,1.3,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,0.0068107229249307,1.2932902013416261e-23,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.3,0.225
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,1805,0.25,1.3,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,0.0179144212297014,1.852549718389543e-18,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.3,0.25
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,1871,0.275,1.3,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,0.0249640369231411,2.2520511994916152e-18,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.3,0.275
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,1954,0.3,1.3,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,0.0329385681635606,1.8939772840921632e-18,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.3,0.3
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,7501,0.18,1.33,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,5.924707864001096e-05,390.45778308079247,,,,spectral_only,True,False,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan spectral_only true false nan nan nan nan nan,True,True,bad_status,4,1.33,0.18
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,4781,0.1,1.4,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,4.410616305575564e-06,1.8773355056464588e-19,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.4,0.1
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,4532,0.125,1.4,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,1.0178863759829754e-05,4.057117284136065e-19,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.4,0.125
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,11288,0.1375,1.4,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,7.926098744116875e-06,9.052208617848065e-20,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.4,0.1375
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,4602,0.15,1.4,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,4.411224812832914e-06,7.9559314718300315e-19,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.4,0.15
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,11504,0.1625,1.4,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,6.817356533489877e-06,1.344450410481936e-18,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.4,0.1625
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,11607,0.16875,1.4,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,7.498768554050565e-06,1.4134105628013099e-18,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.4,0.16875
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,4681,0.175,1.4,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,3.4318103249658807e-06,4.745740983490942e-25,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.4,0.175
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,17244,0.18125,1.4,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,0.0036922245643558,1.4311423314333517e-18,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.4,0.18125
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,17372,0.1875,1.4,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,0.0045681964587603,1.5323958719593749e-18,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.4,0.1875
assets/classic_supersonic/shooting/supersonic_shooting_modal_front_spectral_dense_M140_M150_branch_guided_candidates.csv,24,0.190625,1.4,0.3183709082056269,0.0411403935788011,alpha,Mach,continuation_prev_cr,continuation_prev_ci,,,,1.7164974574071818e-05,34.751599014087496,,,,,,,,,,,,,,,,0.0160447232938188,0.0140647324894886,,,,,,,,0.1875,,,0.5627086002714663,spectral_only,,,,,,,,,,,,True,True,True, nan nan nan nan nan nan nan nan spectral_only nan nan nan,True,False,bad_status,4,1.4,0.190625
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,17488,0.19375,1.4,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,0.0055023932118628,1.629412328104259e-18,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.4,0.19375
assets/classic_supersonic/shooting/supersonic_shooting_modal_front_spectral_dense_M140_M150_branch_guided_candidates.csv,48,0.196875,1.4,0.3387328767123289,0.0378468563778802,alpha,Mach,continuation_prev_cr,continuation_prev_ci,,,,1.5878503656021524e-05,74.86993676907893,,,,,,,,,,,,,,,,0.0167985849056604,0.0128000531597013,,,,,,,,0.1875,,,0.5370620904780721,spectral_only,,,,,,,,,,,,True,True,True, nan nan nan nan nan nan nan nan spectral_only nan nan nan,True,False,bad_status,4,1.4,0.196875
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,5141,0.2,1.4,0.34,0.085,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,0.0108654942205816,7.304359510621799e-19,,,,validated,True,True,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan validated true true nan nan nan nan nan,True,True,bad_status,4,1.4,0.2
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,86,0.225,1.4,0.4,0.02,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,1.100678513987679e-08,4308.37577995218,,,,spectral_only,True,False,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan spectral_only true false nan nan nan nan nan,True,True,bad_status,4,1.4,0.225
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,90,0.25,1.4,0.4,0.02,alpha,Mach,reference_cr,reference_ci,,,,,,,,,,,,,,,,,,,1.0746201008200957e-08,10006.229005265806,,,,spectral_only,True,False,,,,,,,,,,,,,,,,,,,,True,True,True, nan nan nan nan spectral_only true false nan nan nan nan nan,True,True,bad_status,4,1.4,0.25
