point_id,Mach,eta,alpha,canonical_chart_id,selected_chart,selected_source,seed_chart_path,ci_ref,seed_method,gep_regime,N,mapping_kind,mapping_scale,xi_max,n_candidates,ci_seed_runtime,ci_seed_release,ci_gep_seeded,cr_gep_seeded,ci_gep_central,cr_gep_central,central_fallback,t_seed_provider_s,t_gep_init_s,t_gep_solve_s,t_candidate_filter_s,t_selector_seeded_s,t_selector_central_s,t_gep_common_s,t_total_gep_seeded_s,t_total_gep_central_s,t_classical_s,ci_classical_runtime,classical_success,classical_source,classical_primary_success,classical_secondary_used,execution_order,success,error,seed_vs_release_abs,gep_seeded_abs_err,gep_central_abs_err,classical_abs_err,speedup_seeded_vs_classical,speedup_central_vs_classical,seeded_overhead_fraction
OFFGRID_0011,0.3624993894979053,0.7653105875971836,0.7132572293873187,NEUTRAL1_LOWM,NEUTRAL1_LOWM,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL1_LOWM_M0.10_0.40_eta0.65_0.80_ciIDW,0.1500511076204013,CiGridIDW,standard_N301,301,pin,5.0,0.98,144,0.1525855802791905,0.1525855802791905,0.1500745971417627,-1.6380916141927457e-15,0.1500745971417627,-1.6380916141927457e-15,False,0.000577471,0.000520464,10.546026531,0.00466067,8.3467e-05,1.7143000000000002e-05,10.551207665,10.551868603,10.551224808,2.01746821,0.1500465687589741,True,primary,True,False,gep_then_classical,True,,2.775557561562892e-17,2.3489521361413912e-05,2.3489521361413912e-05,4.538861427177965e-06,0.1911953499332255,0.1912070159352821,6.10161390467502e-05
OFFGRID_0012,0.323230681864529,0.3333746002364844,0.3154791193171861,LOW,LOW,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_LOW_M010_070_eta0.25_0.40_ciIDW,0.5033767928492014,CiGridIDW,standard_N301,301,pin,5.0,0.98,1,0.4990743924600844,0.4990743924600844,0.503456136312568,-3.0733223887759285e-14,0.503456136312568,-3.0733223887759285e-14,False,0.000481589,0.00051513,5.863725707,0.004079805,1.2924e-05,5.7340000000000005e-06,5.8683206420000005,5.868815155,5.868326376000001,1.799209641,0.5033783726623982,True,primary,True,False,classical_then_gep,True,,0.0,7.934346336657683e-05,7.934346336657683e-05,1.5798131967059703e-06,0.3065711891551302,0.3065967237879476,8.329103882129401e-05
OFFGRID_0013,0.1895685055866599,0.1991659646926239,0.1955545872428316,VLOW_MOD_QSCALED,VLOW_MOD_QSCALED,core,assets/pinn_subsonic/seedGEP_pQscaled2d_ATLAS_VLOW_MOD_M010_070_eta012_025_ciIDW,0.6792380702844509,CiGridIDW,standard_N301,301,pin,5.0,0.98,1,0.6684191601665108,0.6684191601665108,0.6793033897073159,2.160917014783188e-14,0.6793033897073159,2.160917014783188e-14,False,0.000484604,0.000504191,5.672166868000001,0.003997749,1.4024000000000002e-05,5.144e-06,5.6766688080000005,5.677167436000001,5.676673952000001,1.834332984,0.6792206461264905,True,primary,True,False,gep_then_classical,True,,0.0,6.531942286491788e-05,6.531942286491788e-05,1.7424157960466147e-05,0.3231070784293141,0.3231351667385669,8.693189078205474e-05
OFFGRID_0014,0.9773550531578632,0.647715282671747,0.1370604413765417,HM2_HIGH,HM2_HIGH,extension,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM2_HIGH_M0.85_0.98_eta0.55_0.65_ciIDW,0.2764088927717253,CiGridIDW,standard_N301,301,pin,5.0,0.98,161,0.2859364831748114,0.2859364831748114,0.2765303118478618,-1.3704995034656434e-13,0.2765303118478618,-1.3704995034656434e-13,False,0.000478841,0.000557748,7.431517940000001,0.004413341,9.5088e-05,2.3229e-05,7.436489029000001,7.437062958000001,7.436512258000001,2.017985527,0.2764093270228897,True,primary,True,False,classical_then_gep,True,,0.0,0.0001214190761365,0.0001214190761365,4.342511644161995e-07,0.2713417297118973,0.2713618235254174,7.40535322062254e-05
OFFGRID_0015,0.4945787356559341,0.6868440704363517,0.5969587299378106,NEUTRAL1_HIM,NEUTRAL1_HIM,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL1_HIM_M0.35_0.70_eta0.65_0.80_ciIDW,0.1927336282573228,CiGridIDW,standard_N301,301,pin,5.0,0.98,1,0.191735587120549,0.191735587120549,0.1927722725616632,2.532255820130001e-14,0.1927722725616632,2.532255820130001e-14,False,0.000473315,0.000526803,6.38638419,0.0039847,1.3845e-05,5.1e-06,6.390895693,6.391382853,6.390900793,1.803164274,0.1927223410794507,True,primary,True,False,gep_then_classical,True,,8.326672684688674e-17,3.864430434041832e-05,3.864430434041832e-05,1.128717787202138e-05,0.2821242781839657,0.2821455585689921,7.542911642870604e-05
OFFGRID_0016,0.7842753459376022,0.8911184988132029,0.5528614230573311,HM1_NEUTRAL2,HM1_NEUTRAL2,extension,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM1_NEUTRAL2_M0.70_0.85_eta0.80_0.92_ciIDW,0.0515485413147786,CiGridIDW,standard_N301,301,pin,5.0,0.98,130,0.0515476708966248,0.0515476708966248,0.0515657822238072,3.041417534742848e-13,0.0515657822238072,3.041417534742848e-13,False,0.000503025,0.000518338,10.618054924,0.004317875,0.000108968,1.6151000000000002e-05,10.622891137,10.62350313,10.622907288,6.700249347000001,0.0515750042989837,True,secondary_neutral,True,True,gep_then_classical,True,,0.0,1.7240909028624907e-05,1.7240909028624907e-05,2.6462984205097292e-05,0.6307005575288046,0.6307359337089228,5.609029466653295e-05
OFFGRID_0017,0.11098278513227,0.6943249879455734,0.6900356765279676,NEUTRAL1_LOWM,NEUTRAL1_LOWM,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL1_LOWM_M0.10_0.40_eta0.65_0.80_ciIDW,0.2117272280181938,CiGridIDW,standard_N301,301,pin,5.0,0.98,1,0.2168482394510011,0.2168482394510011,0.2117632131125646,1.8793976823153205e-14,0.2117632131125646,1.8793976823153205e-14,False,0.000549652,0.000533061,9.287369726,0.004013562,1.7385e-05,6.7600000000000005e-06,9.291916349000005,9.292483386000002,9.291923109000004,1.902368089,0.2117108012590037,True,primary,True,False,gep_then_classical,True,,5.551115123125783e-17,3.5985094370860615e-05,3.5985094370860615e-05,1.6426759190057982e-05,0.2047211719383965,0.2047335160530329,6.029720580202256e-05
OFFGRID_0018,0.2047003526912378,0.5408892901350852,0.529435789490228,MID,MID,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_MID_M010_070_eta0.35_0.55_ciIDW,0.3307722596746358,CiGridIDW,standard_N301,301,pin,5.0,0.98,1,0.3236233502791587,0.3236233502791587,0.3308334473044839,8.209022761779305e-16,0.3308334473044839,8.209022761779305e-16,False,0.000466231,0.000528573,5.965916198,0.004012734,1.3313e-05,5.529000000000001e-06,5.970457505000001,5.970937049000001,5.970463034000001,1.795772262,0.3307651340452975,True,primary,True,False,gep_then_classical,True,,5.551115123125783e-17,6.118762984808068e-05,6.118762984808068e-05,7.12562933830041e-06,0.3007521679198999,0.3007760456389419,7.939333972936784e-05
OFFGRID_0019,0.814278959583126,0.3258873197830988,0.1891690350245604,HM1_LOW,HM1_LOW,extension,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM1_LOW_M0.70_0.85_eta0.25_0.40_ciIDW,0.3628833576702534,CiGridIDW,standard_N301,301,pin,5.0,0.98,169,0.3647026822622577,0.3647026822622577,0.3629588606960126,7.801997429029186e-14,0.3629588606960126,7.801997429029186e-14,False,0.000574872,0.000569695,12.79829032,0.004307051,0.00010138,1.7791e-05,12.803167066,12.803843318,12.803184857,1.882929693,0.3629009910111453,True,primary,True,False,classical_then_gep,True,,5.551115123125783e-17,7.550302575920487e-05,7.550302575920487e-05,1.7633340891942684e-05,0.1470597262271184,0.1470672894307645,5.142946910123202e-05
OFFGRID_0020,0.1701441921005814,0.0413440791526973,0.0407412484418817,ETAEDGE_LM,ETAEDGE_LM,fullrect,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_ETAEDGE_LM_ciIDW_EVALFIX,0.9042732557274832,CiGridIDW,longwave_map10_N301,301,pin,10.0,0.99,1,0.9001535750479813,0.9001535750479813,0.9044666481145796,3.811433810137528e-14,0.9044666481145796,3.811433810137528e-14,False,0.000526397,0.000525463,9.409413577,0.004346497,1.6381e-05,9.252e-06,9.414285537,9.414828315,9.414294789,2.046809445,0.9042196362822588,True,primary,True,False,gep_then_classical,True,,0.0,0.0001933923870963,0.0001933923870963,5.361944522452866e-05,0.2174027370991947,0.2174150577259982,5.667190288361123e-05
OFFGRID_0021,0.4432048647487286,0.493524502108508,0.4424054080062347,MID,MID,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_MID_M010_070_eta0.35_0.55_ciIDW,0.3393883734890378,CiGridIDW,standard_N301,301,pin,5.0,0.98,1,0.3414699647996799,0.3414699647996799,0.3394469331540602,5.101195096057748e-16,0.3394469331540602,5.101195096057748e-16,False,0.000486569,0.000509547,6.61542502,0.004079745,1.4128e-05,7.253000000000001e-06,6.620014312,6.620515009000001,6.620021565,1.839949779,0.3393970757902116,True,primary,True,False,classical_then_gep,True,,0.0,5.855966502243959e-05,5.855966502243959e-05,8.702301173890703e-06,0.2779164123181886,0.277937127686683,7.453812576830211e-05
OFFGRID_0022,0.4365556675121246,0.7633307112839435,0.6867512730454413,NEUTRAL1_HIM,NEUTRAL1_HIM,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL1_HIM_M0.35_0.70_eta0.65_0.80_ciIDW,0.1469528036871297,CiGridIDW,standard_N301,301,pin,5.0,0.98,1,0.1466944053351322,0.1466944053351322,0.1469776866825067,-7.434552094369165e-15,0.1469776866825067,-7.434552094369165e-15,False,0.000561208,0.001333628,12.909458581,0.004178495,1.7013e-05,6.187e-06,12.914970704,12.915548925,12.914976891,1.944048187,0.1469203408486338,True,primary,True,False,classical_then_gep,True,,5.551115123125783e-17,2.4882995377034645e-05,2.4882995377034645e-05,3.246283849589471e-05,0.1505199816352366,0.1505266485110585,4.4292297603697954e-05
OFFGRID_0023,0.1037214393917582,0.3490443256001896,0.3471617152282242,LOW,LOW,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_LOW_M010_070_eta0.25_0.40_ciIDW,0.5193690695822838,CiGridIDW,standard_N301,301,pin,5.0,0.98,162,0.5186218203150251,0.5186218203150251,0.5194456770450424,-8.454350883638711e-15,0.5194456770450424,-8.454350883638711e-15,False,0.000475377,0.000526991,6.262423761,0.004181301,8.8509e-05,1.6091000000000002e-05,6.267132053,6.267695939,6.267148144,1.859938343,0.519360879846526,True,primary,True,False,gep_then_classical,True,,0.0,7.660746275861552e-05,7.660746275861552e-05,8.189735757779815e-06,0.2967499318891257,0.2967758700232186,8.740738010550667e-05
OFFGRID_0024,0.6384793764456663,0.5491555067506325,0.4226514577900597,MID,MID,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_MID_M010_070_eta0.35_0.55_ciIDW,0.2618656717590541,CiGridIDW,standard_N301,301,pin,5.0,0.98,129,0.2706208856171721,0.2706208856171721,0.2619174397910626,7.07613856150585e-14,0.2619174397910626,7.07613856150585e-14,False,0.00069805,0.000573747,12.923348371,0.004921376,7.899e-05,1.5300000000000003e-05,12.928843494000002,12.929620534000003,12.928858794000002,2.27887132,0.2618552889798953,True,primary,True,False,gep_then_classical,True,,0.0,5.176803200851454e-05,5.176803200851454e-05,1.0382779158824018e-05,0.1762519877522648,0.176262372132765,5.891780644669244e-05
OFFGRID_0025,0.5307847289703711,0.2276835810817494,0.1929633557382574,VLOW_MOD_QSCALED,VLOW_MOD_QSCALED,core,assets/pinn_subsonic/seedGEP_pQscaled2d_ATLAS_VLOW_MOD_M010_070_eta012_025_ciIDW,0.5427232688550422,CiGridIDW,standard_N301,301,pin,5.0,0.98,137,0.5543011528415215,0.5543011528415215,0.5428053535552168,-1.86425085124406e-14,0.5428053535552168,-1.86425085124406e-14,False,0.000499806,0.000553276,8.022440251,0.004125473,7.8074e-05,2.159e-05,8.027119,8.02769688,8.02714059,1.906682129,0.542753205225046,True,primary,True,False,gep_then_classical,True,,0.0,8.208470017456726e-05,8.208470017456726e-05,2.993637000381355e-05,0.2375129700961006,0.2375294300158757,6.930114076903927e-05
OFFGRID_0026,0.5598439267842509,0.1188981189143794,0.098518753009546,VLOW_EXTREME_CI_ONLY,VLOW_EXTREME_CI_ONLY,core,assets/pinn_subsonic/seedGEP_pQscaled2d_ATLAS_VLOW_EXTREME_M010_070_eta005_012_ciIDW,0.6379728543643375,CiGridIDW,standard_N301,301,pin,5.0,0.98,156,0.629764960530416,0.629764960530416,0.6380440695312304,1.0522661504381508e-13,0.6380440695312304,1.0522661504381508e-13,False,0.000473127,0.000507959,6.486620238,0.004106255,9.0293e-05,1.6197e-05,6.4912344520000005,6.491797872000001,6.491250649,1.974820775,0.6379742629596595,True,primary,True,False,classical_then_gep,True,,0.0,7.121516689290175e-05,7.121516689290175e-05,1.4085953220499547e-06,0.3042024434429279,0.3042280882042705,8.430162839037256e-05
OFFGRID_0027,0.2485295636012219,0.7617379093808758,0.7378378576979563,NEUTRAL1_LOWM,NEUTRAL1_LOWM,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL1_LOWM_M0.10_0.40_eta0.65_0.80_ciIDW,0.1577238999785377,CiGridIDW,standard_N301,301,pin,5.0,0.98,1,0.157143892599887,0.157143892599887,0.1577609310460427,6.736805513902618e-14,0.1577609310460427,6.736805513902618e-14,False,0.000530405,0.000490901,7.486843932,0.004113035,1.5705e-05,6.432e-06,7.491447868,7.491993978,7.4914543,1.889049312,0.1577422175347345,True,primary,True,False,gep_then_classical,True,,5.551115123125783e-17,3.703106750505003e-05,3.703106750505003e-05,1.831755619682851e-05,0.2521423959425398,0.2521605600664213,7.20391499952136e-05
OFFGRID_0028,0.9678964506307618,0.5643214006013011,0.1418417780663409,HM2_HIGH,HM2_HIGH,extension,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM2_HIGH_M0.85_0.98_eta0.55_0.65_ciIDW,0.2798024747769642,CiGridIDW,standard_N301,301,pin,5.0,0.98,137,0.3044109257138113,0.3044109257138113,0.279920788242681,-1.606038614740822e-13,0.279920788242681,-1.606038614740822e-13,False,0.000493448,0.000498518,6.794736867,0.004096953,7.8241e-05,1.5398e-05,6.799332338,6.799904027,6.7993477360000005,1.911298757,0.2797731392513218,True,primary,True,False,gep_then_classical,True,,5.551115123125783e-17,0.0001183134657168,0.0001183134657168,2.9335525642326665e-05,0.2810773136519152,0.2811003100900971,8.181534782436569e-05
OFFGRID_0029,0.72738979957463,0.9486202176879248,0.6509664449921204,HM1_NEUTRAL3,HM1_NEUTRAL3,extension,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM1_NEUTRAL3_M0.70_0.85_eta0.92_0.98_ciIDW,0.0254492185298179,CiGridIDW,standard_N301,301,pin,5.0,0.98,133,0.0251776688189651,0.0251776688189651,0.0250592479994982,3.976200772442901e-12,0.0250592479994982,3.976200772442901e-12,False,0.000493898,0.00052605,7.877216168,0.004200916,7.635e-05,1.8185e-05,7.881943134000001,7.882513382000001,7.881961319000001,6.612814790000001,0.0254412993840714,True,secondary_neutral,True,True,classical_then_gep,True,,2.775557561562892e-17,0.0003899705303196,0.0003899705303196,7.919145746427408e-06,0.8389221139922957,0.8389808732072007,7.004132317536046e-05
OFFGRID_0030,0.3433788624721065,0.7508893066213441,0.7052329649221583,NEUTRAL1_LOWM,NEUTRAL1_LOWM,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL1_LOWM_M0.10_0.40_eta0.65_0.80_ciIDW,0.160972395353086,CiGridIDW,standard_N301,301,pin,5.0,0.98,133,0.1543440793349338,0.1543440793349338,0.1610076151077865,2.884264921035883e-14,0.1610076151077865,2.884264921035883e-14,False,0.00047517,0.000565326,7.194618899000001,0.004302692,7.5876e-05,1.5453000000000003e-05,7.1994869170000015,7.2000379630000015,7.199502370000001,1.937607869,0.1609662352081307,True,primary,True,False,classical_then_gep,True,,2.775557561562892e-17,3.521975470055505e-05,3.521975470055505e-05,6.16014495527506e-06,0.2691107851037868,0.2691308050781292,7.439305836361428e-05
OFFGRID_0031,0.06658717464399,0.5288932824760268,0.5277194626713729,LOWM_EXT_MID,LOWM_EXT_MID,extension,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_LOWM_EXT_MID_M0.05_0.10_eta0.35_0.55_ciIDW,0.3482850930427378,CiGridIDW,standard_N301,301,pin,5.0,0.98,148,0.3421947349808749,0.3421947349808749,0.3483457625888168,1.5798811565183976e-14,0.3483457625888168,1.5798811565183976e-14,False,0.000466925,0.000480733,6.8327672260000005,0.004205863,8.234400000000001e-05,2.2156000000000003e-05,6.8374538220000005,6.838003091,6.8374759780000005,1.759005456,0.3482826306545754,True,primary,True,False,gep_then_classical,True,,5.551115123125783e-17,6.066954607902853e-05,6.066954607902853e-05,2.4623881623719868e-06,0.2572396403732482,0.2572594714277181,7.709175164864087e-05
OFFGRID_0032,0.3417252557267207,0.3867364352175731,0.3634548626414812,MID,MID,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_MID_M010_070_eta0.35_0.55_ciIDW,0.4490535070895509,CiGridIDW,standard_N301,301,pin,5.0,0.98,143,0.4452939370016121,0.4452939370016121,0.4491011196367294,2.858409123766144e-14,0.4491011196367294,2.858409123766144e-14,False,0.000478194,0.000491446,6.172701973000001,0.004113956,8.118800000000001e-05,1.5354000000000002e-05,6.177307375000001,6.177866757000001,6.177322729000001,1.808052595,0.4490313386439697,True,primary,True,False,gep_then_classical,True,,5.551115123125783e-17,4.76125471785549e-05,4.76125471785549e-05,2.2168445581172147e-05,0.2926661687792694,0.292691943471228,8.806857337179545e-05
OFFGRID_0033,0.7012721984587128,0.9407998523275636,0.6706902059760058,HM1_NEUTRAL3,HM1_NEUTRAL3,extension,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM1_NEUTRAL3_M0.70_0.85_eta0.92_0.98_ciIDW,0.0300436981367209,CiGridIDW,standard_N301,301,pin,5.0,0.98,123,0.0319447998574201,0.0319447998574201,0.0298631007521663,1.1464599937227022e-12,0.0298631007521663,1.1464599937227022e-12,False,0.000532782,0.000531071,10.703085048,0.004518686,7.998900000000001e-05,2.158e-05,10.708134805,10.708747576,10.708156385,7.636780593,0.0300407489610689,True,secondary_neutral,True,True,classical_then_gep,True,,7.63278329429795e-17,0.0001805973845545,0.0001805973845545,2.94917565192912e-06,0.7131348030011684,0.7131741747531454,5.520941035451868e-05
