benchmark_id,atlas_chart,Mach,alpha,shoot_stage1_mismatch,shoot_stage2_mismatch,stage1_fraction_of_nominal,stage2_fraction_of_nominal,critical_common_multiplier
37,C12,1.27,0.3057499999999999,6.951624643311655e-07,6.234393136071665e-21,1.3903249286623308e-05,6.234393136071665e-19,1.3903249286623308e-05
38,C12,1.27,0.32125,0.0005996389810691,1.412008180675131e-19,0.011992779621381998,1.412008180675131e-17,0.011992779621381998
39,C12,1.27,0.33675,0.0040333408561149,1.1372513584977168e-19,0.08066681712229799,1.1372513584977168e-17,0.08066681712229799
40,C12,1.27,0.3522499999999999,0.0016645171827199,8.804854565122655e-20,0.033290343654398,8.804854565122655e-18,0.033290343654398
41,C12,1.306,0.21275,1.219702321523188e-06,3.4534809703965857e-23,2.4394046430463756e-05,3.453480970396586e-21,2.4394046430463756e-05
42,C12,1.306,0.2282499999999999,2.0814969770572317e-06,7.650617921258353e-23,4.162993954114463e-05,7.650617921258353e-21,4.162993954114463e-05
43,C12,1.306,0.24375,2.4129380043948745e-06,5.111479652858138e-22,4.8258760087897487e-05,5.111479652858138e-20,4.8258760087897487e-05
44,C12,1.306,0.25925,1.6999776707485653e-06,1.319356308196347e-21,3.3999553414971304e-05,1.319356308196347e-19,3.3999553414971304e-05
45,C12,1.306,0.27475,1.9979166614885637e-06,2.4270875771652435e-21,3.995833322977127e-05,2.4270875771652435e-19,3.995833322977127e-05
46,C12,1.306,0.29025,1.7092558461834163e-06,3.457866740417914e-21,3.4185116923668324e-05,3.457866740417914e-19,3.4185116923668324e-05
47,C12,1.306,0.3057499999999999,5.842340899477809e-06,1.7433872662483714e-19,0.00011684681798955618,1.7433872662483714e-17,0.00011684681798955618
48,C12,1.306,0.32125,0.0006001860032054,1.4942323094857307e-19,0.012003720064107999,1.4942323094857307e-17,0.012003720064107999
49,C12,1.306,0.33675,0.0061586365977893,1.1918042613145888e-19,0.123172731955786,1.1918042613145888e-17,0.123172731955786
0,C12,1.306,0.3522499999999999,0.0042064082512586,9.170532637626656e-20,0.084128165025172,9.170532637626656e-18,0.084128165025172
1,C12,1.342,0.21275,8.016650245216038e-07,2.6559826575192144e-22,1.6033300490432074e-05,2.6559826575192144e-20,1.6033300490432074e-05
2,C12,1.342,0.2282499999999999,1.4984322839509506e-06,7.199492508706156e-24,2.996864567901901e-05,7.199492508706156e-22,2.996864567901901e-05
3,C12,1.342,0.24375,7.551199972661466e-07,1.348808385916563e-22,1.5102399945322932e-05,1.3488083859165629e-20,1.5102399945322932e-05
4,C12,1.342,0.25925,9.5256177078468e-07,6.317908103824561e-22,1.90512354156936e-05,6.317908103824561e-20,1.90512354156936e-05
5,C12,1.342,0.27475,1.0725251675880906e-06,1.2901618795475245e-21,2.145050335176181e-05,1.2901618795475245e-19,2.145050335176181e-05
6,C12,1.342,0.29025,8.702339767954952e-07,1.8314966723338423e-21,1.74046795359099e-05,1.8314966723338423e-19,1.74046795359099e-05
7,C12,1.342,0.3057499999999999,0.0001121033599724,1.949153416024215e-19,0.0022420671994479997,1.949153416024215e-17,0.0022420671994479997
8,C12,1.342,0.32125,0.0035352681108833,1.5625841531833554e-19,0.070705362217666,1.5625841531833554e-17,0.070705362217666
9,C12,1.342,0.33675,0.0051137002582909,1.2119416632101932e-19,0.10227400516581799,1.2119416632101932e-17,0.10227400516581799
10,C12,1.342,0.3522499999999999,0.0064887870227647,9.073692899233524e-20,0.129775740455294,9.073692899233524e-18,0.129775740455294
11,C12,1.378,0.21275,1.495059789172541e-06,6.058096322927914e-22,2.990119578345082e-05,6.058096322927914e-20,2.990119578345082e-05
12,C12,1.378,0.2282499999999999,1.0583483068075127e-06,1.6549217581108692e-22,2.1166966136150253e-05,1.6549217581108692e-20,2.1166966136150253e-05
13,C12,1.378,0.24375,1.2207787615639365e-06,3.0273965076094774e-24,2.441557523127873e-05,3.0273965076094773e-22,2.441557523127873e-05
14,C12,1.378,0.25925,5.888645375357436e-07,1.88864130981278e-22,1.177729075071487e-05,1.88864130981278e-20,1.177729075071487e-05
15,C12,1.378,0.27475,9.79189558757427e-07,6.163483091155648e-22,1.9583791175148537e-05,6.163483091155648e-20,1.9583791175148537e-05
16,C12,1.378,0.29025,9.711732038483308e-07,1.4575863606796194e-21,1.9423464076966614e-05,1.4575863606796194e-19,1.9423464076966614e-05
17,C12,1.378,0.3057499999999999,0.0012996325593427,1.965909432923648e-19,0.025992651186854,1.965909432923648e-17,0.025992651186854
18,C12,1.378,0.32125,0.0007217288742697,1.6108116116872941e-19,0.014434577485393998,1.610811611687294e-17,0.014434577485393998
19,C12,1.378,0.33675,0.0048596263586097,1.2237322121179992e-19,0.097192527172194,1.2237322121179992e-17,0.097192527172194
20,C12,1.378,0.3522499999999999,0.0048321612145439,9.55677058798289e-20,0.09664322429087799,9.55677058798289e-18,0.09664322429087799
21,C12,1.414,0.3522499999999999,0.0061536047350781,9.729757772906338e-20,0.123072094701562,9.729757772906338e-18,0.123072094701562
22,C20,1.414,0.07325,3.131433414512818e-07,3.697426911765859e-21,6.262866829025636e-06,3.697426911765859e-19,6.262866829025636e-06
23,C20,1.414,0.08875,5.511909508112185e-07,5.0681660347443495e-21,1.1023819016224369e-05,5.0681660347443495e-19,1.1023819016224369e-05
24,C20,1.414,0.10425,5.530646852300755e-07,6.041096891068599e-21,1.1061293704601509e-05,6.041096891068599e-19,1.1061293704601509e-05
25,C20,1.45,0.05775,5.006829841477739e-07,2.027919052408581e-21,1.0013659682955477e-05,2.027919052408581e-19,1.0013659682955477e-05
26,C20,1.45,0.07325,3.88354433343549e-07,3.4656008210851216e-21,7.767088666870978e-06,3.4656008210851214e-19,7.767088666870978e-06
27,C20,1.45,0.08875,4.844855916285533e-07,4.888691949409606e-21,9.689711832571066e-06,4.888691949409606e-19,9.689711832571066e-06
28,C20,1.45,0.10425,4.754125139263919e-07,6.092982737995314e-21,9.508250278527837e-06,6.092982737995314e-19,9.508250278527837e-06
29,C20,1.486,0.05775,1.5405031264710953e-07,1.8630278789556067e-21,3.0810062529421904e-06,1.8630278789556067e-19,3.0810062529421904e-06
30,C20,1.486,0.07325,2.891704479254336e-07,3.209702553895728e-21,5.783408958508671e-06,3.209702553895728e-19,5.783408958508671e-06
31,C20,1.486,0.08875,5.460198471316342e-07,4.713184859396045e-21,1.0920396942632683e-05,4.713184859396044e-19,1.0920396942632683e-05
32,C20,1.486,0.10425,8.414191428273387e-07,5.959089511447366e-21,1.682838285654677e-05,5.959089511447366e-19,1.682838285654677e-05
33,C20,1.522,0.05775,3.3127648655105745e-07,1.7090909084963437e-21,6.625529731021149e-06,1.7090909084963437e-19,6.625529731021149e-06
34,C20,1.522,0.07325,1.2221093798208925e-08,3.043836912399448e-21,2.444218759641785e-07,3.043836912399448e-19,2.444218759641785e-07
35,C20,1.522,0.08875,5.395479137883523e-07,4.511129202297879e-21,1.0790958275767047e-05,4.511129202297879e-19,1.0790958275767047e-05
36,C20,1.522,0.10425,2.158365237097845e-07,5.866480633276312e-21,4.31673047419569e-06,5.866480633276312e-19,4.31673047419569e-06
37,C20,1.558,0.05775,2.362129145236405e-07,1.5325847111579637e-21,4.72425829047281e-06,1.5325847111579637e-19,4.72425829047281e-06
38,C20,1.558,0.07325,9.962805369840985e-08,2.867322841440372e-21,1.9925610739681967e-06,2.867322841440372e-19,1.9925610739681967e-06
39,C20,1.558,0.08875,2.190788054881234e-07,4.363343008715617e-21,4.381576109762468e-06,4.363343008715617e-19,4.381576109762468e-06
40,C20,1.558,0.10425,1.1153890199692689e-07,5.784320142064263e-21,2.230778039938538e-06,5.784320142064263e-19,2.230778039938538e-06
41,C20,1.594,0.05775,2.7782553812103773e-07,1.4006436542374785e-21,5.556510762420754e-06,1.4006436542374786e-19,5.556510762420754e-06
42,C20,1.594,0.07325,1.7907221519390365e-07,2.65217267943919e-21,3.581444303878073e-06,2.65217267943919e-19,3.581444303878073e-06
43,C20,1.594,0.08875,5.367226923327125e-07,4.199464302735753e-21,1.0734453846654249e-05,4.199464302735753e-19,1.0734453846654249e-05
44,C20,1.594,0.10425,8.482125495789998e-07,5.666845055496096e-21,1.6964250991579997e-05,5.666845055496096e-19,1.6964250991579997e-05
45,C21,1.414,0.11975,7.23108720363477e-07,6.534280141948172e-21,1.4462174407269539e-05,6.534280141948172e-19,1.4462174407269539e-05
46,C21,1.414,0.13525,6.710785882103418e-07,6.2690146392225315e-21,1.3421571764206836e-05,6.269014639222531e-19,1.3421571764206836e-05
47,C21,1.414,0.15075,1.2288770902302578e-06,5.5980548573261105e-21,2.4577541804605154e-05,5.59805485732611e-19,2.4577541804605154e-05
48,C21,1.414,0.16625,9.415924428925096e-07,4.478676104620496e-21,1.883184885785019e-05,4.478676104620496e-19,1.883184885785019e-05
49,C21,1.414,0.18175,2.947580207076423e-06,3.311231772575408e-21,5.8951604141528456e-05,3.311231772575408e-19,5.8951604141528456e-05
0,C21,1.414,0.19725,7.055501676491814e-07,2.137101816945656e-21,1.4111003352983628e-05,2.1371018169456559e-19,1.4111003352983628e-05
1,C21,1.45,0.11975,1.781639618302289e-07,6.5784371178450965e-21,3.5632792366045777e-06,6.578437117845096e-19,3.5632792366045777e-06
2,C21,1.45,0.13525,1.182232290798509e-06,6.751880386802974e-21,2.364464581597018e-05,6.751880386802974e-19,2.364464581597018e-05
3,C21,1.45,0.15075,9.278415059241136e-07,6.0756628037831206e-21,1.855683011848227e-05,6.075662803783121e-19,1.855683011848227e-05
4,C21,1.45,0.16625,1.2104992977701814e-06,5.11315900440786e-21,2.4209985955403626e-05,5.11315900440786e-19,2.4209985955403626e-05
5,C21,1.45,0.18175,1.3181434706615826e-06,3.9510370129578736e-21,2.636286941323165e-05,3.9510370129578734e-19,2.636286941323165e-05
6,C21,1.45,0.19725,1.607736170504188e-06,2.7839475919978437e-21,3.215472341008376e-05,2.783947591997844e-19,3.215472341008376e-05
7,C21,1.486,0.11975,1.0421415968685625e-06,6.806287763715495e-21,2.084283193737125e-05,6.806287763715495e-19,2.084283193737125e-05
8,C21,1.486,0.13525,8.877829153058691e-07,6.915905236365277e-21,1.775565830611738e-05,6.915905236365277e-19,1.775565830611738e-05
9,C21,1.486,0.15075,1.194849063963169e-06,6.484977976202542e-21,2.3896981279263378e-05,6.484977976202542e-19,2.3896981279263378e-05
10,C21,1.486,0.16625,3.484830028739343e-07,5.695095389613046e-21,6.969660057478685e-06,5.695095389613046e-19,6.969660057478685e-06
11,C21,1.486,0.18175,1.1495944907733664e-06,4.535501047342908e-21,2.2991889815467325e-05,4.535501047342908e-19,2.2991889815467325e-05
12,C21,1.486,0.19725,1.3149087123696822e-06,3.3244309498542162e-21,2.6298174247393642e-05,3.324430949854216e-19,2.6298174247393642e-05
13,C21,1.522,0.11975,1.843290058774533e-07,6.830636775970483e-21,3.6865801175490656e-06,6.830636775970483e-19,3.6865801175490656e-06
14,C21,1.522,0.13525,5.6476477286246e-07,7.093114596704441e-21,1.12952954572492e-05,7.093114596704441e-19,1.12952954572492e-05
15,C21,1.522,0.15075,9.993573649814277e-07,7.00958268343044e-21,1.9987147299628553e-05,7.00958268343044e-19,1.9987147299628553e-05
16,C21,1.522,0.16625,9.184313853882916e-08,6.23060674808815e-21,1.8368627707765833e-06,6.23060674808815e-19,1.8368627707765833e-06
17,C21,1.522,0.18175,6.627289708560146e-07,5.1431798508407405e-21,1.3254579417120292e-05,5.14317985084074e-19,1.3254579417120292e-05
18,C21,1.522,0.19725,2.450596940210795e-06,3.935309066316733e-21,4.9011938804215894e-05,3.9353090663167333e-19,4.9011938804215894e-05
19,C21,1.558,0.11975,5.957069367846977e-07,6.785347267181812e-21,1.1914138735693953e-05,6.785347267181812e-19,1.1914138735693953e-05
20,C21,1.558,0.13525,4.436263483936807e-07,7.43816364485797e-21,8.872526967873613e-06,7.43816364485797e-19,8.872526967873613e-06
21,C21,1.558,0.15075,1.8411178600859813e-06,7.243962908507056e-21,3.6822357201719627e-05,7.243962908507056e-19,3.6822357201719627e-05
22,C21,1.558,0.16625,1.0008594769902323e-06,6.5592889669306175e-21,2.0017189539804646e-05,6.559288966930617e-19,2.0017189539804646e-05
23,C21,1.558,0.18175,1.550566922738923e-06,5.619606540412193e-21,3.101133845477846e-05,5.619606540412193e-19,3.101133845477846e-05
24,C21,1.558,0.19725,7.944952320033149e-07,4.532989149348755e-21,1.5889904640066297e-05,4.532989149348755e-19,1.5889904640066297e-05
25,C21,1.594,0.11975,5.505491700321711e-07,6.856647169523772e-21,1.1010983400643422e-05,6.856647169523772e-19,1.1010983400643422e-05
26,C21,1.594,0.13525,1.2660279864277846e-06,7.450118162922547e-21,2.532055972855569e-05,7.450118162922547e-19,2.532055972855569e-05
27,C21,1.594,0.15075,1.1559017672409196e-06,7.447511872987919e-21,2.3118035344818392e-05,7.447511872987919e-19,2.3118035344818392e-05
28,C21,1.594,0.16625,1.2849716551173852e-06,7.053226060390968e-21,2.5699433102347703e-05,7.053226060390968e-19,2.5699433102347703e-05
29,C21,1.594,0.18175,1.6605739808881895e-06,6.161393468826338e-21,3.321147961776379e-05,6.161393468826338e-19,3.321147961776379e-05
30,C21,1.594,0.19725,1.4728833712061217e-06,5.011921473358773e-21,2.945766742412243e-05,5.011921473358773e-19,2.945766742412243e-05
31,C22,1.414,0.21275,1.582390827698463e-06,1.0836898556689597e-21,3.1647816553969254e-05,1.0836898556689597e-19,3.1647816553969254e-05
32,C22,1.414,0.2282499999999999,3.4036507819814373e-07,4.5745614832320125e-22,6.807301563962874e-06,4.5745614832320125e-20,6.807301563962874e-06
33,C22,1.414,0.24375,9.682411861345118e-07,5.654015072220679e-23,1.9364823722690236e-05,5.654015072220679e-21,1.9364823722690236e-05
34,C22,1.414,0.25925,2.528781173014568e-06,5.8663869986423064e-24,5.057562346029136e-05,5.866386998642307e-22,5.057562346029136e-05
35,C22,1.414,0.27475,2.0782077888439224e-06,1.339951947085564e-22,4.156415577687845e-05,1.3399519470855641e-20,4.156415577687845e-05
36,C22,1.414,0.29025,0.0002499285575027,2.4117358826947827e-19,0.004998571150054,2.4117358826947827e-17,0.004998571150054
37,C22,1.414,0.3057499999999999,0.0017118567909867,2.0169109068221808e-19,0.034237135819734,2.0169109068221808e-17,0.034237135819734
38,C22,1.414,0.32125,0.0021509823008061,1.6389663499042557e-19,0.043019646016122,1.6389663499042557e-17,0.043019646016122
39,C22,1.414,0.33675,0.0041008734545502,1.3115349015420094e-19,0.08201746909100399,1.3115349015420094e-17,0.08201746909100399
40,C22,1.45,0.21275,1.067499494844965e-06,1.6772952425669916e-21,2.13499898968993e-05,1.6772952425669914e-19,2.13499898968993e-05
41,C22,1.45,0.2282499999999999,8.431025224582386e-07,8.221445947427173e-22,1.6862050449164772e-05,8.221445947427173e-20,1.6862050449164772e-05
42,C22,1.45,0.24375,1.214767119136216e-06,2.7103942990137884e-22,2.429534238272432e-05,2.7103942990137884e-20,2.429534238272432e-05
43,C22,1.45,0.25925,1.4974848886345106e-06,2.584637753818055e-23,2.994969777269021e-05,2.584637753818055e-21,2.994969777269021e-05
44,C22,1.45,0.27475,1.5884489342309014e-06,2.216684699627869e-22,3.1768978684618025e-05,2.216684699627869e-20,3.1768978684618025e-05
45,C22,1.45,0.29025,0.0015700239607083,2.487563657108879e-19,0.031400479214166,2.487563657108879e-17,0.031400479214166
46,C22,1.45,0.3057499999999999,0.0013074080014197,2.1363135487589644e-19,0.026148160028394,2.1363135487589644e-17,0.026148160028394
47,C22,1.45,0.32125,0.0035986116106899,1.6861095822580609e-19,0.07197223221379799,1.686109582258061e-17,0.07197223221379799
48,C22,1.45,0.33675,0.0049922400195224,1.4722514864537512e-19,0.099844800390448,1.472251486453751e-17,0.099844800390448
49,C22,1.45,0.3522499999999999,0.0049071348133854,3.9769166715594586e-19,0.098142696267708,3.9769166715594586e-17,0.098142696267708
0,C22,1.486,0.21275,7.175162902055086e-07,2.2705114488817364e-21,1.4350325804110172e-05,2.2705114488817364e-19,1.4350325804110172e-05
1,C22,1.486,0.2282499999999999,1.9427848990328715e-06,1.2572597557347873e-21,3.885569798065743e-05,1.2572597557347874e-19,3.885569798065743e-05
2,C22,1.486,0.24375,1.2869758048648677e-06,6.2293679414329755e-22,2.5739516097297354e-05,6.229367941432976e-20,2.5739516097297354e-05
3,C22,1.486,0.25925,4.41785684890249e-06,2.48484482982368e-22,8.835713697804979e-05,2.48484482982368e-20,8.835713697804979e-05
4,C22,1.486,0.27475,6.72063319167421e-05,2.848595998447732e-19,0.001344126638334842,2.848595998447732e-17,0.001344126638334842
5,C22,1.486,0.29025,0.0022365838506128,2.4832951311609363e-19,0.044731677012256,2.4832951311609362e-17,0.044731677012256
6,C22,1.486,0.3057499999999999,0.0051470029261489,2.0573024014112904e-19,0.102940058522978,2.0573024014112904e-17,0.102940058522978
7,C22,1.486,0.32125,0.0003691159185871,2.0758107378849024e-19,0.007382318371742,2.0758107378849025e-17,0.007382318371742
8,C22,1.486,0.33675,0.0121725587392102,1.3463211542145211e-19,0.243451174784204,1.346321154214521e-17,0.243451174784204
9,C22,1.486,0.3522499999999999,0.0054162983984907,1.0503380950557528e-19,0.10832596796981399,1.0503380950557529e-17,0.10832596796981399
10,C22,1.522,0.21275,8.747720187221734e-07,2.7998098406303764e-21,1.749544037444347e-05,2.7998098406303764e-19,1.749544037444347e-05
11,C22,1.522,0.2282499999999999,1.4495607505307053e-06,1.7619268271540095e-21,2.8991215010614104e-05,1.7619268271540095e-19,2.8991215010614104e-05
12,C22,1.522,0.24375,8.215199510820676e-07,1.0396459472055805e-21,1.643039902164135e-05,1.0396459472055804e-19,1.643039902164135e-05
13,C22,1.522,0.25925,1.3697867101042806e-06,9.049095711337754e-22,2.739573420208561e-05,9.049095711337754e-20,2.739573420208561e-05
14,C22,1.522,0.27475,0.0008178968408871,3.0102463503768104e-19,0.016357936817742,3.0102463503768105e-17,0.016357936817742
15,C22,1.522,0.29025,0.0025831154466266,2.6379846991654763e-19,0.05166230893253199,2.6379846991654763e-17,0.05166230893253199
16,C22,1.522,0.3057499999999999,0.0047955301233565,2.1855856990176833e-19,0.09591060246712999,2.1855856990176832e-17,0.09591060246712999
17,C22,1.522,0.32125,0.0100672624503553,1.7452420044542908e-19,0.201345249007106,1.7452420044542908e-17,0.201345249007106
18,C22,1.522,0.33675,0.0143629037170487,1.122824510976241e-19,0.287258074340974,1.122824510976241e-17,0.287258074340974
19,C22,1.522,0.3522499999999999,0.0182308098797399,9.60592705932348e-20,0.36461619759479796,9.60592705932348e-18,0.36461619759479796
20,C22,1.558,0.21275,1.413685705643238e-06,3.359036405799334e-21,2.8273714112864757e-05,3.359036405799334e-19,2.8273714112864757e-05
21,C22,1.558,0.2282499999999999,3.3085829421706485e-06,2.3135428835611177e-21,6.617165884341296e-05,2.3135428835611176e-19,6.617165884341296e-05
22,C22,1.558,0.24375,1.073957761943223e-06,1.5793902709780889e-21,2.147915523886446e-05,1.579390270978089e-19,2.147915523886446e-05
23,C22,1.558,0.25925,1.0924105270331752e-06,6.00814407347637e-21,2.18482105406635e-05,6.00814407347637e-19,2.18482105406635e-05
24,C22,1.558,0.27475,0.0002866589208155,3.048778284855606e-19,0.00573317841631,3.048778284855606e-17,0.00573317841631
25,C22,1.558,0.29025,0.0012217944362688,2.592048379426017e-19,0.024435888725375998,2.5920483794260172e-17,0.024435888725375998
26,C22,1.558,0.3057499999999999,0.0068360288726393,2.170903149893619e-19,0.13672057745278599,2.170903149893619e-17,0.13672057745278599
27,C22,1.558,0.32125,0.0044050471760715,2.0760130745934196e-19,0.08810094352143,2.0760130745934196e-17,0.08810094352143
28,C22,1.558,0.33675,0.0147638531322901,1.3771754661226746e-19,0.29527706264580195,1.3771754661226746e-17,0.29527706264580195
29,C22,1.558,0.3522499999999999,0.0238797061816041,6.418360421826917e-19,0.477594123632082,6.418360421826916e-17,0.477594123632082
30,C22,1.594,0.21275,6.846162589822171e-07,3.950367099655386e-21,1.369232517964434e-05,3.950367099655386e-19,1.369232517964434e-05
31,C22,1.594,0.2282499999999999,1.9304170840004387e-06,2.89191612289694e-21,3.860834168000877e-05,2.89191612289694e-19,3.860834168000877e-05
32,C22,1.594,0.24375,1.4157338296775269e-06,2.2993813283212378e-21,2.8314676593550538e-05,2.299381328321238e-19,2.8314676593550538e-05
33,C22,1.594,0.25925,0.0003552029243538,3.175266470496926e-19,0.007104058487075999,3.175266470496926e-17,0.007104058487075999
34,C22,1.594,0.27475,0.0005262161390401,3.0660357963860392e-19,0.010524322780801999,3.066035796386039e-17,0.010524322780801999
35,C22,1.594,0.29025,0.0035240051341076,2.557849689951019e-19,0.07048010268215199,2.5578496899510192e-17,0.07048010268215199
36,C22,1.594,0.3057499999999999,0.0013009683307638,2.2146561714202244e-19,0.026019366615276,2.2146561714202244e-17,0.026019366615276
37,C22,1.594,0.32125,0.0062224697844189,4.923767017572706e-19,0.124449395688378,4.923767017572706e-17,0.124449395688378
38,C22,1.594,0.33675,0.0129437545882636,2.0165838374941457e-19,0.25887509176527196,2.0165838374941457e-17,0.25887509176527196
39,C22,1.594,0.3522499999999999,0.0203527369121914,2.551112156234345e-20,0.40705473824382793,2.551112156234345e-18,0.40705473824382793
40,C22,1.63,0.3522499999999999,0.0190880568388597,8.529835525777561e-20,0.381761136777194,8.529835525777561e-18,0.381761136777194
41,C30,1.63,0.05775,3.807333882254477e-07,1.3195498828295746e-21,7.614667764508954e-06,1.3195498828295746e-19,7.614667764508954e-06
42,C30,1.63,0.07325,3.437217924972543e-07,2.5388749553075225e-21,6.874435849945085e-06,2.5388749553075225e-19,6.874435849945085e-06
43,C30,1.63,0.08875,3.803357160124978e-07,4.002341370789828e-21,7.606714320249956e-06,4.002341370789828e-19,7.606714320249956e-06
44,C30,1.63,0.10425,1.3997413462017533e-07,5.559842990435283e-21,2.7994826924035065e-06,5.559842990435283e-19,2.7994826924035065e-06
45,C30,1.666,0.05775,5.375078497468858e-07,1.2144227247814445e-21,1.0750156994937716e-05,1.2144227247814445e-19,1.0750156994937716e-05
46,C30,1.666,0.07325,1.726265185912467e-07,2.422364171521037e-21,3.452530371824934e-06,2.422364171521037e-19,3.452530371824934e-06
47,C30,1.666,0.08875,6.431203348460671e-07,3.910387322111893e-21,1.2862406696921342e-05,3.910387322111893e-19,1.2862406696921342e-05
48,C30,1.666,0.10425,5.124855593376522e-07,5.424384233133322e-21,1.0249711186753043e-05,5.424384233133321e-19,1.0249711186753043e-05
49,C30,1.702,0.05775,2.924160884172663e-07,1.1154972953473226e-21,5.848321768345326e-06,1.1154972953473226e-19,5.848321768345326e-06
0,C30,1.702,0.07325,5.26898657621397e-07,2.256819953767172e-21,1.053797315242794e-05,2.256819953767172e-19,1.053797315242794e-05
1,C30,1.702,0.08875,7.402507068287099e-08,3.770150405119156e-21,1.4805014136574197e-06,3.7701504051191557e-19,1.4805014136574197e-06
2,C30,1.702,0.10425,4.675237549330037e-07,5.35955686431008e-21,9.350475098660073e-06,5.35955686431008e-19,9.350475098660073e-06
3,C30,1.738,0.05775,1.7859987638829933e-07,1.0772669659558685e-21,3.5719975277659866e-06,1.0772669659558684e-19,3.5719975277659866e-06
4,C30,1.738,0.07325,4.7378012356900594e-07,2.1924755610888466e-21,9.475602471380118e-06,2.1924755610888467e-19,9.475602471380118e-06
5,C30,1.738,0.08875,6.528558494866812e-07,3.618355937491123e-21,1.3057116989733622e-05,3.618355937491123e-19,1.3057116989733622e-05
6,C30,1.738,0.10425,7.945687292876349e-07,5.2457278960012875e-21,1.5891374585752696e-05,5.245727896001287e-19,1.5891374585752696e-05
7,C30,1.7739999999999998,0.05775,4.91958478189548e-08,1.0156159439897765e-21,9.839169563790959e-07,1.0156159439897765e-19,9.839169563790959e-07
8,C30,1.7739999999999998,0.07325,3.859909551441439e-07,2.113353695819393e-21,7.719819102882877e-06,2.1133536958193929e-19,7.719819102882877e-06
9,C30,1.7739999999999998,0.08875,2.535325233786949e-07,3.57191808151614e-21,5.0706504675738974e-06,3.57191808151614e-19,5.0706504675738974e-06
10,C30,1.7739999999999998,0.10425,9.316268110970973e-07,5.133247984758925e-21,1.8632536221941945e-05,5.133247984758925e-19,1.8632536221941945e-05
11,C30,1.81,0.05775,3.586277180791051e-07,9.415017109486809e-22,7.172554361582102e-06,9.415017109486808e-20,7.172554361582102e-06
12,C30,1.81,0.07325,2.629912470662564e-07,1.9900208113701202e-21,5.259824941325128e-06,1.9900208113701202e-19,5.259824941325128e-06
13,C30,1.81,0.08875,3.796837189809618e-07,3.437111190745739e-21,7.5936743796192355e-06,3.4371111907457387e-19,7.5936743796192355e-06
14,C30,1.81,0.10425,6.329636087308909e-07,5.105286746864494e-21,1.2659272174617817e-05,5.105286746864494e-19,1.2659272174617817e-05
15,C30,1.846,0.05775,3.903865545955609e-07,9.243027217350325e-22,7.807731091911218e-06,9.243027217350325e-20,7.807731091911218e-06
16,C30,1.846,0.07325,6.337235018028261e-07,1.962854688470166e-21,1.267447003605652e-05,1.9628546884701659e-19,1.267447003605652e-05
17,C30,1.846,0.08875,5.481004416290863e-07,3.3535821307816318e-21,1.0962008832581725e-05,3.3535821307816318e-19,1.0962008832581725e-05
18,C30,1.846,0.10425,3.22904095718459e-07,4.9691300488209436e-21,6.45808191436918e-06,4.969130048820944e-19,6.45808191436918e-06
19,C30,1.882,0.05775,5.386219542348205e-07,8.881555499577697e-22,1.077243908469641e-05,8.881555499577697e-20,1.077243908469641e-05
20,C30,1.882,0.07325,5.076148349384251e-07,1.898696375457608e-21,1.0152296698768502e-05,1.898696375457608e-19,1.0152296698768502e-05
21,C30,1.882,0.08875,7.73013294711208e-07,3.320847182371929e-21,1.546026589422416e-05,3.320847182371929e-19,1.546026589422416e-05
22,C30,1.882,0.10425,6.952638266014757e-07,4.9292654481250565e-21,1.3905276532029512e-05,4.929265448125056e-19,1.3905276532029512e-05
23,C30,1.882,0.11975,1.986949475588605e-06,6.5546860582119615e-21,3.973898951177209e-05,6.5546860582119615e-19,3.973898951177209e-05
24,C31,1.63,0.11975,1.1723977069078776e-06,6.810098592976436e-21,2.344795413815755e-05,6.810098592976436e-19,2.344795413815755e-05
25,C31,1.63,0.13525,1.283757657570304e-06,7.539157555149142e-21,2.5675153151406078e-05,7.539157555149142e-19,2.5675153151406078e-05
26,C31,1.63,0.15075,1.003757160067719e-06,7.869845333725137e-21,2.007514320135438e-05,7.869845333725137e-19,2.007514320135438e-05
27,C31,1.63,0.16625,1.4807128139384867e-06,7.524512056620874e-21,2.9614256278769732e-05,7.524512056620874e-19,2.9614256278769732e-05
28,C31,1.63,0.18175,2.766510841066612e-07,6.7340846503469355e-21,5.533021682133224e-06,6.734084650346935e-19,5.533021682133224e-06
29,C31,1.63,0.19725,1.507170448991442e-06,5.532723297521628e-21,3.014340897982884e-05,5.532723297521628e-19,3.014340897982884e-05
30,C31,1.666,0.11975,1.011861208401638e-06,6.771599759787533e-21,2.023722416803276e-05,6.771599759787533e-19,2.023722416803276e-05
31,C31,1.666,0.13525,1.1172687253377449e-06,7.728502158430824e-21,2.2345374506754896e-05,7.728502158430824e-19,2.2345374506754896e-05
32,C31,1.666,0.15075,1.3339512328098514e-06,7.980382290024272e-21,2.6679024656197026e-05,7.980382290024272e-19,2.6679024656197026e-05
33,C31,1.666,0.16625,5.478920670650388e-07,7.691380071326122e-21,1.0957841341300775e-05,7.691380071326122e-19,1.0957841341300775e-05
34,C31,1.666,0.18175,4.002553099809448e-07,7.103740591751952e-21,8.005106199618896e-06,7.103740591751952e-19,8.005106199618896e-06
35,C31,1.666,0.19725,1.3326093534174404e-06,6.153030249499111e-21,2.6652187068348806e-05,6.153030249499111e-19,2.6652187068348806e-05
