task_index,blumen_row_id,source_row_id,curve_id,curve_label,curve_key,family,Mach,alpha,blumen_ci,status,accepted_seed_source,n_attempts,classical_cr,classical_ci,classical_omega_i,delta_ci,residual_norm,settings_name,spectral_extent,matching_y,max_step,rtol,atol,mode_status,has_root,delta_ci_recomputed,delta_ci_signed,abs_delta_ci,blumen_omega_i,delta_omega_i_signed,abs_delta_omega_i
49,49,57,3,ci=0.01,3__ci=0.01__ci_0.01,ci_level,1.5656984785615489,0.238474587927833,0.01,accepted_root,nearest_parameter,1,0.4188735352414092,0.0077210932608325,0.0018412845337293987,-0.0022789067391674,2.0763419268167697e-11,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0022789067391675,-0.0022789067391675005,0.0022789067391675005,0.00238474587927833,-0.0005434613455489313,0.0005434613455489313
50,50,58,3,ci=0.01,3__ci=0.01__ci_0.01,ci_level,1.6293222683264177,0.2277763768215615,0.01,accepted_root,nearest_parameter,1,0.4375571796898528,0.0076781110604574,0.0017488923181845438,-0.0023218889395425,3.652948845074831e-14,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0023218889395426,-0.0023218889395426002,0.0023218889395426002,0.0022777637682156147,-0.000528871450031071,0.000528871450031071
51,51,59,3,ci=0.01,3__ci=0.01__ci_0.01,ci_level,1.6694329183955738,0.2210919052749823,0.01,accepted_root,nearest_parameter,1,0.4486972889256032,0.0077085486462324,0.0017042977071004067,-0.0022914513537675,1.6493527148611502e-14,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0022914513537676,-0.0022914513537676,0.0022914513537676,0.002210919052749823,-0.0005066213456494165,0.0005066213456494165
52,52,60,3,ci=0.01,3__ci=0.01__ci_0.01,ci_level,1.7081604426002766,0.2130185766794282,0.01,accepted_root,nearest_parameter,1,0.4585825016822797,0.0082495807370161,0.001757313946801198,-0.0017504192629838,1.8115330139614043e-14,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0017504192629838,-0.0017504192629838999,0.0017504192629838999,0.002130185766794282,-0.00037287181999308395,0.00037287181999308395
53,53,61,3,ci=0.01,3__ci=0.01__ci_0.01,ci_level,1.7648686030428768,0.2036633731459619,0.01,accepted_root,nearest_parameter,1,0.4729634131323265,0.0083597263612779,0.001702570069315075,-0.001640273638722,8.808736761266584e-12,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0016402736387221,-0.0016402736387221006,0.0016402736387221006,0.002036633731459619,-0.00033406366214454395,0.00033406366214454395
54,54,62,3,ci=0.01,3__ci=0.01__ci_0.01,ci_level,1.8174273858921164,0.1956664603440239,0.01,accepted_root,nearest_parameter,1,0.4857277969030231,0.0083394715980312,0.0016317548887262855,-0.0016605284019687,3.2971675730455005e-10,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0016605284019688,-0.0016605284019688,0.0016605284019688,0.001956664603440239,-0.00032490971471395356,0.00032490971471395356
55,55,63,3,ci=0.01,3__ci=0.01__ci_0.01,ci_level,1.8589211618257264,0.1889896303768063,0.01,accepted_root,nearest_parameter,1,0.4952446549163657,0.0084457777096567,0.0015961644075926894,-0.0015542222903432,1.0346096582034745e-13,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0015542222903433,-0.0015542222903433007,0.0015542222903433007,0.001889896303768063,-0.0002937318961753737,0.0002937318961753737
56,56,64,3,ci=0.01,3__ci=0.01__ci_0.01,ci_level,1.8948824343015207,0.1836634495617555,0.01,accepted_root,nearest_parameter,1,0.5032940201728733,0.0084442141225267,0.0015508934945813464,-0.0015557858774732,1.2446513638658934e-13,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0015557858774732,-0.0015557858774732994,0.0015557858774732994,0.0018366344956175552,-0.0002857410010362088,0.0002857410010362088
57,57,65,3,ci=0.01,3__ci=0.01__ci_0.01,ci_level,1.940525587828492,0.1728658979237829,0.01,accepted_root,nearest_parameter,1,0.5121126039368123,0.0093163448000839,0.001610478309234069,-0.000683655199916,6.017561551524495e-13,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0006836551999161,-0.0006836551999161011,0.0006836551999161011,0.001728658979237829,-0.00011818067000376,0.00011818067000376
58,58,66,3,ci=0.01,3__ci=0.01__ci_0.01,ci_level,1.9626556016597512,0.1702257322543424,0.01,accepted_root,nearest_parameter,1,0.5168842410474829,0.0091758256308966,0.0015619616370575369,-0.0008241743691033,1.5321622263387763e-14,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0008241743691034,-0.0008241743691034011,0.0008241743691034011,0.001702257322543424,-0.00014029568548588715,0.00014029568548588715
59,59,67,3,ci=0.01,3__ci=0.01__ci_0.01,ci_level,2.002766251728908,0.1593976142989233,0.01,accepted_root,nearest_parameter,1,0.5237958422126371,0.0100886872802525,0.0016081126838801416,8.868728025259072e-05,2.5988096704479864e-10,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,8.868728025250051e-05,8.868728025250051e-05,8.868728025250051e-05,0.001593976142989233,1.4136540890908548e-05,1.4136540890908548e-05
60,60,68,3,ci=0.01,3__ci=0.01__ci_0.01,ci_level,2.037344398340249,0.1526825764348976,0.01,accepted_root,nearest_parameter,1,0.5301723818334099,0.0103123920891952,0.0015745225933851796,0.0003123920891952,5.874788144397641e-15,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0003123920891951,0.0003123920891951997,0.0003123920891951997,0.0015268257643489761,4.769682903620347e-05,4.769682903620347e-05
61,61,69,3,ci=0.01,3__ci=0.01__ci_0.01,ci_level,2.076071922544952,0.1432280323697303,0.01,accepted_root,nearest_parameter,1,0.5365907899740069,0.0108213084225049,0.001549914713021367,0.0008213084225049,5.22263936727442e-15,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0008213084225049,0.0008213084225049006,0.0008213084225049006,0.001432280323697303,0.00011763438932406401,0.00011763438932406401
62,62,72,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.016597510373444,0.2727336986008269,0.05,accepted_root,nearest_parameter,1,0.1453818596206451,0.0498542381802858,0.013596930769835905,-0.0001457618197141,2.3275024779008443e-15,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0001457618197142,-0.0001457618197142005,0.0001457618197142005,0.013636684930041346,-3.975416020544041e-05,3.975416020544041e-05
63,63,73,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.0484094052558783,0.2660033775780779,0.05,accepted_root,nearest_parameter,1,0.1696440918075796,0.0508214570704899,0.013518679234189602,0.0008214570704899,1.4824659674502773e-11,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0008214570704898,0.0008214570704898963,0.0008214570704898963,0.013300168878903895,0.000218510355285707,0.000218510355285707
64,64,74,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.0788381742738589,0.2592654149759673,0.05,accepted_root,nearest_parameter,1,0.1897263595698179,0.0507474921791181,0.013157069618808708,0.0007474921791181,6.74412947046796e-11,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.000747492179118,0.0007474921791180977,0.0007474921791180977,0.012963270748798364,0.00019379887001034352,0.00019379887001034352
65,65,75,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.107883817427386,0.2511385953248818,0.05,accepted_root,nearest_parameter,1,0.2063465690878358,0.0510980638127924,0.012832695969765858,0.0010980638127923,1.6285991261063897e-12,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0010980638127923,0.0010980638127923992,0.0010980638127923992,0.01255692976624409,0.00027576620352176735,0.00027576620352176735
66,66,76,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.1369294605809128,0.2457742066130228,0.05,accepted_root,nearest_parameter,1,0.2229532369285408,0.0496453443580143,0.012201545121621271,-0.0003546556419856,1.9160939000369053e-13,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0003546556419857,-0.00035465564198570304,0.00035465564198570304,0.01228871033065114,-8.716520902986823e-05,8.716520902986823e-05
67,67,77,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.160442600276625,0.2376168206444909,0.05,accepted_root,nearest_parameter,1,0.233956793176068,0.0503939590818051,0.011974452336707096,0.0003939590818051,1.1017904301629485e-12,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.000393959081805,0.0003939590818050967,0.0003939590818050967,0.011880841032224546,9.361130448255067e-05,9.361130448255067e-05
68,68,78,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.189488243430152,0.2294900009934053,0.05,accepted_root,nearest_parameter,1,0.2476422730077681,0.0501510377210922,0.011509161696433757,0.0001510377210921,2.2022423775889406e-14,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0001510377210921,0.00015103772109219954,0.00015103772109219954,0.011474500049670266,3.466164676349005e-05,3.466164676349005e-05
69,69,79,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.2213001383125863,0.2199972490314298,0.05,accepted_root,nearest_parameter,1,0.2615207063648285,0.0500765597803832,0.011016705392642245,7.655978038328265e-05,5.932247037069155e-16,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,7.655978038319938e-05,7.655978038319938e-05,7.655978038319938e-05,0.010999862451571491,1.684294107075386e-05,1.684294107075386e-05
70,70,80,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.2544951590594744,0.2077497077095895,0.05,accepted_root,nearest_parameter,1,0.2741177322368533,0.0510067008480631,0.01059662719241558,0.0010067008480631,1.3920061516794874e-15,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.001006700848063,0.0010067008480630982,0.0010067008480630982,0.010387485385479477,0.00020914180693610424,0.00020914180693610424
71,71,81,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.2835408022130013,0.199622888058504,0.05,accepted_root,nearest_parameter,1,0.2856579066807579,0.0504901566591075,0.010078990890817346,0.0004901566591074,2.619362516665189e-13,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0004901566591074,0.0004901566591074963,0.0004901566591074963,0.009981144402925201,9.784648789214548e-05,9.784648789214548e-05
72,72,82,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.3195020746887969,0.1846281989561602,0.05,accepted_root,nearest_parameter,1,0.2968900227293323,0.0519125607390585,0.009584522592454642,0.0019125607390585,6.857507011434837e-11,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0019125607390584,0.0019125607390584956,0.0019125607390584956,0.00923140994780801,0.0003531126446466321,0.0003531126446466321
73,73,83,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.3582295988934994,0.1751736548909929,0.05,accepted_root,nearest_parameter,1,0.3112629476971245,0.0503905744077107,0.008827101091055212,0.0003905744077107,9.476095158143426e-14,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0003905744077106,0.00039057440771069624,0.00039057440771069624,0.008758682744549646,6.84183465055662e-05,6.84183465055662e-05
74,74,84,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.3914246196403872,0.1629261135691525,0.05,accepted_root,nearest_parameter,1,0.3209061815890251,0.0506265356075434,0.008248384690007358,0.0006265356075434,1.6968188702053244e-14,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0006265356075433,0.000626535607543395,0.000626535607543395,0.008146305678457625,0.0001020790115497331,0.0001020790115497331
76,76,86,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.4232365145228216,0.147908499728724,0.05,accepted_root,nearest_parameter,1,0.3277993288228709,0.0517310051859401,0.007651455366511241,0.0017310051859401,3.8900418967524436e-11,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.00173100518594,0.0017310051859400974,0.0017310051859400974,0.0073954249864362,0.00025603038007504086,0.00025603038007504086
77,77,87,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.43015214384509,0.0056815142553663,0.05,accepted_root,nearest_parameter,5,0.1315876146984297,0.044707241864735,0.00025400483197260095,-0.0052927581352649,1.432879201678871e-09,strict_L30_y1p5,30.0,1.5,0.2,1e-11,1e-13,reconstructed,True,-0.005292758135265,-0.005292758135265002,0.005292758135265002,0.00028407571276831497,-3.0070880795714022e-05,3.0070880795714022e-05
78,78,88,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.4508990318118948,0.1383928230286636,0.05,accepted_root,nearest_parameter,1,0.3351528588615374,0.0511835512633986,0.007083436151974054,0.0011835512633986,6.145140596804746e-12,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0011835512633985,0.0011835512633985995,0.0011835512633985995,0.00691964115143318,0.0001637950005408742,0.0001637950005408742
79,79,89,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.4564315352697097,0.0127327816113035,0.05,accepted_root,nearest_parameter,1,0.1872490202129473,0.0481344507545221,0.0006128854494373728,-0.0018655492454778,4.380315717933482e-11,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0018655492454779,-0.001865549245477903,0.001865549245477903,0.000636639080565175,-2.3753631127802202e-05,2.3753631127802202e-05
80,80,90,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.4744121715076073,0.1288542215905184,0.05,accepted_root,nearest_parameter,1,0.3402536715803058,0.0509680050812363,0.00656744262076429,0.0009680050812363,3.3088084613259096e-11,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0009680050812362,0.0009680050812362964,0.0009680050812362964,0.006442711079525921,0.00012473154123836955,0.00012473154123836955
81,81,91,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.4896265560165975,0.0239659032728885,0.05,accepted_root,nearest_parameter,1,0.2403769657268577,0.0503487523759454,0.0012066533293525225,0.0003487523759454,9.896957200542252e-10,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0003487523759454,0.0003487523759454006,0.0003487523759454006,0.001198295163644425,8.358165708097394e-06,8.358165708097394e-06
82,82,92,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.5062240663900417,0.1179802541589296,0.05,accepted_root,nearest_parameter,1,0.3478457706666154,0.0497805299908319,0.0058731195804845645,-0.000219470009168,1.1706440488000145e-15,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0002194700091681,-0.00021947000916810316,0.00021947000916810316,0.0058990127079464804,-2.5893127461915945e-05,2.5893127461915945e-05
83,83,93,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.5255878284923927,0.1097999434523127,0.05,accepted_root,nearest_parameter,1,0.3512557717093054,0.0492114874440959,0.0054034185385659255,-0.000788512555904,3.2859661202927206e-11,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0007885125559041,-0.0007885125559041056,0.0007885125559041056,0.005489997172615635,-8.657863404970979e-05,8.657863404970979e-05
84,84,94,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.532503457814661,0.0407773778684578,0.05,accepted_root,nearest_parameter,1,0.2933087074935245,0.0498355895614583,0.0020321646668449564,-0.0001644104385416,1.356346873336111e-14,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0001644104385416,-0.00016441043854169973,0.00016441043854169973,0.00203886889342289,-6.70422657793367e-06,6.70422657793367e-06
85,85,95,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.544951590594744,0.0974759863368561,0.05,accepted_root,nearest_parameter,1,0.3516830752478539,0.0490585828456652,0.004782033751169584,-0.0009414171543347,9.154403295644616e-12,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0009414171543348,-0.0009414171543348018,0.0009414171543348018,0.004873799316842805,-9.176556567322153e-05,9.176556567322153e-05
86,86,96,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.553250345781466,0.0809472501776668,0.05,accepted_root,nearest_parameter,1,0.343434053014394,0.0499274235144074,0.00404148764194706,-7.257648559256397e-05,2.7468971625177126e-10,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-7.25764855926056e-05,-7.25764855926056e-05,7.25764855926056e-05,0.00404736250888334,-5.874866936280039e-06,5.874866936280039e-06
87,87,97,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.5546334716459198,0.0588554442432162,0.05,accepted_root,nearest_parameter,1,0.3249737282203613,0.0497405772715991,0.0029275037722339874,-0.0002594227284009,9.333775931345583e-12,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0002594227284009,-0.0002594227284009043,0.0002594227284009043,0.00294277221216081,-1.526843992682254e-05,1.526843992682254e-05
88,88,98,4,ci=0.05,4__ci=0.05__ci_0.05,ci_level,1.5587828492392806,0.0685468772685939,0.05,accepted_root,nearest_parameter,1,0.3358423646269242,0.0496162949888531,0.0034010420831232643,-0.0003837050111468,2.8987605093111246e-10,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0003837050111469,-0.0003837050111469009,0.0003837050111469009,0.003427343863429695,-2.6301780306430857e-05,2.6301780306430857e-05
89,89,101,5,ci=0.07,5__ci=0.07__ci_0.07,ci_level,1.0110650069156293,0.2367915300734356,0.07,accepted_root,nearest_parameter,1,0.1146232412633765,0.0716385441951382,0.01696340049220021,0.0016385441951382,6.111768336410035e-16,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0016385441951381,0.001638544195138189,0.001638544195138189,0.016575407105140494,0.0003879933870597173,0.0003879933870597173
90,90,102,5,ci=0.07,5__ci=0.07__ci_0.07,ci_level,1.049792531120332,0.2300994169474948,0.07,accepted_root,nearest_parameter,1,0.1501610547844012,0.0716977401275063,0.0164976081997922,0.0016977401275063,9.046519059897269e-15,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0016977401275062,0.0016977401275062864,0.0016977401275062864,0.016106959186324637,0.00039064901346756373,0.00039064901346756373
91,91,103,5,ci=0.07,5__ci=0.07__ci_0.07,ci_level,1.0871369294605808,0.2206372313029657,0.07,accepted_root,nearest_parameter,1,0.1755669200791466,0.0715534277789403,0.0157873501953821,0.0015534277789403,1.7164107229161297e-12,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0015534277789402,0.0015534277789402973,0.0015534277789402973,0.0154446061912076,0.00034274400417450175,0.00034274400417450175
92,92,104,5,ci=0.07,5__ci=0.07__ci_0.07,ci_level,1.1272475795297372,0.21119032881716,0.07,accepted_root,nearest_parameter,1,0.1994811235851972,0.0700972864417717,0.014803868972828416,9.72864417717184e-05,4.642942292912608e-11,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,9.728644177169066e-05,9.728644177169066e-05,9.728644177169066e-05,0.0147833230172012,2.0545955627216533e-05,2.0545955627216533e-05
93,93,105,5,ci=0.07,5__ci=0.07__ci_0.07,ci_level,1.1576763485477175,0.2003087198062096,0.07,accepted_root,nearest_parameter,1,0.2138134586055901,0.0706862841982844,0.014159079095616253,0.0006862841982844,2.532202283251531e-13,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0006862841982843,0.0006862841982843981,0.0006862841982843981,0.014021610386434673,0.00013746870918157975,0.00013746870918157975
94,94,106,5,ci=0.07,5__ci=0.07__ci_0.07,ci_level,1.1936376210235131,0.1853140307038659,0.07,accepted_root,nearest_parameter,1,0.2280690071907881,0.0721256934153718,0.013365902964113828,0.0021256934153718,1.7186417726214289e-15,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0021256934153717,0.0021256934153717905,0.0021256934153717905,0.012971982149270615,0.00039392081484321273,0.00039392081484321273
95,95,107,5,ci=0.07,5__ci=0.07__ci_0.07,ci_level,1.2268326417704012,0.1744477048516388,0.07,accepted_root,nearest_parameter,1,0.2416841721102553,0.0716092896227179,0.012492076220739412,0.0016092896227179,2.4181694567124495e-11,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0016092896227178,0.001609289622717891,0.001609289622717891,0.012211339339614716,0.00028073688112469596,0.00028073688112469596
96,96,108,5,ci=0.07,5__ci=0.07__ci_0.07,ci_level,1.26417704011065,0.1636043037374965,0.07,accepted_root,nearest_parameter,1,0.2566204010591165,0.0701312088938532,0.011473767601347775,0.0001312088938532,1.6861650248358913e-12,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0001312088938531,0.00013120889385319356,0.00013120889385319356,0.011452301261624755,2.1466339723020048e-05,2.1466339723020048e-05
