Mach,alpha,ci_value,source
1.2,0.19,0.0685917338335152,dense_classical_reference
1.2,0.195,0.066044768826691,dense_classical_reference
1.2,0.2,0.0635005897812847,dense_classical_reference
1.2,0.205,0.0609592307494944,dense_classical_reference
1.2,0.21,0.0584207255229755,dense_classical_reference
1.2,0.215,0.0558851077696314,dense_classical_reference
1.2,0.22,0.0533524111085035,dense_classical_reference
1.2,0.225,0.0508226690289241,dense_classical_reference
1.2,0.23,0.0482959149342062,dense_classical_reference
1.2,0.235,0.0457721821085441,dense_classical_reference
1.2,0.24,0.0432515037135513,dense_classical_reference
1.2,0.245,0.0407339128760973,dense_classical_reference
1.2,0.25,0.0382194426266371,dense_classical_reference
1.2,0.255,0.035708125553459,dense_classical_reference
1.2,0.26,0.0331999947643817,dense_classical_reference
1.2,0.265,0.0306950823757335,dense_classical_reference
1.2,0.27,0.0281934209134859,dense_classical_reference
1.2,0.275,0.0256950422078037,dense_classical_reference
1.2,0.28,0.0231999783501148,dense_classical_reference
1.2,0.285,0.0207082606481318,dense_classical_reference
1.2,0.29,0.0182199207352464,dense_classical_reference
1.2,0.295,0.0157349889620073,dense_classical_reference
1.2,0.3,0.0132534965062895,dense_classical_reference
1.2,0.305,0.010775474028804,dense_classical_reference
1.2,0.31,0.0083009515354376,dense_classical_reference
1.2,0.315,0.0058299567246247,dense_classical_reference
1.2,0.32,0.0033625209460468,dense_classical_reference
1.2,0.325,0.0008989707890822,dense_classical_reference
1.25,0.05,0.124879699478062,dense_classical_reference
1.25,0.055,0.1227178308038424,dense_classical_reference
1.25,0.06,0.1205332173435139,dense_classical_reference
1.25,0.065,0.1183283201500585,dense_classical_reference
1.25,0.07,0.1161052740495865,dense_classical_reference
1.25,0.075,0.1138659433849943,dense_classical_reference
1.25,0.08,0.1116119624209407,dense_classical_reference
1.25,0.085,0.1093447708499076,dense_classical_reference
1.25,0.09,0.1070656426164781,dense_classical_reference
1.25,0.095,0.1047757098421646,dense_classical_reference
1.25,0.1,0.1024759826612526,dense_classical_reference
1.25,0.105,0.1001673663949867,dense_classical_reference
1.25,0.11,0.0978506750682412,dense_classical_reference
1.25,0.115,0.0955266437997865,dense_classical_reference
1.25,0.12,0.0931959386996336,dense_classical_reference
1.25,0.125,0.0908591657147537,dense_classical_reference
1.25,0.13,0.0885168779525414,dense_classical_reference
1.25,0.135,0.0861695821740407,dense_classical_reference
1.25,0.14,0.0838177442773477,dense_classical_reference
1.25,0.145,0.0814617938560722,dense_classical_reference
1.25,0.15,0.0791021284512497,dense_classical_reference
1.25,0.155,0.0767391171090375,dense_classical_reference
1.25,0.16,0.0743731035158428,dense_classical_reference
1.25,0.165,0.072004408591219,dense_classical_reference
1.25,0.17,0.0696333329101972,dense_classical_reference
1.25,0.175,0.0672601587494335,dense_classical_reference
1.25,0.18,0.0648851519298819,dense_classical_reference
1.25,0.185,0.0625085633894292,dense_classical_reference
1.25,0.1875,0.061319750650747,dense_classical_reference
1.25,0.19,0.0601306305191653,dense_classical_reference
1.25,0.195,0.0577515784663902,dense_classical_reference
1.25,0.2,0.0553716212071203,dense_classical_reference
1.25,0.205,0.0529909624460815,dense_classical_reference
1.25,0.21,0.0506097964643259,dense_classical_reference
1.25,0.215,0.0482283089182875,dense_classical_reference
1.25,0.22,0.0458466775087439,dense_classical_reference
1.25,0.225,0.0434650724121115,dense_classical_reference
1.25,0.23,0.0410836573707542,dense_classical_reference
1.25,0.235,0.0387025891520861,dense_classical_reference
1.25,0.24,0.036322018907998,dense_classical_reference
1.25,0.245,0.0339420919435546,dense_classical_reference
1.25,0.25,0.0315629485870253,dense_classical_reference
1.25,0.255,0.0291847237348504,dense_classical_reference
1.25,0.26,0.026807548410821,dense_classical_reference
1.25,0.265,0.0244315481883399,dense_classical_reference
1.25,0.27,0.0220568452413984,dense_classical_reference
1.25,0.275,0.0196835569521715,dense_classical_reference
1.25,0.28,0.0173117979143134,dense_classical_reference
1.25,0.285,0.0149416772739879,dense_classical_reference
1.25,0.29,0.01257330296774,dense_classical_reference
1.25,0.295,0.0102067782825361,dense_classical_reference
1.25,0.3,0.0078422021255374,dense_classical_reference
1.25,0.305,0.0054796730125314,dense_classical_reference
1.25,0.31,0.0031192823853664,dense_classical_reference
1.25,0.315,0.0007606930795383,dense_classical_reference
1.3,0.05,0.1092546527199461,dense_classical_reference
1.3,0.055,0.1076147999747644,dense_classical_reference
1.3,0.06,0.1059155682198471,dense_classical_reference
1.3,0.065,0.1041639159691191,dense_classical_reference
1.3,0.07,0.1023657240180355,dense_classical_reference
1.3,0.075,0.1005260030209101,dense_classical_reference
1.3,0.08,0.0986490553402817,dense_classical_reference
1.3,0.085,0.0967386008453398,dense_classical_reference
1.3,0.09,0.0947978768988283,dense_classical_reference
1.3,0.095,0.0928297172883899,dense_classical_reference
1.3,0.1,0.0908366155745435,dense_classical_reference
1.3,0.105,0.0888207778196162,dense_classical_reference
1.3,0.11,0.0867841657189964,dense_classical_reference
1.3,0.115,0.0847285306293376,dense_classical_reference
1.3,0.12,0.0826554432727769,dense_classical_reference
1.3,0.125,0.0805663184923582,dense_classical_reference
1.3,0.13,0.0784624351252564,dense_classical_reference
1.3,0.135,0.0763449539354599,dense_classical_reference
1.3,0.14,0.0742149320251794,dense_classical_reference
1.3,0.145,0.0720733355324376,dense_classical_reference
1.3,0.15,0.0699210503103882,dense_classical_reference
1.3,0.155,0.0677588912197648,dense_classical_reference
1.3,0.16,0.0655876101226212,dense_classical_reference
1.3,0.165,0.0634079026984927,dense_classical_reference
1.3,0.17,0.0612204144668186,dense_classical_reference
1.3,0.175,0.0590257459938242,dense_classical_reference
1.3,0.18,0.0568244575691361,dense_classical_reference
1.3,0.185,0.0546170729585099,dense_classical_reference
1.3,0.19,0.0524040829124998,dense_classical_reference
1.3,0.195,0.0501859485353003,dense_classical_reference
1.3,0.2,0.0479631036646407,dense_classical_reference
1.3,0.205,0.0457359573632657,dense_classical_reference
1.3,0.21,0.0435048963481715,dense_classical_reference
1.3,0.215,0.0412702861955046,dense_classical_reference
1.3,0.22,0.0390324736865274,dense_classical_reference
1.3,0.225,0.0367917877944285,dense_classical_reference
1.3,0.23,0.0345485414177597,dense_classical_reference
1.3,0.235,0.0323030323023846,dense_classical_reference
1.3,0.24,0.030055544403957,dense_classical_reference
1.3,0.245,0.027806348231663,dense_classical_reference
1.3,0.25,0.0255557025450636,dense_classical_reference
1.3,0.255,0.0233038543659301,dense_classical_reference
1.3,0.26,0.0210510400997556,dense_classical_reference
1.3,0.265,0.0187974867903278,dense_classical_reference
1.3,0.27,0.0165434109647926,dense_classical_reference
1.3,0.275,0.0142890207341756,dense_classical_reference
1.3,0.28,0.0120345149244255,dense_classical_reference
1.3,0.285,0.0097800860846839,dense_classical_reference
1.3,0.29,0.0075259175747822,dense_classical_reference
1.3,0.295,0.0052721863586092,dense_classical_reference
1.3,0.3,0.0030190584214923,dense_classical_reference
1.3,0.305,0.0007663018022479,dense_classical_reference
1.35,0.05,0.0943334435104853,dense_classical_reference
1.35,0.055,0.0932814022118254,dense_classical_reference
1.35,0.06,0.0921176882388758,dense_classical_reference
1.35,0.065,0.0908572392945692,dense_classical_reference
1.35,0.07,0.0895122772162717,dense_classical_reference
1.35,0.075,0.0880929302792841,dense_classical_reference
1.35,0.08,0.0866076846213497,dense_classical_reference
1.35,0.085,0.0850637216319111,dense_classical_reference
1.35,0.09,0.0834671719506741,dense_classical_reference
1.35,0.095,0.0818233107467824,dense_classical_reference
1.35,0.1,0.0801367100558279,dense_classical_reference
1.35,0.105,0.0784113579145111,dense_classical_reference
1.35,0.11,0.0766507552701587,dense_classical_reference
1.35,0.115,0.0748579918353682,dense_classical_reference
1.35,0.12,0.0730358087275012,dense_classical_reference
1.35,0.125,0.0711866499220459,dense_classical_reference
1.35,0.13,0.0693127042819089,dense_classical_reference
1.35,0.135,0.0674159407682602,dense_classical_reference
1.35,0.14,0.065498137605778,dense_classical_reference
1.35,0.145,0.0635609069912426,dense_classical_reference
1.35,0.15,0.0616057159092201,dense_classical_reference
1.35,0.155,0.0596339037531516,dense_classical_reference
1.35,0.16,0.0576466978458383,dense_classical_reference
1.35,0.165,0.0556452256028988,dense_classical_reference
1.35,0.17,0.0536305262052849,dense_classical_reference
1.35,0.175,0.0516035602251204,dense_classical_reference
1.35,0.18,0.0495652177251268,dense_classical_reference
1.35,0.185,0.0475163256080319,dense_classical_reference
1.35,0.19,0.0454576540431336,dense_classical_reference
1.35,0.195,0.0433899218473674,dense_classical_reference
1.35,0.2,0.0413138012649909,dense_classical_reference
1.35,0.205,0.0392299223989418,dense_classical_reference
1.35,0.21,0.037138876949919,dense_classical_reference
1.35,0.215,0.0350412215495894,dense_classical_reference
1.35,0.22,0.0329374807007129,dense_classical_reference
1.35,0.225,0.0308281493607343,dense_classical_reference
1.35,0.23,0.0287136951565963,dense_classical_reference
1.35,0.235,0.0265945609610555,dense_classical_reference
1.35,0.24,0.0244711659787033,dense_classical_reference
1.35,0.245,0.0223439085234755,dense_classical_reference
1.35,0.25,0.0202131660960949,dense_classical_reference
1.35,0.255,0.0180792982433239,dense_classical_reference
1.35,0.26,0.015942646424063,dense_classical_reference
1.35,0.265,0.0138035366401785,dense_classical_reference
1.35,0.27,0.0116622774727566,dense_classical_reference
1.35,0.275,0.0095191669208336,dense_classical_reference
1.35,0.28,0.0073744851632601,dense_classical_reference
1.35,0.285,0.0052285017747904,dense_classical_reference
1.35,0.29,0.0030814738800232,dense_classical_reference
1.35,0.295,0.0009334624149684,dense_classical_reference
1.4,0.05,0.0805532227768955,dense_classical_reference
1.4,0.055,0.080102566612191,dense_classical_reference
1.4,0.06,0.0794784192111629,dense_classical_reference
1.4,0.065,0.0787065106241082,dense_classical_reference
1.4,0.07,0.0778073448700083,dense_classical_reference
1.4,0.075,0.0767975321674059,dense_classical_reference
1.4,0.08,0.0756907205857265,dense_classical_reference
1.4,0.085,0.0744982632586794,dense_classical_reference
1.4,0.09,0.0732297072154944,dense_classical_reference
1.4,0.095,0.071893158111068,dense_classical_reference
1.4,0.1,0.0704955574151523,dense_classical_reference
1.4,0.105,0.0690428962561614,dense_classical_reference
1.4,0.11,0.0675403818524317,dense_classical_reference
1.4,0.115,0.0659925696254854,dense_classical_reference
1.4,0.12,0.0644034686182358,dense_classical_reference
1.4,0.125,0.0627766263558038,dense_classical_reference
1.4,0.13,0.0611151985503771,dense_classical_reference
1.4,0.135,0.0594220048865317,dense_classical_reference
1.4,0.14,0.0576995769025146,dense_classical_reference
1.4,0.145,0.0559501968448136,dense_classical_reference
1.4,0.15,0.0541759298007297,dense_classical_reference
1.4,0.155,0.0523786517375534,dense_classical_reference
1.4,0.16,0.0505600727271105,dense_classical_reference
1.4,0.165,0.0487217566860476,dense_classical_reference
1.4,0.17,0.0468651382343523,dense_classical_reference
1.4,0.175,0.0449915378128402,dense_classical_reference
1.4,0.18,0.0431021730901373,dense_classical_reference
1.4,0.185,0.0411981708228646,dense_classical_reference
1.4,0.19,0.0392805758273937,dense_classical_reference
1.4,0.195,0.0373503591752265,dense_classical_reference
1.4,0.2,0.035408425884024,dense_classical_reference
1.4,0.205,0.0334556201732537,dense_classical_reference
1.4,0.21,0.031492731749407,dense_classical_reference
1.4,0.215,0.0295205006355371,dense_classical_reference
1.4,0.22,0.0275396213065948,dense_classical_reference
1.4,0.225,0.0255507465732909,dense_classical_reference
1.4,0.23,0.0235544909752659,dense_classical_reference
1.4,0.235,0.021551433545976,dense_classical_reference
1.4,0.24,0.0195421211876528,dense_classical_reference
1.4,0.245,0.0175270703056129,dense_classical_reference
1.4,0.25,0.0155067696233285,dense_classical_reference
1.4,0.255,0.0134816819704447,dense_classical_reference
1.4,0.26,0.0114522448996731,dense_classical_reference
1.4,0.265,0.0094188749076031,dense_classical_reference
1.4,0.27,0.0073819678356949,dense_classical_reference
1.4,0.275,0.0053418966570711,dense_classical_reference
1.4,0.28,0.0032990166806126,dense_classical_reference
1.4,0.285,0.001253626453456,dense_classical_reference
1.45,0.05,0.0683211956839623,dense_classical_reference
1.45,0.055,0.0684112391288648,dense_classical_reference
1.45,0.06,0.0682708215545038,dense_classical_reference
1.45,0.065,0.0679358880480178,dense_classical_reference
1.45,0.07,0.0674347210568422,dense_classical_reference
1.45,0.075,0.0667899812334504,dense_classical_reference
1.45,0.08,0.0660201084379359,dense_classical_reference
1.45,0.085,0.0651403110606665,dense_classical_reference
1.45,0.09,0.0641632806740468,dense_classical_reference
1.45,0.095,0.0630997197335261,dense_classical_reference
1.45,0.1,0.0619587369313397,dense_classical_reference
1.45,0.105,0.0607481498786416,dense_classical_reference
1.45,0.11,0.0594747193281552,dense_classical_reference
1.45,0.115,0.0581443320283594,dense_classical_reference
1.45,0.12,0.0567621464549422,dense_classical_reference
1.45,0.125,0.0553327091569246,dense_classical_reference
1.45,0.13,0.0538600495140795,dense_classical_reference
1.45,0.135,0.0523477554749174,dense_classical_reference
1.45,0.14,0.0507990376204607,dense_classical_reference
1.45,0.145,0.0492167811364693,dense_classical_reference
1.45,0.15,0.0476035893642579,dense_classical_reference
1.45,0.155,0.0459618202213174,dense_classical_reference
1.45,0.16,0.0442936175301406,dense_classical_reference
1.45,0.165,0.0426009360627778,dense_classical_reference
1.45,0.17,0.0408855647331534,dense_classical_reference
1.45,0.175,0.0391491451183817,dense_classical_reference
1.45,0.18,0.0373931880364122,dense_classical_reference
1.45,0.185,0.0356190876845879,dense_classical_reference
1.45,0.19,0.0338281334518528,dense_classical_reference
1.45,0.195,0.0320215207580988,dense_classical_reference
1.45,0.2,0.0302003605398189,dense_classical_reference
1.45,0.205,0.0283656871864974,dense_classical_reference
1.45,0.21,0.0265184654739268,dense_classical_reference
1.45,0.215,0.0246595970403425,dense_classical_reference
1.45,0.22,0.0227899260578762,dense_classical_reference
1.45,0.225,0.0209102435862027,dense_classical_reference
1.45,0.23,0.0190212924770151,dense_classical_reference
1.45,0.235,0.0171237709666125,dense_classical_reference
1.45,0.24,0.015218336859977,dense_classical_reference
1.45,0.245,0.0133056087957837,dense_classical_reference
1.45,0.25,0.0113861721952798,dense_classical_reference
1.45,0.255,0.0094605757650072,dense_classical_reference
1.45,0.26,0.0075293437299888,dense_classical_reference
1.45,0.265,0.0055929692429906,dense_classical_reference
1.45,0.27,0.0036519139312835,dense_classical_reference
1.45,0.275,0.0017066451649366,dense_classical_reference
1.5,0.05,0.0578781158051297,dense_classical_reference
1.5,0.055,0.0583866509164055,dense_classical_reference
1.5,0.06,0.0586268857628369,dense_classical_reference
1.5,0.065,0.0586404622091123,dense_classical_reference
1.5,0.07,0.0584602672387943,dense_classical_reference
1.5,0.075,0.0581127147885543,dense_classical_reference
1.5,0.08,0.0576193324262716,dense_classical_reference
1.5,0.085,0.0569978921594081,dense_classical_reference
1.5,0.09,0.0562632320216114,dense_classical_reference
1.5,0.095,0.0554278666161298,dense_classical_reference
1.5,0.1,0.0545024471140046,dense_classical_reference
1.5,0.105,0.0534961131632005,dense_classical_reference
1.5,0.11,0.0524167659885181,dense_classical_reference
1.5,0.115,0.0512712829522548,dense_classical_reference
1.5,0.12,0.0500656877706976,dense_classical_reference
1.5,0.125,0.0488052859720997,dense_classical_reference
1.5,0.13,0.0474947792679625,dense_classical_reference
1.5,0.135,0.0461383483534535,dense_classical_reference
1.5,0.14,0.0447397340201771,dense_classical_reference
1.5,0.145,0.0433022950552245,dense_classical_reference
1.5,0.15,0.0418290599055481,dense_classical_reference
1.5,0.155,0.0403227693778328,dense_classical_reference
1.5,0.16,0.0387859129695862,dense_classical_reference
1.5,0.165,0.037220759251363,dense_classical_reference
1.5,0.17,0.035629382304755,dense_classical_reference
1.5,0.175,0.0340136833360583,dense_classical_reference
1.5,0.18,0.0323754101889196,dense_classical_reference
1.5,0.185,0.0307161740099197,dense_classical_reference
1.5,0.19,0.0290374633147935,dense_classical_reference
1.5,0.195,0.0273406565891719,dense_classical_reference
1.5,0.2,0.0256270327916779,dense_classical_reference
1.5,0.205,0.0238977814289654,dense_classical_reference
1.5,0.21,0.0221540099667619,dense_classical_reference
1.5,0.215,0.0203967524448943,dense_classical_reference
1.5,0.22,0.0186269745723128,dense_classical_reference
1.5,0.225,0.0168455808336089,dense_classical_reference
1.5,0.23,0.0150534184547582,dense_classical_reference
1.5,0.235,0.0132512826692283,dense_classical_reference
1.5,0.24,0.0114399208398132,dense_classical_reference
1.5,0.245,0.0096200339481258,dense_classical_reference
1.5,0.25,0.0077922850962732,dense_classical_reference
1.5,0.255,0.005957298014747,dense_classical_reference
1.5,0.26,0.004115655538778,dense_classical_reference
1.5,0.265,0.0022679161425122,dense_classical_reference
1.5,0.27,0.0004165216734289,dense_classical_reference
1.55,0.05,0.0492291037382038,dense_classical_reference
1.55,0.055,0.0500136695789316,dense_classical_reference
1.55,0.06,0.0505159341051575,dense_classical_reference
1.55,0.065,0.0507775752636187,dense_classical_reference
1.55,0.07,0.0508320672317021,dense_classical_reference
1.55,0.075,0.0507066573395572,dense_classical_reference
1.55,0.08,0.0504237908195497,dense_classical_reference
1.55,0.085,0.0500021595358818,dense_classical_reference
1.55,0.09,0.0494574826476193,dense_classical_reference
1.55,0.095,0.0488030973464719,dense_classical_reference
1.55,0.1,0.0480504120008845,dense_classical_reference
1.55,0.105,0.0472092578262992,dense_classical_reference
1.55,0.11,0.0462881648741694,dense_classical_reference
1.55,0.115,0.0452945808224513,dense_classical_reference
1.55,0.12,0.0442350462458262,dense_classical_reference
1.55,0.125,0.0431153363587604,dense_classical_reference
1.55,0.13,0.0419405759783575,dense_classical_reference
1.55,0.135,0.0407153347923692,dense_classical_reference
1.55,0.14,0.0394437041921252,dense_classical_reference
1.55,0.145,0.0381293633372997,dense_classical_reference
1.55,0.15,0.0367756328504633,dense_classical_reference
1.55,0.155,0.0353855213943005,dense_classical_reference
1.55,0.16,0.0339617628409938,dense_classical_reference
1.55,0.165,0.0325068501349592,dense_classical_reference
1.55,0.17,0.0310230632460041,dense_classical_reference
1.55,0.175,0.0295124929276855,dense_classical_reference
1.55,0.18,0.0279770614717596,dense_classical_reference
1.55,0.185,0.026418540738433,dense_classical_reference
1.55,0.19,0.0248385674652463,dense_classical_reference
1.55,0.195,0.0232386568260199,dense_classical_reference
1.55,0.2,0.0216202143809181,dense_classical_reference
1.55,0.205,0.0199845464822127,dense_classical_reference
1.55,0.21,0.0183328687272645,dense_classical_reference
1.55,0.215,0.0166663152713623,dense_classical_reference
1.55,0.22,0.0149859443586828,dense_classical_reference
1.55,0.225,0.0132927462409877,dense_classical_reference
1.55,0.23,0.0115876476633986,dense_classical_reference
1.55,0.235,0.0098715173046364,dense_classical_reference
1.55,0.24,0.0081451682787826,dense_classical_reference
1.55,0.245,0.0064093695062473,dense_classical_reference
1.55,0.25,0.0046648367436823,dense_classical_reference
1.55,0.255,0.0029122494920112,dense_classical_reference
1.55,0.26,0.0011522371683095,dense_classical_reference
1.6,0.05,0.0421909590288649,dense_classical_reference
1.6,0.055,0.0431270003395126,dense_classical_reference
1.6,0.06,0.0437857312429802,dense_classical_reference
1.6,0.065,0.0442049352581461,dense_classical_reference
1.6,0.07,0.0444157003676643,dense_classical_reference
1.6,0.075,0.0444438332205004,dense_classical_reference
1.6,0.08,0.0443109431210614,dense_classical_reference
1.6,0.085,0.044035272272105,dense_classical_reference
1.6,0.09,0.0436323392511477,dense_classical_reference
1.6,0.095,0.0431154410476996,dense_classical_reference
1.6,0.1,0.0424960479695786,dense_classical_reference
1.6,0.105,0.0417841166306905,dense_classical_reference
1.6,0.11,0.0409883410294948,dense_classical_reference
1.6,0.115,0.0401163544206415,dense_classical_reference
1.6,0.12,0.0391748932154282,dense_classical_reference
1.6,0.125,0.0381699312653096,dense_classical_reference
1.6,0.13,0.0371067899327223,dense_classical_reference
1.6,0.135,0.0359902297312002,dense_classical_reference
1.6,0.14,0.0348245264517454,dense_classical_reference
1.6,0.145,0.0336135353339394,dense_classical_reference
1.6,0.15,0.0323607435469634,dense_classical_reference
1.6,0.155,0.0310693170817991,dense_classical_reference
1.6,0.16,0.0297421386281391,dense_classical_reference
1.6,0.165,0.0283818407079103,dense_classical_reference
1.6,0.17,0.0269908340302189,dense_classical_reference
1.6,0.175,0.0255713317503035,dense_classical_reference
1.6,0.18,0.0241253711968871,dense_classical_reference
1.6,0.185,0.02265483065337,dense_classical_reference
1.6,0.19,0.0211614469974055,dense_classical_reference
1.6,0.195,0.0196468282794992,dense_classical_reference
1.6,0.2,0.0181124667794624,dense_classical_reference
1.6,0.205,0.0165597496753443,dense_classical_reference
