case_id,solver,sweep_type,Mach,alpha,Ly,rtol,atol,accuracy_label,accuracy_order,n_mode_points,physical_dy,max_step,run_id,config_hash,regime,sweep_name,reference_policy,matching_y,n_points,trajectory_n_eval_left,trajectory_n_eval_right,cr,ci,omega_i,runtime_seconds,stage1_mismatch,stage2_mismatch,solver_success,spectral_success,modal_reconstruction_success,branch_distance,branch_relative_distance,branch_check_passed,overall_validated,converged,mode_file,error_message,reference_cr,reference_ci,reference_omega_i,branch_identifier
subsonic_M040,subsonic_mstab17,shooting_box,0.4,0.4399999999999999,100.0,1e-10,1e-12,Ly100_N5001,3,5001,0.04,0.25,subsonic_M040__subsonic_mstab17__shooting_box__resolution_coupled__db498542bbc3,db498542bbc3c1f9e571570aaa1f2bdd3394d76f725d5628e760df3ae1215eb7,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,5001,2526,2501,0.0,0.35769928787126315,0.15738768666335576,6.369405791978352,7.343051142586707e-07,0.0,True,True,True,0.00041361856342087,0.0011576690557507094,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M040__subsonic_mstab17__shooting_box__resolution_coupled__db498542bbc3/mode.npz,,0.0,0.3572856693078423,0.15720569449545058,subsonic_cr0_M0.40_from_M0.35_M0.42
subsonic_M050,subsonic_mstab17,shooting_box,0.5,0.37,40.0,1e-10,1e-12,Ly40_N2001,0,2001,0.04,0.25,subsonic_M050__subsonic_mstab17__shooting_box__resolution_coupled__91d1c5766126,91d1c576612681051b275f459ff96ba9d793d1d715a39ab24456beefa872e475,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,2001,1026,1001,0.0,0.38006002575381825,0.14062220952891274,3.457798874936998,6.442959723784919e-06,3.1554436208840472e-30,True,True,True,0.00024968616357318174,0.0006573969625012141,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M050__subsonic_mstab17__shooting_box__resolution_coupled__91d1c5766126/mode.npz,,0.0,0.37981033959024507,0.14052982564839067,subsonic_cr0_M0.50_from_M0.49_M0.56
subsonic_M050,subsonic_mstab17,shooting_box,0.5,0.37,60.0,1e-10,1e-12,Ly60_N3001,1,3001,0.04,0.25,subsonic_M050__subsonic_mstab17__shooting_box__resolution_coupled__add7847ae395,add7847ae39548bab987a6ecbf393b60811600a91b7a5e991467867917a26d08,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,3001,1526,1501,0.0,0.38006002575381753,0.1406222095289125,4.348307125037536,6.442959719881454e-06,7.888609052210118e-29,True,True,True,0.0002496861635724601,0.0006573969624993141,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M050__subsonic_mstab17__shooting_box__resolution_coupled__add7847ae395/mode.npz,,0.0,0.37981033959024507,0.14052982564839067,subsonic_cr0_M0.50_from_M0.49_M0.56
subsonic_M050,subsonic_mstab17,shooting_box,0.5,0.37,80.0,1e-10,1e-12,Ly80_N4001,2,4001,0.04,0.25,subsonic_M050__subsonic_mstab17__shooting_box__resolution_coupled__7b0c70f204e8,7b0c70f204e815a5a09dca62b725143d5ce4d2aeacda7263b75fdcb384f757aa,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,4001,2026,2001,0.0,0.38006002575381764,0.14062220952891252,5.365990207996219,6.442959718270186e-06,3.155443620884047e-28,True,True,True,0.0002496861635725711,0.0006573969624996065,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M050__subsonic_mstab17__shooting_box__resolution_coupled__7b0c70f204e8/mode.npz,,0.0,0.37981033959024507,0.14052982564839067,subsonic_cr0_M0.50_from_M0.49_M0.56
subsonic_M050,subsonic_mstab17,shooting_box,0.5,0.37,100.0,1e-10,1e-12,Ly100_N5001,3,5001,0.04,0.25,subsonic_M050__subsonic_mstab17__shooting_box__resolution_coupled__f2a17e27cdbe,f2a17e27cdbee2ef25d1c00830652f00ed13407d9851f570efe559b41358e2f0,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,5001,2526,2501,0.0,0.38006002575381725,0.14062220952891238,6.386567792040296,6.442959718161819e-06,0.0,True,True,True,0.00024968616357218254,0.0006573969624985833,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M050__subsonic_mstab17__shooting_box__resolution_coupled__f2a17e27cdbe/mode.npz,,0.0,0.37981033959024507,0.14052982564839067,subsonic_cr0_M0.50_from_M0.49_M0.56
subsonic_M060,subsonic_mstab17,shooting_box,0.6,0.37,40.0,1e-10,1e-12,Ly40_N2001,0,2001,0.04,0.25,subsonic_M060__subsonic_mstab17__shooting_box__resolution_coupled__d2057705cc17,d2057705cc17c07d1f8706d9f26c69ccd4eb78e905626fde0742924371d0d714,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,2001,1026,1001,0.0,0.3295468131826953,0.12193232087759726,3.402788916020654,1.5908240918138643e-05,1.9721522630525295e-29,True,True,True,0.000602816587292887,0.0018325812099691393,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M060__subsonic_mstab17__shooting_box__resolution_coupled__d2057705cc17/mode.npz,,0.0,0.3289439965954024,0.1217092787402989,subsonic_cr0_M0.60_from_M0.56_M0.63
subsonic_M060,subsonic_mstab17,shooting_box,0.6,0.37,60.0,1e-10,1e-12,Ly60_N3001,1,3001,0.04,0.25,subsonic_M060__subsonic_mstab17__shooting_box__resolution_coupled__bc9f9b51b46d,bc9f9b51b46d1afeeafa8a445c81ca16252a60c335435e249ebfed68cf399aa8,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,3001,1526,1501,0.0,0.32954681318269613,0.12193232087759756,4.254621166968718,1.5908240922659163e-05,0.0,True,True,True,0.0006028165872937197,0.0018325812099716707,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M060__subsonic_mstab17__shooting_box__resolution_coupled__bc9f9b51b46d/mode.npz,,0.0,0.3289439965954024,0.1217092787402989,subsonic_cr0_M0.60_from_M0.56_M0.63
subsonic_M060,subsonic_mstab17,shooting_box,0.6,0.37,80.0,1e-10,1e-12,Ly80_N4001,2,4001,0.04,0.25,subsonic_M060__subsonic_mstab17__shooting_box__resolution_coupled__086489b0c25f,086489b0c25f4332a950549ee2adf54bfd58068ef3dd36a6972eb47751dc3305,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,4001,2026,2001,0.0,0.32954681318269635,0.12193232087759764,5.24909941595979,1.590824092437955e-05,6.184669496932733e-28,True,True,True,0.0006028165872939417,0.0018325812099723457,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M060__subsonic_mstab17__shooting_box__resolution_coupled__086489b0c25f/mode.npz,,0.0,0.3289439965954024,0.1217092787402989,subsonic_cr0_M0.60_from_M0.56_M0.63
subsonic_M060,subsonic_mstab17,shooting_box,0.6,0.37,100.0,1e-10,1e-12,Ly100_N5001,3,5001,0.04,0.25,subsonic_M060__subsonic_mstab17__shooting_box__resolution_coupled__e1ba09ced6de,e1ba09ced6de860e2f99481cc777d4c0a42d4c9361a093091d0e9ef559c871ee,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,5001,2526,2501,0.0,0.32954681318269646,0.12193232087759769,6.276360291056335,1.590824092482245e-05,2.0194839173657902e-28,True,True,True,0.0006028165872940527,0.0018325812099726831,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M060__subsonic_mstab17__shooting_box__resolution_coupled__e1ba09ced6de/mode.npz,,0.0,0.3289439965954024,0.1217092787402989,subsonic_cr0_M0.60_from_M0.56_M0.63
subsonic_M070,subsonic_mstab17,shooting_box,0.7,0.3,40.0,1e-10,1e-12,Ly40_N2001,0,2001,0.04,0.25,subsonic_M070__subsonic_mstab17__shooting_box__resolution_coupled__0d9864fab0c1,0d9864fab0c17a47d968d8e92c21a9083cf10072b4250736a3a4a366b0b576c7,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,2001,1026,1001,0.0,0.332894060710726,0.0998682182132178,3.341311249998398,5.558610943997234e-06,5.048709793414476e-29,True,True,True,2.9125279773278834e-05,8.748348267371797e-05,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M070__subsonic_mstab17__shooting_box__resolution_coupled__0d9864fab0c1/mode.npz,,0.0,0.3329231859904993,0.0998769557971498,subsonic_cr0_M0.70_from_M0.70_M0.70
subsonic_M070,subsonic_mstab17,shooting_box,0.7,0.3,60.0,1e-10,1e-12,Ly60_N3001,1,3001,0.04,0.25,subsonic_M070__subsonic_mstab17__shooting_box__resolution_coupled__6b6780164063,6b678016406337fd0d7c1223b15e3e89973a602a53d45c5ea2a75f453eeb0938,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,3001,1526,1501,0.0,0.3328940607107156,0.09986821821321468,4.3122691250173375,5.558610943500298e-06,2.0194839173657902e-28,True,True,True,2.912527978371493e-05,8.748348270506483e-05,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M070__subsonic_mstab17__shooting_box__resolution_coupled__6b6780164063/mode.npz,,0.0,0.3329231859904993,0.0998769557971498,subsonic_cr0_M0.70_from_M0.70_M0.70
subsonic_M070,subsonic_mstab17,shooting_box,0.7,0.3,80.0,1e-10,1e-12,Ly80_N4001,2,4001,0.04,0.25,subsonic_M070__subsonic_mstab17__shooting_box__resolution_coupled__15a2536356e0,15a2536356e0388c88eea2aa984ca3ad9c8566593e37a1b1335c3c8529a019ab,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,4001,2026,2001,0.0,0.3328940607107131,0.09986821821321393,5.192889083060436,5.55861094306786e-06,3.1554436208840472e-30,True,True,True,2.9125279786212932e-05,8.748348271256808e-05,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M070__subsonic_mstab17__shooting_box__resolution_coupled__15a2536356e0/mode.npz,,0.0,0.3329231859904993,0.0998769557971498,subsonic_cr0_M0.70_from_M0.70_M0.70
subsonic_M070,subsonic_mstab17,shooting_box,0.7,0.3,100.0,1e-10,1e-12,Ly100_N5001,3,5001,0.04,0.25,subsonic_M070__subsonic_mstab17__shooting_box__resolution_coupled__48750c88e823,48750c88e823473e1fb1e4f3ab2b53ae45ccccc6ea19f754382829f62fa55232,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,5001,2526,2501,0.0,0.33289406071071176,0.09986821821321352,6.3871615420794114,5.5586109430722324e-06,1.2621774483536189e-27,True,True,True,2.91252797875452e-05,8.74834827165698e-05,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M070__subsonic_mstab17__shooting_box__resolution_coupled__48750c88e823/mode.npz,,0.0,0.3329231859904993,0.0998769557971498,subsonic_cr0_M0.70_from_M0.70_M0.70
subsonic_M080,subsonic_mstab17,shooting_box,0.8,0.3,40.0,1e-10,1e-12,Ly40_N2001,0,2001,0.04,0.25,subsonic_M080__subsonic_mstab17__shooting_box__resolution_coupled__4b1cf05fc699,4b1cf05fc699e9c8af9e270552965c621abeeca6cc15ea33de1dc7335fb7ff3c,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,2001,1026,1001,0.0,0.25784458644183594,0.07735337593255077,3.3083664160221815,9.564056541729119e-07,8.852991508842805e-26,True,True,True,0.001707735081303785,0.006667275998095321,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M080__subsonic_mstab17__shooting_box__resolution_coupled__4b1cf05fc699/mode.npz,,0.0,0.25613685136053216,0.07684105540815965,subsonic_cr0_M0.80_from_M0.77_M0.84
subsonic_M080,subsonic_mstab17,shooting_box,0.8,0.3,60.0,1e-10,1e-12,Ly60_N3001,1,3001,0.04,0.25,subsonic_M080__subsonic_mstab17__shooting_box__resolution_coupled__4698cd3b5f45,4698cd3b5f45a81085b6b2ca0c207c2e5f2217dddc8b327f1335ebfafde85c88,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,3001,1526,1501,0.0,0.2578445864418093,0.07735337593254278,4.374100374989212,9.564056517794257e-07,4.1730741886191525e-28,True,True,True,0.0017077350812771397,0.006667275997991294,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M080__subsonic_mstab17__shooting_box__resolution_coupled__4698cd3b5f45/mode.npz,,0.0,0.25613685136053216,0.07684105540815965,subsonic_cr0_M0.80_from_M0.77_M0.84
subsonic_M080,subsonic_mstab17,shooting_box,0.8,0.3,80.0,1e-10,1e-12,Ly80_N4001,2,4001,0.04,0.25,subsonic_M080__subsonic_mstab17__shooting_box__resolution_coupled__47151bcd1882,47151bcd18829bed16136419d3633c94ca6ba027824588960920d20100a03f3e,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,4001,2026,2001,0.0,0.25784458644180425,0.07735337593254127,5.228285875055008,9.564056516559215e-07,5.048709793414476e-29,True,True,True,0.0017077350812720882,0.006667275997971572,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M080__subsonic_mstab17__shooting_box__resolution_coupled__47151bcd1882/mode.npz,,0.0,0.25613685136053216,0.07684105540815965,subsonic_cr0_M0.80_from_M0.77_M0.84
subsonic_M080,subsonic_mstab17,shooting_box,0.8,0.3,100.0,1e-10,1e-12,Ly100_N5001,3,5001,0.04,0.25,subsonic_M080__subsonic_mstab17__shooting_box__resolution_coupled__4e54c74dd12b,4e54c74dd12b60fe6f08d1a6aab063cb747527a4d3c5bc95af30deb65fdaf36b,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,5001,2526,2501,0.0,0.25784458644180225,0.07735337593254067,6.223640040960163,9.564056512527622e-07,1.5461673742331831e-28,True,True,True,0.0017077350812700898,0.006667275997963769,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M080__subsonic_mstab17__shooting_box__resolution_coupled__4e54c74dd12b/mode.npz,,0.0,0.25613685136053216,0.07684105540815965,subsonic_cr0_M0.80_from_M0.77_M0.84
subsonic_M090,subsonic_mstab17,shooting_box,0.9,0.2299999999999999,40.0,1e-10,1e-12,Ly40_N2001,0,2001,0.04,0.25,subsonic_M090__subsonic_mstab17__shooting_box__resolution_coupled__50b51432baee,50b51432baeeccd9e7f79fe842862f2ed9d266a59f0578aa2a85214f9c694b64,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,2001,1026,1001,0.0,0.23557341029864187,0.05418188436868761,3.3209899170324206,6.923246199696542e-06,6.988925515757198e-27,True,True,True,0.0016113784211328752,0.006887350089250865,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M090__subsonic_mstab17__shooting_box__resolution_coupled__50b51432baee/mode.npz,,0.0,0.233962031877509,0.05381126733182705,subsonic_cr0_M0.90_from_M0.84_M0.91
subsonic_M090,subsonic_mstab17,shooting_box,0.9,0.2299999999999999,60.0,1e-10,1e-12,Ly60_N3001,1,3001,0.04,0.25,subsonic_M090__subsonic_mstab17__shooting_box__resolution_coupled__d4e3b8ca193d,d4e3b8ca193d77bbf74fd88e240d3d405e081af15ae1314dedf0e7e4cac40e7a,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,3001,1526,1501,0.0,0.2355734102993152,0.05418188436884247,4.259926833910868,6.923245963565658e-06,3.2311742677852644e-25,True,True,True,0.0016113784218061977,0.006887350092128778,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M090__subsonic_mstab17__shooting_box__resolution_coupled__d4e3b8ca193d/mode.npz,,0.0,0.233962031877509,0.05381126733182705,subsonic_cr0_M0.90_from_M0.84_M0.91
subsonic_M090,subsonic_mstab17,shooting_box,0.9,0.2299999999999999,80.0,1e-10,1e-12,Ly80_N4001,2,4001,0.04,0.25,subsonic_M090__subsonic_mstab17__shooting_box__resolution_coupled__3c14c9f72799,3c14c9f727996e174ac9fdd497a590e4ab713fbe2f51ac14d21d49982ce43743,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,4001,2026,2001,0.0,0.23557341029930484,0.05418188436884009,5.389638333930634,6.923245963290555e-06,2.8398992587956425e-29,True,True,True,0.001611378421795845,0.006887350092084528,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M090__subsonic_mstab17__shooting_box__resolution_coupled__3c14c9f72799/mode.npz,,0.0,0.233962031877509,0.05381126733182705,subsonic_cr0_M0.90_from_M0.84_M0.91
subsonic_M090,subsonic_mstab17,shooting_box,0.9,0.2299999999999999,100.0,1e-10,1e-12,Ly100_N5001,3,5001,0.04,0.25,subsonic_M090__subsonic_mstab17__shooting_box__resolution_coupled__50c04c2b9bf9,50c04c2b9bf9973852c3cf55b2d048c797e7dc9cb707090e1b198a956087da8c,subsonic,subsonic_pointwise_box_resolution_coupled,largest_Ly_same_case_at_constant_physical_dy,1.0,5001,2526,2501,0.0,0.23557341029930243,0.054181884368839535,6.2513747500488535,6.92324596353192e-06,2.8398992587956425e-29,True,True,True,0.0016113784217934302,0.006887350092074207,True,True,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_resolution_coupled_v2/runs/subsonic_M090__subsonic_mstab17__shooting_box__resolution_coupled__50c04c2b9bf9/mode.npz,,0.0,0.233962031877509,0.05381126733182705,subsonic_cr0_M0.90_from_M0.84_M0.91
