run_id,regime,case_id,solver,sweep_name,sweep_type,Mach,alpha,Ly,n_points,mapping_kind,mapping_scale,xi_max,rtol,atol,max_step,matching_y,seed_cr,seed_ci,reference_cr,reference_ci,cr,ci,omega_i,riccati_mismatch,amplitude_mismatch,legacy_stage2_mismatch,solver_success,spectral_success,modal_reconstruction_success,legacy_mode_success,legacy_success,legacy_stage2_bound_hit,ln_p_start_right_exact,runtime_seconds,converged,branch_identifier,branch_distance,branch_relative_distance,branch_distance_check_passed,branch_check_passed,branch_provenance_status,branch_candidate_used,tail_sensitivity_flag,overall_validated,relative_p_window_error,relative_py_window_error,relative_p_jump,relative_py_jump,finite_fields,nondegenerate_fields,pressure_ode_residual_left,pressure_ode_residual_right,riccati_residual_left,riccati_residual_right,modal_diagnostic_error,mode_file,config_hash,error_message,accuracy_label,accuracy_order,Ly_multiplier,selection_source,n_finite_modes,validation_status,matching_factor_real,matching_factor_imag
subsonic_neutral__subsonic_mstab17__shooting_box__75363262166b,subsonic,subsonic_neutral,subsonic_mstab17,shooting_box,shooting_box,0.49,0.86,80.0,,,,,1e-10,1e-12,,1.0,0.0,0.0077519783829051,0.0,0.0077519783829051,0.0,0.0077406245647093,0.00665693712565,1.732852111885729e-06,3.155443620884047e-26,3.155443620884047e-26,True,True,True,True,True,False,-5.000049083668616,2.8438956669997424,True,subsonic_cr0_neutral,1.1353818195724253e-05,0.0014646349144577,True,True,resolved,configured_reference,False,True,,,,,True,True,,,,,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/subsonic_neutral__subsonic_mstab17__shooting_box__75363262166b/mode.npz,75363262166b1da53fcf7e9e5a3409449d1291610fcfd814fb3f7c94a1719944,,,,1.0,,,secondary_near_neutral,,
subsonic_neutral__subsonic_mstab17__shooting_box__cf490e2c7877,subsonic,subsonic_neutral,subsonic_mstab17,shooting_box,shooting_box,0.49,0.86,60.0,,,,,1e-10,1e-12,,1.0,0.0,0.0077519783829051,0.0,0.0077519783829051,0.0,0.0077439416120549,0.0066597897863672,4.223496113979643e-06,1.1152599933652577e-25,1.1152599933652577e-25,True,True,True,True,True,False,-5.0000069950238615,2.5948426669929177,True,subsonic_cr0_neutral,8.036770850167012e-06,0.0010367380368203,True,True,resolved,configured_reference,False,True,,,,,True,True,,,,,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/subsonic_neutral__subsonic_mstab17__shooting_box__cf490e2c7877/mode.npz,cf490e2c7877af387b026a749192f3ab64067a16880aa10852cfbcf56069c8f3,,,,0.75,,,secondary_near_neutral,,
supersonic_M140__supersonic_shooting__shooting_accuracy__22afbb5457dc,supersonic,supersonic_M140,supersonic_shooting,shooting_accuracy,shooting_accuracy,1.4,0.18125,500.0,,pin,5.0,,1e-10,1e-12,2.0,1.0,0.3153193678544234,0.0427209194542578,0.3153193678544234,0.0427209194542578,0.33345944283088413,0.04262750274064039,0.00772623487174107,7.657644942443434e-10,360.3013643939218,360.3013643939218,False,True,True,False,False,True,-33.981599307623824,41.05231333291158,False,supersonic_M140_branch_guided,0.018140315510872477,0.05700912289943304,True,False,unresolved_current_solver_mismatch,current_shooting_root,False,False,2.112053108901166e-08,5.350204967133754e-07,4.810391242234959e-08,9.211957909902746e-07,True,True,0.002145392288780705,1.5165835456426848e-05,1.9822751638412412e-06,2.782696026699312e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M140__supersonic_shooting__shooting_accuracy__22afbb5457dc/mode.npz,22afbb5457dc3155ec12fe02c1c2a20168c2a8da8ecd5e66363615376c2c661f,,strict_step_2,2.0,,,,modal_spectral_validated_with_exported_fields,0.03201071894604482,0.999487501379989
supersonic_M140__supersonic_shooting__shooting_accuracy__337ae4789b65,supersonic,supersonic_M140,supersonic_shooting,shooting_accuracy,shooting_accuracy,1.4,0.18125,500.0,,pin,5.0,,1e-10,1e-12,0.5,1.0,0.3153193678544234,0.0427209194542578,0.3153193678544234,0.0427209194542578,0.33345944283088413,0.04262750274064039,0.00772623487174107,7.657644942443434e-10,360.3013643939218,360.3013643939218,False,True,True,False,False,True,-33.981599307623824,40.634148707962595,False,supersonic_M140_branch_guided,0.018140315510872477,0.05700912289943304,True,False,unresolved_current_solver_mismatch,current_shooting_root,False,False,2.112053108901166e-08,5.350204967133754e-07,4.810391242234959e-08,9.211957909902746e-07,True,True,0.002145392288780705,1.5165835456426848e-05,1.9822751638412412e-06,2.782696026699312e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M140__supersonic_shooting__shooting_accuracy__337ae4789b65/mode.npz,337ae4789b6596bc76e529c00dd77e4c4b475cc3f3085881195bcaf64cbca55a,,strict_step_0p5,4.0,,,,modal_spectral_validated_with_exported_fields,0.03201071894604482,0.999487501379989
supersonic_M140__supersonic_shooting__shooting_accuracy__4d5227e25f4d,supersonic,supersonic_M140,supersonic_shooting,shooting_accuracy,shooting_accuracy,1.4,0.18125,500.0,,pin,5.0,,1e-10,1e-12,,1.0,0.3153193678544234,0.0427209194542578,0.3153193678544234,0.0427209194542578,0.33345944283088413,0.04262750274064039,0.00772623487174107,7.657644942443434e-10,360.3013643939218,360.3013643939218,False,True,True,False,False,True,-33.981599307623824,41.85076362499967,False,supersonic_M140_branch_guided,0.018140315510872477,0.05700912289943304,True,False,unresolved_current_solver_mismatch,current_shooting_root,False,False,2.112053108901166e-08,5.350204967133754e-07,4.810391242234959e-08,9.211957909902746e-07,True,True,0.002145392288780705,1.5165835456426848e-05,1.9822751638412412e-06,2.782696026699312e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M140__supersonic_shooting__shooting_accuracy__4d5227e25f4d/mode.npz,4d5227e25f4dc83dcace36486551bbd1c4ca59851b2ec7e63c6f2b6f791fb927,,strict_adaptive,1.0,,,,modal_spectral_validated_with_exported_fields,0.03201071894604482,0.999487501379989
supersonic_M140__supersonic_shooting__shooting_accuracy__6fa8e9838556,supersonic,supersonic_M140,supersonic_shooting,shooting_accuracy,shooting_accuracy,1.4,0.18125,500.0,,pin,5.0,,1e-10,1e-12,1.0,1.0,0.3153193678544234,0.0427209194542578,0.3153193678544234,0.0427209194542578,0.33345944283088413,0.04262750274064039,0.00772623487174107,7.657644942443434e-10,360.3013643939218,360.3013643939218,False,True,True,False,False,True,-33.981599307623824,41.300084040965885,False,supersonic_M140_branch_guided,0.018140315510872477,0.05700912289943304,True,False,unresolved_current_solver_mismatch,current_shooting_root,False,False,2.112053108901166e-08,5.350204967133754e-07,4.810391242234959e-08,9.211957909902746e-07,True,True,0.002145392288780705,1.5165835456426848e-05,1.9822751638412412e-06,2.782696026699312e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M140__supersonic_shooting__shooting_accuracy__6fa8e9838556/mode.npz,6fa8e98385561fc2eac7efcec41ba24c5af663770f637ff404a44bd2a27ba76e,,strict_step_1,3.0,,,,modal_spectral_validated_with_exported_fields,0.03201071894604482,0.999487501379989
supersonic_M140__supersonic_shooting__shooting_accuracy__e28fcf911967,supersonic,supersonic_M140,supersonic_shooting,shooting_accuracy,shooting_accuracy,1.4,0.18125,500.0,,pin,5.0,,1e-10,1e-12,0.25,1.0,0.3153193678544234,0.0427209194542578,0.3153193678544234,0.0427209194542578,0.33345944283088413,0.04262750274064039,0.00772623487174107,7.657644942443434e-10,360.3013643939218,360.3013643939218,False,True,True,False,False,True,-33.981599307623824,42.05856516701169,False,supersonic_M140_branch_guided,0.018140315510872477,0.05700912289943304,True,False,unresolved_current_solver_mismatch,current_shooting_root,False,False,2.112053108901166e-08,5.350204967133754e-07,4.810391242234959e-08,9.211957909902746e-07,True,True,0.002145392288780705,1.5165835456426848e-05,1.9822751638412412e-06,2.782696026699312e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M140__supersonic_shooting__shooting_accuracy__e28fcf911967/mode.npz,e28fcf911967d1d38c7fdf95be3ad0a0cae2b4b92e16b16f78fcf02512c77dce,,strict_step_0p25,5.0,,,,modal_spectral_validated_with_exported_fields,0.03201071894604482,0.999487501379989
supersonic_M140__supersonic_shooting__shooting_accuracy__fa7ed8db63fb,supersonic,supersonic_M140,supersonic_shooting,shooting_accuracy,shooting_accuracy,1.4,0.18125,500.0,,pin,5.0,,1e-08,1e-10,,1.0,0.3153193678544234,0.0427209194542578,0.3153193678544234,0.0427209194542578,0.3334594481995933,0.042627500727374465,0.0077262345068366215,6.42968829074018e-10,360.30143383280154,360.30143383280154,False,True,True,False,False,True,-33.98160134431921,20.478868333040737,False,supersonic_M140_branch_guided,0.018140320889878207,0.057009139803901904,True,False,unresolved_current_solver_mismatch,current_shooting_root,False,False,2.112977130558221e-08,5.3647175803076e-07,4.820518231691396e-08,9.279732959271601e-07,True,True,0.002145683796755266,2.0451588364846773e-05,1.985634420688477e-06,2.784182236104987e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M140__supersonic_shooting__shooting_accuracy__fa7ed8db63fb/mode.npz,fa7ed8db63fbbf81b08ec7f5ffd611fdecff4dcff02b1c2f5d38b22caf719bfc,,loose_tolerance,0.0,,,,modal_spectral_validated_with_exported_fields,0.03201119729446244,0.9994879136600503
supersonic_M140__supersonic_shooting__shooting_box__1a720f5c1f32,supersonic,supersonic_M140,supersonic_shooting,shooting_box,shooting_box,1.4,0.18125,375.0,,pin,5.0,,1e-10,1e-12,0.25,1.0,0.3153193678544234,0.0427209194542578,0.3153193678544234,0.0427209194542578,0.3334594428308841,0.0426275027406403,0.007726234871741,7.652674545143657e-10,137.33525621729848,137.33525621729848,False,True,True,False,False,True,-26.71900595446423,40.2211662910413,False,supersonic_M140_branch_guided,0.0181403155108724,0.057009122899433,True,False,unresolved_current_solver_mismatch,current_shooting_root,False,False,2.0212944433505896e-08,5.310796032630823e-07,3.885334699786987e-08,7.769041757696336e-07,True,True,0.0021390421523713,1.510690443303841e-05,1.976747996590599e-06,2.7734198890083886e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M140__supersonic_shooting__shooting_box__1a720f5c1f32/mode.npz,1a720f5c1f32cf8f0ecbfea4bb16e55627c6a6c4c95fa9d36a394b65e9f654e7,,,,0.75,,,modal_spectral_validated_with_exported_fields,-0.9391362065652286,0.3435449385781353
supersonic_M140__supersonic_shooting__shooting_box__36abbfaad331,supersonic,supersonic_M140,supersonic_shooting,shooting_box,shooting_box,1.4,0.18125,250.0,,pin,5.0,,1e-10,1e-12,0.25,1.0,0.3153193678544234,0.0427209194542578,0.3153193678544234,0.0427209194542578,0.3334594428308841,0.0426275027406403,0.007726234871741,7.659331517490318e-10,19.859672683626776,19.859672683626776,False,True,True,False,False,True,-19.45641262541513,38.905597000033595,False,supersonic_M140_branch_guided,0.0181403155108724,0.057009122899433,True,False,unresolved_current_solver_mismatch,current_shooting_root,False,False,2.0191687380913217e-08,5.414439816035686e-07,6.756022822330533e-09,2.7176166801702865e-07,True,True,0.0020563593285756,1.5033693656396724e-05,1.9657432868140035e-06,2.754963343639752e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M140__supersonic_shooting__shooting_box__36abbfaad331/mode.npz,36abbfaad33196e229e5b9c273cf79cf0293fac28559c7bb38d72b256f89b73a,,,,0.5,,,modal_spectral_validated_with_exported_fields,-0.6204856237801007,-0.784217805493245
supersonic_M140__supersonic_shooting__shooting_box__6fbba8cc24c5,supersonic,supersonic_M140,supersonic_shooting,shooting_box,shooting_box,1.4,0.18125,625.0,,pin,5.0,,1e-10,1e-12,0.25,1.0,0.3153193678544234,0.0427209194542578,0.3153193678544234,0.0427209194542578,0.3334594428308841,0.0426275027406403,0.007726234871741,7.654094231261844e-10,688.7579972154062,688.7579972154062,False,True,True,False,False,True,-41.24419266492898,42.37282529193908,False,supersonic_M140_branch_guided,0.0181403155108724,0.057009122899433,True,False,unresolved_current_solver_mismatch,current_shooting_root,False,False,2.0284008989884697e-08,5.233518218392075e-07,1.81032891845507e-08,4.43511831292287e-07,True,True,0.0021478497010444,1.5218462964142236e-05,1.98559982873578e-06,2.788276126593371e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M140__supersonic_shooting__shooting_box__6fbba8cc24c5/mode.npz,6fbba8cc24c5331b176670d8df9e4cba9faf4ddaf7d9ec3ae8eae5363e6124de,,,,1.25,,,modal_spectral_validated_with_exported_fields,0.9591945543854112,0.2827468451859487
supersonic_M140__supersonic_shooting__shooting_box__e8bcb45bb5bc,supersonic,supersonic_M140,supersonic_shooting,shooting_box,shooting_box,1.4,0.18125,500.0,,pin,5.0,,1e-10,1e-12,0.25,1.0,0.3153193678544234,0.0427209194542578,0.3153193678544234,0.0427209194542578,0.3334594428308841,0.0426275027406403,0.007726234871741,7.657644942443433e-10,360.3013643939218,360.3013643939218,False,True,True,False,False,True,-33.981599307623824,42.18667766603176,False,supersonic_M140_branch_guided,0.0181403155108724,0.057009122899433,True,False,unresolved_current_solver_mismatch,current_shooting_root,False,False,2.1120531089011662e-08,5.350204967133754e-07,4.8103912422349597e-08,9.211957909902746e-07,True,True,0.0021453922887807,1.5165835456426848e-05,1.9822751638412412e-06,2.782696026699312e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M140__supersonic_shooting__shooting_box__e8bcb45bb5bc/mode.npz,e8bcb45bb5bcf4d304fe8037abf3c52ab526844f96ca7f4029bc063327bd0e44,,,,1.0,,,modal_spectral_validated_with_exported_fields,0.0320107189460448,0.999487501379989
supersonic_M180__supersonic_shooting__shooting_accuracy__257690a75791,supersonic,supersonic_M180,supersonic_shooting,shooting_accuracy,shooting_accuracy,1.8,0.1,2000.0,,pin,3.0,,1e-10,1e-12,0.5,1.0,0.4488,0.027003792,0.4488,0.027003792,0.4487940455152223,0.02700281230171944,0.002700281230171944,1.1334960621967294e-11,763.6888249436748,763.6888249436748,False,True,True,False,False,True,-42.63491374919692,67.81313349993434,False,supersonic_M180_core_stable,6.034542044654755e-06,1.3421676041578869e-05,True,True,resolved,configured_reference,True,True,8.167725326451763e-09,3.282894297268248e-07,7.270676922120929e-09,3.0118913942501965e-07,True,True,0.007303723320069471,8.595693903655128e-06,8.758810779847622e-07,1.06609733458396e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M180__supersonic_shooting__shooting_accuracy__257690a75791/mode.npz,257690a7579143e4ff634e2b1010038c5a443387f924ddf7895f770e2bd5b65c,,strict_step_0p5,4.0,,,,validated_core_stable_tail_sensitive,0.9992959368399764,-0.03751859221194085
supersonic_M180__supersonic_shooting__shooting_accuracy__3fe75b9d98f0,supersonic,supersonic_M180,supersonic_shooting,shooting_accuracy,shooting_accuracy,1.8,0.1,2000.0,,pin,3.0,,1e-10,1e-12,0.25,1.0,0.4488,0.027003792,0.4488,0.027003792,0.4487940455152223,0.02700281230171944,0.002700281230171944,1.1334960621967294e-11,763.6888249436748,763.6888249436748,False,True,True,False,False,True,-42.63491374919692,68.10519416700117,False,supersonic_M180_core_stable,6.034542044654755e-06,1.3421676041578869e-05,True,True,resolved,configured_reference,True,True,8.167725326451763e-09,3.282894297268248e-07,7.270676922120929e-09,3.0118913942501965e-07,True,True,0.007303723320069471,8.595693903655128e-06,8.758810779847622e-07,1.06609733458396e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M180__supersonic_shooting__shooting_accuracy__3fe75b9d98f0/mode.npz,3fe75b9d98f03f6ee198a085f89d3884606114c8cc2e68cf740fac000feb29d3,,strict_step_0p25,5.0,,,,validated_core_stable_tail_sensitive,0.9992959368399764,-0.03751859221194085
supersonic_M180__supersonic_shooting__shooting_accuracy__906a01f34bbb,supersonic,supersonic_M180,supersonic_shooting,shooting_accuracy,shooting_accuracy,1.8,0.1,2000.0,,pin,3.0,,1e-10,1e-12,,1.0,0.4488,0.027003792,0.4488,0.027003792,0.4487940455152223,0.02700281230171944,0.002700281230171944,1.1334960621967294e-11,763.6888249436748,763.6888249436748,False,True,True,False,False,True,-42.63491374919692,67.58285870798863,False,supersonic_M180_core_stable,6.034542044654755e-06,1.3421676041578869e-05,True,True,resolved,configured_reference,True,True,8.167725326451763e-09,3.282894297268248e-07,7.270676922120929e-09,3.0118913942501965e-07,True,True,0.007303723320069471,8.595693903655128e-06,8.758810779847622e-07,1.06609733458396e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M180__supersonic_shooting__shooting_accuracy__906a01f34bbb/mode.npz,906a01f34bbb1f4e577e0d8ec37a6de239cd195fdc9330179c1ca9a19c3d3b48,,strict_adaptive,1.0,,,,validated_core_stable_tail_sensitive,0.9992959368399764,-0.03751859221194085
supersonic_M180__supersonic_shooting__shooting_accuracy__c50048b39765,supersonic,supersonic_M180,supersonic_shooting,shooting_accuracy,shooting_accuracy,1.8,0.1,2000.0,,pin,3.0,,1e-10,1e-12,1.0,1.0,0.4488,0.027003792,0.4488,0.027003792,0.4487940455152223,0.02700281230171944,0.002700281230171944,1.1334960621967294e-11,763.6888249436748,763.6888249436748,False,True,True,False,False,True,-42.63491374919692,67.94391787506174,False,supersonic_M180_core_stable,6.034542044654755e-06,1.3421676041578869e-05,True,True,resolved,configured_reference,True,True,8.167725326451763e-09,3.282894297268248e-07,7.270676922120929e-09,3.0118913942501965e-07,True,True,0.007303723320069471,8.595693903655128e-06,8.758810779847622e-07,1.06609733458396e-06,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/supersonic_M180__supersonic_shooting__shooting_accuracy__c50048b39765/mode.npz,c50048b39765c5d4f5ac79b96dee1b860f64297f6ed3f7f064fe0e01c874eb7d,,strict_step_1,3.0,,,,validated_core_stable_tail_sensitive,0.9992959368399764,-0.03751859221194085
