point_id,point_category,Mach,alpha,eta,Ly,Ly_production,matching_point,integration_rtol,integration_atol,root_tolerance,n_scan,ci,omega_i,shooting_residual_real,shooting_residual_imag,shooting_residual_abs,stage2_amplitude_mismatch,runtime_seconds,solver_success,branch_check_passed,branch_check,point_source,notes,Ly_factor,high_fidelity_tolerances,reference_Ly,reference_type,ci_reference,omega_i_reference,abs_ci_error,abs_omega_error,p_rel_l2,rho_rel_l2,u_rel_l2,v_rel_l2,modal_rel_l2_mean,p_overlap,p_overlap_defect,alignment_factor_real,alignment_factor_imag,comparison_y_min,comparison_y_max,comparison_grid_size,converged,convergence_criteria
long_wave,long wavelength,0.49,0.09,0.10324387282525468,58.42636730705739,46.74109384564591,1.0,1e-10,1e-12,0.0001,121,0.6889817212858809,0.06200835491572928,-2.64656160918475e-06,-4.971365649307155e-07,2.692848513266516e-06,1.2572518825208485e-27,2.0073193749412894,True,True,passed_expected_branch,assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,Canonical primary-branch point with a complete Mstab17 reconstruction.,1.25,False,116.85273461411478,largest-domain classical reference,0.6889933014291585,0.062009397128624265,1.1580143277623023e-05,1.042212894986072e-06,8.138160590486923e-06,8.13816059048962e-06,0.0002803200240698522,3.852465452087239e-05,8.378024994292528e-05,0.9999999999668852,3.311484420009947e-11,90.5207551393783,-117.61354516394765,-58.42636730705739,58.42636730705739,4001,False,abs_ci<=1e-06;|F|<=0.0005;p_rel_l2<=0.001;modal_mean<=0.01
long_wave,long wavelength,0.49,0.09,0.10324387282525468,70.11164076846887,46.74109384564591,1.0,1e-10,1e-12,0.0001,121,0.6889876547867169,0.062008888930804515,-4.984203070018678e-06,-5.296542671499871e-07,5.012266342274102e-06,0.0,1.943484750110656,True,True,passed_expected_branch,assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,Canonical primary-branch point with a complete Mstab17 reconstruction.,1.5,False,116.85273461411478,largest-domain classical reference,0.6889933014291585,0.062009397128624265,5.6466424416257155e-06,5.081978197499226e-07,6.505247755258944e-06,6.505247755266235e-06,0.00023514265876889353,3.297792667097824e-05,7.028277023759924e-05,0.9999999999788408,2.1159185514818546e-11,40.61727211622071,-36.48608123391249,-70.11164076846887,70.11164076846887,4001,False,abs_ci<=1e-06;|F|<=0.0005;p_rel_l2<=0.001;modal_mean<=0.01
long_wave,long wavelength,0.49,0.09,0.10324387282525468,93.48218769129183,46.74109384564591,1.0,1e-10,1e-12,0.0001,121,0.6890256567996356,0.0620123091119672,-7.986036069648761e-06,5.932914113126499e-06,9.948680413977856e-06,8.369025343489714e-27,2.211810874985531,True,True,passed_expected_branch,assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,Canonical primary-branch point with a complete Mstab17 reconstruction.,2.0,False,116.85273461411478,largest-domain classical reference,0.6889933014291585,0.062009397128624265,3.235537047707737e-05,2.911983342936131e-06,5.964451382868651e-06,5.964451382862773e-06,0.00018708876389345418,3.236083974675866e-05,5.784462660148607e-05,0.9999999999822129,1.7787105122124558e-11,6.899631495720294,-2.6434177793727076,-93.48218769129183,93.48218769129183,4001,False,abs_ci<=1e-06;|F|<=0.0005;p_rel_l2<=0.001;modal_mean<=0.01
long_wave,long wavelength,0.49,0.09,0.10324387282525468,116.85273461411478,46.74109384564591,1.0,1e-12,1e-14,0.0001,121,0.6889933014291585,0.062009397128624265,-1.4055102647972384e-05,-4.428479317876086e-06,1.473625934604493e-05,1.262177448353619e-29,4.505826000124216,True,True,passed_expected_branch,assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,Canonical primary-branch point with a complete Mstab17 reconstruction.,2.5,True,116.85273461411478,largest-domain classical reference,0.6889933014291585,0.062009397128624265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-116.85273461411478,116.85273461411478,4001,True,abs_ci<=1e-06;|F|<=0.0005;p_rel_l2<=0.001;modal_mean<=0.01
near_neutral,near neutral boundary,0.49,0.86,0.9865525625524336,5.0,10.0,1.0,1e-10,1e-12,0.0001,121,0.0077391201849500105,0.006655643359057009,5.263242506770016e-05,-1.380963217382364e-06,5.265053872388045e-05,1.8403257171810462e-25,2.5521758331451565,True,True,passed_expected_branch,assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,Canonical secondary near-neutral point; absolute ci errors are used because ci is close to zero.,0.5,False,25.0,largest-domain classical reference,0.00773892721980576,0.006655477409032953,1.9296514425053146e-07,1.659500240558387e-07,4.794344466995168e-06,4.794344466990598e-06,0.00021721987328439553,4.479252047442871e-06,5.782195356645604e-05,0.9999999999885072,1.1492806706314695e-11,3246399.576154329,-119070.37945207112,-5.0,5.0,4001,True,abs_ci<=1e-06;|F|<=0.0005;p_rel_l2<=0.001;modal_mean<=0.01
near_neutral,near neutral boundary,0.49,0.86,0.9865525625524336,7.5,10.0,1.0,1e-10,1e-12,0.0001,121,0.007739037621286013,0.006655572354305971,5.2630109632856303e-05,-1.3881868624167153e-06,5.264841405713433e-05,8.929089045398428e-27,2.581611624918878,True,True,passed_expected_branch,assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,Canonical secondary near-neutral point; absolute ci errors are used because ci is close to zero.,0.75,False,25.0,largest-domain classical reference,0.00773892721980576,0.006655477409032953,1.1040148025290297e-07,9.494527301780881e-08,4.316266064452258e-06,4.316266064456012e-06,0.00021147335703039654,4.529140763367411e-06,5.6158757480668054e-05,0.999999999990685,9.314993221209988e-12,498354.52783450997,-15992.324736930936,-7.5,7.5,4001,True,abs_ci<=1e-06;|F|<=0.0005;p_rel_l2<=0.001;modal_mean<=0.01
near_neutral,near neutral boundary,0.49,0.86,0.9865525625524336,10.0,10.0,1.0,1e-10,1e-12,0.0001,121,0.007739037511508938,0.006655572259897687,5.263007061639957e-05,-1.388203952062874e-06,5.264837550485037e-05,4.140732863657354e-25,2.7134887920692563,True,True,passed_expected_branch,assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,Canonical secondary near-neutral point; absolute ci errors are used because ci is close to zero.,1.0,False,25.0,largest-domain classical reference,0.00773892721980576,0.006655477409032953,1.102917031783196e-07,9.48508647336671e-08,3.876185386523663e-06,3.876185386520792e-06,0.00019187519270865374,4.0743534916276746e-06,5.0925479243331466e-05,0.9999999999924875,7.512546140731047e-12,76494.83199455265,-2103.864111506094,-10.0,10.0,4001,True,abs_ci<=1e-06;|F|<=0.0005;p_rel_l2<=0.001;modal_mean<=0.01
near_neutral,near neutral boundary,0.49,0.86,0.9865525625524336,12.5,10.0,1.0,1e-10,1e-12,0.0001,121,0.007739019067661919,0.006655556398189251,5.2629526149594597e-05,-1.3918405586944805e-06,5.2647927241931267e-05,3.332937324558775e-29,3.0310083751101047,True,True,passed_expected_branch,assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,Canonical secondary near-neutral point; absolute ci errors are used because ci is close to zero.,1.25,False,25.0,largest-domain classical reference,0.00773892721980576,0.006655477409032953,9.184785615921898e-08,7.898915629737935e-08,3.643369908358846e-06,3.643369908356257e-06,0.00017451707961000512,3.829081682738153e-06,4.64082252773646e-05,0.9999999999933628,6.637246308116573e-12,11741.294369681016,-269.08277849126904,-12.5,12.5,4001,True,abs_ci<=1e-06;|F|<=0.0005;p_rel_l2<=0.001;modal_mean<=0.01
near_neutral,near neutral boundary,0.49,0.86,0.9865525625524336,15.0,10.0,1.0,1e-10,1e-12,0.0001,121,0.007738706731628014,0.006655287789200092,5.2617726677306464e-05,-1.4535950644125142e-06,5.263780104923659e-05,2.279808016088724e-26,2.8907554580364376,True,True,passed_expected_branch,assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,Canonical secondary near-neutral point; absolute ci errors are used because ci is close to zero.,1.5,False,25.0,largest-domain classical reference,0.00773892721980576,0.006655477409032953,2.2048817774605184e-07,1.8961983286151785e-07,3.015169224075959e-06,3.0151692240903324e-06,0.00012823535145215872,3.1699965315312014e-06,3.4358921607964056e-05,0.9999999999954545,4.545475107420316e-12,1802.150907225219,-33.040155216527396,-15.0,15.0,4001,True,abs_ci<=1e-06;|F|<=0.0005;p_rel_l2<=0.001;modal_mean<=0.01
near_neutral,near neutral boundary,0.49,0.86,0.9865525625524336,20.0,10.0,1.0,1e-10,1e-12,0.0001,121,0.0077389637170574375,0.006655508796669396,5.262758247703836e-05,-1.4027823465769104e-06,5.2646274661074955e-05,9.545216953174243e-27,3.0794307908508927,True,True,passed_expected_branch,assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,Canonical secondary near-neutral point; absolute ci errors are used because ci is close to zero.,2.0,False,25.0,largest-domain classical reference,0.00773892721980576,0.006655477409032953,3.649725167746698e-08,3.138763644307263e-08,2.658513960443512e-06,2.658513960455799e-06,6.821529995801507e-05,2.764331365444753e-06,1.9074164811089784e-05,0.999999999996466,3.5339509096843358e-12,42.45350292432901,-0.389112954912646,-20.0,20.0,4001,True,abs_ci<=1e-06;|F|<=0.0005;p_rel_l2<=0.001;modal_mean<=0.01
near_neutral,near neutral boundary,0.49,0.86,0.9865525625524336,25.0,10.0,1.0,1e-12,1e-14,0.0001,121,0.00773892721980576,0.006655477409032953,5.262619743384711e-05,-1.4174602553603845e-06,5.264528326376241e-05,3.1554436208840472e-30,6.453390959184617,True,True,passed_expected_branch,assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,Canonical secondary near-neutral point; absolute ci errors are used because ci is close to zero.,2.5,True,25.0,largest-domain classical reference,0.00773892721980576,0.006655477409032953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-25.0,25.0,4001,True,abs_ci<=1e-06;|F|<=0.0005;p_rel_l2<=0.001;modal_mean<=0.01
