old_path,new_path,action,scientific_family,experiment,role,status,size_bytes,sha256
assets/p3-supersonic-results/supplementary_material/data/blumen_pointwise/blumen_pointwise_delta_ci_heatmap.png,article/supplementary/figures/Fig_S2a_blumen_pointwise_delta_ci.png,COPY,classical_supersonic,blumen_validation,figure,canonical,279873,ca4845957d45377d87720a1e235175837562dafe5634950281aeecceda8aa49a
assets/p3-supersonic-results/supplementary_material/data/blumen_pointwise/metadata.json,article/supplementary/data/blumen_pointwise/metadata.json,COPY,classical_supersonic,blumen_validation,configuration,experiment,527,fe1b8aa670dcbac8dbde6d48129c3d46396e998add06929946c9e789180d48cd
assets/p3-supersonic-results/supplementary_material/data/blumen_true_isolines/blumen_neutral_true_classical_line.csv,article/supplementary/data/blumen_true_isolines/table_blumen_neutral_true_classical_line.csv,COPY,classical_supersonic,blumen_validation,scientific_data,experiment,3760,4fe8048714700a174e4c705026a42540c023f496aa813d48caa3da3501c0bae8
assets/p3-supersonic-results/supplementary_material/data/blumen_true_isolines/blumen_positive_true_classical_isolines.csv,article/supplementary/data/blumen_true_isolines/table_blumen_positive_true_classical_isolines.csv,COPY,classical_supersonic,blumen_validation,scientific_data,experiment,41169,911634bfc956f3412a6099c5ec27e63c9935df3a9ae2515e7cd205a8a9b30b70
assets/p3-supersonic-results/supplementary_material/data/blumen_true_isolines/blumen_true_classical_all_isolines.csv,article/supplementary/data/blumen_true_isolines/table_blumen_true_classical_all_isolines.csv,COPY,classical_supersonic,blumen_validation,scientific_data,experiment,45970,59f32ddbd02b3b074d87d21974bd0682aad5404382a7a4f6e4ae5288086dd50e
assets/p3-supersonic-results/supplementary_material/data/blumen_true_isolines/blumen_true_classical_delta_alpha_heatmap.pdf,article/supplementary/figures/Fig_S2b_blumen_fixedM_delta_alpha.pdf,COPY,classical_supersonic,blumen_validation,figure,canonical,22877,d111193ecd93668b89a06967b0b60d18e93050d918f7de47875a8545b5562827
assets/p3-supersonic-results/supplementary_material/data/blumen_true_isolines/blumen_true_classical_isolines_overlay.pdf,article/supplementary/figures/source_diagnostics/Fig_blumen_true_classical_isolines_overlay.pdf,COPY,classical_supersonic,blumen_validation,figure,experiment,19616,605c558fb3e6ea8f087a0f1bd0a61d17cd293beeb6f03e62a7395c01e9aef8ea
assets/p3-supersonic-results/supplementary_material/data/blumen_true_isolines/blumen_true_classical_isolines_summary.csv,article/supplementary/data/blumen_true_isolines/table_blumen_true_classical_isolines_summary.csv,COPY,classical_supersonic,blumen_validation,scientific_data,experiment,412,5600e010e3a4747751c432df1214dc34d6b7c135dfe0d70792899df0110d320f
assets/p3-supersonic-results/supplementary_material/data/blumen_true_isolines/metadata.json,article/supplementary/data/blumen_true_isolines/metadata.json,COPY,classical_supersonic,blumen_validation,configuration,experiment,171,56743b85abab310bc7a042c7a46987383a456cb4883d084e8f8883ff18be30e9
assets/p3-supersonic-results/supplementary_material/data/convergence_tables/audit_points.csv,article/supplementary/data/classical_convergence/table_audit_points.csv,COPY,classical_supersonic,classical_convergence,scientific_data,experiment,6554,11a6b52a586ca9c5da45ae52c04ae38993dd94b5ba448935b1bdaebaf2aa4f7b
assets/p3-supersonic-results/supplementary_material/data/convergence_tables/convergence_summary.json,article/supplementary/data/classical_convergence/convergence_summary.json,COPY,classical_supersonic,classical_convergence,configuration,experiment,2360,f359d306dc9f98ef606bceafaba49017c07ac548f59e2778d5de408c04d3d708
assets/p3-supersonic-results/supplementary_material/data/convergence_tables/dense_internal_diagnostics.csv,article/supplementary/data/classical_convergence/table_dense_internal_diagnostics.csv,COPY,classical_supersonic,classical_convergence,scientific_data,experiment,625444,c9a7dedf6c9138c9dcfad51358afe161239e2a49325e5ba2d8e7253f0116a072
assets/p3-supersonic-results/supplementary_material/data/convergence_tables/matching_location_summary.csv,article/supplementary/data/classical_convergence/table_matching_location_summary.csv,COPY,classical_supersonic,classical_convergence,scientific_data,experiment,258,f7c2769203539a7a8891e2f1257a1de79bfd4647874318bf7838191cf0992f6b
assets/p3-supersonic-results/supplementary_material/data/convergence_tables/modal_convergence_errors.csv,article/supplementary/data/classical_convergence/table_modal_convergence_errors.csv,COPY,classical_supersonic,classical_convergence,scientific_data,experiment,25837,fa01dd137beaebc831030cf5bea1eb03110266001b7fdb86116a37c4d62da01a
assets/p3-supersonic-results/supplementary_material/data/convergence_tables/modal_convergence_runs.csv,article/supplementary/data/classical_convergence/table_modal_convergence_runs.csv,COPY,classical_supersonic,classical_convergence,scientific_data,experiment,86841,b35540121be5d6d011cf4ea5f7ec52f7dfda03f5325ea09bd84b6cacf2539d1e
assets/p3-supersonic-results/supplementary_material/data/convergence_tables/spectral_box_summary.csv,article/supplementary/data/classical_convergence/table_spectral_box_summary.csv,COPY,classical_supersonic,classical_convergence,scientific_data,experiment,317,4f936ea676c8c71147ac290b58ccde9645862e00a0259c0744672980c6010b9a
assets/p3-supersonic-results/supplementary_material/data/convergence_tables/spectral_convergence_errors.csv,article/supplementary/data/classical_convergence/table_spectral_convergence_errors.csv,COPY,classical_supersonic,classical_convergence,scientific_data,experiment,62262,d5f57e3a704ed425afd9346114a428e093462ea577844dc3a5cf46234cfb01dd
assets/p3-supersonic-results/supplementary_material/data/convergence_tables/spectral_convergence_runs.csv,article/supplementary/data/classical_convergence/table_spectral_convergence_runs.csv,COPY,classical_supersonic,classical_convergence,scientific_data,experiment,170547,ea1bca7ca7c1ee543b0e1edb98734178e4e803edcb9f9387ae400a606396a790
assets/p3-supersonic-results/supplementary_material/data/convergence_tables/spectral_integration_summary.csv,article/supplementary/data/classical_convergence/table_spectral_integration_summary.csv,COPY,classical_supersonic,classical_convergence,scientific_data,experiment,264,c79e206da542ae960d3a06db5ac2f3b34436de510f5a81e158d4527301c20148
assets/p3-supersonic-results/supplementary_material/data/reviewer_v64/shooting_validation_64.csv,article/supplementary/data/reviewer_multiseed/table_N76_production_shooting_validation_64.csv,COPY,pinn_supersonic,reviewer_multiseed,scientific_data,experiment,18236,f4db37b5211e07288d8c5ee6900ec195ec8793d9a2e83f1fce6af9433ddfed00
assets/p3-supersonic-results/supplementary_material/figures/ASSET_MANIFEST.txt,article/supplementary/provenance/ASSET_MANIFEST_SOURCE.txt,COPY,article,supersonic_general,documentation,experiment,912,0507ef41dc43497b904c4990a9d6b4af5cd4fb81f1100662982d731da55687ad
assets/p3-supersonic-results/supplementary_material/figures/Fig_S2a_blumen_pointwise_delta_ci.pdf,article/supplementary/figures/Fig_S2a_blumen_pointwise_delta_ci.pdf,DEDUPLICATE,classical_supersonic,blumen_validation,figure,canonical,25533,af818d8798bb80b842e1d64b77798b4953a0900fdbdd5a97f1d78f39c1ad3a55
assets/p3-supersonic-results/supplementary_material/figures/Fig_S2b_blumen_fixedM_delta_alpha.pdf,article/supplementary/figures/Fig_S2b_blumen_fixedM_delta_alpha.pdf,DEDUPLICATE,classical_supersonic,blumen_validation,figure,canonical,22877,d111193ecd93668b89a06967b0b60d18e93050d918f7de47875a8545b5562827
assets/p3-supersonic-results/supplementary_material/figures/Fig_S4a_spectral_integration_convergence.pdf,article/supplementary/figures/Fig_S4a_spectral_integration_convergence.pdf,COPY,classical_supersonic,classical_convergence,figure,canonical,16851,a964e95be25d5a61ae9a9f3bf395931dbd35e6655e62bf641e2eec87109152bc
assets/p3-supersonic-results/supplementary_material/figures/Fig_S4b_spectral_box_convergence.pdf,article/supplementary/figures/Fig_S4b_spectral_box_convergence.pdf,COPY,classical_supersonic,classical_convergence,figure,canonical,17548,54c7b88e57819414843eb03111a7200408ff3cca0e7dfffd501cee627e587544
assets/p3-supersonic-results/supplementary_material/figures/Fig_S4c_matching_location_sensitivity.pdf,article/supplementary/figures/Fig_S4c_matching_location_sensitivity.pdf,COPY,classical_supersonic,classical_convergence,figure,canonical,18460,d3bb4642e90f0265d872ed1242c0ed286356474e560b03b2833b43d03e84fc22
assets/p3-supersonic-results/supplementary_material/figures/Fig_S4d_modal_convergence.pdf,article/supplementary/figures/Fig_S4d_modal_convergence.pdf,COPY,classical_supersonic,classical_convergence,figure,canonical,16010,1ef8743b8fbda586b0edf19e0b6228478b4b181d018f7a48fd4dc2d1d828dc12
assets/p3-supersonic-results/supplementary_material/figures/Fig_S6_reviewer_robustness.pdf,article/supplementary/figures/Fig_S6_reviewer_robustness.pdf,COPY,pinn_supersonic,reviewer_multiseed,figure,canonical,27587,37b576af8ca54b93c9290ccb857d504c612e51cca80c82246b1092e142f6a910
assets/p3-supersonic-results/supplementary_material/figures/Fig_S6_reviewer_robustness.png,article/supplementary/figures/Fig_S6_reviewer_robustness.png,COPY,pinn_supersonic,reviewer_multiseed,figure,canonical,258369,14e0c377ea10cfe5048b66ea3614f7942ab7fee6c1b078d753e9cb6d6e1fe31e
assets/p3-supersonic-results/supplementary_material/figures/Fig_S7_interchart_mismatch.pdf,article/supplementary/figures/Fig_S7_interchart_mismatch.pdf,COPY,pinn_supersonic,chart_overlap,figure,canonical,32026,dc2f13243cab819412c819fcfb926b69f332d1c895a77ba161ee250e61bcf1ce
assets/p3-supersonic-results/supplementary_material/figures/Fig_S7_interchart_mismatch.png,article/supplementary/figures/Fig_S7_interchart_mismatch.png,COPY,pinn_supersonic,chart_overlap,figure,canonical,379528,51cffa1bfdd436dea31ed22ffb5263ba538b1d5a1ad9e192e4a251cad3fefaf0
assets/p3-supersonic-results/supplementary_material/figures/Tab_S6_reviewer_robustness_summary.csv,article/supplementary/tables/table_S6_reviewer_robustness_summary.csv,COPY,pinn_supersonic,reviewer_multiseed,scientific_data,canonical,859,adaf5687cce094415704f108cad5d5694a0b339294ea49ddf9cf9dc8a3de2a3d
assets/p3-supersonic-results/supplementary_material/figures/Tab_S7_interchart_delta_c_by_pair.csv,article/supplementary/tables/table_S7_interchart_delta_c_by_pair.csv,COPY,pinn_supersonic,chart_overlap,scientific_data,canonical,3365,43e1dce0e20b42685132d632c12ed54d7e1ad16766b059e3fbfe0cf28fb4369e
assets/p3-supersonic-results/supplementary_material/scripts/build_supplementary_visual_assets.py,_TO_REVIEW/supplementary_missing_inputs/plot_supersonic_supplementary_assets_source_snapshot.py,COPY,article,reviewer_multiseed,plotting,ambiguous,17598,26e8832da41932bf003e575c66c7706fa6a6687a982d312e858193c3edd6f28f
