alpha,Mach,blumen_cr,blumen_ci,blumen_target_available,seed_name,seed_cr_center,seed_ci_center,requested_cr_half_window,requested_ci_half_window,used_cr_half_window,used_ci_half_window,retry_index,shooting_cr,shooting_ci,shooting_omega_i,err_cr_abs,err_ci_abs,err_ci_rel,stage1_mismatch,stage2_mismatch,ln_p_start_right,spectral_success,mode_success,success,status,selection_metric,selection_metric_name,y_limit
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_00,0.0,0.015,0.1,0.008,0.17500000000000002,0.014,1,0.26232910156250017,0.042972656249999984,0.008594531249999997,0.010439720116332152,0.0037384031536997833,0.08003250625062214,0.011798638088155641,1.4319895596655264e-18,-27.159153603076778,True,True,True,validated,0.01539355483170246,distance_to_blumen,426.0203181946961
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_00,0.0,0.015,0.1,0.015,0.17500000000000002,0.02625,1,0.26232910156250017,0.05157768554687499,0.010315537109374998,0.010439720116332152,0.004866626143175221,0.10418573685335335,0.01148101589925595,9.105297332218996e-19,-23.484570030064475,True,True,True,validated,0.01980645855275836,distance_to_blumen,355.02910557084954
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_01,0.05,0.025,0.1,0.008,0.1,0.008,0,0.22485351562500014,0.04098437500000002,0.008196875000000005,0.04791530605383218,0.00572668440369975,0.12259804159453866,0.02705110158232616,6.666830932911686e-19,-18.138305837016095,True,True,True,validated,0.028389496403541877,distance_to_blumen,438.4402296133612
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_04,0.26,0.07,0.015,0.008,0.015,0.008,0,0.28997070312499995,0.054015625000000005,0.010803125000000002,0.017201881446167633,0.007304565596300237,0.15637764781078112,0.002456299996441044,1.701609189191322e-18,-27.774517926621705,True,True,True,validated,0.02983211668082286,distance_to_blumen,343.21237411927854
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_04,0.26,0.07,0.1,0.008,0.1,0.008,0,0.29430989583333333,0.054015625000000005,0.010803125000000002,0.021541074154501016,0.007304565596300237,0.15637764781078112,0.001989221719700174,1.6271252320750156e-18,-28.54787152294955,True,True,True,validated,0.030175305244310925,distance_to_blumen,343.8403870339275
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_04,0.26,0.07,0.03,0.008,0.03,0.008,0,0.29431640625000005,0.054015625000000005,0.010803125000000002,0.021547584571167733,0.007304565596300237,0.15637764781078112,0.001989224247055593,1.6277707943014777e-18,-28.54902413614497,True,True,True,validated,0.03017587465036884,distance_to_blumen,343.8413237290466
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_04,0.26,0.07,0.06,0.008,0.06,0.008,0,0.29433593750000003,0.054015625000000005,0.010803125000000002,0.021567115821167715,0.007304565596300237,0.15637764781078112,0.001989245616731764,1.6295721901919183e-18,-28.55248183507367,True,True,True,validated,0.03017758383641403,distance_to_blumen,343.844133715008
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_05,0.34,0.085,0.06,0.015,0.06,0.015,0,0.29433593750000003,0.05502929687500001,0.011005859375000003,0.021567115821167715,0.008318237471300241,0.1780785445136231,0.0023188854765624246,1.7436928010035286e-18,-28.079177080376905,True,True,True,validated,0.03411845400155821,distance_to_blumen,337.5196309228038
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_05,0.34,0.085,0.03,0.015,0.03,0.015,0,0.29435546875,0.05502929687500001,0.011005859375000003,0.021586647071167697,0.008318237471300241,0.1780785445136231,0.002318889000545465,1.7448095142545973e-18,-28.08255128073887,True,True,True,validated,0.03411996706044059,distance_to_blumen,337.5223882145886
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_05,0.34,0.085,0.1,0.015,0.1,0.015,0,0.29436197916666673,0.05502929687500001,0.011005859375000003,0.021593157487834413,0.008318237471300241,0.1780785445136231,0.002318894104583006,1.7445179847744444e-18,-28.083675969753973,True,True,True,validated,0.03412047170283789,distance_to_blumen,337.52330727935214
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_00,0.0,0.015,0.03,0.03,0.16078125,0.16078125,3,0.2410148620605469,0.05551508178710939,0.011103016357421879,0.03175395961828542,0.008804022383409625,0.18847832816894533,0.01972723460844287,4.016175989727288e-19,-18.415667278958992,True,True,True,validated,0.036928192767756815,distance_to_blumen,326.5304254718636
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_00,0.0,0.015,0.03,0.008,0.16078125,0.042875,3,0.2410148620605469,0.05552412923177082,0.011104825846354166,0.03175395961828542,0.008813069828071056,0.18867201773147996,0.01972723318003028,4.024255798522442e-19,-18.413853988309253,True,True,True,validated,0.036962706282991045,distance_to_blumen,326.4773251287387
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_01,0.05,0.025,0.1,0.015,0.1,0.015,0,0.22485351562500014,0.05497070312499999,0.010994140625,0.04791530605383218,0.008259643721300225,0.1768241574209729,0.0259209008894828,1.365881548325168e-18,-15.90281085626603,True,True,True,validated,0.037051211968551004,distance_to_blumen,327.0425097246882
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_03,0.18,0.055,0.03,0.015,0.03,0.015,0,0.23994140624999993,0.05583007812500002,0.011166015625000004,0.032827415428832385,0.009119018721300255,0.1952218347798376,0.020141031794880044,5.198594649972282e-19,-18.17255594843651,True,True,True,validated,0.038242840395145763,distance_to_blumen,324.51817651529984
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_03,0.18,0.055,0.03,0.03,0.03,0.03,0,0.23994140624999993,0.05583984375000001,0.011167968750000002,0.032827415428832385,0.00912878434630024,0.1954308992952789,0.020141031784147053,5.208035049296212e-19,-18.170667202423086,True,True,True,validated,0.038280100061492794,distance_to_blumen,324.4615382883089
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_02,0.1,0.04,0.03,0.008,0.03,0.008,0,0.15994140624999997,0.045317708333333345,0.00906354166666667,0.11282741542883234,0.001393351070366422,0.02982914727590317,0.047383858365182836,1.3854341879963242e-18,-9.742650938551511,True,True,True,validated,0.039880960120683824,distance_to_blumen,381.5476222347897
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_03,0.18,0.055,0.03,0.008,0.03,0.008,0,0.23994140624999993,0.05634895833333333,0.011269791666666668,0.032827415428832385,0.009637898929633563,0.20633012936696934,0.02014201605373891,5.671372428434244e-19,-18.072989628584587,True,True,True,validated,0.04022730832286829,distance_to_blumen,321.5360156338219
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_02,0.1,0.04,0.06,0.008,0.06,0.008,0,0.21988281249999997,0.05598437500000002,0.011196875000000004,0.05288600917883235,0.00927331559630025,0.19852505412381533,0.027743461465230712,1.2388837303067903e-18,-15.063867611337287,True,True,True,validated,0.041455205165553705,distance_to_blumen,320.2883553593638
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_02,0.1,0.04,0.03,0.015,0.03,0.015,0,0.15994140624999997,0.04997070312499999,0.009994140624999998,0.11282741542883234,0.0032596437213002205,0.06978312551485483,0.04727375519402616,1.2993230515346436e-18,-9.662663398578006,True,True,True,validated,0.04158644706992778,distance_to_blumen,346.098887605179
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_02,0.1,0.04,0.015,0.008,0.02625,0.014,1,0.15244873046874996,0.04930598958333333,0.009861197916666667,0.12032009121008236,0.0025949301796335603,0.05555280083046089,0.04935537911875542,1.2532577373801664e-18,-9.249139719518931,True,True,True,validated,0.04337236257022529,distance_to_blumen,348.9730183515894
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_02,0.1,0.04,0.015,0.015,0.02625,0.02625,1,0.15244873046874996,0.05351806640624999,0.010703613281249998,0.12032009121008236,0.006807007002550221,0.14572581074902938,0.04933466822659246,1.1769067222036244e-18,-9.18841307538878,True,True,True,validated,0.050147669358132634,distance_to_blumen,321.5822924173126
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_02,0.1,0.04,0.015,0.03,0.02625,0.0525,1,0.15244873046874996,0.053548828124999975,0.010709765624999996,0.12032009121008236,0.006837768721300208,0.14638436397267024,0.04933466880635618,1.1763045846746692e-18,-9.187962386476137,True,True,True,validated,0.050214584834529646,distance_to_blumen,321.39812363402444
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_01,0.05,0.025,0.1,0.03,0.1,0.03,0,0.22485351562500014,0.05970009765624999,0.011940019531249998,0.04791530605383218,0.012989038252550225,0.27807201160420314,0.025849916786205865,1.2277538564627769e-18,-15.313133997694239,True,True,True,validated,0.05459566570262586,distance_to_blumen,301.1921723501314
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_02,0.1,0.04,0.03,0.03,0.03,0.03,0,0.15994140624999997,0.05673828125,0.011347656250000001,0.11282741542883234,0.010027221846300234,0.21466483471590936,0.047213323156683355,1.1876582934102693e-18,-9.54174605398513,True,True,True,validated,0.05628633041993095,distance_to_blumen,304.9300028252616
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_02,0.1,0.04,0.06,0.015,0.06,0.015,0,0.21988281249999997,0.060751953125000015,0.012150390625000004,0.05288600917883235,0.014040893721300247,0.30059035056242234,0.02767579714769362,1.0232656552605747e-18,-14.560303788888685,True,True,True,validated,0.05913519311565967,distance_to_blumen,295.2129507026021
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_02,0.1,0.04,0.06,0.03,0.06,0.03,0,0.21988281249999997,0.060761718750000006,0.012152343750000003,0.05288600917883235,0.014050659346300239,0.3007994150778638,0.027675797910287406,1.0228351178962086e-18,-14.55932244665244,True,True,True,validated,0.059172293938913434,distance_to_blumen,295.16563095372163
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_01,0.05,0.025,0.03,0.015,0.091875,0.0459375,2,0.21267395019531246,0.061967517089843736,0.012393503417968748,0.06009487148351986,0.015256457686143969,0.32661339479137513,0.03026868566762297,7.031689075263158e-19,-13.608282146421793,True,True,True,validated,0.06454880116196324,distance_to_blumen,288.3124339531287
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_03,0.18,0.055,0.015,0.015,0.015,0.015,0,0.20997070312499996,0.062314453125,0.012462890625,0.06279811855383235,0.015603393721300235,0.33404067303308393,0.03122375178333248,6.047314931551683e-19,-13.288868940109955,True,True,True,validated,0.06617058094390195,distance_to_blumen,286.28614766565727
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_03,0.18,0.055,0.015,0.008,0.015,0.008,0,0.20997070312499996,0.06231770833333335,0.012463541666666671,0.06279811855383235,0.015606648929633586,0.3341103612048982,0.031223751807270102,6.046080390904057e-19,-13.288628280660063,True,True,True,validated,0.06618286262702924,distance_to_blumen,286.2712376716366
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_03,0.18,0.055,0.015,0.03,0.015,0.03,0,0.20997070312499996,0.06232421875,0.012464843750000001,0.06279811855383235,0.015613159346300233,0.33424973754852555,0.031223752019806667,6.044357424609475e-19,-13.288146997834854,True,True,True,validated,0.06620742684072756,distance_to_blumen,286.2414223628359
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_01,0.05,0.025,0.015,0.03,0.080390625,0.16078125,3,0.19545860290527337,0.0631421691894531,0.012628433837890621,0.07731021877355895,0.016431109785753337,0.3517605893659501,0.03618910517888717,6.523994058871537e-19,-11.847034964046284,True,True,True,validated,0.07107649728777136,distance_to_blumen,280.23034710975793
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_01,0.05,0.025,0.015,0.008,0.080390625,0.042875,3,0.19545860290527337,0.06317575683593753,0.012635151367187507,0.07731021877355895,0.01646469743223776,0.3524796406337482,0.03618910152907945,6.5272998647268445e-19,-11.845409763446748,True,True,True,validated,0.07120074964912301,distance_to_blumen,280.0818532077794
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_01,0.05,0.025,0.015,0.015,0.080390625,0.080390625,3,0.19545860290527337,0.06319897155761718,0.012639794311523437,0.07731021877355895,0.016487912153917414,0.3529766261865489,0.036189101867805586,6.52996413188585e-19,-11.844286761766512,True,True,True,validated,0.07128665037129789,distance_to_blumen,279.9793113008627
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_01,0.05,0.025,0.03,0.03,0.0525,0.0525,1,0.15364990234375003,0.029136513671875,0.005827302734375,0.11911891933508229,0.017574545731824768,0.376239502083157,0.049694017168798156,1.0971266492201033e-18,-8.874739931300905,True,True,True,validated,0.08173142509748522,distance_to_blumen,500.0
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_05,0.34,0.085,0.06,0.008,0.06,0.008,0,0.2952734375000001,0.06901562499999998,0.013803124999999998,0.022504615821167806,0.022304565596300216,0.47750074352913463,0.006773008375971262,8.70006593223471e-19,-23.13408911951009,True,True,True,validated,0.08956528018913744,distance_to_blumen,269.34083450824306
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_05,0.34,0.085,0.1,0.008,0.1,0.008,0,0.2952734375000001,0.06901562499999998,0.013803124999999998,0.022504615821167806,0.022304565596300216,0.47750074352913463,0.006773008375971262,8.70006593223471e-19,-23.13408911951009,True,True,True,validated,0.08956528018913744,distance_to_blumen,269.34083450824306
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_05,0.34,0.085,0.03,0.008,0.03,0.008,0,0.2952929687500001,0.06901562499999998,0.013803124999999998,0.022524147071167788,0.022304565596300216,0.47750074352913463,0.006773000594242403,8.710492911123077e-19,-23.13656839268689,True,True,True,validated,0.08956588161901712,distance_to_blumen,269.34301769714517
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_05,0.34,0.085,0.015,0.008,0.015,0.008,0,0.3100292968749999,0.06901562499999998,0.013803124999999998,0.0372604751961676,0.022304565596300216,0.47750074352913463,0.008145608406762614,1.4183307108554658e-18,-24.97762914715566,True,True,True,validated,0.09016634827908616,distance_to_blumen,270.9580282044891
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_01,0.05,0.025,0.06,0.008,0.06,0.008,0,0.16489257812499997,0.024984375000000003,0.004996875000000001,0.10787624355383235,0.021726684403699764,0.46512934369411657,0.04728349298438768,5.639802157344032e-19,-8.90067498953178,True,True,True,validated,0.0947541467348529,distance_to_blumen,500.0
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_01,0.05,0.025,0.06,0.015,0.06,0.015,0,0.16489257812499997,0.024970703124999993,0.004994140624999999,0.10787624355383235,0.021740356278699774,0.46542203401573506,0.047284655324171046,5.622085307727564e-19,-8.898685609589652,True,True,True,validated,0.09480430759516846,distance_to_blumen,500.0
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_01,0.05,0.025,0.03,0.008,0.0525,0.014,1,0.15364990234375003,0.024972656249999996,0.00499453125,0.11911891933508229,0.02173840315369977,0.46538022111264665,0.049928510329022346,4.118175385638809e-19,-8.354015916993603,True,True,True,validated,0.09643195565967945,distance_to_blumen,500.0
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_01,0.05,0.025,0.06,0.03,0.06,0.03,0,0.16489257812499997,0.02071,0.004142,0.10787624355383235,0.026001059403699768,0.5566360458448593,0.047663485055094344,1.1027604037250625e-19,-8.269327777947254,True,True,True,validated,0.11064559965239508,distance_to_blumen,500.0
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_00,0.0,0.015,0.06,0.03,0.06,0.03,0,0.08978515624999997,8.110721289866256e-06,1.6221442579732513e-06,0.18298366542883235,0.0467029486824099,0.9998263640047259,0.015440559300261975,1.0614912340653935e-26,-5.010004716643657,True,True,True,validated,0.19748497872571455,distance_to_blumen,500.0
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_00,0.0,0.015,0.06,0.015,0.06,0.015,0,0.08904296874999998,1.051193978266461e-05,2.102387956532922e-06,0.18372585292883234,0.0467005474639171,0.9997749582236657,0.04185746896072439,1.33317492982351e-28,-5.019815566640533,True,True,True,validated,0.19756029153549678,distance_to_blumen,500.0
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_00,0.0,0.015,0.03,0.015,0.03,0.015,0,0.044560546874999996,9.560745804398152e-06,1.9121491608796305e-06,0.22820827480383232,0.04670149865789537,0.9997953215806611,0.04070791027678037,3.69721088694013e-23,-5.0176756810313465,True,True,True,validated,0.20316534934552638,distance_to_blumen,500.0
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_00,0.0,0.015,0.015,0.015,0.015,0.015,0,0.02242675781249999,5.755969891332304e-06,1.151193978266461e-06,0.25034206386633234,0.04670530343380844,0.9998767750086422,0.04949036116155753,1.2621774483536189e-27,-4.981535859220658,True,True,True,validated,0.20634772023640244,distance_to_blumen,500.0
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_04,0.26,0.07,0.015,0.03,0.08039062500000001,0.16078125000000001,3,0.28997070312499995,0.04798828125000001,0.009597656250000003,0.017201881446167633,0.0012772218463002402,0.02734302888020299,0.0014213965794864349,0.7909010289745813,-29.99999281439142,True,False,False,spectral_only,0.007896142042950232,distance_to_blumen,386.2593910191887
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_04,0.26,0.07,0.015,0.015,0.08039062500000001,0.08039062500000001,3,0.28997070312499995,0.047998046875000006,0.009599609375000002,0.017201881446167633,0.0012869874713002383,0.027552093395644586,0.0014213973540310111,0.7807880759391131,-29.99999281439142,True,False,False,spectral_only,0.007921471887744176,distance_to_blumen,386.1808955628835
0.2,1.3,0.2727688216788323,0.04671105940369977,True,blumen,0.2727688216788323,0.04671105940369977,0.1,0.015,0.5359375000000001,0.08039062500000001,3,0.2940510941781432,0.047932340122096566,0.009586468024419315,0.02128227249931086,0.0012212807183967986,0.026145429668847687,5.183655269716143e-05,3.139492131349961,-29.99999281439142,True,False,False,spectral_only,0.008907804332442025,distance_to_blumen,387.3764737934375
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_04,0.26,0.07,0.06,0.015,0.32156250000000003,0.08039062500000001,3,0.29409423828125003,0.04795837402343751,0.009591674804687502,0.021325416602417713,0.0012473146197377397,0.026702768801662967,3.653289341811412e-05,3.11502822742405,-29.99999281439142,True,False,False,spectral_only,0.008977886212519708,distance_to_blumen,387.17343808691146
0.2,1.3,0.2727688216788323,0.04671105940369977,True,blumen,0.2727688216788323,0.04671105940369977,0.1,0.03,0.5359375000000001,0.16078125000000001,3,0.2940510941781432,0.047964956825267954,0.009592991365053592,0.02128227249931086,0.001253897421568187,0.026843694781815877,5.082268391414764e-05,3.0696208322924083,-29.99999281439142,True,False,False,spectral_only,0.008980016282617402,distance_to_blumen,387.1133566596235
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_04,0.26,0.07,0.1,0.03,0.5359375000000001,0.16078125000000001,3,0.2941796875,0.047949218750000015,0.009589843750000004,0.02141086582116769,0.001238159346300248,0.02650677081843661,9.359375592050753e-06,3.197517533620839,-29.99999281439142,True,False,False,spectral_only,0.008982521975078393,distance_to_blumen,387.2611569867386
0.2,1.3,0.2727688216788323,0.04671105940369977,True,blumen,0.2727688216788323,0.04671105940369977,0.1,0.008,0.5359375000000001,0.042875,3,0.2940510941781432,0.047967162919324756,0.009593432583864952,0.02128227249931086,0.0012561035156249886,0.02689092329868028,5.083663937991636e-05,3.0649268720802834,-29.99999281439142,True,False,False,spectral_only,0.008984947924527743,distance_to_blumen,387.0955731483839
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_02,0.1,0.04,0.1,0.03,0.5359375000000001,0.16078125000000001,3,0.2942057291666667,0.047949218750000015,0.009589843750000004,0.02143690748783439,0.001238159346300248,0.02650677081843661,4.631168338532375e-06,3.2167792983227788,-29.99999281439142,True,False,False,spectral_only,0.008990127356880538,distance_to_blumen,387.2653859332241
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_03,0.18,0.055,0.06,0.015,0.32156250000000003,0.08039062500000001,3,0.29404754638671854,0.047971389770507813,0.009594277954101563,0.02127872470788622,0.0012603303668080462,0.026981412601149897,5.2068818673035285e-05,3.0533837266520916,-29.99999281439142,True,False,False,spectral_only,0.008993385206486043,distance_to_blumen,387.06092862769265
0.2,1.3,0.2727688216788323,0.04671105940369977,True,blumen,0.2727688216788323,0.04671105940369977,0.06,0.015,0.32156250000000003,0.08039062500000001,3,0.2941653060538323,0.047958617997449764,0.009591723599489954,0.02139648437499997,0.0012475585937499964,0.026707991847669012,1.3003786360352264e-05,3.16652002517616,-29.99999281439142,True,False,False,spectral_only,0.008999117079447831,distance_to_blumen,387.18301122834623
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_04,0.26,0.07,0.06,0.03,0.32156250000000003,0.16078125000000001,3,0.29409423828125003,0.047968969726562505,0.009593793945312502,0.021325416602417713,0.0012579103228627375,0.026929603800917096,3.655043934324327e-05,3.0923389656286355,-29.99999281439142,True,False,False,spectral_only,0.009001508471417534,distance_to_blumen,387.08801514838467
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_04,0.26,0.07,0.1,0.015,0.5359375000000001,0.08039062500000001,3,0.2941796875,0.04795898437500001,0.009591796875000003,0.02141086582116769,0.001247924971300246,0.026715835333878207,8.26147186110296e-06,3.176302187631587,-29.99999281439142,True,False,False,spectral_only,0.009004118596919481,distance_to_blumen,387.18239186240095
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_02,0.1,0.04,0.1,0.015,0.5359375000000001,0.08039062500000001,3,0.2942057291666667,0.047958984375,0.009591796875000001,0.02143690748783439,0.0012479249713002322,0.026715835333877908,1.4514210935124689e-06,3.1954950721088635,-29.99999281439142,True,False,False,spectral_only,0.0090117057523843,distance_to_blumen,387.1866199375303
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_04,0.26,0.07,0.03,0.03,0.16078125000000001,0.16078125000000001,3,0.29415405273437506,0.047968969726562505,0.009593793945312502,0.02138523105554274,0.0012579103228627375,0.026929603800917096,1.676469812225758e-05,3.1359226260862947,-29.99999281439142,True,False,False,spectral_only,0.009018875053461797,distance_to_blumen,387.0977262750065
0.2,1.3,0.2727688216788323,0.04671105940369977,True,blumen,0.2727688216788323,0.04671105940369977,0.015,0.008,0.08039062500000001,0.042875,3,0.2941749190909417,0.047967162919324756,0.009593432583864952,0.02140609741210936,0.0012561035156249886,0.02689092329868028,9.822048516801482e-06,3.1550981492767227,-29.99999281439142,True,False,False,spectral_only,0.009020909597013755,distance_to_blumen,387.1156780167813
0.2,1.3,0.2727688216788323,0.04671105940369977,True,blumen,0.2727688216788323,0.04671105940369977,0.03,0.008,0.16078125000000001,0.042875,3,0.2941946029288323,0.0479662677370331,0.009593253547406621,0.021425781249999998,0.0012552083333333339,0.02687175905143172,3.3679434510712043e-06,3.1714877393464342,-29.99999281439142,True,False,False,spectral_only,0.009024639598193683,distance_to_blumen,387.1260897477892
0.2,1.3,0.2727688216788323,0.04671105940369977,True,blumen,0.2727688216788323,0.04671105940369977,0.06,0.008,0.32156250000000003,0.042875,3,0.2941823958975822,0.04797115054953311,0.009594230109906622,0.021413574218749898,0.0012600911458333433,0.026976291309152738,7.724879567573912e-06,3.1519675817098394,-29.99999281439142,True,False,False,spectral_only,0.009031974719495477,distance_to_blumen,387.08474950801144
0.2,1.3,0.2727688216788323,0.04671105940369977,True,blumen,0.2727688216788323,0.04671105940369977,0.03,0.015,0.16078125000000001,0.08039062500000001,3,0.2941946029288323,0.04797082502869977,0.009594165005739955,0.021425781249999998,0.001259765625000006,0.026969322491971266,4.0987575371384374e-06,3.161623734924948,-29.99999281439142,True,False,False,spectral_only,0.009034794042759402,distance_to_blumen,387.08935460392115
0.2,1.3,0.2727688216788323,0.04671105940369977,True,blumen,0.2727688216788323,0.04671105940369977,0.015,0.015,0.08039062500000001,0.08039062500000001,3,0.2942043685538323,0.04797082502869977,0.009594165005739955,0.02143554687499999,0.001259765625000006,0.026969322491971266,2.5611060813461665e-06,3.168795237153675,-29.99999281439142,True,False,False,spectral_only,0.009037631212498157,distance_to_blumen,387.0909397068424
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_03,0.18,0.055,0.1,0.008,0.5359375000000001,0.042875,3,0.2942508951822917,0.0479658203125,0.0095931640625,0.021482073503459376,0.0012547609088002301,0.02686218049468701,1.549374676663158e-05,3.2139801800525403,-29.99999281439142,True,False,False,spectral_only,0.009040024090567166,distance_to_blumen,387.13883413451686
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_05,0.34,0.085,0.1,0.03,0.5359375000000001,0.16078125000000001,3,0.293975118001302,0.048004644775390626,0.009600928955078126,0.021206296322469675,0.0012935853716908585,0.02769334260888974,7.728029584736648e-05,2.931859275979895,-29.99999281439142,True,False,False,spectral_only,0.009047812872562027,distance_to_blumen,386.78134916901126
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_03,0.18,0.055,0.1,0.015,0.5359375000000001,0.08039062500000001,3,0.2942508951822917,0.047971801757812495,0.0095943603515625,0.021482073503459376,0.0012607423541127274,0.026990232510394955,1.5734034643013524e-05,3.200943884301984,-29.99999281439142,True,False,False,spectral_only,0.009053329612979031,distance_to_blumen,387.09061863756096
0.2,1.3,0.2727688216788323,0.04671105940369977,True,blumen,0.2727688216788323,0.04671105940369977,0.03,0.03,0.16078125000000001,0.16078125000000001,3,0.2941946029288323,0.04798059065369976,0.009596118130739953,0.021425781249999998,0.0012695312499999903,0.027178387007412565,6.624061986474533e-06,3.140544825283218,-29.99999281439142,True,False,False,spectral_only,0.009056638782230354,distance_to_blumen,387.01065995037993
0.2,1.3,0.2727688216788323,0.04671105940369977,True,blumen,0.2727688216788323,0.04671105940369977,0.015,0.03,0.08039062500000001,0.16078125000000001,3,0.2942043685538323,0.04798059065369976,0.009596118130739953,0.02143554687499999,0.0012695312499999903,0.027178387007412565,5.79969017221575e-06,3.147690546862296,-29.99999281439142,True,False,False,spectral_only,0.009059469110816539,distance_to_blumen,387.012244726841
0.2,1.3,0.2727688216788323,0.04671105940369977,True,blumen,0.2727688216788323,0.04671105940369977,0.06,0.03,0.32156250000000003,0.16078125000000001,3,0.2942141341788323,0.04798059065369976,0.009596118130739953,0.02144531249999998,0.0012695312499999903,0.027178387007412565,6.6613843807167745e-06,3.154844128203607,-29.99999281439142,True,False,False,spectral_only,0.009062299844570356,distance_to_blumen,387.0138294611802
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_05,0.34,0.085,0.06,0.03,0.32156250000000003,0.16078125000000001,3,0.29426757812500004,0.0479833984375,0.0095966796875,0.02149875644616772,0.0012723390338002308,0.02723849662248197,2.205023023473972e-05,3.188031193387285,-29.99999281439142,True,False,False,spectral_only,0.0090840861202728,distance_to_blumen,386.9998806031254
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_03,0.18,0.055,0.06,0.03,0.32156250000000003,0.16078125000000001,3,0.29422851562499996,0.0479931640625,0.0095986328125,0.021459693946167646,0.0012821046588002358,0.027447561137923713,1.281085586675156e-05,3.138255438167957,-29.99999281439142,True,False,False,spectral_only,0.009094734167094515,distance_to_blumen,386.91488817936124
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_04,0.26,0.07,0.03,0.015,0.16078125000000001,0.08039062500000001,3,0.29422882080078133,0.04799535217285158,0.009599070434570317,0.021459999121949014,0.001284292769151811,0.027494404655915128,1.3444290169224933e-05,3.1337689902516335,-29.99999281439142,True,False,False,spectral_only,0.009099760604202808,distance_to_blumen,386.89731854524643
0.2,1.3,0.2727688216788323,0.04671105940369977,True,generic_03,0.18,0.055,0.1,0.03,0.5359375000000001,0.16078125000000001,3,0.29427408854166665,0.0479931640625,0.0095986328125,0.021505266862834327,0.0012821046588002358,0.027447561137923713,2.5210309214110426e-05,3.1716418770564863,-29.99999281439142,True,False,False,spectral_only,0.009107911357495033,distance_to_blumen,386.92228079961785
