path,reason
assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_fields.csv,missing_alpha_mach_or_ci
assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_fields.csv,missing_alpha_mach_or_ci
assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_v2_fields.csv,missing_alpha_mach_or_ci
assets/classic_supersonic/shooting/supersonic_shooting_mode_structure_a020_m120_130_profiles.csv,excluded_by_path
assets/classic_supersonic/shooting/supersonic_shooting_point_batch_M140_blumen_neutral_fields.csv,missing_alpha_mach_or_ci
assets/classic_supersonic/shooting/supersonic_shooting_point_batch_M140_branch_guided_bigbox_fields.csv,missing_alpha_mach_or_ci
assets/classic_supersonic/shooting/supersonic_shooting_point_batch_M140_branch_guided_fields.csv,missing_alpha_mach_or_ci
assets/classic_supersonic/shooting/supersonic_shooting_point_batch_M140_branch_guided_map35_fields.csv,missing_alpha_mach_or_ci
assets/classic_supersonic/shooting/supersonic_shooting_point_batch_M140_branch_guided_match05_fields.csv,missing_alpha_mach_or_ci
assets/classic_supersonic/shooting/supersonic_shooting_point_batch_M140_branch_guided_reconfirm_fields.csv,missing_alpha_mach_or_ci
assets/classic_supersonic/shooting/supersonic_shooting_point_batch_M140_fields.csv,missing_alpha_mach_or_ci
assets/classic_supersonic/shooting/supersonic_shooting_point_batch_core_v2_fields.csv,missing_alpha_mach_or_ci
assets/classic_supersonic/shooting/supersonic_shooting_point_batch_fields.csv,missing_alpha_mach_or_ci
assets/classic_supersonic/shooting/supersonic_shooting_visual_validation_a020_m120_130_fields.csv,missing_alpha_mach_or_ci
assets/classic_supersonic/validated_modal_points/backups_20260630_112328/supersonic_validated_modal_points.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/backups_20260630_112616/supersonic_validated_modal_points.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/backups_20260630_112622/supersonic_validated_modal_points.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/backups_20260630_113009/supersonic_validated_modal_points.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_candidate_summaries_normalized.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/all_modal_fields_candidates_normalized.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/blumen_ci_points_FIXED.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/blumen_ci_points_used.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/curated_strict/final23/diagnostics/final23_reference_table.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/curated_strict/final23/supersonic_reference_core_local_modal_FINAL23.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/curated_strict/final23/supersonic_reference_core_local_modal_QUARANTINE_M14_highalpha.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/curated_strict/final23/supersonic_reference_core_local_modal_fields_FINAL23.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/curated_strict/final23/supersonic_reference_core_local_modal_fields_QUARANTINE_M14_highalpha.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/curated_strict/final23/supersonic_reference_core_local_spectral_FINAL23.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/curated_strict/final23/supersonic_reference_core_local_spectral_QUARANTINE_M14_highalpha.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/curated_strict/supersonic_reference_core_local_modal_CURATED.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/curated_strict/supersonic_reference_core_local_modal_fields_CURATED.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/curated_strict/supersonic_reference_core_local_modal_fields_CURATED_SINGLE_SOURCE.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/curated_strict/supersonic_reference_core_local_spectral_CURATED.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/curated_strict/validation_keep_decisions.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/high_mach_candidate_inventory_M155plus.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/high_mach_triage/high_mach_selected_for_visual_review.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/high_mach_triage/high_mach_triage_all_field_groups.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/modal_points_missing_fields.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/supersonic_reference_core_local_modal_REBUILT.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/supersonic_reference_core_local_modal_fields_REBUILT.csv,excluded_by_path
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/supersonic_reference_core_local_spectral_REBUILT.csv,excluded_by_path
