checkpoint_path,chart_id,size_MiB,load_status,architecture_input_dim,architecture_output_dim,hidden_linear_layers,n_anchors,field_family,mach_min,mach_max,eta_min,eta_max,ymax,width,depth,n_freq,epochs,lr,amp_mask_frac,ci_idw_eta_scale,ci_idw_mach_scale,ci_idw_power,output_dir,args_json
pinn_subsonic/models/HM1_NEUTRAL1/model_state.pt,HM1_NEUTRAL1,3.089693069458008,ok,31,4,7,20,pq_or_unspecified,0.7,0.85,0.65,0.8,60.0,256,7,12,25000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM1_NEUTRAL1_M0.70_0.85_eta0.65_0.80_ciIDW_EVALFIX,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.65,0.70,0.7375,0.775,0.80"", ""anchor_mach_values"": ""0.70,0.75,0.80,0.85"", ""central_ymax"": 16.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 25000, ""eta_max"": 0.8, ""eta_min"": 0.65, ""eval_eta_values"": ""0.675,0.725,0.775"", ""eval_mach_values"": ""0.71,0.75,0.80,0.84"", ""lr"": 0.0002, ""mach_max"": 0.85, ""mach_min"": 0.7, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM1_NEUTRAL1_M0.70_0.85_eta0.65_0.80_ciIDW_EVALFIX"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 60.0}"
pinn_subsonic/models/HM1_NEUTRAL2/model_state.pt,HM1_NEUTRAL2,3.089693069458008,ok,31,4,7,20,pq_or_unspecified,0.7,0.85,0.8,0.92,55.0,256,7,12,25000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM1_NEUTRAL2_M0.70_0.85_eta0.80_0.92_ciIDW_EVALFIX,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.80,0.83,0.86,0.89,0.92"", ""anchor_mach_values"": ""0.70,0.75,0.80,0.85"", ""central_ymax"": 14.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 25000, ""eta_max"": 0.92, ""eta_min"": 0.8, ""eval_eta_values"": ""0.825,0.860,0.895"", ""eval_mach_values"": ""0.71,0.75,0.80,0.84"", ""lr"": 0.0002, ""mach_max"": 0.85, ""mach_min"": 0.7, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM1_NEUTRAL2_M0.70_0.85_eta0.80_0.92_ciIDW_EVALFIX"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 55.0}"
pinn_subsonic/models/HM1_NEUTRAL3/model_state.pt,HM1_NEUTRAL3,3.089693069458008,ok,31,4,7,20,pq_or_unspecified,0.7,0.85,0.92,0.98,50.0,256,7,12,25000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM1_NEUTRAL3_M0.70_0.85_eta0.92_0.98_ciIDW_EVALFIX,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.92,0.935,0.95,0.965,0.98"", ""anchor_mach_values"": ""0.70,0.75,0.80,0.85"", ""central_ymax"": 14.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 25000, ""eta_max"": 0.98, ""eta_min"": 0.92, ""eval_eta_values"": ""0.935,0.955,0.975"", ""eval_mach_values"": ""0.71,0.75,0.80,0.84"", ""lr"": 0.0002, ""mach_max"": 0.85, ""mach_min"": 0.7, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM1_NEUTRAL3_M0.70_0.85_eta0.92_0.98_ciIDW_EVALFIX"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 50.0}"
pinn_subsonic/models/HM1_VLOW_EXTREME/model_state.pt,HM1_VLOW_EXTREME,3.081880569458008,ok,27,4,7,20,pQscaled,0.7,0.85,0.05,0.12,220.0,256,7,12,30000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_HM1_VLOW_EXTREME_M0.70_0.85_eta0.05_0.12_ciIDW,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.05,0.07,0.09,0.105,0.12"", ""anchor_mach_values"": ""0.70,0.75,0.80,0.85"", ""central_ymax"": 55.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 30000, ""eta_max"": 0.12, ""eta_min"": 0.05, ""eval_eta_values"": ""0.25 0.45 0.65 0.80"", ""eval_mach_values"": ""0.1 0.3 0.5 0.7 0.9"", ""lr"": 0.0002, ""mach_max"": 0.85, ""mach_min"": 0.7, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_HM1_VLOW_EXTREME_M0.70_0.85_eta0.05_0.12_ciIDW"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 220.0}"
pinn_subsonic/models/HM1_VLOW_MOD/model_state.pt,HM1_VLOW_MOD,3.081880569458008,ok,27,4,7,20,pQscaled,0.7,0.85,0.12,0.25,120.0,256,7,12,30000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_HM1_VLOW_MOD_M0.70_0.85_eta0.12_0.25_ciIDW,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.12,0.15,0.18,0.215,0.25"", ""anchor_mach_values"": ""0.70,0.75,0.80,0.85"", ""central_ymax"": 30.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 30000, ""eta_max"": 0.25, ""eta_min"": 0.12, ""eval_eta_values"": ""0.25 0.45 0.65 0.80"", ""eval_mach_values"": ""0.1 0.3 0.5 0.7 0.9"", ""lr"": 0.0002, ""mach_max"": 0.85, ""mach_min"": 0.7, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_HM1_VLOW_MOD_M0.70_0.85_eta0.12_0.25_ciIDW"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 120.0}"
pinn_subsonic/models/HM2_HIGH/model_state.pt,HM2_HIGH,3.089693069458008,ok,31,4,7,20,pq_or_unspecified,0.85,0.98,0.55,0.65,80.0,256,7,12,25000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM2_HIGH_M0.85_0.98_eta0.55_0.65_ciIDW_EVALFIX,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.55,0.575,0.60,0.625,0.65"", ""anchor_mach_values"": ""0.85,0.90,0.94,0.98"", ""central_ymax"": 22.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 25000, ""eta_max"": 0.65, ""eta_min"": 0.55, ""eval_eta_values"": ""0.575,0.600,0.625"", ""eval_mach_values"": ""0.86,0.90,0.94,0.97"", ""lr"": 0.0002, ""mach_max"": 0.98, ""mach_min"": 0.85, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM2_HIGH_M0.85_0.98_eta0.55_0.65_ciIDW_EVALFIX"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 80.0}"
pinn_subsonic/models/HM2_LOW/model_state.pt,HM2_LOW,3.089509963989258,ok,31,4,7,16,pq_or_unspecified,0.85,0.98,0.25,0.4,120.0,256,7,12,25000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM2_LOW_M0.85_0.98_eta0.25_0.40_ciIDW_EVALFIX,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.25,0.30,0.35,0.40"", ""anchor_mach_values"": ""0.85,0.90,0.94,0.98"", ""central_ymax"": 30.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 25000, ""eta_max"": 0.4, ""eta_min"": 0.25, ""eval_eta_values"": ""0.275,0.325,0.375"", ""eval_mach_values"": ""0.86,0.90,0.94,0.97"", ""lr"": 0.0002, ""mach_max"": 0.98, ""mach_min"": 0.85, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM2_LOW_M0.85_0.98_eta0.25_0.40_ciIDW_EVALFIX"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 120.0}"
pinn_subsonic/models/HM2_MID/model_state.pt,HM2_MID,3.089693069458008,ok,31,4,7,20,pq_or_unspecified,0.85,0.98,0.35,0.55,120.0,256,7,12,25000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM2_MID_M0.85_0.98_eta0.35_0.55_ciIDW_EVALFIX,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.35,0.40,0.45,0.50,0.55"", ""anchor_mach_values"": ""0.85,0.90,0.94,0.98"", ""central_ymax"": 30.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 25000, ""eta_max"": 0.55, ""eta_min"": 0.35, ""eval_eta_values"": ""0.375,0.425,0.475,0.525"", ""eval_mach_values"": ""0.86,0.90,0.94,0.97"", ""lr"": 0.0002, ""mach_max"": 0.98, ""mach_min"": 0.85, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM2_MID_M0.85_0.98_eta0.35_0.55_ciIDW_EVALFIX"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 120.0}"
pinn_subsonic/models/HM2_NEUTRAL1/model_state.pt,HM2_NEUTRAL1,3.089693069458008,ok,31,4,7,20,pq_or_unspecified,0.85,0.98,0.65,0.8,80.0,256,7,12,25000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM2_NEUTRAL1_M0.85_0.98_eta0.65_0.80_ciIDW_EVALFIX,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.65,0.70,0.7375,0.775,0.80"", ""anchor_mach_values"": ""0.85,0.90,0.94,0.98"", ""central_ymax"": 22.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 25000, ""eta_max"": 0.8, ""eta_min"": 0.65, ""eval_eta_values"": ""0.675,0.725,0.775"", ""eval_mach_values"": ""0.86,0.90,0.94,0.97"", ""lr"": 0.0002, ""mach_max"": 0.98, ""mach_min"": 0.85, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM2_NEUTRAL1_M0.85_0.98_eta0.65_0.80_ciIDW_EVALFIX"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 80.0}"
pinn_subsonic/models/HM2_NEUTRAL2/model_state.pt,HM2_NEUTRAL2,3.089693069458008,ok,31,4,7,20,pq_or_unspecified,0.85,0.98,0.8,0.92,70.0,256,7,12,25000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM2_NEUTRAL2_M0.85_0.98_eta0.80_0.92_ciIDW_EVALFIX,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.80,0.83,0.86,0.89,0.92"", ""anchor_mach_values"": ""0.85,0.90,0.94,0.98"", ""central_ymax"": 18.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 25000, ""eta_max"": 0.92, ""eta_min"": 0.8, ""eval_eta_values"": ""0.825,0.860,0.895"", ""eval_mach_values"": ""0.86,0.90,0.94,0.97"", ""lr"": 0.0002, ""mach_max"": 0.98, ""mach_min"": 0.85, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM2_NEUTRAL2_M0.85_0.98_eta0.80_0.92_ciIDW_EVALFIX"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 70.0}"
pinn_subsonic/models/HM2_NEUTRAL3/model_state.pt,HM2_NEUTRAL3,3.089693069458008,ok,31,4,7,20,pq_or_unspecified,0.85,0.98,0.92,0.98,60.0,256,7,12,25000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM2_NEUTRAL3_M0.85_0.98_eta0.92_0.98_ciIDW_EVALFIX,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.92,0.935,0.95,0.965,0.98"", ""anchor_mach_values"": ""0.85,0.90,0.94,0.98"", ""central_ymax"": 16.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 25000, ""eta_max"": 0.98, ""eta_min"": 0.92, ""eval_eta_values"": ""0.935,0.955,0.975"", ""eval_mach_values"": ""0.86,0.90,0.94,0.97"", ""lr"": 0.0002, ""mach_max"": 0.98, ""mach_min"": 0.85, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM2_NEUTRAL3_M0.85_0.98_eta0.92_0.98_ciIDW_EVALFIX"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 60.0}"
pinn_subsonic/models/HM2_VLOW_EXTREME/model_state.pt,HM2_VLOW_EXTREME,3.081880569458008,ok,27,4,7,20,pQscaled,0.85,0.98,0.05,0.12,260.0,256,7,12,30000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_HM2_VLOW_EXTREME_M0.85_0.98_eta0.05_0.12_ciIDW,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.05,0.07,0.09,0.105,0.12"", ""anchor_mach_values"": ""0.85,0.90,0.94,0.98"", ""central_ymax"": 65.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 30000, ""eta_max"": 0.12, ""eta_min"": 0.05, ""eval_eta_values"": ""0.25 0.45 0.65 0.80"", ""eval_mach_values"": ""0.1 0.3 0.5 0.7 0.9"", ""lr"": 0.0002, ""mach_max"": 0.98, ""mach_min"": 0.85, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_HM2_VLOW_EXTREME_M0.85_0.98_eta0.05_0.12_ciIDW"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 260.0}"
pinn_subsonic/models/HM2_VLOW_MOD/model_state.pt,HM2_VLOW_MOD,3.081880569458008,ok,27,4,7,20,pQscaled,0.85,0.98,0.12,0.25,160.0,256,7,12,30000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_HM2_VLOW_MOD_M0.85_0.98_eta0.12_0.25_ciIDW,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.12,0.15,0.18,0.215,0.25"", ""anchor_mach_values"": ""0.85,0.90,0.94,0.98"", ""central_ymax"": 40.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 30000, ""eta_max"": 0.25, ""eta_min"": 0.12, ""eval_eta_values"": ""0.25 0.45 0.65 0.80"", ""eval_mach_values"": ""0.1 0.3 0.5 0.7 0.9"", ""lr"": 0.0002, ""mach_max"": 0.98, ""mach_min"": 0.85, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_HM2_VLOW_MOD_M0.85_0.98_eta0.12_0.25_ciIDW"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 160.0}"
pinn_subsonic/models/LMEDGE_HIGH/model_state.pt,LMEDGE_HIGH,3.089937210083008,ok,31,4,7,25,pq_or_unspecified,0.02,0.06,0.55,0.65,40.0,256,7,12,40000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pq2d_FULLRECT_LMEDGE_HIGH_ciIDW_EVALFIX,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.55,0.575,0.60,0.625,0.65"", ""anchor_mach_values"": ""0.02,0.03,0.04,0.05,0.06"", ""central_ymax"": 10.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 40000, ""eta_max"": 0.65, ""eta_min"": 0.55, ""eval_eta_values"": ""0.5625,0.5875,0.6125,0.6375"", ""eval_mach_values"": ""0.025,0.035,0.045,0.055"", ""lr"": 0.0002, ""mach_max"": 0.06, ""mach_min"": 0.02, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pq2d_FULLRECT_LMEDGE_HIGH_ciIDW_EVALFIX"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 40.0}"
pinn_subsonic/models/LMEDGE_LOW/model_state.pt,LMEDGE_LOW,3.089937210083008,ok,31,4,7,25,pq_or_unspecified,0.02,0.06,0.12,0.4,100.0,256,7,12,40000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pq2d_FULLRECT_LMEDGE_LOW_ciIDW_EVALFIX,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.12,0.19,0.26,0.33,0.40"", ""anchor_mach_values"": ""0.02,0.03,0.04,0.05,0.06"", ""central_ymax"": 25.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 40000, ""eta_max"": 0.4, ""eta_min"": 0.12, ""eval_eta_values"": ""0.155,0.225,0.295,0.365"", ""eval_mach_values"": ""0.025,0.035,0.045,0.055"", ""lr"": 0.0002, ""mach_max"": 0.06, ""mach_min"": 0.02, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pq2d_FULLRECT_LMEDGE_LOW_ciIDW_EVALFIX"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 100.0}"
pinn_subsonic/models/LMEDGE_MID/model_state.pt,LMEDGE_MID,3.089937210083008,ok,31,4,7,25,pq_or_unspecified,0.02,0.06,0.35,0.55,80.0,256,7,12,40000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pq2d_FULLRECT_LMEDGE_MID_ciIDW_EVALFIX,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.35,0.40,0.45,0.50,0.55"", ""anchor_mach_values"": ""0.02,0.03,0.04,0.05,0.06"", ""central_ymax"": 20.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 40000, ""eta_max"": 0.55, ""eta_min"": 0.35, ""eval_eta_values"": ""0.375,0.425,0.475,0.525"", ""eval_mach_values"": ""0.025,0.035,0.045,0.055"", ""lr"": 0.0002, ""mach_max"": 0.06, ""mach_min"": 0.02, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pq2d_FULLRECT_LMEDGE_MID_ciIDW_EVALFIX"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 80.0}"
pinn_subsonic/models/LMEDGE_NEUTRAL1/model_state.pt,LMEDGE_NEUTRAL1,3.089998245239258,ok,31,4,7,25,pq_or_unspecified,0.02,0.06,0.65,0.8,35.0,256,7,12,40000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pq2d_FULLRECT_LMEDGE_NEUTRAL1_ciIDW_EVALFIX,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.65,0.6875,0.725,0.7625,0.80"", ""anchor_mach_values"": ""0.02,0.03,0.04,0.05,0.06"", ""central_ymax"": 9.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 40000, ""eta_max"": 0.8, ""eta_min"": 0.65, ""eval_eta_values"": ""0.66875,0.70625,0.74375,0.78125"", ""eval_mach_values"": ""0.025,0.035,0.045,0.055"", ""lr"": 0.0002, ""mach_max"": 0.06, ""mach_min"": 0.02, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pq2d_FULLRECT_LMEDGE_NEUTRAL1_ciIDW_EVALFIX"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 35.0}"
