stage,dataset,source_id,chart,Mach,alpha,n_xi,xi_boundary,mapping_scale,cr_pred,ci_pred,r_kappa_abs_median,r_kappa_abs_p90,r_kappa_abs_p95,r_kappa_abs_max,r_q_abs_median,r_q_abs_p90,r_q_abs_p95,r_q_abs_max,r_logamp_abs_median,r_logamp_abs_p90,r_logamp_abs_p95,r_logamp_abs_max,r_kappa_normalized_rms,r_q_normalized_rms,r_logamp_normalized_rms,bc_kappa_rmse,bc_q_rmse,bc_kappa_max_abs,bc_q_max_abs,reference_ci
joint,V64,6,C01,1.0,0.155,256,0.9850000143051147,3.0,0.003210008144378662,0.06000470742583275,0.008517032489180565,0.02429749257862568,0.03025438217446208,0.04560248553752899,0.0077916341833770275,0.025915948674082756,0.028619519900530577,0.03854946419596672,0.00640688743442297,0.01587134739384055,0.01824002992361784,0.0331035815179348,0.013957996582118009,0.01374030338065328,0.009969533776760192,0.001927274336072153,0.0031004833524546694,0.002245131880044937,0.003332238644361496,0.0355397248680497
joint,V64,7,C01,1.0,0.18,256,0.9850000143051147,3.0,-0.0006878077983856201,0.07666624337434769,0.009520689491182566,0.028813067823648453,0.03450232371687889,0.060766901820898056,0.00991318840533495,0.027038149535655975,0.03229253739118576,0.0648617297410965,0.0065523008815944195,0.018152592703700066,0.02150382613763213,0.04044860973954201,0.015736165817719108,0.016085579207655645,0.010888045166245405,0.0022151568594962253,0.0017890254050616859,0.0030133649706840515,0.002428591251373291,0.0641392460321991
joint,V64,8,C01,1.05,0.14,256,0.9850000143051147,3.0,0.05741432309150696,0.10696999728679657,0.006367112509906292,0.015193772036582232,0.017156540881842375,0.038837213069200516,0.006428236607462168,0.016809708438813686,0.01971606770530343,0.026468632742762566,0.0038221320137381554,0.01538685942068696,0.01893243845552206,0.0318462997674942,0.009154661078636916,0.009523917156373015,0.008499417737234241,0.003758711297424919,0.001363782782356656,0.004081506282091141,0.0018779188394546509,0.1272560731093161
joint,V64,9,C01,1.15,0.175,256,0.9850000143051147,3.0,0.18874870240688324,0.06863578408956528,0.004847063682973385,0.013071630615741014,0.01592189585790038,0.0332648828625679,0.006331689190119505,0.014652625191956758,0.019211651757359505,0.03469112887978554,0.00444116210564971,0.020176218822598457,0.023308676667511463,0.05320359766483307,0.007600541631445591,0.008950067974871486,0.010921996900773714,0.0025927794115678834,0.0010476315838865383,0.0036016851663589478,0.0014712661504745483,0.0858418261519786
joint,V64,10,C01,1.15,0.2,256,0.9850000143051147,3.0,0.20869219303131104,0.0646483451128006,0.007004319224506617,0.016591539606451988,0.01947277458384633,0.030923208221793175,0.00734430318698287,0.017497671768069267,0.021694698836654425,0.031243927776813507,0.004216285888105631,0.017868315801024437,0.024243426509201527,0.08459500223398209,0.009516798908405033,0.01013657985931586,0.011095928172229985,0.00227759170931869,0.0023641102536981285,0.0029238760471343994,0.0028727203607559204,0.0722196863696432
joint,V64,11,C01,1.2,0.19,256,0.9850000143051147,3.0,0.24428775906562805,0.06646624952554703,0.0072302850894629955,0.017666323110461235,0.021830678917467594,0.040783122181892395,0.006962553597986698,0.015937582589685917,0.01930508390069008,0.030723853036761284,0.004679837729781866,0.023126264102756977,0.028721473179757595,0.04055582359433174,0.010656156584123623,0.009632408968392674,0.011894458526238676,0.005294923993888633,0.004733710773266401,0.007470138370990753,0.006569087505340576,0.0685917338335152
joint,T401,30,C01,1.0,0.15,256,0.9850000143051147,3.0,0.003392428159713745,0.05199940875172615,0.009364846162497997,0.026016730815172195,0.028998959343880415,0.04535151273012161,0.009916068986058235,0.02738237753510475,0.03120126947760582,0.04678137227892876,0.006719175493344665,0.015163793228566647,0.02130420971661806,0.034116458147764206,0.014121409547210828,0.014896962817981333,0.010182073364665188,0.002540337686943146,0.0032214991364304785,0.002544000744819641,0.003373943269252777,0.0321062949597958
joint,T401,31,C01,1.0,0.16,256,0.9850000143051147,3.0,0.002456754446029663,0.0666482150554657,0.008723567239940166,0.02652058284729719,0.03263820614665747,0.06181013584136963,0.008289174642413855,0.026843277737498283,0.030187154188752174,0.05627249926328659,0.006802373565733433,0.015261579304933548,0.018325576093047857,0.03573191910982132,0.01598254088881112,0.014726510706318455,0.010149682941048302,0.0015007463086457566,0.002957683557276716,0.001830223947763443,0.0033606961369514465,0.0394369303198964
joint,T401,45,C01,1.1,0.12,256,0.9850000143051147,3.0,0.09450604021549225,0.11846929043531418,0.006347190588712692,0.016874619759619236,0.019399318378418684,0.03833957016468048,0.007005663821473718,0.016337447799742222,0.020317855291068554,0.038690343499183655,0.004112332593649626,0.018794840201735497,0.0236367117613554,0.041530586779117584,0.009803254303085707,0.010260068512021638,0.0100582355081317,0.004621787540851053,0.0002658771796286151,0.004837144166231155,0.00036832690238952637,0.1285506661833083
joint,T401,48,C01,1.1,0.165,256,0.9850000143051147,3.0,0.15113188326358795,0.11295013874769211,0.005965464748442173,0.01627766713500023,0.020413602702319622,0.03010863997042179,0.007210044423118234,0.017331180162727833,0.02038675732910633,0.032075341790914536,0.00404183566570282,0.01377539848908782,0.020602304488420486,0.05590467527508736,0.009263765914692216,0.009995333804796159,0.008932141546922245,0.004728270326960805,0.002119582200484562,0.0063363611698150635,0.0028809309005737305,0.1015900294887648
