stage,dataset,chart,source,metric,n,median,p90,p95,max
joint,T401,C30,independent_xi_pointwise,r_kappa_abs,2560,0.006047247210517526,0.019277114048600195,0.02522342912852762,0.06953030079603195
joint,T401,C30,independent_xi_pointwise,r_q_abs,2560,0.00612400658428669,0.019725112803280348,0.0263407777994871,0.06556376814842224
joint,T401,C30,independent_xi_pointwise,r_logamp_abs,2560,0.003578603034839034,0.010517860576510427,0.013240844011306756,0.0397711917757988
joint,T401,C31,independent_xi_pointwise,r_kappa_abs,3072,0.005448860116302967,0.018563518300652514,0.024824793264269826,0.10670425742864609
joint,T401,C31,independent_xi_pointwise,r_q_abs,3072,0.005326109007000923,0.017713322490453723,0.022928318381309504,0.05950194597244263
joint,T401,C31,independent_xi_pointwise,r_logamp_abs,3072,0.0038617621175944805,0.01227756766602397,0.015975619945675132,0.06886254996061325
joint,T401,C32,independent_xi_pointwise,r_kappa_abs,768,0.010455636773258448,0.0320946790277958,0.04026455618441105,0.07006504386663437
joint,T401,C32,independent_xi_pointwise,r_q_abs,768,0.009295723866671324,0.030273864045739177,0.04010830968618392,0.10726594924926758
joint,T401,C32,independent_xi_pointwise,r_logamp_abs,768,0.00574542093090713,0.01560759022831917,0.018748449254781006,0.07742021232843399
joint,V64,C00,independent_xi_pointwise,r_kappa_abs,1280,0.0047000672202557325,0.012608159426599744,0.015169750852510327,0.03201982378959656
joint,V64,C00,independent_xi_pointwise,r_q_abs,1280,0.00470986170694232,0.0121788595803082,0.014373830938711762,0.029418276622891426
joint,V64,C00,independent_xi_pointwise,r_logamp_abs,1280,0.0033992460230365396,0.008605555072426805,0.01056430637836456,0.028489748015999794
joint,V64,C01,independent_xi_pointwise,r_kappa_abs,1792,0.007134264567866921,0.020016839727759365,0.02746016681194305,0.060766901820898056
joint,V64,C01,independent_xi_pointwise,r_q_abs,1792,0.007514227647334337,0.020933520980179317,0.02531427219510073,0.0648617297410965
joint,V64,C01,independent_xi_pointwise,r_logamp_abs,1792,0.005163427907973528,0.017719942517578618,0.02286479379981756,0.08459500223398209
joint,V64,C02,independent_xi_pointwise,r_kappa_abs,2560,0.007920995354652405,0.0236214455217123,0.029562839120626398,0.16616752743721008
joint,V64,C02,independent_xi_pointwise,r_q_abs,2560,0.006553942570462823,0.01851543355733156,0.02267826721072197,0.06587809324264526
joint,V64,C02,independent_xi_pointwise,r_logamp_abs,2560,0.0039649237878620625,0.013046945631504055,0.016936997324228285,0.13302628695964813
joint,V64,C10,independent_xi_pointwise,r_kappa_abs,1024,0.005219454877078533,0.013953723665326835,0.01646789694204926,0.0387120395898819
joint,V64,C10,independent_xi_pointwise,r_q_abs,1024,0.00575009360909462,0.016715500690042975,0.020653454493731255,0.03963290527462959
joint,V64,C10,independent_xi_pointwise,r_logamp_abs,1024,0.003434057580307126,0.010515806823968889,0.01331981685943901,0.027617881074547768
joint,V64,C11,independent_xi_pointwise,r_kappa_abs,1280,0.005239010322839022,0.01606317311525346,0.0203179782256484,0.03925350308418274
joint,V64,C11,independent_xi_pointwise,r_q_abs,1280,0.006007517222315073,0.015500303916633134,0.02044388921931386,0.041775211691856384
joint,V64,C11,independent_xi_pointwise,r_logamp_abs,1280,0.0035978166852146387,0.009920227061957127,0.012217559339478611,0.08321185410022736
joint,V64,C12,independent_xi_pointwise,r_kappa_abs,1280,0.007846074178814888,0.02029241491109133,0.025351575762033462,0.04671008512377739
joint,V64,C12,independent_xi_pointwise,r_q_abs,1280,0.006505235563963652,0.01675283703953028,0.020880828611552712,0.04889966547489166
joint,V64,C12,independent_xi_pointwise,r_logamp_abs,1280,0.0038733105175197124,0.012040271423757083,0.014736285572871564,0.1084042564034462
joint,V64,C20,independent_xi_pointwise,r_kappa_abs,1024,0.005302290664985776,0.014176600240170959,0.017388170026242718,0.0438668355345726
joint,V64,C20,independent_xi_pointwise,r_q_abs,1024,0.004657956305891275,0.012771462369710208,0.01586352121084928,0.02729845978319645
joint,V64,C20,independent_xi_pointwise,r_logamp_abs,1024,0.0026536176446825266,0.0068464332725852745,0.008602050412446261,0.01872841641306877
joint,V64,C21,independent_xi_pointwise,r_kappa_abs,1280,0.0058972525876015425,0.016184576414525524,0.02088611591607332,0.04048863798379898
joint,V64,C21,independent_xi_pointwise,r_q_abs,1280,0.006701286882162094,0.01768946014344693,0.022553007677197454,0.041083112359046936
joint,V64,C21,independent_xi_pointwise,r_logamp_abs,1280,0.004019598942250013,0.011511324997991323,0.015099890390411019,0.024471405893564224
joint,V64,C22,independent_xi_pointwise,r_kappa_abs,768,0.010125736240297556,0.03310759402811528,0.04657261408865451,0.2860665023326874
joint,V64,C22,independent_xi_pointwise,r_q_abs,768,0.009624540340155363,0.029853682219982174,0.03811145089566707,0.34069424867630005
joint,V64,C22,independent_xi_pointwise,r_logamp_abs,768,0.005972263868898153,0.01695852093398573,0.02161507438868284,0.052094489336013794
joint,V64,C30,independent_xi_pointwise,r_kappa_abs,1536,0.006376437144353986,0.0198035491630435,0.025158848613500595,0.061800457537174225
joint,V64,C30,independent_xi_pointwise,r_q_abs,1536,0.006113866111263633,0.01822475716471672,0.02385554788634181,0.05536912381649017
joint,V64,C30,independent_xi_pointwise,r_logamp_abs,1536,0.0035037556663155556,0.009725064970552921,0.012001546565443277,0.028942925855517387
joint,V64,C31,independent_xi_pointwise,r_kappa_abs,2048,0.005504105240106583,0.017288591153919695,0.02305833678692579,0.06475508213043213
joint,V64,C31,independent_xi_pointwise,r_q_abs,2048,0.0054552932269871235,0.017597101628780365,0.02374241510406136,0.09352053701877594
joint,V64,C31,independent_xi_pointwise,r_logamp_abs,2048,0.0036992536624893546,0.011446509510278702,0.014847244508564473,0.06194969639182091
joint,V64,C32,independent_xi_pointwise,r_kappa_abs,512,0.012759621255099773,0.040015820786356925,0.04793403372168541,0.07665541768074036
joint,V64,C32,independent_xi_pointwise,r_q_abs,512,0.01051158457994461,0.03270465061068535,0.04252174645662307,0.09616047143936157
joint,V64,C32,independent_xi_pointwise,r_logamp_abs,512,0.006039261817932129,0.015963638573884966,0.0212081653997302,0.05128438398241997
joint,T401,C00,coordinate_level,r_kappa_normalized_rms,7,0.0074141779313784024,0.012048229096314861,0.014838158112560328,0.01762808712880581
joint,T401,C00,coordinate_level,r_q_normalized_rms,7,0.007391864600133644,0.012069127833753518,0.01455878300958242,0.017048438185411338
joint,T401,C00,coordinate_level,r_logamp_normalized_rms,7,0.005045184289830854,0.007598683479002543,0.0085020365682063,0.009405389657410064
joint,T401,C00,coordinate_level,bc_kappa_rmse,7,0.001002266732666891,0.0026802567695248603,0.003405739732150281,0.004131222694775706
joint,T401,C00,coordinate_level,bc_q_rmse,7,0.0006637115486710116,0.0012444668929280237,0.0013041334238121569,0.0013637999546962905
joint,T401,C00,coordinate_level,bc_kappa_max_abs,7,0.0013402848271653056,0.0035627696663141266,0.0046916281804442374,0.005820486694574356
joint,T401,C00,coordinate_level,bc_q_max_abs,7,0.0009230971336364746,0.0015982039272785188,0.001664280146360397,0.001730356365442276
joint,T401,C01,coordinate_level,r_kappa_normalized_rms,10,0.009308762478831202,0.014307522681370857,0.015145031785090985,0.01598254088881112
joint,T401,C01,coordinate_level,r_q_normalized_rms,10,0.01030214005963974,0.014743555917484743,0.014820259367733037,0.014896962817981333
joint,T401,C01,coordinate_level,r_logamp_normalized_rms,10,0.010165878152856744,0.012529595256036571,0.012883489215297297,0.013237383174558023
joint,T401,C01,coordinate_level,bc_kappa_rmse,10,0.0035180567055458005,0.0048116925832269765,0.004909808517089417,0.005007924450951859
joint,T401,C01,coordinate_level,bc_q_rmse,10,0.0023857182953353406,0.0036435226497862905,0.004191552580515611,0.004739582511244933
joint,T401,C01,coordinate_level,bc_kappa_max_abs,10,0.004150057211518288,0.006353138387203217,0.006428635865449906,0.006504133343696594
joint,T401,C01,coordinate_level,bc_q_max_abs,10,0.0032335668802261353,0.005117948353290557,0.005908978730440138,0.006700009107589722
joint,T401,C02,coordinate_level,r_kappa_normalized_rms,15,0.012347293524142034,0.016516049737940134,0.01672470141108309,0.017065898263962518
joint,T401,C02,coordinate_level,r_q_normalized_rms,15,0.010488328205479484,0.013567293094101296,0.01368921833835217,0.01385966927428044
joint,T401,C02,coordinate_level,r_logamp_normalized_rms,15,0.00839641645144053,0.011726576525985589,0.011833001942270752,0.011906347894125334
joint,T401,C02,coordinate_level,bc_kappa_rmse,15,0.001882692776805878,0.002823629899093764,0.0030920759773758154,0.0033421623568880812
joint,T401,C02,coordinate_level,bc_q_rmse,15,0.0013574117612011717,0.0022779913869846458,0.0023474742390927963,0.0023583909827427003
joint,T401,C02,coordinate_level,bc_kappa_max_abs,15,0.002591107040643692,0.0035937190055847163,0.004160942882299423,0.0045318156480789185
joint,T401,C02,coordinate_level,bc_q_max_abs,15,0.0018285512924194336,0.002891945093870163,0.0029806524515151975,0.0030541270971298218
joint,T401,C10,coordinate_level,r_kappa_normalized_rms,6,0.00829835314180533,0.010283134784634594,0.010574329979529187,0.010865525174423782
joint,T401,C10,coordinate_level,r_q_normalized_rms,6,0.00884323614181996,0.010361023922101215,0.010524856711908781,0.010688689501716349
joint,T401,C10,coordinate_level,r_logamp_normalized_rms,6,0.007192780632200448,0.00789669904133137,0.008155870683354745,0.008415042325378118
joint,T401,C10,coordinate_level,bc_kappa_rmse,6,0.0004537113452658773,0.0007395732394359269,0.0007636563313255414,0.0007877394232151557
joint,T401,C10,coordinate_level,bc_q_rmse,6,0.0007970476623246745,0.0010987181683446636,0.0011538925582174888,0.001209066948090314
joint,T401,C10,coordinate_level,bc_kappa_max_abs,6,0.0005045570433139801,0.0008879788219928741,0.0008984673768281937,0.0009089559316635132
joint,T401,C10,coordinate_level,bc_q_max_abs,6,0.00099247507750988,0.0014851093292236328,0.0015303567051887512,0.0015756040811538696
joint,T401,C11,coordinate_level,r_kappa_normalized_rms,8,0.009461611904473956,0.0102076108910739,0.010606664919163667,0.011005718947253437
joint,T401,C11,coordinate_level,r_q_normalized_rms,8,0.009260788328270089,0.011803744535437378,0.01182612076346736,0.011848496991497339
joint,T401,C11,coordinate_level,r_logamp_normalized_rms,8,0.006551479496617681,0.007191609481704665,0.007196912802758556,0.007202216123812447
joint,T401,C11,coordinate_level,bc_kappa_rmse,8,0.0006991587280247718,0.00139130118791935,0.0014035670281839138,0.0014158328684484775
joint,T401,C11,coordinate_level,bc_q_rmse,8,0.0009614258052528858,0.001300327187487652,0.0014275599375201612,0.001554792687552671
joint,T401,C11,coordinate_level,bc_kappa_max_abs,8,0.0008277967572212219,0.0017721045762300492,0.0017892098054289817,0.0018063150346279144
joint,T401,C11,coordinate_level,bc_q_max_abs,8,0.0011857524514198303,0.001761709153652191,0.0019797313958406443,0.0021977536380290985
joint,T401,C12,coordinate_level,r_kappa_normalized_rms,9,0.011659173973999746,0.012302052487152399,0.012568097126031972,0.012834141764911544
joint,T401,C12,coordinate_level,r_q_normalized_rms,9,0.008967006424825702,0.009395316629459766,0.00950055646326718,0.009605796297074594
joint,T401,C12,coordinate_level,r_logamp_normalized_rms,9,0.007719051228169268,0.008624078010856833,0.008704055171719575,0.008784032332582316
joint,T401,C12,coordinate_level,bc_kappa_rmse,9,0.0006773650580910681,0.0009626509867497605,0.001116020626774424,0.0012693902667990878
joint,T401,C12,coordinate_level,bc_q_rmse,9,0.0003429485308079893,0.0010641957460196792,0.0012058641163080878,0.0013475324865964966
joint,T401,C12,coordinate_level,bc_kappa_max_abs,9,0.0007846667431294918,0.001178087154403329,0.001474633207544684,0.00177117926068604
joint,T401,C12,coordinate_level,bc_q_max_abs,9,0.00047587137669324875,0.001482914574444294,0.0016943055205047128,0.0019056964665651321
joint,T401,C20,coordinate_level,r_kappa_normalized_rms,6,0.008805884354287207,0.011891024241278941,0.012847809952157944,0.013804595663036948
joint,T401,C20,coordinate_level,r_q_normalized_rms,6,0.00785892254225866,0.011622865646453352,0.012905747283734842,0.014188628921016333
joint,T401,C20,coordinate_level,r_logamp_normalized_rms,6,0.0051299817518944205,0.006694109373571689,0.007248591679672913,0.007803073985774137
joint,T401,C20,coordinate_level,bc_kappa_rmse,6,0.0004958535312494844,0.0006874691624137343,0.0006942773973684904,0.0007010856323232467
joint,T401,C20,coordinate_level,bc_q_rmse,6,0.0005184628140429536,0.0006860645804254439,0.0007424653537392317,0.0007988661270530193
joint,T401,C20,coordinate_level,bc_kappa_max_abs,6,0.0005634059198200703,0.0008859350346028805,0.0009110777173191309,0.0009362204000353813
joint,T401,C20,coordinate_level,bc_q_max_abs,6,0.0006985096260905266,0.0009045517072081566,0.0009516808204352856,0.0009988099336624146
joint,T401,C21,coordinate_level,r_kappa_normalized_rms,8,0.009294620191601507,0.010698994371042301,0.010799069278665422,0.010899144186288541
joint,T401,C21,coordinate_level,r_q_normalized_rms,8,0.008849242057612472,0.010187923782641552,0.010646317317521263,0.011104710852400975
joint,T401,C21,coordinate_level,r_logamp_normalized_rms,8,0.006094609767376165,0.006899787712747851,0.006930950510893198,0.006962113309038545
joint,T401,C21,coordinate_level,bc_kappa_rmse,8,0.0004394968435679791,0.0008956742981101314,0.0009613913218717036,0.001027108345633276
joint,T401,C21,coordinate_level,bc_q_rmse,8,0.00038016075123678767,0.000563425082188229,0.0006265728597464795,0.00068972063730473
joint,T401,C21,coordinate_level,bc_kappa_max_abs,8,0.0006073673721402884,0.001249578222632408,0.001345994137227535,0.0014424100518226624
joint,T401,C21,coordinate_level,bc_q_max_abs,8,0.00047126226127147675,0.0006586283445358276,0.0007000699639320373,0.0007415115833282471
joint,T401,C22,coordinate_level,r_kappa_normalized_rms,6,0.02123552897543362,0.02358582255892141,0.023915566651004135,0.024245310743086865
joint,T401,C22,coordinate_level,r_q_normalized_rms,6,0.022767106130551343,0.02704342301543778,0.027370440218123897,0.027697457420810017
joint,T401,C22,coordinate_level,r_logamp_normalized_rms,6,0.009637424068136984,0.01038566719850382,0.010406590362848274,0.010427513527192728
joint,T401,C22,coordinate_level,bc_kappa_rmse,6,0.002965922767741952,0.004275971837263979,0.004350886426591363,0.004425801015918747
joint,T401,C22,coordinate_level,bc_q_rmse,6,0.003953525873669665,0.0046416310406092575,0.004659016075462051,0.004676401110314845
joint,T401,C22,coordinate_level,bc_kappa_max_abs,6,0.0036828890442848206,0.005483418703079224,0.005627084523439407,0.005770750343799591
joint,T401,C22,coordinate_level,bc_q_max_abs,6,0.004592731595039368,0.006404310464859009,0.006420239806175232,0.006436169147491455
joint,T401,C30,coordinate_level,r_kappa_normalized_rms,10,0.010153540371613418,0.015471576372884177,0.015596029988010752,0.01572048360313733
joint,T401,C30,coordinate_level,r_q_normalized_rms,10,0.008901891260221461,0.015938674685574677,0.01733282047213965,0.018726966258704625
joint,T401,C30,coordinate_level,r_logamp_normalized_rms,10,0.005285188752401467,0.009256133657518898,0.009560950341680398,0.009865767025841897
joint,T401,C30,coordinate_level,bc_kappa_rmse,10,0.0006032672545072879,0.0008172854347395172,0.0009973561252218158,0.001177426815704115
joint,T401,C30,coordinate_level,bc_q_rmse,10,0.0003933619282359447,0.001196820789061933,0.0014783984808191637,0.0017599761725763958
joint,T401,C30,coordinate_level,bc_kappa_max_abs,10,0.0006608447292819619,0.0009851548122242091,0.0013246247195638709,0.001664094626903534
joint,T401,C30,coordinate_level,bc_q_max_abs,10,0.0005259960889816284,0.0016472095623612402,0.002007823344320058,0.0023684371262788773
joint,T401,C31,coordinate_level,r_kappa_normalized_rms,12,0.008246654023257187,0.0126756575673184,0.015967141629645142,0.01946666813777503
joint,T401,C31,coordinate_level,r_q_normalized_rms,12,0.00799041542464534,0.01252159222110335,0.01396744670737517,0.0153484694095449
joint,T401,C31,coordinate_level,r_logamp_normalized_rms,12,0.007176952227561231,0.009545401652214937,0.01065223696677311,0.011846463589029445
joint,T401,C31,coordinate_level,bc_kappa_rmse,12,0.001280267166697709,0.0020460169832289227,0.0030418608672151087,0.004226183603392819
joint,T401,C31,coordinate_level,bc_q_rmse,12,0.0017256440538418912,0.0021831765029599963,0.0022778703187751647,0.0023908653152733793
joint,T401,C31,coordinate_level,bc_kappa_max_abs,12,0.0016790293157100677,0.0028924968093633654,0.0042988676577806455,0.005971454083919525
joint,T401,C31,coordinate_level,bc_q_max_abs,12,0.0020406837575137615,0.0030626698397099974,0.0031975493300706146,0.003350408747792244
joint,T401,C32,coordinate_level,r_kappa_normalized_rms,3,0.016882339147918344,0.017016522559748677,0.01703329548622747,0.01705006841270626
joint,T401,C32,coordinate_level,r_q_normalized_rms,3,0.01606971819668409,0.01704304401979513,0.017164709747684012,0.017286375475572893
joint,T401,C32,coordinate_level,r_logamp_normalized_rms,3,0.00975322532224837,0.010235771293213408,0.010296089539584037,0.010356407785954667
joint,T401,C32,coordinate_level,bc_kappa_rmse,3,0.0008652022008354251,0.0028630011507656274,0.0031127260195069023,0.0033624508882481776
joint,T401,C32,coordinate_level,bc_q_rmse,3,0.00041646950641266396,0.0008598720390107801,0.0009152973555855445,0.0009707226721603091
joint,T401,C32,coordinate_level,bc_kappa_max_abs,3,0.0009382516145706177,0.003543701767921448,0.003869383037090301,0.004195064306259155
joint,T401,C32,coordinate_level,bc_q_max_abs,3,0.0005668401718139648,0.001207089424133301,0.0012871205806732177,0.0013671517372131348
joint,V64,C00,coordinate_level,r_kappa_normalized_rms,5,0.007287210355543763,0.008335771161278576,0.00847762117031383,0.008619471179349084
joint,V64,C00,coordinate_level,r_q_normalized_rms,5,0.007238130979533693,0.007493267982269127,0.007525508390943253,0.007557748799617379
joint,V64,C00,coordinate_level,r_logamp_normalized_rms,5,0.0053487503982320725,0.00562970405436895,0.0056781010988202095,0.0057264981432714685
joint,V64,C00,coordinate_level,bc_kappa_rmse,5,0.0009919137865730479,0.0015326123456779423,0.0016657866415383782,0.0017989609373988144
joint,V64,C00,coordinate_level,bc_q_rmse,5,0.000845831400570681,0.0009615844674161359,0.0009897755571742495,0.0010179666469323633
joint,V64,C00,coordinate_level,bc_kappa_max_abs,5,0.0013896021991968155,0.001913493499159813,0.002026958391070366,0.002140423282980919
joint,V64,C00,coordinate_level,bc_q_max_abs,5,0.0011513829231262207,0.001227036863565445,0.0012500010430812835,0.0012729652225971222
joint,V64,C01,coordinate_level,r_kappa_normalized_rms,7,0.010656156584123623,0.015240908347084517,0.015488537082401811,0.015736165817719108
joint,V64,C01,coordinate_level,r_q_normalized_rms,7,0.01013657985931586,0.014678413711454227,0.015381996459554934,0.016085579207655645
joint,V64,C01,coordinate_level,r_logamp_normalized_rms,7,0.010888045166245405,0.011415340313833462,0.011654899420036068,0.011894458526238676
joint,V64,C01,coordinate_level,bc_kappa_rmse,7,0.0025927794115678834,0.004373196376010405,0.004834060184949518,0.005294923993888633
joint,V64,C01,coordinate_level,bc_q_rmse,7,0.0023641102536981285,0.0039026201924219177,0.0043181654828441576,0.004733710773266401
joint,V64,C01,coordinate_level,bc_kappa_max_abs,7,0.0036016851663589478,0.005436959117650987,0.006453548744320867,0.007470138370990753
joint,V64,C01,coordinate_level,bc_q_max_abs,7,0.0028727203607559204,0.00471189133822918,0.0056404894217848755,0.006569087505340576
joint,V64,C02,coordinate_level,r_kappa_normalized_rms,10,0.012734753651400893,0.018342432469119853,0.018431300934359015,0.018520169399598177
joint,V64,C02,coordinate_level,r_q_normalized_rms,10,0.009880663782199126,0.013827562437899787,0.013994773394111447,0.014161984350323106
joint,V64,C02,coordinate_level,r_logamp_normalized_rms,10,0.008149339587740709,0.01116477909758658,0.012315690069716157,0.013466601041845737
joint,V64,C02,coordinate_level,bc_kappa_rmse,10,0.0018870355950851955,0.003808849667618654,0.003828547674206958,0.0038482456807952623
joint,V64,C02,coordinate_level,bc_q_rmse,10,0.001448275804785142,0.002478378833424667,0.0026786757412177098,0.002878972649010754
joint,V64,C02,coordinate_level,bc_kappa_max_abs,10,0.002367153763771057,0.00475936233997345,0.004801902174949646,0.004844442009925842
joint,V64,C02,coordinate_level,bc_q_max_abs,10,0.0017561092972755432,0.0033347883261740205,0.003472107788547873,0.0036094272509217262
joint,V64,C10,coordinate_level,r_kappa_normalized_rms,4,0.008037680067851195,0.009260454483508838,0.009471790832668529,0.009683127181828219
joint,V64,C10,coordinate_level,r_q_normalized_rms,4,0.009260390399254071,0.010965502634311841,0.01128628353768209,0.011607064441052337
joint,V64,C10,coordinate_level,r_logamp_normalized_rms,4,0.006027734007700717,0.007044000469156542,0.007241917143263753,0.007439833817370964
joint,V64,C10,coordinate_level,bc_kappa_rmse,4,0.0006668653037713585,0.0009093315790378082,0.0009555643296648271,0.0010017970802918463
joint,V64,C10,coordinate_level,bc_q_rmse,4,0.0008015286448736938,0.001194912489968785,0.00127579315766627,0.0013566738253637553
joint,V64,C10,coordinate_level,bc_kappa_max_abs,4,0.0008833440952003002,0.0010579041205346586,0.0010938592720776796,0.0011298144236207008
joint,V64,C10,coordinate_level,bc_q_max_abs,4,0.0011184997856616974,0.0014522321522235872,0.001520482078194618,0.0015887320041656494
joint,V64,C11,coordinate_level,r_kappa_normalized_rms,5,0.008552302851204108,0.009428650746785516,0.009447874753492158,0.009467098760198798
joint,V64,C11,coordinate_level,r_q_normalized_rms,5,0.009208495889654895,0.00970144708643178,0.009749827499226715,0.009798207912021647
joint,V64,C11,coordinate_level,r_logamp_normalized_rms,5,0.006317128593786927,0.007978646586188508,0.00831820386518868,0.008657761144188853
joint,V64,C11,coordinate_level,bc_kappa_rmse,5,0.000701824482041638,0.0008244414195590056,0.000861033980278893,0.0008976265409987806
joint,V64,C11,coordinate_level,bc_q_rmse,5,0.000285208580262014,0.0010125949422123688,0.0010804894296774488,0.001148383917142529
joint,V64,C11,coordinate_level,bc_kappa_max_abs,5,0.0007398799061775208,0.0011257946491241456,0.0011692479252815246,0.0012127012014389038
joint,V64,C11,coordinate_level,bc_q_max_abs,5,0.0003451518714427948,0.0012165725231170655,0.001264667510986328,0.0013127624988555908
joint,V64,C12,coordinate_level,r_kappa_normalized_rms,5,0.011406390076178873,0.012171112270850177,0.012364080829731939,0.012557049388613701
joint,V64,C12,coordinate_level,r_q_normalized_rms,5,0.008772938312476605,0.010566607423639194,0.010741757281651412,0.01091690713966363
joint,V64,C12,coordinate_level,r_logamp_normalized_rms,5,0.008093401909817955,0.0091674019947508,0.009370879143470082,0.009574356292189364
joint,V64,C12,coordinate_level,bc_kappa_rmse,5,0.0007115058751132516,0.0009396400626865447,0.0009508520117689464,0.000962063960851348
joint,V64,C12,coordinate_level,bc_q_rmse,5,0.00045118563347462556,0.0006575167190296872,0.0006801026995560445,0.000702688680082402
joint,V64,C12,coordinate_level,bc_kappa_max_abs,5,0.0009894222021102905,0.0012507520616054535,0.001270570233464241,0.0012903884053230286
joint,V64,C12,coordinate_level,bc_q_max_abs,5,0.0006356630474328995,0.0008974989876151086,0.0009422815404832363,0.0009870640933513641
joint,V64,C20,coordinate_level,r_kappa_normalized_rms,4,0.00836456297285266,0.009189566537409346,0.009268072734170471,0.009346578930931597
joint,V64,C20,coordinate_level,r_q_normalized_rms,4,0.007271191374877966,0.007772123599121751,0.007866162575254165,0.00796020155138658
joint,V64,C20,coordinate_level,r_logamp_normalized_rms,4,0.004066957032143458,0.004693496191491871,0.00482685695483486,0.004960217718177849
joint,V64,C20,coordinate_level,bc_kappa_rmse,4,0.0003514835889855643,0.0006169233007875137,0.0006614184748700759,0.0007059136489526383
joint,V64,C20,coordinate_level,bc_q_rmse,4,0.0004926281189448882,0.0006282526411067138,0.0006461914731072529,0.0006641303051077921
joint,V64,C20,coordinate_level,bc_kappa_max_abs,4,0.00047665974125266075,0.0006620906293392182,0.0006865590810775756,0.0007110275328159332
joint,V64,C20,coordinate_level,bc_q_max_abs,4,0.0006747832521796227,0.0007413754239678383,0.0007418607361614704,0.0007423460483551025
joint,V64,C21,coordinate_level,r_kappa_normalized_rms,5,0.009075398500246613,0.0096269227700727,0.009689289185443845,0.009751655600814988
joint,V64,C21,coordinate_level,r_q_normalized_rms,5,0.009715420224682454,0.010877390643141287,0.01104180195581865,0.011206213268496013
joint,V64,C21,coordinate_level,r_logamp_normalized_rms,5,0.006859199611328079,0.00730765090166843,0.00736999483473773,0.00743233876780703
