boundary_id,normal_axis,pair_id,idx_a,idx_b,Mach_minus_grid,Mach_plus_grid,eta_minus_grid,eta_plus_grid,Mach_mid,eta_mid,component,chart_minus,chart_plus,Mach_boundary,eta_boundary,clean_pair_switch,third_chart_seen
ROUTE_0024,Mach,ETAEDGE_HM2A__ETAEDGE_HM2B,1,2,0.9191999999999999,0.9223999999999999,0.058399999999999994,0.058399999999999994,0.9207999999999998,0.058399999999999994,0,ETAEDGE_HM2A,ETAEDGE_HM2B,0.9199999995052813,0.058399999999999994,True,
ROUTE_0025,eta,ETAEDGE_HM2A__HM1_VLOW_EXTREME,1,13,0.8423999999999999,0.8423999999999999,0.058399999999999994,0.0616,0.8423999999999999,0.06,0,ETAEDGE_HM2A,HM1_VLOW_EXTREME,0.8423999999999999,0.06000000049471855,True,
ROUTE_0026,eta,ETAEDGE_HM2A__HM1_VLOW_EXTREME,1,13,0.8455999999999999,0.8455999999999999,0.058399999999999994,0.0616,0.8455999999999999,0.06,0,ETAEDGE_HM2A,HM1_VLOW_EXTREME,0.8455999999999999,0.06000000049471855,True,
ROUTE_0027,eta,ETAEDGE_HM2A__HM1_VLOW_EXTREME,1,13,0.8488,0.8488,0.058399999999999994,0.0616,0.8488,0.06,0,ETAEDGE_HM2A,HM1_VLOW_EXTREME,0.8488,0.06000000049471855,True,
ROUTE_0028,eta,ETAEDGE_HM2A__HM2_VLOW_EXTREME,1,21,0.852,0.852,0.058399999999999994,0.0616,0.852,0.06,0,ETAEDGE_HM2A,HM2_VLOW_EXTREME,0.852,0.06000000049471855,True,
ROUTE_0029,eta,ETAEDGE_HM2A__HM2_VLOW_EXTREME,1,21,0.868,0.868,0.058399999999999994,0.0616,0.868,0.06,0,ETAEDGE_HM2A,HM2_VLOW_EXTREME,0.868,0.06000000049471855,True,
ROUTE_0030,eta,ETAEDGE_HM2A__HM2_VLOW_EXTREME,1,21,0.8839999999999999,0.8839999999999999,0.058399999999999994,0.0616,0.8839999999999999,0.06,0,ETAEDGE_HM2A,HM2_VLOW_EXTREME,0.8839999999999999,0.06000000049471855,True,
ROUTE_0031,eta,ETAEDGE_HM2A__HM2_VLOW_EXTREME,1,21,0.9031999999999999,0.9031999999999999,0.058399999999999994,0.0616,0.9031999999999999,0.06,0,ETAEDGE_HM2A,HM2_VLOW_EXTREME,0.9031999999999999,0.06000000049471855,True,
ROUTE_0032,eta,ETAEDGE_HM2A__HM2_VLOW_EXTREME,1,21,0.9191999999999999,0.9191999999999999,0.058399999999999994,0.0616,0.9191999999999999,0.06,0,ETAEDGE_HM2A,HM2_VLOW_EXTREME,0.9191999999999999,0.06000000049471855,True,
ROUTE_0033,eta,ETAEDGE_HM2B__HM2_VLOW_EXTREME,2,21,0.9223999999999999,0.9223999999999999,0.058399999999999994,0.0616,0.9223999999999999,0.06,0,ETAEDGE_HM2B,HM2_VLOW_EXTREME,0.9223999999999999,0.06000000049471855,True,
ROUTE_0034,eta,ETAEDGE_HM2B__HM2_VLOW_EXTREME,2,21,0.9351999999999999,0.9351999999999999,0.058399999999999994,0.0616,0.9351999999999999,0.06,0,ETAEDGE_HM2B,HM2_VLOW_EXTREME,0.9351999999999999,0.06000000049471855,True,
ROUTE_0035,eta,ETAEDGE_HM2B__HM2_VLOW_EXTREME,2,21,0.9511999999999999,0.9511999999999999,0.058399999999999994,0.0616,0.9511999999999999,0.06,0,ETAEDGE_HM2B,HM2_VLOW_EXTREME,0.9511999999999999,0.06000000049471855,True,
ROUTE_0036,eta,ETAEDGE_HM2B__HM2_VLOW_EXTREME,2,21,0.9672,0.9672,0.058399999999999994,0.0616,0.9672,0.06,0,ETAEDGE_HM2B,HM2_VLOW_EXTREME,0.9672,0.06000000049471855,True,
ROUTE_0037,eta,ETAEDGE_HM2B__HM2_VLOW_EXTREME,2,21,0.98,0.98,0.058399999999999994,0.0616,0.98,0.06,0,ETAEDGE_HM2B,HM2_VLOW_EXTREME,0.98,0.06000000049471855,True,
ROUTE_0038,Mach,ETAEDGE_LM__ETAEDGE_MM,3,4,0.34959999999999997,0.3528,0.02,0.02,0.35119999999999996,0.02,0,ETAEDGE_LM,ETAEDGE_MM,0.3500000004947186,0.02,True,
ROUTE_0039,Mach,ETAEDGE_LM__ETAEDGE_MM,3,4,0.34959999999999997,0.3528,0.0296,0.0296,0.35119999999999996,0.0296,0,ETAEDGE_LM,ETAEDGE_MM,0.3500000004947186,0.0296,True,
ROUTE_0040,Mach,ETAEDGE_LM__ETAEDGE_MM,3,4,0.34959999999999997,0.3528,0.0392,0.0392,0.35119999999999996,0.0392,0,ETAEDGE_LM,ETAEDGE_MM,0.3500000004947186,0.0392,True,
ROUTE_0041,Mach,ETAEDGE_LM__ETAEDGE_MM,3,4,0.34959999999999997,0.3528,0.048799999999999996,0.048799999999999996,0.35119999999999996,0.048799999999999996,0,ETAEDGE_LM,ETAEDGE_MM,0.3500000004947186,0.048799999999999996,True,
ROUTE_0042,Mach,ETAEDGE_LM__ETAEDGE_MM,3,4,0.34959999999999997,0.3528,0.058399999999999994,0.058399999999999994,0.35119999999999996,0.058399999999999994,0,ETAEDGE_LM,ETAEDGE_MM,0.3500000004947186,0.058399999999999994,True,
ROUTE_0043,Mach,ETAEDGE_LM__LOWM_EXT_VLOW_EXTREME,37,3,0.09999999999999999,0.1032,0.052000000000000005,0.052000000000000005,0.1016,0.052000000000000005,0,LOWM_EXT_VLOW_EXTREME,ETAEDGE_LM,0.10000000049471855,0.052000000000000005,True,
ROUTE_0044,Mach,ETAEDGE_LM__LOWM_EXT_VLOW_EXTREME,37,3,0.09999999999999999,0.1032,0.0552,0.0552,0.1016,0.0552,0,LOWM_EXT_VLOW_EXTREME,ETAEDGE_LM,0.10000000049471855,0.0552,True,
ROUTE_0045,Mach,ETAEDGE_LM__LOWM_EXT_VLOW_EXTREME,37,3,0.09999999999999999,0.1032,0.058399999999999994,0.058399999999999994,0.1016,0.058399999999999994,0,LOWM_EXT_VLOW_EXTREME,ETAEDGE_LM,0.10000000049471855,0.058399999999999994,True,
ROUTE_0046,eta,ETAEDGE_LM__LOWM_EXT_VLOW_EXTREME,3,37,0.0616,0.0616,0.048799999999999996,0.052000000000000005,0.0616,0.0504,0,ETAEDGE_LM,LOWM_EXT_VLOW_EXTREME,0.0616,0.04999999950528145,True,
ROUTE_0047,eta,ETAEDGE_LM__LOWM_EXT_VLOW_EXTREME,3,37,0.0712,0.0712,0.048799999999999996,0.052000000000000005,0.0712,0.0504,0,ETAEDGE_LM,LOWM_EXT_VLOW_EXTREME,0.0712,0.04999999950528145,True,
ROUTE_0048,eta,ETAEDGE_LM__LOWM_EXT_VLOW_EXTREME,3,37,0.0808,0.0808,0.048799999999999996,0.052000000000000005,0.0808,0.0504,0,ETAEDGE_LM,LOWM_EXT_VLOW_EXTREME,0.0808,0.04999999950528145,True,
ROUTE_0049,eta,ETAEDGE_LM__LOWM_EXT_VLOW_EXTREME,3,37,0.0904,0.0904,0.048799999999999996,0.052000000000000005,0.0904,0.0504,0,ETAEDGE_LM,LOWM_EXT_VLOW_EXTREME,0.0904,0.04999999950528145,True,
ROUTE_0050,eta,ETAEDGE_LM__LOWM_EXT_VLOW_EXTREME,3,37,0.09999999999999999,0.09999999999999999,0.048799999999999996,0.052000000000000005,0.09999999999999999,0.0504,0,ETAEDGE_LM,LOWM_EXT_VLOW_EXTREME,0.09999999999999999,0.04999999950528145,True,
ROUTE_0051,Mach,ETAEDGE_LM__ULTRALOW_M002_006_eta002_006,46,3,0.058399999999999994,0.0616,0.02,0.02,0.06,0.02,0,ULTRALOW_M002_006_eta002_006,ETAEDGE_LM,0.06000000049471855,0.02,True,
ROUTE_0052,Mach,ETAEDGE_LM__ULTRALOW_M002_006_eta002_006,46,3,0.058399999999999994,0.0616,0.0264,0.0264,0.06,0.0264,0,ULTRALOW_M002_006_eta002_006,ETAEDGE_LM,0.06000000049471855,0.0264,True,
ROUTE_0053,Mach,ETAEDGE_LM__ULTRALOW_M002_006_eta002_006,46,3,0.058399999999999994,0.0616,0.032799999999999996,0.032799999999999996,0.06,0.032799999999999996,0,ULTRALOW_M002_006_eta002_006,ETAEDGE_LM,0.06000000049471855,0.032799999999999996,True,
ROUTE_0054,Mach,ETAEDGE_LM__ULTRALOW_M002_006_eta002_006,46,3,0.058399999999999994,0.0616,0.04239999999999999,0.04239999999999999,0.06,0.04239999999999999,0,ULTRALOW_M002_006_eta002_006,ETAEDGE_LM,0.06000000049471855,0.04239999999999999,True,
ROUTE_0055,Mach,ETAEDGE_LM__ULTRALOW_M002_006_eta002_006,46,3,0.058399999999999994,0.0616,0.048799999999999996,0.048799999999999996,0.06,0.048799999999999996,0,ULTRALOW_M002_006_eta002_006,ETAEDGE_LM,0.06000000049471855,0.048799999999999996,True,
ROUTE_0056,eta,ETAEDGE_LM__VLOW_EXTREME_CI_ONLY,3,47,0.1032,0.1032,0.058399999999999994,0.0616,0.1032,0.06,0,ETAEDGE_LM,VLOW_EXTREME_CI_ONLY,0.1032,0.06000000049471855,True,
ROUTE_0057,eta,ETAEDGE_LM__VLOW_EXTREME_CI_ONLY,3,47,0.16399999999999998,0.16399999999999998,0.058399999999999994,0.0616,0.16399999999999998,0.06,0,ETAEDGE_LM,VLOW_EXTREME_CI_ONLY,0.16399999999999998,0.06000000049471855,True,
ROUTE_0058,eta,ETAEDGE_LM__VLOW_EXTREME_CI_ONLY,3,47,0.22479999999999997,0.22479999999999997,0.058399999999999994,0.0616,0.22479999999999997,0.06,0,ETAEDGE_LM,VLOW_EXTREME_CI_ONLY,0.22479999999999997,0.06000000049471855,True,
ROUTE_0059,eta,ETAEDGE_LM__VLOW_EXTREME_CI_ONLY,3,47,0.2888,0.2888,0.058399999999999994,0.0616,0.2888,0.06,0,ETAEDGE_LM,VLOW_EXTREME_CI_ONLY,0.2888,0.06000000049471855,True,
ROUTE_0060,eta,ETAEDGE_LM__VLOW_EXTREME_CI_ONLY,3,47,0.34959999999999997,0.34959999999999997,0.058399999999999994,0.0616,0.34959999999999997,0.06,0,ETAEDGE_LM,VLOW_EXTREME_CI_ONLY,0.34959999999999997,0.06000000049471855,True,
ROUTE_0061,eta,ETAEDGE_MM__VLOW_EXTREME_CI_ONLY,4,47,0.3528,0.3528,0.058399999999999994,0.0616,0.3528,0.06,0,ETAEDGE_MM,VLOW_EXTREME_CI_ONLY,0.3528,0.06000000049471855,True,
ROUTE_0062,eta,ETAEDGE_MM__VLOW_EXTREME_CI_ONLY,4,47,0.436,0.436,0.058399999999999994,0.0616,0.436,0.06,0,ETAEDGE_MM,VLOW_EXTREME_CI_ONLY,0.436,0.06000000049471855,True,
ROUTE_0063,eta,ETAEDGE_MM__VLOW_EXTREME_CI_ONLY,4,47,0.5159999999999999,0.5159999999999999,0.058399999999999994,0.0616,0.5159999999999999,0.06,0,ETAEDGE_MM,VLOW_EXTREME_CI_ONLY,0.5159999999999999,0.06000000049471855,True,
ROUTE_0064,eta,ETAEDGE_MM__VLOW_EXTREME_CI_ONLY,4,47,0.596,0.596,0.058399999999999994,0.0616,0.596,0.06,0,ETAEDGE_MM,VLOW_EXTREME_CI_ONLY,0.596,0.06000000049471855,True,
ROUTE_0065,eta,ETAEDGE_MM__VLOW_EXTREME_CI_ONLY,4,47,0.6791999999999999,0.6791999999999999,0.058399999999999994,0.0616,0.6791999999999999,0.06,0,ETAEDGE_MM,VLOW_EXTREME_CI_ONLY,0.6791999999999999,0.06000000049471855,True,
ROUTE_0066,Mach,HIGH_HIM__HIGH_LOWM_COMPACTY,6,5,0.3976,0.4008,0.5512,0.5512,0.3992,0.5512,0,HIGH_LOWM_COMPACTY,HIGH_HIM,0.4000000004947186,0.5512,True,
ROUTE_0067,Mach,HIGH_HIM__HIGH_LOWM_COMPACTY,6,5,0.3976,0.4008,0.5768,0.5768,0.3992,0.5768,0,HIGH_LOWM_COMPACTY,HIGH_HIM,0.4000000004947186,0.5768,True,
ROUTE_0068,Mach,HIGH_HIM__HIGH_LOWM_COMPACTY,6,5,0.3976,0.4008,0.5992,0.5992,0.3992,0.5992,0,HIGH_LOWM_COMPACTY,HIGH_HIM,0.4000000004947186,0.5992,True,
ROUTE_0069,Mach,HIGH_HIM__HIGH_LOWM_COMPACTY,6,5,0.3976,0.4008,0.6215999999999999,0.6215999999999999,0.3992,0.6215999999999999,0,HIGH_LOWM_COMPACTY,HIGH_HIM,0.4000000004947186,0.6215999999999999,True,
ROUTE_0070,Mach,HIGH_HIM__HIGH_LOWM_COMPACTY,6,5,0.3976,0.4008,0.6472,0.6472,0.3992,0.6472,0,HIGH_LOWM_COMPACTY,HIGH_HIM,0.4000000004947186,0.6472,True,
ROUTE_0071,eta,HIGH_HIM__HIGH_LOWM_COMPACTY,5,6,0.3528,0.3528,0.5479999999999999,0.5512,0.3528,0.5496,0,HIGH_HIM,HIGH_LOWM_COMPACTY,0.3528,0.5499999995052814,True,
ROUTE_0072,eta,HIGH_HIM__HIGH_LOWM_COMPACTY,5,6,0.3656,0.3656,0.5479999999999999,0.5512,0.3656,0.5496,0,HIGH_HIM,HIGH_LOWM_COMPACTY,0.3656,0.5499999995052814,True,
ROUTE_0073,eta,HIGH_HIM__HIGH_LOWM_COMPACTY,5,6,0.3752,0.3752,0.5479999999999999,0.5512,0.3752,0.5496,0,HIGH_HIM,HIGH_LOWM_COMPACTY,0.3752,0.5499999995052814,True,
ROUTE_0074,eta,HIGH_HIM__HIGH_LOWM_COMPACTY,5,6,0.3848,0.3848,0.5479999999999999,0.5512,0.3848,0.5496,0,HIGH_HIM,HIGH_LOWM_COMPACTY,0.3848,0.5499999995052814,True,
ROUTE_0075,eta,HIGH_HIM__HIGH_LOWM_COMPACTY,5,6,0.3976,0.3976,0.5479999999999999,0.5512,0.3976,0.5496,0,HIGH_HIM,HIGH_LOWM_COMPACTY,0.3976,0.5499999995052814,True,
ROUTE_0076,Mach,HIGH_HIM__HM1_HIGH,5,7,0.6983999999999999,0.7016,0.5512,0.5512,0.7,0.5512,0,HIGH_HIM,HM1_HIGH,0.6999999995052814,0.5512,True,
ROUTE_0077,Mach,HIGH_HIM__HM1_HIGH,5,7,0.6983999999999999,0.7016,0.5768,0.5768,0.7,0.5768,0,HIGH_HIM,HM1_HIGH,0.6999999995052814,0.5768,True,
ROUTE_0078,Mach,HIGH_HIM__HM1_HIGH,5,7,0.6983999999999999,0.7016,0.5992,0.5992,0.7,0.5992,0,HIGH_HIM,HM1_HIGH,0.6999999995052814,0.5992,True,
ROUTE_0079,Mach,HIGH_HIM__HM1_HIGH,5,7,0.6983999999999999,0.7016,0.6215999999999999,0.6215999999999999,0.7,0.6215999999999999,0,HIGH_HIM,HM1_HIGH,0.6999999995052814,0.6215999999999999,True,
ROUTE_0080,Mach,HIGH_HIM__HM1_HIGH,5,7,0.6983999999999999,0.7016,0.6472,0.6472,0.7,0.6472,0,HIGH_HIM,HM1_HIGH,0.6999999995052814,0.6472,True,
ROUTE_0081,Mach,HIGH_HIM__HM1_MID,5,9,0.6983999999999999,0.7016,0.5,0.5,0.7,0.5,0,HIGH_HIM,HM1_MID,0.6999999995052814,0.5,True,
ROUTE_0082,Mach,HIGH_HIM__HM1_MID,5,9,0.6983999999999999,0.7016,0.5127999999999999,0.5127999999999999,0.7,0.5127999999999999,0,HIGH_HIM,HM1_MID,0.6999999995052814,0.5127999999999999,True,
ROUTE_0083,Mach,HIGH_HIM__HM1_MID,5,9,0.6983999999999999,0.7016,0.5256,0.5256,0.7,0.5256,0,HIGH_HIM,HM1_MID,0.6999999995052814,0.5256,True,
ROUTE_0084,Mach,HIGH_HIM__HM1_MID,5,9,0.6983999999999999,0.7016,0.5352,0.5352,0.7,0.5352,0,HIGH_HIM,HM1_MID,0.6999999995052814,0.5352,True,
ROUTE_0085,Mach,HIGH_HIM__HM1_MID,5,9,0.6983999999999999,0.7016,0.5479999999999999,0.5479999999999999,0.7,0.5479999999999999,0,HIGH_HIM,HM1_MID,0.6999999995052814,0.5479999999999999,True,
ROUTE_0086,Mach,HIGH_HIM__MID,39,5,0.34959999999999997,0.3528,0.5,0.5,0.35119999999999996,0.5,0,MID,HIGH_HIM,0.3499999995052814,0.5,True,
ROUTE_0087,Mach,HIGH_HIM__MID,39,5,0.34959999999999997,0.3528,0.5127999999999999,0.5127999999999999,0.35119999999999996,0.5127999999999999,0,MID,HIGH_HIM,0.3499999995052814,0.5127999999999999,True,
ROUTE_0088,Mach,HIGH_HIM__MID,39,5,0.34959999999999997,0.3528,0.5256,0.5256,0.35119999999999996,0.5256,0,MID,HIGH_HIM,0.3499999995052814,0.5256,True,
ROUTE_0089,Mach,HIGH_HIM__MID,39,5,0.34959999999999997,0.3528,0.5352,0.5352,0.35119999999999996,0.5352,0,MID,HIGH_HIM,0.3499999995052814,0.5352,True,
ROUTE_0090,Mach,HIGH_HIM__MID,39,5,0.34959999999999997,0.3528,0.5479999999999999,0.5479999999999999,0.35119999999999996,0.5479999999999999,0,MID,HIGH_HIM,0.3499999995052814,0.5479999999999999,True,
ROUTE_0091,eta,HIGH_HIM__MID,39,5,0.3528,0.3528,0.49679999999999996,0.5,0.3528,0.49839999999999995,0,MID,HIGH_HIM,0.3528,0.4999999995052814,True,
ROUTE_0092,eta,HIGH_HIM__MID,39,5,0.4392,0.4392,0.49679999999999996,0.5,0.4392,0.49839999999999995,0,MID,HIGH_HIM,0.4392,0.4999999995052814,True,
ROUTE_0093,eta,HIGH_HIM__MID,39,5,0.5256,0.5256,0.49679999999999996,0.5,0.5256,0.49839999999999995,0,MID,HIGH_HIM,0.5256,0.4999999995052814,True,
ROUTE_0094,eta,HIGH_HIM__MID,39,5,0.612,0.612,0.49679999999999996,0.5,0.612,0.49839999999999995,0,MID,HIGH_HIM,0.612,0.4999999995052814,True,
ROUTE_0095,eta,HIGH_HIM__MID,39,5,0.6983999999999999,0.6983999999999999,0.49679999999999996,0.5,0.6983999999999999,0.49839999999999995,0,MID,HIGH_HIM,0.6983999999999999,0.4999999995052814,True,
ROUTE_0096,eta,HIGH_HIM__NEUTRAL1_HIM,5,40,0.4008,0.4008,0.6472,0.6504,0.4008,0.6488,0,HIGH_HIM,NEUTRAL1_HIM,0.4008,0.6500000000059604,True,
ROUTE_0097,eta,HIGH_HIM__NEUTRAL1_HIM,5,40,0.4744,0.4744,0.6472,0.6504,0.4744,0.6488,0,HIGH_HIM,NEUTRAL1_HIM,0.4744,0.6500000000059604,True,
ROUTE_0098,eta,HIGH_HIM__NEUTRAL1_HIM,5,40,0.5479999999999999,0.5479999999999999,0.6472,0.6504,0.5479999999999999,0.6488,0,HIGH_HIM,NEUTRAL1_HIM,0.5479999999999999,0.6500000000059604,True,
ROUTE_0099,eta,HIGH_HIM__NEUTRAL1_HIM,5,40,0.6247999999999999,0.6247999999999999,0.6472,0.6504,0.6247999999999999,0.6488,0,HIGH_HIM,NEUTRAL1_HIM,0.6247999999999999,0.6500000000059604,True,
ROUTE_0100,eta,HIGH_HIM__NEUTRAL1_HIM,5,40,0.6983999999999999,0.6983999999999999,0.6472,0.6504,0.6983999999999999,0.6488,0,HIGH_HIM,NEUTRAL1_HIM,0.6983999999999999,0.6500000000059604,True,
ROUTE_0101,Mach,HIGH_LOWM_COMPACTY__LOWM_EXT_HIGH,31,6,0.09999999999999999,0.1032,0.5512,0.5512,0.1016,0.5512,0,LOWM_EXT_HIGH,HIGH_LOWM_COMPACTY,0.10000000049471855,0.5512,True,
ROUTE_0102,Mach,HIGH_LOWM_COMPACTY__LOWM_EXT_HIGH,31,6,0.09999999999999999,0.1032,0.5768,0.5768,0.1016,0.5768,0,LOWM_EXT_HIGH,HIGH_LOWM_COMPACTY,0.10000000049471855,0.5768,True,
ROUTE_0103,Mach,HIGH_LOWM_COMPACTY__LOWM_EXT_HIGH,31,6,0.09999999999999999,0.1032,0.5992,0.5992,0.1016,0.5992,0,LOWM_EXT_HIGH,HIGH_LOWM_COMPACTY,0.10000000049471855,0.5992,True,
ROUTE_0104,Mach,HIGH_LOWM_COMPACTY__LOWM_EXT_HIGH,31,6,0.09999999999999999,0.1032,0.6215999999999999,0.6215999999999999,0.1016,0.6215999999999999,0,LOWM_EXT_HIGH,HIGH_LOWM_COMPACTY,0.10000000049471855,0.6215999999999999,True,
ROUTE_0105,Mach,HIGH_LOWM_COMPACTY__LOWM_EXT_HIGH,31,6,0.09999999999999999,0.1032,0.6472,0.6472,0.1016,0.6472,0,LOWM_EXT_HIGH,HIGH_LOWM_COMPACTY,0.10000000049471855,0.6472,True,
ROUTE_0106,eta,HIGH_LOWM_COMPACTY__MID,39,6,0.1032,0.1032,0.5479999999999999,0.5512,0.1032,0.5496,0,MID,HIGH_LOWM_COMPACTY,0.1032,0.5499999995052814,True,
ROUTE_0107,eta,HIGH_LOWM_COMPACTY__MID,39,6,0.16399999999999998,0.16399999999999998,0.5479999999999999,0.5512,0.16399999999999998,0.5496,0,MID,HIGH_LOWM_COMPACTY,0.16399999999999998,0.5499999995052814,True,
ROUTE_0108,eta,HIGH_LOWM_COMPACTY__MID,39,6,0.22479999999999997,0.22479999999999997,0.5479999999999999,0.5512,0.22479999999999997,0.5496,0,MID,HIGH_LOWM_COMPACTY,0.22479999999999997,0.5499999995052814,True,
