Mach,alpha,analytic_tail_points,ci,cr,delta_kappa_at_match,delta_q_at_match,far_left,far_right,gamma_left_imag,gamma_left_real,gamma_mismatch_at_match,gamma_right_imag,gamma_right_real,left_distance,left_far_amplitude,left_interface_amplitude,matching_y,modal_dy,mu_left,mu_right,n_coordinates,numerical_extent,omega_i,right_distance,right_far_amplitude,right_interface_amplitude,right_log_amplitude_shift,tail_tolerance,timestamp,status,error,updated,mach_directory
1.1,0.14,300,0.1164507274034491,0.1209667013989745,-2.168376589395393e-12,-1.821243850175236e-11,-463.6500933120507,239.47913584879728,-0.1037742118233761,0.0298323122289043,1.8341067940922897e-11,-0.0419209638706331,-0.0579105533276547,423.6500933120507,1.0000000000000004e-06,0.3081869503551966,1.0,0.025,0.0298323122289043,0.0579105533276547,3801,40.0,0.0163031018364828,199.47913584879728,1.0000000000000004e-06,0.1039793015051077,-1.0865147251633025,1e-06,2026-07-23T12:04:01.239914+00:00,converged,,2026-07-23T12:04:01.250253+00:00,M1p100000
1.1,0.145,300,0.1134560016881082,0.1266922780688296,-4.034522715912203e-12,-1.9292980407703556e-11,-462.70983922754,228.7314368064454,-0.1087925306414486,0.0298920078780324,1.971031371026968e-11,-0.0415650157383778,-0.0606440504378093,422.70983922754,1.0000000000000004e-06,0.3073203120313336,1.0,0.025,0.0298920078780324,0.0606440504378093,3801,40.0,0.0164511202447756,188.7314368064454,1.0000000000000004e-06,0.0934740159980599,-1.1902070714211326,1e-06,2026-07-23T12:04:01.410663+00:00,converged,,2026-07-23T12:04:01.420978+00:00,M1p100000
1.1,0.15,300,0.1104728205019271,0.1320566414058153,-5.880580744577202e-12,-1.9955061908438765e-11,-462.3205328690976,218.85791848158857,-0.1138111555533431,0.0299162156171557,2.0803502725817972e-11,-0.041178816888384,-0.0633929336589278,422.3205328690976,1.0000000000000004e-06,0.306886153063014,1.0,0.025,0.0299162156171557,0.0633929336589278,3801,40.0,0.016570923075289,178.85791848158857,1.0000000000000004e-06,0.0839795134581632,-1.2959039601867608,1e-06,2026-07-23T12:04:01.583903+00:00,converged,,2026-07-23T12:04:01.594160+00:00,M1p100000
1.1,0.155,300,0.1075009266966481,0.1371057085051619,-3.86424225951032e-12,-1.8414790525778105e-11,-462.5002549535973,209.75147878997515,-0.1188334197865398,0.0299035823900042,1.8815867727757663e-11,-0.040759705554934,-0.0661587867875872,422.5002549535973,1.0000000000000004e-06,0.3068981411721296,1.0,0.025,0.0299035823900042,0.0661587867875872,3801,40.0,0.0166626436379804,169.75147878997515,1.0000000000000004e-06,0.0753991961006107,-1.4037192916590835,1e-06,2026-07-23T12:04:01.764794+00:00,converged,,2026-07-23T12:04:01.775325+00:00,M1p100000
1.1,0.16,300,0.1045400746294168,0.1418764142379207,-7.971602544731837e-12,-1.992010376095088e-11,-463.2653132376826,201.32310837724663,-0.1238617221646033,0.0298531477159237,2.1455931137525223e-11,-0.0403059451199739,-0.0689427926089237,423.2653132376826,1.0000000000000004e-06,0.3073682807307741,1.0,0.025,0.0298531477159237,0.0689427926089237,3801,40.0,0.0167264119407066,161.32310837724663,1.0000000000000004e-06,0.0676474949858564,-1.5137363152318344,1e-06,2026-07-23T12:04:01.936296+00:00,converged,,2026-07-23T12:04:01.946791+00:00,M1p100000
1.1,0.165,300,0.1015900294887648,0.1463990255732808,-5.979987338644577e-12,-9.009966384088129e-12,-464.6322311527844,193.49785527817247,-0.1288978075222145,0.0297642280272871,1.08138680782016e-11,-0.0398164436748645,-0.0717458491740518,424.6322311527844,1.0000000000000004e-06,0.3083067647598141,1.0,0.025,0.0297642280272871,0.0717458491740518,3801,40.0,0.0167623548656461,153.49785527817247,1.0000000000000004e-06,0.0606475169765105,-1.6260165824390027,1e-06,2026-07-23T12:04:02.117071+00:00,converged,,2026-07-23T12:04:02.127780+00:00,M1p100000
1.1,0.17,300,0.0986505663220147,0.1506987370978195,-3.40348166316673e-11,-3.722604863254375e-11,-466.6193153263638,186.21197217682524,-0.1339429531715464,0.0296363395706001,5.043954242401223e-11,-0.0392905674277486,-0.074568647285021,426.6193153263638,1.0000000000000004e-06,0.3097233926568941,1.0,0.025,0.0296363395706001,0.074568647285021,3801,40.0,0.0167705962747425,146.21197217682524,1.0000000000000004e-06,0.0543298447552579,-1.740605914288059,1e-06,2026-07-23T12:04:02.313807+00:00,converged,,2026-07-23T12:04:02.324767+00:00,M1p100000
1.1,0.175,300,0.0957214701503959,0.1547968043623869,-3.352417649038486e-11,-4.114888985107257e-11,-469.2479164302442,179.41080729247042,-0.1389980966340326,0.0294691458329957,5.3076374643848605e-11,-0.0387280132541391,-0.0774117240827903,429.2479164302442,1.0000000000000004e-06,0.3116292465323985,1.0,0.025,0.0294691458329957,0.0774117240827903,3801,40.0,0.0167512572763192,139.41080729247042,1.0000000000000004e-06,0.0486317042626662,-1.857538499508676,1e-06,2026-07-23T12:04:02.493476+00:00,converged,,2026-07-23T12:04:02.503697+00:00,M1p100000
1.1,0.18,300,0.0928025345122517,0.1587113678144348,-3.171716361771715e-11,-3.8737693608403845e-11,-472.54322096734535,173.0470906928227,-0.144063924701788,0.0292624202820077,5.0065830404095085e-11,-0.038128719304933,-0.0802755001934038,432.54322096734535,1.0000000000000004e-06,0.3140355647714157,1.0,0.025,0.0292624202820077,0.0802755001934038,3801,40.0,0.0167044562122053,133.0470906928227,9.99999999999999e-07,0.0434958910782254,-1.9768397674362763,1e-06,2026-07-23T12:04:02.684130+00:00,converged,,2026-07-23T12:04:02.694991+00:00,M1p100000
1.1,0.185,300,0.0898935613408621,0.1624580667905106,-3.2363854651773494e-11,-3.7289511756188887e-11,-476.5352844047183,167.07971420521045,-0.1491409373949371,0.0290160199136725,4.937536607394491e-11,-0.0374928012563036,-0.083160306976442,436.5352844047183,1.0000000000000004e-06,0.3169554495570099,1.0,0.025,0.0290160199136725,0.083160306976442,3801,40.0,0.0166303088480594,127.07971420521046,1.0000000000000004e-06,0.0388703894769242,-2.0985284615241966,1e-06,2026-07-23T12:04:02.883455+00:00,converged,,2026-07-23T12:04:02.894506+00:00,M1p100000
1.1,0.1875,300,0.0884427509439601,0.1642727872469405,-3.087346350794107e-11,-3.5480399868115236e-11,-478.8035537770242,164.23324190994322,-0.1516837548286255,0.0288779149436316,4.7032217933853816e-11,-0.0371611812253889,-0.0846106809902535,438.8035537770242,1.0000000000000004e-06,0.3186127526911474,1.0,0.025,0.0288779149436316,0.0846106809902535,3801,40.0,0.0165830158019925,124.23324190994322,1.0000000000000004e-06,0.0367340427561501,-2.160272503308989,1e-06,2026-07-24T06:55:10.699335+00:00,converged,,2026-07-24T06:55:10.709707+00:00,M1p100000
1.1,0.19,300,0.0869943604140983,0.1660505044719185,-3.727065184255807e-11,-3.6223038457627865e-11,-481.2599412444247,161.47272346711227,-0.154229494279072,0.028729865867032,5.1973166190563796e-11,-0.0368205060168917,-0.0860664063026381,441.2599412444247,1.0000000000000004e-06,0.3204043030875332,1.0,0.025,0.028729865867032,0.0860664063026381,3801,40.0,0.0165289284786786,121.47272346711227,1.0000000000000004e-06,0.0347078363762916,-2.222618151838253,1e-06,2026-07-23T12:04:03.068203+00:00,converged,,2026-07-23T12:04:03.078983+00:00,M1p100000
1.1,0.195,300,0.0841047488496381,0.1695006064537406,-3.1021213375836965e-11,-3.332191814142682e-11,-486.7596525476704,156.19446798655213,-0.1593298486695846,0.0284039290415384,4.552654069807145e-11,-0.0361121775860469,-0.0889940053615021,446.7596525476704,1.0000000000000004e-06,0.3243989840985569,1.0,0.025,0.0284039290415384,0.0889940053615021,3801,40.0,0.0164004260256794,116.19446798655213,1.0000000000000004e-06,0.0309649471613673,-2.349118362614318,1e-06,2026-07-23T12:04:03.263655+00:00,converged,,2026-07-23T12:04:03.274615+00:00,M1p100000
1.1,0.2,300,0.0812245506598016,0.172818900945195,-4.5342694876548955e-11,-3.2568336916227736e-11,-493.0846717371988,151.21697341945452,-0.1644421730754515,0.0280382192981536,5.582702345779096e-11,-0.0353682316507686,-0.0919432677727239,453.0846717371988,1.0000000000000004e-06,0.3289586660668237,1.0,0.025,0.0280382192981536,0.0919432677727239,3801,40.0,0.0162449101319603,111.2169734194545,9.99999999999999e-07,0.0276022333794529,-2.478035418822688,1e-06,2026-07-23T12:04:03.460246+00:00,converged,,2026-07-23T12:04:03.471176+00:00,M1p100000
1.1,0.205,300,0.0783535962323096,0.176014741248715,-1.1330344995563736e-10,-6.272242794591598e-11,-500.2943369584075,146.51540798958976,-0.169566578518066,0.027632777188273,1.295058868904431e-10,-0.034589136330747,-0.0949143222156181,460.2943369584075,1.0000000000000004e-06,0.3341050869954527,1.0,0.025,0.027632777188273,0.0949143222156181,3801,40.0,0.0160624872276234,106.51540798958976,1.0000000000000004e-06,0.0245836718313977,-2.609373099343621,1e-06,2026-07-23T12:04:03.641854+00:00,converged,,2026-07-23T12:04:03.652571+00:00,M1p100000
1.1,0.21,300,0.0754917222519709,0.1790964847299399,-7.346395713980769e-11,-6.639638144845249e-11,-508.45863652257873,142.06764681192578,-0.1747031294544702,0.0271876677040187,9.902238367201583e-11,-0.033775397594436,-0.0979072694101837,468.45863652257873,1.0000000000000004e-06,0.3398629553557112,1.0,0.025,0.0271876677040187,0.0979072694101837,3801,40.0,0.0158532616729138,102.0676468119258,1.000000000000002e-06,0.0218764193672029,-2.7431331483748917,1e-06,2026-07-23T12:04:03.830789+00:00,converged,,2026-07-23T12:04:03.841270+00:00,M1p100000
1.1,0.215,300,0.0726387709774911,0.1820716357575376,-6.347401770856465e-11,-6.529352059025939e-11,-517.660088652466,137.85390331258185,-0.1798518544710444,0.0267029752842845,9.106148886954246e-11,-0.0329275482511131,-0.1009221866716475,477.660088652466,1.0000000000000004e-06,0.3462601124108617,1.0,0.025,0.0267029752842845,0.1009221866716475,3801,40.0,0.0156173357601605,97.85390331258183,1.0000000000000004e-06,0.0194505358084945,-2.879315644914214,1e-06,2026-07-23T12:04:04.026857+00:00,converged,,2026-07-23T12:04:04.037641+00:00,M1p100000
1.1,0.22,300,0.0697945900466464,0.1849469655531981,-1.0455231125305886e-10,-7.536626531190471e-11,-527.9960131139193,133.85640703238204,-0.1850127555151451,0.0261787999484825,1.2888467610783257e-10,-0.0320461391302474,-0.1039591326398069,487.9960131139193,1.0000000000000004e-06,0.3533272650784462,1.0,0.025,0.0261787999484825,0.1039591326398069,3801,40.0,0.0153548098102622,93.85640703238204,1.0000000000000004e-06,0.0172787148549986,-3.01791933519126,1e-06,2026-07-23T12:04:04.236381+00:00,converged,,2026-07-23T12:04:04.247870+00:00,M1p100000
1.1,0.225,300,0.0669590322340125,0.1877286098412757,-1.0740246192408875e-10,-6.769578300702683e-11,-539.5814233732013,130.05914660501745,-0.1901858146430695,0.0256152542739259,1.2695671649932428e-10,-0.0311317324870835,-0.1070181505823931,499.58142337320135,1.0000000000000004e-06,0.3610981883545969,1.0,0.025,0.0256152542739259,0.1070181505823931,3801,40.0,0.0150657822526528,90.05914660501745,1.0000000000000004e-06,0.0153360771091739,-3.158941877536822,1e-06,2026-07-23T12:04:04.419941+00:00,converged,,2026-07-23T12:04:04.431343+00:00,M1p100000
1.1,0.23,300,0.0641319550045144,0.1904221496469428,-1.0718584353419658e-10,-7.019504942584742e-11,-552.5528490056219,126.44769404798888,-0.1953709990742833,0.0250124609243661,1.2812552445954875e-10,-0.0301848968821672,-0.1100992707923219,512.5528490056219,9.99999999999999e-07,0.3696116383978787,1.0,0.025,0.0250124609243661,0.1100992707923219,3801,40.0,0.0147503496510383,86.44769404798889,1.0000000000000004e-06,0.013600040863127,-3.3023800310643163,1e-06,2026-07-23T12:04:04.683989+00:00,converged,,2026-07-23T12:04:04.694423+00:00,M1p100000
1.1,0.235,300,0.0613132204151196,0.1930326802611433,-6.641601157930666e-11,-7.043060926137379e-11,-567.0727729740837,123.0089693326065,-0.2005682655798247,0.0243705507439799,9.680680407404691e-11,-0.0292062031364459,-0.11320251305441,527.0727729740837,1.000000000000002e-06,0.3789099131117088,1.0,0.025,0.0243705507439799,0.11320251305441,3801,40.0,0.0144086067975531,83.0089693326065,1.0000000000000004e-06,0.0120500481469401,-3.4482298250276404,1e-06,2026-07-23T12:04:04.893830+00:00,converged,,2026-07-23T12:04:04.905607+00:00,M1p100000
1.1,0.24,300,0.0585026948235119,0.1955648684042731,-8.647180194110149e-11,-7.847164931740203e-11,-583.3356216086905,119.73109675322624,-0.2057775635181739,0.0236896611868438,1.167697404190589e-10,-0.0281962212898182,-0.1163278881778252,543.3356216086905,1.000000000000002e-06,0.3890397438465727,1.0,0.025,0.0236896611868438,0.1163278881778252,3801,40.0,0.0140406467576428,79.73109675322625,1.0000000000000004e-06,0.0106674263128183,-3.596486679248382,1e-06,2026-07-23T12:04:05.067895+00:00,converged,,2026-07-23T12:04:05.078300+00:00,M1p100000
1.1,0.245,300,0.0557002486180792,0.1980230022868483,-7.622184827749122e-11,-6.271870696406001e-11,-601.5753994234097,116.60325810397228,-0.2109988377769966,0.0229699350006371,9.870869444015822e-11,-0.0271555180278965,-0.1194753998839553,561.5753994234097,1.000000000000002e-06,0.4000522420602267,1.0,0.025,0.0229699350006371,0.1194753998839553,3801,40.0,0.0136465609114294,76.60325810397228,1.0000000000000004e-06,0.0094352211267544,-3.747145528326645,1e-06,2026-07-23T12:04:05.265392+00:00,converged,,2026-07-23T12:04:05.275805+00:00,M1p100000
1.1,0.25,300,0.0529057559191424,0.200411032708281,-7.195215256938779e-11,-6.415170131224279e-11,-622.0759224062753,113.61560813902592,-0.2162320304321314,0.022211519176978,9.639788919174358e-11,-0.0260846549155014,-0.1226450456221647,582.0759224062753,1.0000000000000004e-06,0.4120048965059347,1.0,0.025,0.022211519176978,0.1226450456221647,3801,40.0,0.0132264389797856,73.61560813902591,1.0000000000000004e-06,0.0083380913872611,-3.9002008942699504,1e-06,2026-07-23T12:04:05.444979+00:00,converged,,2026-07-23T12:04:05.455611+00:00,M1p100000
1.1,0.255,300,0.0501190946120559,0.2027326097584077,-6.576579558714711e-11,-6.509737540683069e-11,-645.1839972280134,110.75913658078974,-0.2214770825658527,0.0214145641808647,9.253544269126432e-11,-0.0249841869940354,-0.1258368178741961,605.1839972280134,1.000000000000002e-06,0.424960520168951,1.0,0.025,0.0214145641808647,0.1258368178741961,3801,40.0,0.0127803691260742,70.75913658078974,1.0000000000000004e-06,0.0073621300796884,-4.055646967019341,1e-06,2026-07-23T12:04:05.618037+00:00,converged,,2026-07-23T12:04:05.628449+00:00,M1p100000
1.1,0.26,300,0.0473401459935351,0.2049911138976746,-5.500368216448948e-11,-6.823662988819644e-11,-671.3272668831877,108.02556462127448,-0.2267339354404385,0.0205792231886085,8.764498108934067e-11,-0.0238546616508136,-0.129050704913647,631.3272668831877,9.99999999999999e-07,0.4389868469607291,1.0,0.025,0.0205792231886085,0.129050704913647,3801,40.0,0.0123084379583191,68.02556462127447,1.0000000000000004e-06,0.0064947346029628,-4.213477663719056,1e-06,2026-07-23T12:04:05.793679+00:00,converged,,2026-07-23T12:04:05.804095+00:00,M1p100000
1.1,0.265,300,0.0445687947481188,0.2071896831590645,-4.917917462154975e-11,-4.140203284375144e-11,-701.0391707689962,105.40734215134758,-0.2320025314942346,0.019705651574228,6.428623134118188e-11,-0.0226966178794268,-0.1322866915704204,661.0391707689962,1.0000000000000004e-06,0.454161243603436,1.0,0.025,0.019705651574228,0.1322866915704204,3801,40.0,0.0118107306082514,65.40734215134758,1.0000000000000004e-06,0.0057245595880755,-4.3736866784741775,1e-06,2026-07-23T12:04:06.031611+00:00,converged,,2026-07-23T12:04:06.042043+00:00,M1p100000
1.1,0.27,300,0.0418049284949206,0.2093312368277515,-4.891484439717431e-11,-4.7717189574636436e-11,-734.9924413392616,102.897487217817,-0.2372828150802689,0.0187940063057643,6.83344143408105e-11,-0.0215105855562058,-0.1355447597988628,694.9924413392616,1.0000000000000004e-06,0.470566386107607,1.0,0.025,0.0187940063057643,0.1355447597988628,3801,40.0,0.0112873306936285,62.89748721781699,1.0000000000000004e-06,0.0050413278914606,-4.536267528097624,1e-06,2026-07-23T12:04:06.202305+00:00,converged,,2026-07-23T12:04:06.212720+00:00,M1p100000
1.1,0.275,300,0.0390484380561166,0.2114184963433446,-4.127055641678368e-11,-5.984728684849117e-11,-774.0475928086713,100.48957711947423,-0.2425747331115733,0.0178444457299937,7.269770677316105e-11,-0.0202970852221044,-0.138824889309683,734.0475928086713,1.0000000000000004e-06,0.488293741526916,1.0,0.025,0.0178444457299937,0.138824889309683,3801,40.0,0.010738320465432,60.48957711947424,1.0000000000000004e-06,0.004435780421351,-4.701213585106357,1e-06,2026-07-23T12:04:06.392071+00:00,converged,,2026-07-23T12:04:06.402816+00:00,M1p100000
1.1,0.28,300,0.0362992172070976,0.2134540034479028,-5.3860360615942675e-11,-3.116627702443031e-11,-819.3226858560197,98.17769832562298,-0.24787823543787,0.0168571292032417,6.222760857724586e-11,-0.0190566277826315,-0.142127057930416,779.3226858560197,1.0000000000000004e-06,0.5074447954243099,1.0,0.025,0.0168571292032417,0.142127057930416,3801,40.0,0.0101637808179873,58.17769832562298,1.0000000000000004e-06,0.0038995837676717,-4.868518106308248,1e-06,2026-07-23T12:04:06.572027+00:00,converged,,2026-07-23T12:04:06.582423+00:00,M1p100000
1.1,0.285,300,0.0335571621878426,0.2154401364406462,-6.269344765552631e-11,-4.269382677252187e-11,-872.296439652119,95.9563684150386,-0.2531932752122284,0.0158322166499232,7.585005750438376e-11,-0.017789714159796,-0.145451242002318,832.296439652119,1.0000000000000004e-06,0.5281298970292891,1.0,0.025,0.0158322166499232,0.145451242002318,3801,40.0,0.0095637912235351,55.9563684150386,1.0000000000000004e-06,0.0034252278838261,-5.038174265625433,1e-06,2026-07-23T12:04:06.794320+00:00,converged,,2026-07-23T12:04:06.804850+00:00,M1p100000
1.1,0.29,300,0.0308221720963001,0.2173791244470361,-7.459770301476709e-11,-9.149483167630867e-11,-934.9659294399952,93.8205175964044,-0.2585198091144249,0.0147698685705855,1.180513511932644e-10,-0.0164968354948601,-0.148797416730928,894.9659294399952,1.0000000000000004e-06,0.5504707790441512,1.0,0.025,0.0147698685705855,0.148797416730928,3801,40.0,0.008938429907927,53.8205175964044,1.0000000000000004e-06,0.0030059651761531,-5.210175167514206,1e-06,2026-07-23T12:04:06.965162+00:00,converged,,2026-07-23T12:04:06.975499+00:00,M1p100000
1.1,0.295,300,0.0280941487707899,0.2192730602272913,-1.241401842433376e-10,-9.802759472210544e-11,-1010.0946575064822,91.76545065206862,-0.2638577975472836,0.0136702458563596,1.5817773127394118e-10,-0.0151784731565703,-0.1521655564949901,970.0946575064822,1.0000000000000004e-06,0.5746017505372711,1.0,0.025,0.0136702458563596,0.1521655564949901,3801,40.0,0.008287773887383,51.76545065206862,1.0000000000000004e-06,0.0026357382847206,-5.384513866368686,1e-06,2026-07-23T12:04:07.148947+00:00,converged,,2026-07-23T12:04:07.159401+00:00,M1p100000
1.1,0.3,300,0.0253729963228432,0.2211239117409991,-7.990084982534285e-11,-2.8982125727106123e-11,-1101.6181406105716,89.78680203243147,-0.2692072048361473,0.0125335094569125,8.499476110016296e-11,-0.0138350986073555,-0.1555556351646238,1061.6181406105716,1.0000000000000004e-06,0.6006700162878122,1.0,0.025,0.0125335094569125,0.1555556351646238,3801,40.0,0.0076118988968529,49.78680203243147,1.0000000000000004e-06,0.002309110381187,-5.56118339200229,1e-06,2026-07-23T12:04:07.332309+00:00,converged,,2026-07-23T12:04:07.342871+00:00,M1p100000
1.1,0.305,300,0.0226586211744938,0.222933531423503,-1.2076557809326258e-10,-1.2124593863627188e-11,-1215.3380291933777,87.88051684029993,-0.274567998850477,0.0113598203211932,1.2137269309263026e-10,-0.0124671736446034,-0.1589676258403212,1175.3380291933777,1.0000000000000004e-06,0.6288379229428147,1.0,0.025,0.0113598203211932,0.1589676258403212,3801,40.0,0.0069108794582206,47.88051684029993,1.0000000000000004e-06,0.0020212109401631,-5.740176742192119,1e-06,2026-07-23T12:04:07.508029+00:00,converged,,2026-07-23T12:04:07.518483+00:00,M1p100000
1.1,0.31,300,0.0199509324746749,0.2247036667495888,-1.294134244211875e-10,1.4666217372505394e-10,-1360.1754523622628,86.04281302108313,-0.2799401517348023,0.0101493395249186,1.9559557158119999e-10,-0.0110751507301445,-0.1624015018293212,1320.1754523622628,9.99999999999999e-07,0.6592834869744164,1.0,0.025,0.0101493395249186,0.1624015018293212,3801,40.0,0.0061847890671492,46.04281302108314,1.0000000000000004e-06,0.0017676777934589,-5.921486915417208,1e-06,2026-07-23T12:04:07.683027+00:00,converged,,2026-07-23T12:04:07.693524+00:00,M1p100000
1.1,0.315,300,0.0172498403916324,0.2264359667445679,-1.5886568449641203e-10,-1.378423399728268e-10,-1550.5922833648797,84.27017631271494,-0.2853236390322621,0.0089022273791589,2.1033025554992767e-10,-0.0096594723784398,-0.1658572357825834,1510.5922833648797,1.0000000000000004e-06,0.6922039964515904,1.0,0.025,0.0089022273791589,0.1658572357825834,3801,40.0,0.0054336997233642,44.27017631271495,1.0000000000000004e-06,0.0015446136152446,-6.105106912882615,1e-06,2026-07-23T12:04:07.893046+00:00,converged,,2026-07-23T12:04:07.903461+00:00,M1p100000
