alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,cr_corrected,ci_corrected,pinn_spectral_error,corrected_spectral_error,corrected_mismatch,optimization_seconds,nfev_reported,optimizer_success,optimizer_message,p_rel_l2_core40,u_rel_l2_core40,v_rel_l2_core40,p_overlap_error_core40,fixed_c_total_seconds,oracle_p_rel_l2_core40,oracle_u_rel_l2_core40,oracle_v_rel_l2_core40,cr_pinn_error,ci_pinn_error,cr_corrected_error,ci_corrected_error,modal_max,oracle_modal_max,modal_excess_over_oracle
0.1,5.334085810194177e-10,0.0113989626576282,-0.0094635784626007,0.0103602148592472,2.5928005660977634e-06,0.011398956429212,0.009520416188505,2.592274639984598e-06,1.2307934720429545e-06,13.852045284584165,80,False,Maximum number of function evaluations has been exceeded.,2.9112190289548772e-05,3.868718446662903e-05,0.0001057104963212,3.7772396321855695e-10,1.224133724346757,5.430071694383481e-07,2.732821107122127e-06,5.454177650353858e-07,-0.00946357899600928,-0.0010387477983809998,2.592267157516744e-06,-6.228416201195519e-09,0.0001057104963212,2.732821107122127e-06,0.00010297767521407787
0.105,2.340442123779967e-10,0.012760261732706,-0.011567510664463,0.0116741443052887,2.832127626337733e-06,0.0127602544635402,0.0116183888492864,2.831902911692684e-06,1.311788519533056e-06,13.83744959998876,80,False,Maximum number of function evaluations has been exceeded.,3.112425340101579e-05,4.012848819310462e-05,0.0001029652833491,4.3325798504412205e-10,1.2198062809184194,6.541082437067154e-07,2.527414264128457e-06,6.574901032758123e-07,-0.011567510898507213,-0.0010861174274173005,2.8318935821253547e-06,-7.269165800544153e-09,0.0001029652833491,2.527414264128457e-06,0.00010043786908497155
0.11,4.635943253909663e-11,0.0142365019789538,-0.0134479478001594,0.0132260350510478,2.453913948717911e-06,0.0142364960686441,0.0134858572102437,2.453874706969615e-06,1.10645320483382e-06,13.861874477006497,80,False,Maximum number of function evaluations has been exceeded.,2.633604105101181e-05,3.311800894083081e-05,7.989843470697788e-05,3.1144531398297204e-10,1.2266193367540836,7.828322826145244e-07,2.208950901839232e-06,7.875499650553529e-07,-0.013447947846518832,-0.001010466927906,2.4538675892853717e-06,-5.9103096999857385e-09,7.989843470697788e-05,2.208950901839232e-06,7.768948380513865e-05
0.115,-1.3681579423593154e-11,0.0158385965300184,-0.0150459483265876,0.015042595565319,1.5278897336349352e-06,0.015838593580109,0.0150669896850844,1.527906262893436e-06,6.688898739075853e-07,13.867776660248635,80,False,Maximum number of function evaluations has been exceeded.,1.5974935308930552e-05,1.9685571558240537e-05,4.474326774683481e-05,1.1516787523646599e-10,1.2368427952751515,9.203250550129872e-07,1.831740102137236e-06,9.266023783456536e-07,-0.01504594831290602,-0.0007960009646994001,1.5279034152143589e-06,-2.9499094000851045e-09,4.474326774683481e-05,1.831740102137236e-06,4.291152764469757e-05
0.12,-4.034584077683783e-11,0.0175794785598835,-0.0163085684180259,0.0171469990164041,4.527596085273374e-07,0.0175794781692049,0.0163143017345209,4.528001229079822e-07,1.918295640333613e-07,13.856906719505789,80,False,Maximum number of function evaluations has been exceeded.,4.65863069474757e-06,5.689631452488239e-06,1.2043595206359024e-05,9.93682913730254e-12,1.2272450802847743,1.0807403898338785e-06,1.5331625350673645e-06,1.089087472567685e-06,-0.01630856837768006,-0.0004324795434793999,4.5279995436811424e-07,-3.906786005813956e-10,1.2043595206359024e-05,1.5331625350673645e-06,1.051043267129166e-05
0.125,-2.4879102619033463e-11,0.0194746295545811,-0.0171906054019927,0.0195562504231929,5.0696810984670494e-08,0.019474646254017,0.0171907991436651,5.3400009408310334e-08,2.173627842055226e-08,13.923155704513192,80,False,Maximum number of function evaluations has been exceeded.,1.2312606738093111e-06,1.5933845855715134e-06,1.7702245006265354e-06,7.546185898377189e-13,1.2216358492150905,1.2652029311121744e-06,1.5844909038714116e-06,1.276368896977846e-06,-0.0171906053771136,8.162086861180154e-05,5.072169008728953e-08,1.6699435900074944e-08,1.7702245006265354e-06,1.5844909038714116e-06,1.8573359675512382e-07
0.13,-5.1686894434190026e-11,0.0215428006593863,-0.0176551938056945,0.0222783368080854,4.898524270072549e-08,0.0215428318951999,0.0176705087622737,5.814031748497034e-08,2.276381156777637e-08,13.884455712512136,80,False,Maximum number of function evaluations has been exceeded.,1.3423410871900453e-06,1.8756730424073008e-06,1.8368877113389745e-06,8.97393270804514e-13,1.2167797219008207,1.4643568647509565e-06,1.9520890994889183e-06,1.4789268203047894e-06,-0.017655193754007606,0.0007355361486991001,4.903692959515968e-08,3.123581359884553e-08,1.8756730424073008e-06,1.9520890994889183e-06,-7.641605708161748e-08
0.135,4.486303830662882e-11,0.0238070220816896,-0.0176732167601585,0.0253095906227827,4.8918783697739714e-08,0.0238070246513265,0.0177369756288375,4.894142575356994e-08,1.8370399656292265e-08,13.848127834498882,80,False,Maximum number of function evaluations has been exceeded.,1.687614772446365e-06,2.259272373639712e-06,1.9677175241027606e-06,1.4238610290817633e-12,1.2287526912987232,1.678414032774532e-06,2.2523408289938863e-06,1.696629140364514e-06,-0.017673216805021538,0.0015025685410931001,4.887392065943309e-08,2.5696368990968388e-09,2.259272373639712e-06,2.2523408289938863e-06,6.931544645825736e-09
0.14,-1.3824653512991852e-11,0.026296053046404,-0.0172222778201103,0.0286324527114629,5.05799329250155e-08,0.0262960565071608,0.0173800349893711,5.0711982253845867e-08,1.8114409464989305e-08,13.851627354510128,80,False,Maximum number of function evaluations has been exceeded.,1.9087826953415777e-06,2.419242381419785e-06,2.145335097137908e-06,1.8213208718975693e-12,1.2129950476810336,1.911104577700686e-06,2.423178127613283e-06,1.9338503063725325e-06,-0.017222277806285647,0.002336399665058903,5.059375757852849e-08,3.460756802659004e-09,2.419242381419785e-06,2.423178127613283e-06,-3.935746193498266e-09
0.145,-5.6069094750228085e-11,0.0290465325718309,-0.0162855237722396,0.032214269042015,5.399421732870841e-08,0.0290465443792395,0.0165907455243725,5.5324934359195154e-08,1.8691419923282896e-08,13.812043705023823,80,False,Maximum number of function evaluations has been exceeded.,2.1223637381023205e-06,2.539304666699927e-06,2.3450905773407315e-06,2.252309450057055e-12,1.2238803450018167,2.169971257703065e-06,2.577152442530536e-06,2.198600624637476e-06,-0.016285523716170505,0.003167736470184101,5.405028642345864e-08,1.1807408602931835e-08,2.539304666699927e-06,2.577152442530536e-06,-3.7847775830609045e-08
0.15,-8.405645788231906e-11,0.0321062949597958,-0.0148504748940467,0.0360073521733284,5.726160304965732e-08,0.0321063159173788,0.0153543104522935,6.105526146979868e-08,1.9371631514998237e-08,13.75774944294244,80,False,Maximum number of function evaluations has been exceeded.,2.3620798219064614e-06,2.657440141412258e-06,2.574940160771882e-06,2.7884361486485428e-12,1.2118607461452484,2.453299810096418e-06,2.7364762031140976e-06,2.488688443961953e-06,-0.014850474809990242,0.0039010572135326008,5.7345659507539644e-08,2.0957583002356728e-08,2.657440141412258e-06,2.7364762031140976e-06,-7.903606170183949e-08
0.155,-1.1093810174199796e-10,0.0355397248680497,-0.0129083469510078,0.0399504005908966,6.168352986050463e-08,0.035539741118462,0.0136410952080706,6.389547848203798e-08,1.8857697702586915e-08,13.701870513148606,80,False,Maximum number of function evaluations has been exceeded.,2.673721913263446e-06,2.9060666132933253e-06,2.8640769270837085e-06,3.5736968939659164e-12,1.214576529338956,2.743327342217363e-06,2.962421663871577e-06,2.7863571211471672e-06,-0.012908346840069697,0.004410675722846896,6.179446796224664e-08,1.6250412293583594e-08,2.9060666132933253e-06,2.962421663871577e-06,-5.635505057825182e-08
0.16,-8.877935056053396e-11,0.0394369303198964,-0.010453425347805,0.0439714156091213,3.393892261679092e-08,0.0394369660997219,0.0113945450319103,4.9376921905305e-08,1.336500180389512e-08,13.661218024790289,80,False,Maximum number of function evaluations has been exceeded.,2.892518387885019e-06,3.1401398768537644e-06,3.0206046140497386e-06,4.177214130152152e-12,1.2043548794463277,3.048487615724905e-06,3.2852129511614174e-06,3.100960520311436e-06,-0.01045342525902565,0.004534485289224899,3.4027701967351456e-08,3.577982549823888e-08,3.1401398768537644e-06,3.2852129511614174e-06,-1.45073074307653e-07
0.165,-1.5719701197920907e-10,0.0439306948164425,-0.0074831023812294,0.0479916334152221,4.0702040167494924e-08,0.0439307273230362,0.0085139909089907,5.2212602851352926e-08,1.2739028371804554e-08,13.600591479800642,80,False,Maximum number of function evaluations has been exceeded.,3.252024624515986e-06,3.453784680743674e-06,3.38252414854818e-06,5.280553772024632e-12,1.2021649377420545,3.387899964490113e-06,3.580054984055845e-06,3.451659177257853e-06,-0.007483102224032387,0.004060938598779595,4.0859237179474133e-08,3.25065936945812e-08,3.453784680743674e-06,3.580054984055845e-06,-1.2627030331217094e-07
0.17,-2.0811513141572367e-10,0.0492311866975815,-0.0039978697896003,0.0519299209117889,4.863771683957129e-08,0.0492311883881208,0.0048234974395658,4.8875077739669874e-08,1.0474990600397768e-08,13.516275951638818,80,False,Maximum number of function evaluations has been exceeded.,3.702467142022289e-06,3.858029488907672e-06,3.824916259164584e-06,6.846856415165803e-12,1.202236951328814,3.720273421735677e-06,3.8763299217891154e-06,3.797150215216658e-06,-0.003997869581485169,0.002698734214207396,4.8845831970987016e-08,1.6905392988264545e-09,3.858029488907672e-06,3.8763299217891154e-06,-1.830043288144385e-08
0.175,-7.090404905498365e-11,0.0557083229229324,-1.564621925354004e-06,0.0557072944939136,5.6284534203555247e-08,0.0557083124006803,1.872294353186983e-06,5.7329339855251776e-08,1.0413825247044877e-08,13.50851073861122,80,False,Maximum number of function evaluations has been exceeded.,4.116602660690531e-06,4.226108529716054e-06,4.250228994377385e-06,8.464007272834806e-12,1.204411351121962,4.093961747429727e-06,4.2028030504474855e-06,4.187241240821201e-06,-1.564551021304949e-06,-1.0284290187997924e-06,5.635543825261023e-08,-1.0522252104350205e-08,4.250228994377385e-06,4.2028030504474855e-06,4.7425943929899394e-08
0.18,-4.0809311066342696e-10,0.0641392460321991,0.0044982805848121,0.0592506155371665,3.2544769279999035e-05,0.0641688235229646,0.0066432853324311,4.397745479483872e-05,6.209146156739472e-06,13.36008130479604,80,False,Maximum number of function evaluations has been exceeded.,0.0002335724622665,0.0002779700942558,0.0003527657581159,2.6302812372591692e-08,1.1768382145091891,4.469371247485278e-06,4.532377478734972e-06,4.583221784917892e-06,0.004498280992905211,-0.004888630495032603,3.25451773731097e-05,2.9577490765500536e-05,0.0003527657581159,4.583221784917892e-06,0.00034818253633098206
0.185,-5.547851828880535e-10,0.0769056941994695,0.0094899833202362,0.0624954253435134,1.326208436994939e-07,0.0771355515236036,0.0172544383405865,0.000229857362714,1.9836150547108198e-05,13.245914893224835,80,False,Maximum number of function evaluations has been exceeded.,0.0010600324793769,0.0013004224561883,0.0015647169667717,5.460905029286423e-07,1.1584127135574818,4.889596225480064e-06,4.872839409194955e-06,5.031130148246001e-06,0.009489983875021384,-0.014410268855956095,1.3317562888238196e-07,0.00022985732413410842,0.0015647169667717,5.031130148246001e-06,0.001559685836623454
0.19,0.0191129885284331,0.1010233002787392,0.0149572342634201,0.0653875023126602,0.0040067938441752,0.095387500515461,0.0358772963054683,0.0161232551555344,0.0005801229221798,13.000685647130013,80,False,Maximum number of function evaluations has been exceeded.,0.0601243479741789,0.075500235087971,0.0857381420030464,0.0017699351010527,1.1534288292750716,5.852307846853105e-06,5.566968656161091e-06,6.013403411137377e-06,-0.0041557542650130005,-0.03563579796607899,-0.0151061946842579,-0.005635799763278201,0.0857381420030464,6.013403411137377e-06,0.08573212859963526
0.195,0.0382070565534107,0.0978340054927779,0.0208785310387611,0.0678832679986953,0.0302375217326041,0.0978832662014961,0.0346023766951246,0.0079696870627065,0.0007773595284826,13.145865561440589,80,False,Maximum number of function evaluations has been exceeded.,0.0299111132077421,0.0349247304577806,0.0416695135889094,0.0004362614656956,1.1711099930107594,6.885108818527573e-06,6.442859366814288e-06,7.008212924003973e-06,-0.0173285255146496,-0.0299507374940826,-0.007969534820806604,4.926070871819066e-05,0.0416695135889094,7.008212924003973e-06,0.0416625053759854
0.2,0.050369431044004,0.0946633168869308,0.0272264294326305,0.0699493363499641,0.0495787747415146,0.0952959331232478,0.0338582243711274,0.0010125910779372,0.0001392848181248,13.376926853321493,80,False,Maximum number of function evaluations has been exceeded.,0.0039215594961204,0.0043201567209515,0.0052966877059458,7.43837119487889e-06,1.203903608955443,7.87329392112714e-06,7.289559493069792e-06,7.961298715403208e-06,-0.0231430016113735,-0.024713980536966704,-0.0007906563024894023,0.0006326162363169963,0.0052966877059458,7.961298715403208e-06,0.005288726407230397
0.205,0.059979811826426,0.0915107939103272,0.0339667052030563,0.0715612694621086,0.0599798023752309,0.0915108077260535,0.0327820872109887,1.6739157144862363e-08,2.729588153906856e-09,13.507369580678642,80,False,Maximum number of function evaluations has been exceeded.,8.948050457006557e-06,8.219102414789167e-06,8.992287509261554e-06,3.880096244301967e-11,1.2147539546713233,8.925403810800895e-06,8.200699971045958e-06,8.980897914969395e-06,-0.026013106623369697,-0.019949524448218597,-9.451195097376353e-09,1.3815726299104547e-08,8.992287509261554e-06,8.980897914969395e-06,1.1389594292159194e-08
0.21,0.068129548844677,0.0883759719063646,0.0410576574504375,0.0727023184299469,0.0681295490641165,0.0883759989194342,0.0312817952963112,2.7013960945579656e-08,5.034382994531665e-09,13.596009940840304,80,False,Maximum number of function evaluations has been exceeded.,1.0065730009612833e-05,9.195657004164786e-06,1.007210336320114e-05,4.883227155971781e-11,1.2356847170740366,1.0058186065923392e-05,9.189714266014884e-06,1.0081994395803058e-05,-0.027071891394239496,-0.015673653476417707,2.194395082311118e-10,2.701306960062322e-08,1.007210336320114e-05,1.0081994395803058e-05,-9.891032601917047e-09
0.215,0.0752967720188064,0.0852583958304331,0.0484493523836135,0.0733619406819343,0.0752967595846387,0.0852583996190134,0.0293651083118789,1.2998533263010656e-08,2.6809871047317558e-09,13.759816432371736,80,False,Maximum number of function evaluations has been exceeded.,1.1353394560333673e-05,1.0325377370876849e-05,1.1339055651144852e-05,6.182454548309124e-11,5.73914978839457,1.1316433036848406e-05,1.029430770678214e-05,1.1307254109916411e-05,-0.026847419635192896,-0.011896455148498797,-1.243416769547423e-08,3.788580296704147e-09,1.1353394560333673e-05,1.1316433036848406e-05,3.6961523485266976e-08
0.22,0.0817424379261732,0.082157624353902,0.0560831129550933,0.07353475689888,0.081742452701875,0.0821576142187882,0.0270694440489338,1.7917641983499077e-08,4.159854263347939e-09,13.881848325952888,80,False,Maximum number of function evaluations has been exceeded.,1.2596681907771488e-05,1.1426859403228676e-05,1.2564167806036289e-05,7.577949379111715e-11,5.769105240702629,1.2648288488698475e-05,1.1470588960418416e-05,1.2606146127239514e-05,-0.025659324971079894,-0.008622867455021999,1.4775701800973096e-08,-1.0135113803766416e-08,1.2596681907771488e-05,1.2648288488698475e-05,-5.1606580926987145e-08
0.225,0.0876278286687524,0.0790732279991764,0.0638917610049247,0.0732199326157569,0.087627846597278,0.0790732515454757,0.0244471261089594,2.9594936106983293e-08,7.219430025127347e-09,13.975752239115536,80,False,Maximum number of function evaluations has been exceeded.,1.3967898208540237e-05,1.2647917164782172e-05,1.38748366050927e-05,9.274392365199445e-11,5.799889164045453,1.3988253751593226e-05,1.266250202646453e-05,1.391321968981358e-05,-0.0237360676638277,-0.005853295383419499,1.792852559467928e-08,2.354629929923746e-08,1.3967898208540237e-05,1.3988253751593226e-05,-2.035554305298957e-08
0.23,0.0930610599734061,0.0760047899975906,0.0718002989888191,0.0724210441112518,0.0930610658598537,0.0760047759566754,0.0215606862650887,1.5224899485698036e-08,3.969894963303406e-09,14.125022535212338,80,False,Maximum number of function evaluations has been exceeded.,1.5518287036522158e-05,1.4029745667757562e-05,1.5420000283097782e-05,1.1394762911010048e-10,5.84818712528795,1.5557697272363716e-05,1.4064378470291283e-05,1.5448192536685033e-05,-0.021260760984587,-0.0035837458863387933,5.886447607128531e-09,-1.4040915194413195e-08,1.5518287036522158e-05,1.5557697272363716e-05,-3.9410235841557686e-08
0.235,0.0981188972948216,0.0729519045736324,0.0797273442149162,0.0711466819047927,0.0981188883662052,0.0729519193664455,0.0184799365143679,1.7278527461266122e-08,4.750643854046831e-09,14.24316011276096,80,False,Maximum number of function evaluations has been exceeded.,1.7341788963200176e-05,1.565819088097203e-05,1.7185402789405466e-05,1.4164558415075135e-10,5.921461807563901,1.728783058270497e-05,1.5611049373330555e-05,1.7142280072465348e-05,-0.018391553079905393,-0.001805222668839701,-8.92861638790432e-09,1.4792813099462343e-08,1.7341788963200176e-05,1.728783058270497e-05,5.395838049520769e-08
0.24,0.1028582442907003,0.0699141772819918,0.0875876545906066,0.069411426782608,0.1028582387749578,0.0699141778499276,0.0152788634346026,5.54490448969384e-09,1.6291651301954767e-09,14.384068680927156,80,False,Maximum number of function evaluations has been exceeded.,1.8996746851656226e-05,1.7146403178151673e-05,1.8816440327033025e-05,1.6921164469607675e-10,5.930258436128497,1.897966392796282e-05,1.7132192765632468e-05,1.879866739416705e-05,-0.015270589700093692,-0.0005027504993837945,-5.51574250162723e-09,5.679357956145381e-10,1.8996746851656226e-05,1.897966392796282e-05,1.708292369340426e-08
0.245,0.1073227166314896,0.0668912242537501,0.0952949449419975,0.0672373250126838,0.1073227182859232,0.0668912312035917,0.0120327502072419,7.144049977326393e-09,2.161127984584733e-09,14.521180243231356,80,False,Maximum number of function evaluations has been exceeded.,2.099994173141344e-05,1.895983331323e-05,2.077457097683937e-05,2.0581303328270903e-10,5.9886475913226604,2.098742197004512e-05,1.8947832279490253e-05,2.0768151791085403e-05,-0.012027771689492095,0.00034610075893369563,1.6544336040036356e-09,6.949841591108452e-09,2.099994173141344e-05,2.098742197004512e-05,1.2519761368319878e-08
0.25,0.111546652099929,0.0638826719697617,0.1027652025222778,0.064655564725399,0.1115466564784931,0.0638826659067855,0.0088153967520779,7.478736807059476e-09,2.3957270937526707e-09,14.672612929716706,80,False,Maximum number of function evaluations has been exceeded.,2.316869819218108e-05,2.093246764177248e-05,2.291320842132885e-05,2.493795170366297e-10,6.01260457187891,2.319769622546188e-05,2.09580103988409e-05,2.293883959496686e-05,-0.008781449577651201,0.0007728927556373,4.378564094631443e-09,-6.0629762044239754e-09,2.316869819218108e-05,2.319769622546188e-05,-2.8998033280799065e-08
0.255,0.1155576834965087,0.0608881568885657,0.1099200770258903,0.0617079176008701,0.1155576831465266,0.0608881461736019,0.0056968951493771,1.0720677930003075e-08,3.6298714807495542e-09,14.82464811578393,80,False,Maximum number of function evaluations has been exceeded.,2.530612487393628e-05,2.28857875849292e-05,2.501771036829192e-05,2.9593238970448965e-10,6.054918933659792,2.533759858492733e-05,2.2914848008116315e-05,2.5040597438993772e-05,-0.005637606470618409,0.0008197607123043987,-3.4998209885728215e-10,-1.0714963798175159e-08,2.530612487393628e-05,2.533759858492733e-05,-3.1473710991050745e-08
0.26,0.1193784584953749,0.0579073250083236,0.1166898310184478,0.0584477111697196,0.1193784497944804,0.0579073409979683,0.0027423958345059,1.820368925441424e-08,6.318496651807473e-09,14.87350345030427,80,False,Maximum number of function evaluations has been exceeded.,2.7974204341183484e-05,2.531841712227137e-05,2.7626979591138664e-05,3.596652975446091e-10,6.116007581353188,2.789769109361514e-05,2.525043374625428e-05,2.7558633620396107e-05,-0.002688627476927094,0.0005403861613959976,-8.700894504887202e-09,1.598964469856634e-08,2.7974204341183484e-05,2.789769109361514e-05,7.651324756834419e-08
0.265,0.1230278287323319,0.0549398320238557,0.1230158358812332,0.0549397282302379,0.1230278368424082,0.0549398161480035,1.1993300237655166e-05,1.7827395234598224e-08,6.474113020695489e-09,14.469401222653689,77,True,Optimization terminated successfully.,3.066703683755412e-05,2.7788181852237027e-05,3.0291293072031475e-05,4.3013237416289485e-10,6.162902822718024,3.074512582715948e-05,2.785773090816399e-05,3.0361706232724265e-05,-1.1992851098693857e-05,-1.0379361780471497e-07,8.110076304967961e-09,-1.587585220230725e-08,3.066703683755412e-05,3.074512582715948e-05,-7.808898960535911e-08
0.27,0.1265216952031328,0.051985341826045,0.1288523077964782,0.0512587465345859,0.1265217046188111,0.0519853376364763,0.0024412488152235,1.0305701548435498e-08,3.3946411651782883e-09,15.16369436495006,80,False,Maximum number of function evaluations has been exceeded.,3.342668927902943e-05,3.0347777867614386e-05,3.3000078875606095e-05,5.079460185797301e-10,6.206899236887693,3.346705700690374e-05,3.0382298555724917e-05,3.304277629816004e-05,0.0023306125933453825,-0.0007265952914591034,9.41567829260137e-09,-4.189568698909074e-09,3.342668927902943e-05,3.346705700690374e-05,-4.0367727874307405e-08
0.275,0.1298736305102899,0.0490435280560056,0.1341669559478759,0.0474866554141044,0.1298736281828102,0.0490435092639662,0.0045668912551234,1.8935625305346442e-08,7.668248038091638e-09,15.403497039340436,80,False,Maximum number of function evaluations has been exceeded.,3.656197675962304e-05,3.326187898335202e-05,3.610795545544943e-05,6.038323174806236e-10,6.277199263684452,3.663339214559451e-05,3.332849219488084e-05,3.616483747264155e-05,0.004293325437585982,-0.0015568726419011997,-2.327479708963409e-09,-1.8792039396808846e-08,3.656197675962304e-05,3.663339214559451e-05,-7.141538597147572e-08
