alpha,eta,Mach,chart_id,chart_status,N,ci_classic,ci_seed,ci_seed_abs_err,ci_seed_rel_err,selection_source,n_finite_modes,gep_cr,gep_ci,ci_gep_abs_err,ci_gep_rel_err,p_rel,rho_rel,u_rel,v_rel,p_overlap,success,point_id,sample_group,selected_source,chart_path,gep_regime,mapping_scale,xi_max,continuation_required,checkpoint_path,n_ci_anchors,ci_idw_eta_scale,ci_idw_mach_scale,ci_idw_power,traceback,shard_file,is_near_neutral,non_neutral_pass,neutral_provisional_pass
0.9210029235423088,0.9714592904479202,0.3180877839618773,NEUTRAL3_LOWM,validated,401,0.0175489828433339,0.0188709192097382,0.0013219363664042,0.0753283753369435,nearest_to_target,103,-4.420413652827103e-12,0.0171428386721353,0.0004061441711986,0.0231434593574119,0.0001597768141249,0.0001597768141249,0.002383292374761,0.0005337798855504,0.9999999872580132,True,OFFGRID_0331,near_neutral,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_LOWM_M0.10_0.40_eta0.92_0.98_ciIDW,near_neutral_N401,5.0,0.98,True,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_LOWM_M0.10_0.40_eta0.92_0.98_ciIDW/model_best.pt,35.0,0.02,0.08,4.0,,offgrid_shard_14.csv,True,False,True
0.9192257636202892,0.9703498158495928,0.3203070081718847,NEUTRAL3_LOWM,validated,401,0.0182399509859607,0.0200161344607086,0.0017761834747479,0.097378741648761,nearest_to_target,314,-9.178091809463203e-13,0.0178776977385421,0.0003622532474185,0.0198604287751327,0.0001430739492135,0.0001430739492135,0.0022579609251824,0.0004763338091341,0.9999999897825588,True,OFFGRID_0360,near_neutral,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_LOWM_M0.10_0.40_eta0.92_0.98_ciIDW,near_neutral_N401,5.0,0.98,True,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_LOWM_M0.10_0.40_eta0.92_0.98_ciIDW/model_best.pt,35.0,0.02,0.08,4.0,,offgrid_shard_15.csv,True,False,True
0.8885998981884591,0.9634750321884644,0.3865072264252515,NEUTRAL3_LOWM,validated,401,0.022050527438921,0.0210736884406869,0.000976838998234,0.0443000286927313,nearest_to_target,321,-1.4428052571320125e-12,0.0218944665906117,0.0001560608483092,0.0070774201996557,6.561268888249831e-05,6.561268888250496e-05,0.0017454695963373,0.0002094722919264,0.999999997850202,True,OFFGRID_0347,near_neutral,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_LOWM_M0.10_0.40_eta0.92_0.98_ciIDW,near_neutral_N401,5.0,0.98,True,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_LOWM_M0.10_0.40_eta0.92_0.98_ciIDW/model_best.pt,35.0,0.02,0.08,4.0,,offgrid_shard_00.csv,True,True,True
0.8963675854567046,0.9736194955725644,0.3903773888220075,NEUTRAL3_LOWM,validated,401,0.0158763729427859,0.0146848783681403,0.0011914945746455,0.0750482858357728,nearest_to_target,88,2.297163589300232e-12,0.0152573153773554,0.0006190575654304,0.0389923799133057,0.0002170603283515,0.0002170603283515,0.0029112568034534,0.0008223557705659,0.9999999764855152,True,OFFGRID_0361,near_neutral,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_LOWM_M0.10_0.40_eta0.92_0.98_ciIDW,near_neutral_N401,5.0,0.98,True,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_LOWM_M0.10_0.40_eta0.92_0.98_ciIDW/model_best.pt,35.0,0.02,0.08,4.0,,offgrid_shard_01.csv,True,False,False
0.8985454037808615,0.9787754200640796,0.3965104471943978,NEUTRAL3_LOWM,validated,401,0.012737870366279,0.0119789063569581,0.0007589640093208,0.0595832731450958,nearest_to_target,332,1.3892463883710058e-11,0.0114622588631181,0.0012756115031608,0.100143231676917,0.0004401229917952,0.0004401229917952,0.005067948838517,0.0016980083784713,0.9999999033274448,True,OFFGRID_0377,near_neutral,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_LOWM_M0.10_0.40_eta0.92_0.98_ciIDW,near_neutral_N401,5.0,0.98,True,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_LOWM_M0.10_0.40_eta0.92_0.98_ciIDW/model_best.pt,35.0,0.02,0.08,4.0,,offgrid_shard_02.csv,True,False,False
0.8929933558847969,0.9772783374251092,0.4062647820823556,NEUTRAL3_HIM,validated,401,0.0135631847132453,0.0120465360313328,0.0015166486819124,0.1118209855559465,nearest_to_target,294,-1.498707263936542e-12,0.0125490076517926,0.0010141770614526,0.0747742571449517,0.0003442328852407,0.0003442328852407,0.0041728001848354,0.0013522622519139,0.9999999408625344,True,OFFGRID_0372,near_neutral,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW,near_neutral_N401,5.0,0.98,True,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW/model_best.pt,40.0,0.02,0.08,4.0,,offgrid_shard_12.csv,True,False,False
0.8802708725587246,0.9710168334084396,0.4221082607084753,NEUTRAL3_HIM,validated,401,0.0172539224961528,0.0186548880088059,0.0014009655126531,0.0811969285804744,nearest_to_target,91,3.4384732050719066e-12,0.0167945583812176,0.0004593641149352,0.0266237497611129,0.0001540118970295,0.0001540118970294,0.0024107976808832,0.0006143401866242,0.99999998816129,True,OFFGRID_0379,near_neutral,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW,near_neutral_N401,5.0,0.98,True,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW/model_best.pt,40.0,0.02,0.08,4.0,,offgrid_shard_13.csv,True,False,True
0.8718215964076712,0.969470760306262,0.4373820186458693,NEUTRAL3_HIM,validated,401,0.0180714156904548,0.0201107191038294,0.0020393034133745,0.1128469096337448,nearest_to_target,312,-3.0210885517112497e-12,0.0176867355881966,0.0003846801022582,0.0212866611474954,0.0001267366322419,0.0001267366322419,0.0021941032537686,0.0005165316288492,0.9999999919827952,True,OFFGRID_0329,near_neutral,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW,near_neutral_N401,5.0,0.98,True,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW/model_best.pt,40.0,0.02,0.08,4.0,,offgrid_shard_14.csv,True,False,True
0.8549462204062599,0.9590051498607988,0.4530347934435336,NEUTRAL3_HIM,validated,301,0.0241619942582371,0.022353736558468,0.0018082576997691,0.0748389259778357,nearest_to_target,274,-1.733499272179749e-12,0.0236630760499754,0.0004989182082617,0.0206488836529556,0.000163720942015,0.000163720942015,0.0031407528600124,0.0006724189033251,0.9999999866189588,True,OFFGRID_0346,near_neutral,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW,standard_N301,5.0,0.98,False,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW/model_best.pt,40.0,0.02,0.08,4.0,,offgrid_shard_13.csv,False,False,True
0.8437242630226424,0.9565833439390627,0.4712146652765024,NEUTRAL3_HIM,validated,301,0.0253820073304805,0.026203700875031,0.0008216935445504,0.0323730717532227,nearest_to_target,80,9.999422004683801e-14,0.0249930441777092,0.0003889631527713,0.0153243653154344,0.0001294077193666,0.0001294077193666,0.0028721191814907,0.0005283012314957,0.9999999916385466,True,OFFGRID_0378,near_neutral,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW,standard_N301,5.0,0.98,False,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW/model_best.pt,40.0,0.02,0.08,4.0,,offgrid_shard_15.csv,False,False,True
0.8591665442284748,0.976127739389622,0.4746430215656821,NEUTRAL3_HIM,validated,401,0.0138761081675527,0.0127871361986667,0.001088971968886,0.0784781983346325,nearest_to_target,307,-1.662318523825723e-13,0.0129239125072071,0.0009521956603455,0.06862123362314,0.0002813349548036,0.0002813349548036,0.0038639910232253,0.0012922626094708,0.9999999604977994,True,OFFGRID_0063,uniform_full_domain,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW,near_neutral_N401,5.0,0.98,True,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW/model_best.pt,40.0,0.02,0.08,4.0,,offgrid_shard_15.csv,True,False,False
0.8259151623043643,0.957150396398378,0.5053923889237636,NEUTRAL3_HIM,validated,301,0.0246609864733003,0.0252426102765794,0.0005816238032791,0.0235847744334496,nearest_to_target,265,-8.721812220067993e-13,0.0242094937820534,0.0004514926912468,0.0183079736788166,0.0001359307974341,0.0001359307974341,0.0029342944635583,0.0006197572730808,0.9999999907742896,True,OFFGRID_0335,near_neutral,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW,standard_N301,5.0,0.98,False,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW/model_best.pt,40.0,0.02,0.08,4.0,,offgrid_shard_00.csv,False,False,True
0.8161573998159689,0.9573504821277504,0.5226997720765085,NEUTRAL3_HIM,validated,301,0.0243374115613035,0.024539423851674,0.0002020122903704,0.0083004837988481,nearest_to_target,204,1.5546324529497804e-12,0.0238552445369844,0.0004821670243191,0.0198117627712628,0.0001383358953722,0.0001383358953722,0.0029651320764071,0.000666325653747,0.9999999904445436,True,OFFGRID_0358,near_neutral,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW,standard_N301,5.0,0.98,False,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW/model_best.pt,40.0,0.02,0.08,4.0,,offgrid_shard_01.csv,False,False,True
0.8046643994864513,0.9560242158697358,0.5399800082192527,NEUTRAL3_HIM,validated,301,0.0248669699044365,0.0263540537661375,0.001487083861701,0.059801570815257,nearest_to_target,258,1.1331751779108929e-12,0.0244302692302457,0.0004367006741908,0.0175614751563642,0.0001239936795229,0.0001239936795229,0.0028271849555803,0.0006088332264403,0.999999992321938,True,OFFGRID_0350,near_neutral,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW,standard_N301,5.0,0.98,False,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW/model_best.pt,40.0,0.02,0.08,4.0,,offgrid_shard_02.csv,False,False,True
0.8004212835114972,0.9621806855407546,0.554951790687996,NEUTRAL3_HIM,validated,401,0.0211601174411717,0.0196842189668175,0.0014758984743542,0.0697490681919633,nearest_to_target,339,-4.186851905138462e-12,0.0209922190874232,0.0001678983537484,0.007934660769973,5.3307102771157656e-05,5.330710277115643e-05,0.0015847390730068,0.0002374916913641,0.9999999985803756,True,OFFGRID_0359,near_neutral,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW,near_neutral_N401,5.0,0.98,True,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW/model_best.pt,40.0,0.02,0.08,4.0,,offgrid_shard_00.csv,True,True,True
0.7907672729073086,0.9640386651370676,0.5719835349766601,NEUTRAL3_HIM,validated,401,0.0199347088220485,0.0196206354802508,0.0003140733417977,0.0157551005435489,nearest_to_target,310,-1.6345740968757002e-12,0.0196883686782807,0.0002463401437678,0.0123573484803253,6.713932916173562e-05,6.71393291617367e-05,0.0016981133192838,0.0003499467571478,0.9999999977482908,True,OFFGRID_0330,near_neutral,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW,near_neutral_N401,5.0,0.98,True,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW/model_best.pt,40.0,0.02,0.08,4.0,,offgrid_shard_01.csv,True,False,True
0.779918910880785,0.96315173388332,0.5867652963483714,NEUTRAL3_HIM,validated,401,0.0202323545407245,0.0191405603794396,0.0010917941612848,0.0539627831791529,nearest_to_target,281,-1.6479910153408025e-12,0.0200181977351011,0.0002141568056234,0.0105848681720341,6.011283198869953e-05,6.011283198870296e-05,0.0016210930898923,0.0003075155493042,0.9999999981945435,True,OFFGRID_0362,near_neutral,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW,near_neutral_N401,5.0,0.98,True,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW/model_best.pt,40.0,0.02,0.08,4.0,,offgrid_shard_02.csv,True,False,True
0.7669292082594578,0.9567650324932142,0.5978798362629637,NEUTRAL3_HIM,validated,301,0.0236070258773902,0.0246434317796887,0.0010364059022984,0.0439024342872031,nearest_to_target,228,6.28014729013486e-13,0.0230908291730027,0.0005161967043875,0.0218662319882455,0.0001327582392602,0.0001327582392602,0.0028904353388061,0.0007442076411672,0.9999999911938504,True,OFFGRID_0354,near_neutral,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW,standard_N301,5.0,0.98,False,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW/model_best.pt,40.0,0.02,0.08,4.0,,offgrid_shard_03.csv,False,False,False
0.7462019785730121,0.9702048726934324,0.6391068655832532,NEUTRAL3_HIM,validated,401,0.0157738047723354,0.0176371616104449,0.0018633568381095,0.1181298275846283,nearest_to_target,299,2.0419151445557205e-13,0.0151776019339806,0.0005962028383547,0.0377970215150859,0.0001513338735413,0.0001513338735413,0.0025014461154705,0.0008886834467918,0.9999999885523432,True,OFFGRID_0356,near_neutral,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW,near_neutral_N401,5.0,0.98,True,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW/model_best.pt,40.0,0.02,0.08,4.0,,offgrid_shard_03.csv,True,False,False
0.737628642151592,0.9754472991435416,0.6543460098434686,NEUTRAL3_HIM,validated,401,0.0128630722020091,0.0109643235578254,0.0018987486441836,0.1476123755168766,nearest_to_target,364,5.05153173761175e-12,0.0116475977154683,0.0012154744865407,0.0944933269014029,0.0003221561758718,0.0003221561758718,0.0043859330106346,0.0018395099006647,0.9999999481153792,True,OFFGRID_0324,near_neutral,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW,near_neutral_N401,5.0,0.98,True,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW/model_best.pt,40.0,0.02,0.08,4.0,,offgrid_shard_04.csv,True,False,False
0.7091540797022072,0.9519050043330728,0.6670822374080962,NEUTRAL3_HIM,validated,301,0.0250422998843955,0.0262053654472263,0.0011630655628307,0.0464440394133076,nearest_to_target,225,3.683081466071859e-12,0.0246322133057348,0.0004100865786606,0.0163757554439402,0.0001313243256508,0.0001313243256508,0.0024650694342034,0.0006310526007134,0.99999999137724,True,OFFGRID_0383,near_neutral,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW,standard_N301,5.0,0.98,False,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW/model_best.pt,40.0,0.02,0.08,4.0,,offgrid_shard_04.csv,False,False,True
0.7161493193465038,0.96930817128083,0.6738970987476015,NEUTRAL3_HIM,validated,401,0.0158282025746916,0.0173783314369846,0.0015501288622929,0.0979346110196684,nearest_to_target,285,-1.2147047433567214e-11,0.0152454895499574,0.0005827130247342,0.0368148576557854,0.0001750938680935,0.0001750938680935,0.0024059895173169,0.0009015401656917,0.9999999846714316,True,OFFGRID_0326,near_neutral,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW,near_neutral_N401,5.0,0.98,True,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW/model_best.pt,40.0,0.02,0.08,4.0,,offgrid_shard_05.csv,True,False,False
0.7017411516863281,0.9725671382261012,0.6923780470909331,NEUTRAL3_HIM,validated,401,0.0139662095967307,0.0140790644566875,0.0001128548599568,0.0080805646782806,nearest_to_target,313,-5.886232797735844e-11,0.0130160658473562,0.0009501437493744,0.0680316117836905,0.0003188686721861,0.0003188686721861,0.0034726133051939,0.0015052624114519,0.9999999491614164,True,OFFGRID_0364,near_neutral,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW,near_neutral_N401,5.0,0.98,True,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW/model_best.pt,40.0,0.02,0.08,4.0,,offgrid_shard_06.csv,True,False,False
0.6815058997893966,0.9485829319636788,0.6955824256478935,NEUTRAL3_HIM,validated,301,0.0261652695089133,0.0253871819254217,0.0007780875834916,0.0297374190327607,nearest_to_target,279,-1.269071581672322e-13,0.0258415088348585,0.0003237606740548,0.0123736800778815,0.0001268167077885,0.0001268167077885,0.0022142433002243,0.0005180990979966,0.9999999919588058,True,OFFGRID_0321,near_neutral,core,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW,standard_N301,5.0,0.98,False,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW/model_best.pt,40.0,0.02,0.08,4.0,,offgrid_shard_06.csv,False,False,True
