chart_id,Mach,eta,ci_classic_N301,ci_classic_N401,ci_gep_abs_err_N301,ci_gep_abs_err_N401,ci_gep_rel_err_N301,ci_gep_rel_err_N401,ci_seed_N301,ci_seed_N401,gep_ci_N301,gep_ci_N401,p_overlap_N301,p_overlap_N401,p_rel_N301,p_rel_N401,u_rel_N301,u_rel_N401,v_rel_N301,v_rel_N401,ci_gep_abs_err_ratio_401_over_301,ci_gep_rel_err_ratio_401_over_301,p_rel_ratio_401_over_301,u_rel_ratio_401_over_301,v_rel_ratio_401_over_301
LOWM_EXT_NEUTRAL3_EVALFIX,0.05,0.975,0.0160166656483378,0.0160166656483378,0.0020204054826426,0.0006084006827297,0.126143950744977,0.0379854768831273,0.0134682898017447,0.0134682898017447,0.0139962601656951,0.015408264965608,0.9999995842928366,0.9999999616848744,0.0009126316233848,0.0002770643012505,0.0084463557740953,0.0030860112522675,0.0026138222487712,0.0007876320074453,0.3011280101724626,0.3011280101724566,0.30358831992136576,0.3653660033753488,0.3013334238070621
LOWM_EXT_NEUTRAL3_EVALFIX,0.0667,0.935,0.0420126227219418,0.0420126227219418,9.676549902366828e-06,9.41956117577608e-06,0.000230324823242,0.000224207882429,0.0420154214147515,0.0420154214147515,0.0420029461720394,0.0420220422831175,0.9999999973699534,0.9999999991621216,7.252671794877339e-05,4.09364257769194e-05,0.0024925817093032,0.0014502586950496,7.399005227149601e-05,4.327945533298971e-05,0.9734421122007658,0.9734421122009372,0.5644323489976942,0.5818299515063917,0.5849361367414889
LOWM_EXT_NEUTRAL3_EVALFIX,0.0667,0.955,0.0289489381252201,0.0289489381252201,0.0002326896713873,4.471453178627599e-05,0.0080379345999111,0.0015446000676384,0.0315685514330145,0.0315685514330145,0.0287162484538327,0.0289042235934338,0.9999999920862976,0.9999999989590737,0.0001258815266621,4.563487277846868e-05,0.0029557683282992,0.0016736790553656,0.0003064952883226,7.008074618396253e-05,0.1921638013397292,0.19216380133964805,0.3625223969595237,0.5662416229788428,0.22865195275106287
LOWM_EXT_NEUTRAL3_EVALFIX,0.0667,0.975,0.0160044376626255,0.0160044376626255,0.0020249557479461,0.0006100771205307,0.1265246421419048,0.0381192475106734,0.0135074341544818,0.0135074341544818,0.0139794819146794,0.0153943605420947,0.9999995847672803,0.999999961691878,0.0009121112946615,0.0002770391707281,0.0084567455349238,0.003088486147035,0.0026202997727236,0.0007899761225515,0.3012792359287344,0.30127923592876427,0.3037339547811585,0.3652097765364332,0.30148310921325644
LOWM_EXT_NEUTRAL3_EVALFIX,0.0833,0.935,0.0419809810503729,0.0419809810503729,2.073475803904268e-05,1.4715454194624833e-06,0.0004939083727977,3.5052668676246e-05,0.0419654554933515,0.0419654554933515,0.0419602462923338,0.0419795095049534,0.9999999973475664,0.9999999991730052,7.283547983363697e-05,4.066930711449633e-05,0.0024834522251497,0.0014410769846374,7.711430041081803e-05,4.1121649948024025e-05,0.07096998270689366,0.07096998270690023,0.558372200023791,0.5802716758726991,0.5332558258189846
LOWM_EXT_NEUTRAL3_EVALFIX,0.0833,0.955,0.0289159572749626,0.0289159572749626,0.0002296156559195,4.080786477202864e-05,0.0079407938577356,0.0014112576105983,0.0315418380445825,0.0315418380445825,0.028686341619043,0.0288751494101906,0.9999999922695268,0.9999999989952238,0.0001244150018031,4.483439241222059e-05,0.0029507598702677,0.0016723283981206,0.0003027337157958,6.607807334812936e-05,0.17772248415994465,0.17772248415988157,0.36036162651169507,0.566744998456578,0.21827127240991007
LOWM_EXT_NEUTRAL3_EVALFIX,0.0833,0.975,0.0159895025524555,0.0159895025524555,0.0020314910261195,0.0006129269391593,0.127051546441483,0.0383330836683966,0.013495092439387,0.013495092439387,0.013958011526336,0.0153765756132962,0.99999958510244,0.9999999616165168,0.0009117438952633,0.0002773118012494,0.0084723275474394,0.0030934671709104,0.0026295233504633,0.0007938906711695,0.30171284602231135,0.3017128460223184,0.304155369386176,0.36512601213645735,0.30191428839360684
LOWM_EXT_NEUTRAL3_EVALFIX,0.1,0.935,0.0419387176466493,0.0419387176466493,3.100899568378446e-05,1.153873434695668e-05,0.0007393882651598,0.0002751332180486,0.0419120045936974,0.0419120045936974,0.0419077086509655,0.0419271789123024,0.9999999973096636,0.9999999991644054,7.335517976852882e-05,4.088072022622511e-05,0.0024746003553154,0.001432935016746,8.210729772432853e-05,4.320835919332298e-05,0.3721092570886014,0.37210925708854325,0.5572983442372252,0.5790571449923538,0.5262426165624529
LOWM_EXT_NEUTRAL3_EVALFIX,0.1,0.955,0.0288746758071042,0.0288746758071042,0.0002251392340584,3.530218402660046e-05,0.00779711729276,0.0012226001864898,0.0315379795252869,0.0315379795252869,0.0286495365730458,0.0288393736230776,0.999999992519372,0.9999999990397792,0.0001223869529372,4.382767007493776e-05,0.0029442462108085,0.0016709697400464,0.0002972415224518,6.06905313692793e-05,0.15680156403767123,0.15680156403765316,0.35810737193062486,0.5675373662406943,0.2041791835429747
LOWM_EXT_NEUTRAL3_EVALFIX,0.1,0.975,0.015971162140885,0.015971162140885,0.0020395974787293,0.0006164814052417,0.1277050136200258,0.0385996585472987,0.013431598689712,0.013431598689712,0.0139315646621557,0.0153546807356433,0.9999995855221884,0.9999999615219702,0.0009112835449194,0.0002776534529939,0.0084916994001197,0.0030997375766823,0.002640978256989,0.000798776784465,0.30225640680129556,0.3022564068012893,0.30468393129874577,0.36503147728458285,0.30245488858196495
