Ly,Mach,accuracy_label,accuracy_order,alpha,atol,branch_check_passed,branch_distance,branch_identifier,branch_relative_distance,case_id,ci,config_hash,converged,cr,error_message,matching_y,max_step,modal_reconstruction_success,mode_file,n_mode_points,n_points,omega_i,overall_validated,physical_dy,reference_ci,reference_cr,reference_omega_i,reference_policy,regime,rtol,run_id,runtime_seconds,solver,solver_success,spectral_success,stage1_mismatch,stage2_mismatch,sweep_name,sweep_type,trajectory_n_eval_left,trajectory_n_eval_right,reference_run_id,is_reference_run,core_threshold,abs_error_cr,abs_error_ci,abs_error_omega_i,complex_error_c,modal_error_message,mode_error_p_core,mode_error_p_full,mode_error_rho_core,mode_error_rho_full,mode_error_u_core,mode_error_u_full,mode_error_v_core,mode_error_v_full,mode_error_max_core,mode_error_max_full,alignment_real,alignment_imag,phase_alignment_residual
40.0,0.3,Ly40_N2001,2,0.4399999999999999,1e-12,True,0.0003965343805755195,subsonic_cr0_M0.30_from_M0.28_M0.35,0.0010198419434484032,subsonic_M030,0.389215981475204,1227cce00e67c8834f4e2d207be2f4a00cc7b838d4a8d467092180c009d1a9b8,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M030__subsonic_mstab17__shooting_box__resolution_coupled__1227cce00e67/mode.npz,2001,2001,0.17125503184908972,True,0.04,0.38881944709462846,0.0,0.17108055672163647,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M030__subsonic_mstab17__shooting_box__resolution_coupled__1227cce00e67,3.7401464170543477,subsonic_mstab17,True,True,2.799370284624454e-05,1.262177448353619e-29,subsonic_pointwise_box_small_boxes,shooting_box,1026,1001,subsonic_M030__subsonic_mstab17__shooting_box__resolution_coupled__5aff31b4a8f9,False,0.001,0.0,1.5376588891058418e-14,6.772360450213455e-15,1.5376588891058418e-14,,5.346021788556698e-14,5.346020970682286e-14,5.3458610434609194e-14,5.345860225671409e-14,7.7436071274456e-13,7.743605126841657e-13,2.2787578843817844e-13,2.2787573176566577e-13,7.7436071274456e-13,7.743605126841657e-13,0.801475045327039,-0.5980282198342328,4.3708541225708783e-13
80.0,0.3,Ly80_N4001,3,0.4399999999999999,1e-12,True,0.0003965343805601429,subsonic_cr0_M0.30_from_M0.28_M0.35,0.0010198419434088563,subsonic_M030,0.3892159814751886,5aff31b4a8f9ff9ef881a5d09fc0d6058742ab62a98e89a66920ea7527b3715a,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M030__subsonic_mstab17__shooting_box__resolution_coupled__5aff31b4a8f9/mode.npz,4001,4001,0.17125503184908294,True,0.04,0.38881944709462846,0.0,0.17108055672163647,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M030__subsonic_mstab17__shooting_box__resolution_coupled__5aff31b4a8f9,5.512757583986968,subsonic_mstab17,True,True,2.7993702852001536e-05,5.048709793414476e-29,subsonic_pointwise_box_small_boxes,shooting_box,2026,2001,subsonic_M030__subsonic_mstab17__shooting_box__resolution_coupled__5aff31b4a8f9,True,0.001,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10.0,0.4,Ly10_N501,0,0.4399999999999999,1e-12,True,0.0004136185644743051,subsonic_cr0_M0.40_from_M0.35_M0.42,0.0011576690586991487,subsonic_M040,0.3576992878723166,451f3dc7ab0446c60289c7b8f88cb3c587412190de450b39ffe966bb47584806,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M040__subsonic_mstab17__shooting_box__resolution_coupled__451f3dc7ab04/mode.npz,501,501,0.15738768666381925,True,0.04,0.3572856693078423,0.0,0.15720569449545058,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M040__subsonic_mstab17__shooting_box__resolution_coupled__451f3dc7ab04,2.5745750829810277,subsonic_mstab17,True,True,7.34305122569184e-07,2.0317605652032922e-27,subsonic_pointwise_box_small_boxes,shooting_box,276,251,subsonic_M040__subsonic_mstab17__shooting_box__resolution_coupled__f7119e29f5ee,False,0.001,0.0,1.0533796057643485e-12,4.634903572053872e-13,1.0533796057643485e-12,,4.9197479561709216e-11,4.9197479561709216e-11,4.919747896480907e-11,4.919747896480907e-11,5.8138954934843814e-11,5.8138954934843814e-11,5.585196650097195e-11,5.585196650097195e-11,5.8138954934843814e-11,5.8138954934843814e-11,-0.3196167951743713,-0.9475468876246752,5.376613848799557e-11
20.0,0.4,Ly20_N1001,1,0.4399999999999999,1e-12,True,0.0004136185634416867,subsonic_cr0_M0.40_from_M0.35_M0.42,0.001157669055808973,subsonic_M040,0.35769928787128397,65834855fec78733db16dc0bad8bc72f1c6bc451bc3122587b48a299150faa11,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M040__subsonic_mstab17__shooting_box__resolution_coupled__65834855fec7/mode.npz,1001,1001,0.15738768666336492,True,0.04,0.3572856693078423,0.0,0.15720569449545058,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M040__subsonic_mstab17__shooting_box__resolution_coupled__65834855fec7,2.6387053329963237,subsonic_mstab17,True,True,7.343051146243066e-07,3.865418435582958e-29,subsonic_pointwise_box_small_boxes,shooting_box,526,501,subsonic_M040__subsonic_mstab17__shooting_box__resolution_coupled__f7119e29f5ee,False,0.001,0.0,2.0761170560490427e-14,9.159339953157541e-15,2.0761170560490427e-14,,2.513309126148375e-13,2.5133090287150743e-13,2.513360629101535e-13,2.5133605316356665e-13,3.3114195407573017e-12,3.3114188490005568e-12,1.1688318705355762e-12,1.1688316435967865e-12,3.3114195407573017e-12,3.3114188490005568e-12,-0.05442365940546685,-0.9985179343894314,1.905465819431295e-12
40.0,0.4,Ly40_N2001,2,0.4399999999999999,1e-12,True,0.00041361856342314596,subsonic_cr0_M0.40_from_M0.35_M0.42,0.0011576690557570796,subsonic_M040,0.3576992878712654,c4c5ce2dc9e6d955ec80cda4f50b6c9201fb5dd87a0ac78b3dcc695525b1c8a5,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M040__subsonic_mstab17__shooting_box__resolution_coupled__c4c5ce2dc9e6/mode.npz,2001,2001,0.15738768666335676,True,0.04,0.3572856693078423,0.0,0.15720569449545058,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M040__subsonic_mstab17__shooting_box__resolution_coupled__c4c5ce2dc9e6,3.6352811250835657,subsonic_mstab17,True,True,7.343051139379702e-07,5.048709793414476e-29,subsonic_pointwise_box_small_boxes,shooting_box,1026,1001,subsonic_M040__subsonic_mstab17__shooting_box__resolution_coupled__f7119e29f5ee,False,0.001,0.0,2.220446049250313e-15,9.992007221626409e-16,2.220446049250313e-15,,3.4446826221233344e-14,3.444682744648938e-14,3.44428421538999e-14,3.44428433849516e-14,4.305264051558732e-13,4.3052628991919023e-13,1.4149500861268365e-13,1.4149497452036682e-13,4.305264051558732e-13,4.3052628991919023e-13,0.4682404640777648,-0.8836010795604031,2.4617559623930963e-13
80.0,0.4,Ly80_N4001,3,0.4399999999999999,1e-12,True,0.0004136185634209255,subsonic_cr0_M0.40_from_M0.35_M0.42,0.0011576690557508647,subsonic_M040,0.3576992878712632,f7119e29f5ee7fad1d8d108cbfc4224045c201d515c85cae2ab3aac9a9da0315,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M040__subsonic_mstab17__shooting_box__resolution_coupled__f7119e29f5ee/mode.npz,4001,4001,0.15738768666335576,True,0.04,0.3572856693078423,0.0,0.15720569449545058,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M040__subsonic_mstab17__shooting_box__resolution_coupled__f7119e29f5ee,5.502685584011488,subsonic_mstab17,True,True,7.343051144330795e-07,1.135959703518257e-28,subsonic_pointwise_box_small_boxes,shooting_box,2026,2001,subsonic_M040__subsonic_mstab17__shooting_box__resolution_coupled__f7119e29f5ee,True,0.001,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10.0,0.5,Ly10_N501,0,0.37,1e-12,True,0.00024968616425169454,subsonic_cr0_M0.50_from_M0.49_M0.56,0.0006573969642876658,subsonic_M050,0.38006002575449677,017e9d38070ba2b2bfe4889c2bc3ff92cda8438a646838d2436b33b55980f297,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M050__subsonic_mstab17__shooting_box__resolution_coupled__017e9d38070b/mode.npz,501,501,0.1406222095291638,True,0.04,0.37981033959024507,0.0,0.14052982564839067,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M050__subsonic_mstab17__shooting_box__resolution_coupled__017e9d38070b,2.0856998750241473,subsonic_mstab17,True,True,6.442964323896734e-06,7.119469669619632e-29,subsonic_pointwise_box_small_boxes,shooting_box,276,251,subsonic_M050__subsonic_mstab17__shooting_box__resolution_coupled__037f27946fbd,False,0.001,0.0,6.791234241632083e-13,2.5127122604828855e-13,6.791234241632083e-13,,1.0783255199931479e-10,1.0783255199931479e-10,1.0783255199931479e-10,1.0783255199931479e-10,1.1069454675520395e-10,1.1069454675520395e-10,1.2573398011849764e-10,1.2573398011849764e-10,1.2573398011849764e-10,1.2573398011849764e-10,-0.9264939819251214,-0.3763095819498828,1.1317359502419891e-10
20.0,0.5,Ly20_N1001,1,0.37,1e-12,True,0.00024968616351594974,subsonic_cr0_M0.50_from_M0.49_M0.56,0.0006573969623505283,subsonic_M050,0.380060025753761,54aab2beb1dd19359da2a0832187d7c33e8812916ea59bb9361d34b78ed10395,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M050__subsonic_mstab17__shooting_box__resolution_coupled__54aab2beb1dd/mode.npz,1001,1001,0.14062220952889157,True,0.04,0.37981033959024507,0.0,0.14052982564839067,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M050__subsonic_mstab17__shooting_box__resolution_coupled__54aab2beb1dd,2.510639916989021,subsonic_mstab17,True,True,6.442959353341218e-06,5.571177301323009e-26,subsonic_pointwise_box_small_boxes,shooting_box,526,501,subsonic_M050__subsonic_mstab17__shooting_box__resolution_coupled__037f27946fbd,False,0.001,0.0,5.6621374255882984e-14,2.095545958979983e-14,5.6621374255882984e-14,,3.4932139364481333e-12,3.4932139364481333e-12,3.4932139364481333e-12,3.4932139364481333e-12,2.1017404677886493e-11,2.1017404677886493e-11,1.9713144057319698e-11,1.9713144057319698e-11,2.1017404677886493e-11,2.1017404677886493e-11,-0.7112699340336562,-0.7029189718134532,1.573606293765666e-11
40.0,0.5,Ly40_N2001,2,0.37,1e-12,True,0.00024968616357318174,subsonic_cr0_M0.50_from_M0.49_M0.56,0.0006573969625012141,subsonic_M050,0.38006002575381825,23a8fba8a55c3e13acc78749316a0e4593ce6402d2f6ff80c4bcd75916515a21,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M050__subsonic_mstab17__shooting_box__resolution_coupled__23a8fba8a55c/mode.npz,2001,2001,0.14062220952891274,True,0.04,0.37981033959024507,0.0,0.14052982564839067,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M050__subsonic_mstab17__shooting_box__resolution_coupled__23a8fba8a55c,3.416794874938205,subsonic_mstab17,True,True,6.442959723784919e-06,3.1554436208840472e-30,subsonic_pointwise_box_small_boxes,shooting_box,1026,1001,subsonic_M050__subsonic_mstab17__shooting_box__resolution_coupled__037f27946fbd,False,0.001,0.0,6.106226635438361e-16,2.220446049250313e-16,6.106226635438361e-16,,3.178523547661143e-14,3.178522893647491e-14,3.178523547661143e-14,3.178522893647491e-14,3.6980913802200193e-13,3.698090553740208e-13,2.171671285779511e-13,2.1716706974895832e-13,3.6980913802200193e-13,3.698090553740208e-13,-0.003936694053659023,-0.9999922511899367,2.4212046251925285e-13
80.0,0.5,Ly80_N4001,3,0.37,1e-12,True,0.0002496861635725711,subsonic_cr0_M0.50_from_M0.49_M0.56,0.0006573969624996065,subsonic_M050,0.38006002575381764,037f27946fbd0751952e7392d8429bb4325c64ec692d63210bce8e7c738c4a99,True,0.0,,1.0,0.25,True,classic_supersonic/reproducibility/results/classical_convergence_pointwise_small_boxes_v3/runs/subsonic_M050__subsonic_mstab17__shooting_box__resolution_coupled__037f27946fbd/mode.npz,4001,4001,0.14062220952891252,True,0.04,0.37981033959024507,0.0,0.14052982564839067,largest_Ly_same_case_at_constant_physical_dy,subsonic,1e-10,subsonic_M050__subsonic_mstab17__shooting_box__resolution_coupled__037f27946fbd,5.763470666948706,subsonic_mstab17,True,True,6.442959718270186e-06,3.155443620884047e-28,subsonic_pointwise_box_small_boxes,shooting_box,2026,2001,subsonic_M050__subsonic_mstab17__shooting_box__resolution_coupled__037f27946fbd,True,0.001,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
