original_path,archive_path,canonical_equivalent,action,sha256_before,sha256_after,size_bytes,compatibility_path,dependency_status,provenance_status,reason,validation_status
assets/pinn_subsonic/article/results_pinn/figures/single_case_ci4_vs_physics/mode_reconstruction_alpha_0.500.png,archive/pinn_subsonic_legacy/figures/modes/assets/pinn_subsonic/article/results_pinn/figures/single_case_ci4_vs_physics/mode_reconstruction_alpha_0.500.png,pinn_subsonic/assets/modes/article/results_pinn/figures/single_case_ci4_vs_physics/Fig_mode_reconstruction_alpha_0.500.png,MOVE_TO_ARCHIVE,76d51be2284ee411964e4b07b99b9bdec0ca71bfa39c2d252d2be114e6d67ade,76d51be2284ee411964e4b07b99b9bdec0ca71bfa39c2d252d2be114e6d67ade,152255,,NO_ACTIVE_REFERENCE,VERIFIED_DYNAMIC,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/article/results_pinn/figures/supp_modes_classical_vs_direct_PINN_vs_PINN_GEP_20_points.pdf,archive/pinn_subsonic_legacy/figures/modes/assets/pinn_subsonic/article/results_pinn/figures/supp_modes_classical_vs_direct_PINN_vs_PINN_GEP_20_points.pdf,pinn_subsonic/assets/modes/article/results_pinn/figures/Fig_supp_modes_classical_vs_direct_PINN_vs_PINN_GEP_20_points.pdf,MOVE_TO_ARCHIVE,14f82d92980fc12f925b3b26dff5bca5780f03c413b4f105f2224e1687684607,14f82d92980fc12f925b3b26dff5bca5780f03c413b4f105f2224e1687684607,448040,,NO_ACTIVE_REFERENCE,VERIFIED_EXACT,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/article/results_pinn/release_final/figures/Fig04a_Blumen_PINN_GEP_overlay.pdf,archive/pinn_subsonic_legacy/figures/ci/assets/pinn_subsonic/article/results_pinn/release_final/figures/Fig04a_Blumen_PINN_GEP_overlay.pdf,pinn_subsonic/assets/modes/article/results_pinn/release_final/figures/Fig_Fig04a_Blumen_PINN_GEP_overlay.pdf,MOVE_TO_ARCHIVE,90342598b47c4c85e77ad827b7008ba13802e6e67460d0d3fb7ee3a3bd91371b,90342598b47c4c85e77ad827b7008ba13802e6e67460d0d3fb7ee3a3bd91371b,34793,,NO_ACTIVE_REFERENCE,VERIFIED_WRAPPER,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/article/results_pinn/release_final/figures/Fig04a_Blumen_PINN_GEP_overlay.png,archive/pinn_subsonic_legacy/figures/ci/assets/pinn_subsonic/article/results_pinn/release_final/figures/Fig04a_Blumen_PINN_GEP_overlay.png,pinn_subsonic/assets/modes/article/results_pinn/release_final/figures/Fig_Fig04a_Blumen_PINN_GEP_overlay.png,MOVE_TO_ARCHIVE,612de5d8b6d8130c60810f17bdd30a1c611a211c99f451357c6bcf1ce2503eef,612de5d8b6d8130c60810f17bdd30a1c611a211c99f451357c6bcf1ce2503eef,719882,,NO_ACTIVE_REFERENCE,VERIFIED_WRAPPER,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/article/results_pinn/release_final/figures/Fig04b_Blumen_error_maps.pdf,archive/pinn_subsonic_legacy/figures/ci/assets/pinn_subsonic/article/results_pinn/release_final/figures/Fig04b_Blumen_error_maps.pdf,pinn_subsonic/assets/ci/article/results_pinn/release_final/figures/Fig_Fig04b_Blumen_error_maps.pdf,MOVE_TO_ARCHIVE,338f170cfbf58b63200d1496aa534ada6da52518405c6df872e4e278223a2b57,338f170cfbf58b63200d1496aa534ada6da52518405c6df872e4e278223a2b57,41584,,NO_ACTIVE_REFERENCE,VERIFIED_WRAPPER,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/article/results_pinn/release_final/figures/Fig04b_Blumen_error_maps.png,archive/pinn_subsonic_legacy/figures/ci/assets/pinn_subsonic/article/results_pinn/release_final/figures/Fig04b_Blumen_error_maps.png,pinn_subsonic/assets/ci/article/results_pinn/release_final/figures/Fig_Fig04b_Blumen_error_maps.png,MOVE_TO_ARCHIVE,7cba5960e00c4930d67cc7156f23084030ed182a892738eacdda9379115114fd,7cba5960e00c4930d67cc7156f23084030ed182a892738eacdda9379115114fd,700968,,NO_ACTIVE_REFERENCE,VERIFIED_WRAPPER,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/article/results_pinn/release_final/figures/Fig04c_Blumen_Mach_cuts.pdf,archive/pinn_subsonic_legacy/figures/ci/assets/pinn_subsonic/article/results_pinn/release_final/figures/Fig04c_Blumen_Mach_cuts.pdf,pinn_subsonic/assets/ci/article/results_pinn/release_final/figures/Fig_Fig04c_Blumen_Mach_cuts.pdf,MOVE_TO_ARCHIVE,60a192bdaa8e145dde628a79f4f0ddf8d4fbf529deb672c8c2f6a10337c9409c,60a192bdaa8e145dde628a79f4f0ddf8d4fbf529deb672c8c2f6a10337c9409c,27405,,NO_ACTIVE_REFERENCE,VERIFIED_WRAPPER,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/article/results_pinn/release_final/figures/Fig04c_Blumen_Mach_cuts.png,archive/pinn_subsonic_legacy/figures/ci/assets/pinn_subsonic/article/results_pinn/release_final/figures/Fig04c_Blumen_Mach_cuts.png,pinn_subsonic/assets/ci/article/results_pinn/release_final/figures/Fig_Fig04c_Blumen_Mach_cuts.png,MOVE_TO_ARCHIVE,f89c81585f71229dfbdd5528c019f02bd99528ce504c81e3bb4afcfa2c4396a6,f89c81585f71229dfbdd5528c019f02bd99528ce504c81e3bb4afcfa2c4396a6,449829,,NO_ACTIVE_REFERENCE,VERIFIED_WRAPPER,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/article/results_pinn/release_final/figures/SuppFig07_GEP_N_convergence.pdf,archive/pinn_subsonic_legacy/figures/ci/assets/pinn_subsonic/article/results_pinn/release_final/figures/SuppFig07_GEP_N_convergence.pdf,pinn_subsonic/assets/modes/article/results_pinn/release_final/figures/Fig_SuppFig07_GEP_N_convergence.pdf,MOVE_TO_ARCHIVE,4950e9a3bf4d0433ae318c59c287f4e5be6d858260b39e7e6f3552d99f00f011,4950e9a3bf4d0433ae318c59c287f4e5be6d858260b39e7e6f3552d99f00f011,28568,,NO_ACTIVE_REFERENCE,VERIFIED_WRAPPER,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/article/results_pinn/release_final/figures/SuppFig07_GEP_N_convergence.png,archive/pinn_subsonic_legacy/figures/ci/assets/pinn_subsonic/article/results_pinn/release_final/figures/SuppFig07_GEP_N_convergence.png,pinn_subsonic/assets/modes/article/results_pinn/release_final/figures/Fig_SuppFig07_GEP_N_convergence.png,MOVE_TO_ARCHIVE,2877443e85b3b671cd1e46fe5af3ee451a93daf40f99dc5f0b8ebec4f226e6a7,2877443e85b3b671cd1e46fe5af3ee451a93daf40f99dc5f0b8ebec4f226e6a7,327404,,NO_ACTIVE_REFERENCE,VERIFIED_WRAPPER,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/article/results_pinn/release_final/supplement/supp_modes_classical_vs_direct_PINN_vs_PINN_GEP_20_points.pdf,archive/pinn_subsonic_legacy/figures/modes/assets/pinn_subsonic/article/results_pinn/release_final/supplement/supp_modes_classical_vs_direct_PINN_vs_PINN_GEP_20_points.pdf,pinn_subsonic/assets/modes/article/results_pinn/figures/Fig_supp_modes_classical_vs_direct_PINN_vs_PINN_GEP_20_points.pdf,MOVE_TO_ARCHIVE,14f82d92980fc12f925b3b26dff5bca5780f03c413b4f105f2224e1687684607,14f82d92980fc12f925b3b26dff5bca5780f03c413b4f105f2224e1687684607,448040,,NO_ACTIVE_REFERENCE,VERIFIED_EXACT,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/derivative_q_M0680_eta0025_a0018.png,archive/pinn_subsonic_legacy/figures/modes/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/derivative_q_M0680_eta0025_a0018.png,pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Fig_derivative_q_M0680_eta0025_a0018.png,MOVE_TO_ARCHIVE,023fd9b0c1e30cd72060f4e4bb33124aacf0eb9844ac07cae4c0ee41566326dd,023fd9b0c1e30cd72060f4e4bb33124aacf0eb9844ac07cae4c0ee41566326dd,146058,,NO_ACTIVE_REFERENCE,VERIFIED_DYNAMIC,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/derivative_q_M0680_eta0040_a0029.png,archive/pinn_subsonic_legacy/figures/modes/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/derivative_q_M0680_eta0040_a0029.png,pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Fig_derivative_q_M0680_eta0040_a0029.png,MOVE_TO_ARCHIVE,433ae2b98ab66b3c3fb1d16cfa632109ab4472fec9de7d5f7f792a72eeb39fe7,433ae2b98ab66b3c3fb1d16cfa632109ab4472fec9de7d5f7f792a72eeb39fe7,139004,,NO_ACTIVE_REFERENCE,VERIFIED_DYNAMIC,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/derivative_q_M0680_eta0055_a0040.png,archive/pinn_subsonic_legacy/figures/modes/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/derivative_q_M0680_eta0055_a0040.png,pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Fig_derivative_q_M0680_eta0055_a0040.png,MOVE_TO_ARCHIVE,9994c0a12a9b033a9662917e41b269308333b7adfd4126293376d2ff6bc43ec4,9994c0a12a9b033a9662917e41b269308333b7adfd4126293376d2ff6bc43ec4,131413,,NO_ACTIVE_REFERENCE,VERIFIED_DYNAMIC,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/derivative_q_M0770_eta0025_a0016.png,archive/pinn_subsonic_legacy/figures/modes/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/derivative_q_M0770_eta0025_a0016.png,pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Fig_derivative_q_M0770_eta0025_a0016.png,MOVE_TO_ARCHIVE,2a800fcf095b34defc569574ffb4b76cb695fd891e69502031488d44c63a8b79,2a800fcf095b34defc569574ffb4b76cb695fd891e69502031488d44c63a8b79,144253,,NO_ACTIVE_REFERENCE,VERIFIED_DYNAMIC,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/derivative_q_M0770_eta0040_a0026.png,archive/pinn_subsonic_legacy/figures/modes/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/derivative_q_M0770_eta0040_a0026.png,pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Fig_derivative_q_M0770_eta0040_a0026.png,MOVE_TO_ARCHIVE,0f83229b3f6a643bbfdfe6dae9d5eae854205d19131a0c5a2bd917e17508733e,0f83229b3f6a643bbfdfe6dae9d5eae854205d19131a0c5a2bd917e17508733e,142662,,NO_ACTIVE_REFERENCE,VERIFIED_DYNAMIC,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/derivative_q_M0770_eta0055_a0035.png,archive/pinn_subsonic_legacy/figures/modes/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/derivative_q_M0770_eta0055_a0035.png,pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Fig_derivative_q_M0770_eta0055_a0035.png,MOVE_TO_ARCHIVE,9cfa46c1e2c953e2894706b7512172d293c893742ae4467e081e15714afe3825,9cfa46c1e2c953e2894706b7512172d293c893742ae4467e081e15714afe3825,134978,,NO_ACTIVE_REFERENCE,VERIFIED_DYNAMIC,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/derivative_q_M0860_eta0025_a0013.png,archive/pinn_subsonic_legacy/figures/modes/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/derivative_q_M0860_eta0025_a0013.png,pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Fig_derivative_q_M0860_eta0025_a0013.png,MOVE_TO_ARCHIVE,6cf9ddeca6fa835172b18a0b6db0cd41c94f6d15ed12716a25c6d29cd3cf80f9,6cf9ddeca6fa835172b18a0b6db0cd41c94f6d15ed12716a25c6d29cd3cf80f9,144579,,NO_ACTIVE_REFERENCE,VERIFIED_DYNAMIC,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/derivative_q_M0860_eta0040_a0020.png,archive/pinn_subsonic_legacy/figures/modes/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/derivative_q_M0860_eta0040_a0020.png,pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Fig_derivative_q_M0860_eta0040_a0020.png,MOVE_TO_ARCHIVE,15ee8d6837e3de973400c7abb5f95a50f2c545e033d9ecf2cfdd53c4c0c3cedd,15ee8d6837e3de973400c7abb5f95a50f2c545e033d9ecf2cfdd53c4c0c3cedd,147161,,NO_ACTIVE_REFERENCE,VERIFIED_DYNAMIC,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/derivative_q_M0860_eta0055_a0028.png,archive/pinn_subsonic_legacy/figures/modes/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/derivative_q_M0860_eta0055_a0028.png,pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Fig_derivative_q_M0860_eta0055_a0028.png,MOVE_TO_ARCHIVE,7733af030b6fe76cc22a3009bd000fb6fe60aab9b91a75f8f1090d4d16506ee7,7733af030b6fe76cc22a3009bd000fb6fe60aab9b91a75f8f1090d4d16506ee7,135095,,NO_ACTIVE_REFERENCE,VERIFIED_DYNAMIC,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/pressure_p_M0680_eta0025_a0018.png,archive/pinn_subsonic_legacy/figures/modes/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/pressure_p_M0680_eta0025_a0018.png,pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Fig_pressure_p_M0680_eta0025_a0018.png,MOVE_TO_ARCHIVE,c49525d9ec0c3c5655c068f854d2317ffb796349baf92d952b0cca9443109291,c49525d9ec0c3c5655c068f854d2317ffb796349baf92d952b0cca9443109291,148209,,NO_ACTIVE_REFERENCE,VERIFIED_DYNAMIC,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/pressure_p_M0680_eta0040_a0029.png,archive/pinn_subsonic_legacy/figures/modes/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/pressure_p_M0680_eta0040_a0029.png,pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Fig_pressure_p_M0680_eta0040_a0029.png,MOVE_TO_ARCHIVE,d14c29613e740ae29984505f858018c26d7a9b3cdc4ed88e6344b2e165704ea7,d14c29613e740ae29984505f858018c26d7a9b3cdc4ed88e6344b2e165704ea7,143606,,NO_ACTIVE_REFERENCE,VERIFIED_DYNAMIC,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/pressure_p_M0680_eta0055_a0040.png,archive/pinn_subsonic_legacy/figures/modes/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/pressure_p_M0680_eta0055_a0040.png,pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Fig_pressure_p_M0680_eta0055_a0040.png,MOVE_TO_ARCHIVE,cd8e7dd55ca39a8de9e4d48381bc83505d5a37b1167c11f71b39b6019d2dfd0e,cd8e7dd55ca39a8de9e4d48381bc83505d5a37b1167c11f71b39b6019d2dfd0e,139561,,NO_ACTIVE_REFERENCE,VERIFIED_DYNAMIC,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/pressure_p_M0770_eta0025_a0016.png,archive/pinn_subsonic_legacy/figures/modes/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/pressure_p_M0770_eta0025_a0016.png,pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Fig_pressure_p_M0770_eta0025_a0016.png,MOVE_TO_ARCHIVE,b0027deb8ebdbf0d1d6d3f8b99851d18a730f4875c572b7f069d5f7d27cb06c2,b0027deb8ebdbf0d1d6d3f8b99851d18a730f4875c572b7f069d5f7d27cb06c2,149077,,NO_ACTIVE_REFERENCE,VERIFIED_DYNAMIC,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/pressure_p_M0770_eta0040_a0026.png,archive/pinn_subsonic_legacy/figures/modes/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/pressure_p_M0770_eta0040_a0026.png,pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Fig_pressure_p_M0770_eta0040_a0026.png,MOVE_TO_ARCHIVE,51f9770c6e59e34db94208fc6db453dac849e55eda4cda7de9c23007416108ad,51f9770c6e59e34db94208fc6db453dac849e55eda4cda7de9c23007416108ad,146403,,NO_ACTIVE_REFERENCE,VERIFIED_DYNAMIC,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/pressure_p_M0770_eta0055_a0035.png,archive/pinn_subsonic_legacy/figures/modes/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/pressure_p_M0770_eta0055_a0035.png,pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Fig_pressure_p_M0770_eta0055_a0035.png,MOVE_TO_ARCHIVE,bb916abdc8b0886dd83e841893c06e4e60f221449839ce1af819d56c601c6a4f,bb916abdc8b0886dd83e841893c06e4e60f221449839ce1af819d56c601c6a4f,144633,,NO_ACTIVE_REFERENCE,VERIFIED_DYNAMIC,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/pressure_p_M0860_eta0025_a0013.png,archive/pinn_subsonic_legacy/figures/modes/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/pressure_p_M0860_eta0025_a0013.png,pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Fig_pressure_p_M0860_eta0025_a0013.png,MOVE_TO_ARCHIVE,64e01700922b2b3916007af67c92314c2ad67f66318a2ffacd3238599f6cee6f,64e01700922b2b3916007af67c92314c2ad67f66318a2ffacd3238599f6cee6f,142863,,NO_ACTIVE_REFERENCE,VERIFIED_DYNAMIC,Nonconforming active figure has a byte-identical active Fig_ copy with retained provenance.,MOVED_SHA256_OK
