point_id,Mach,eta,alpha,chart_id,checkpoint,gep_regime,N,mapping_kind,mapping_scale,xi_max
MAP_0010,0.02,0.42000000000000004,0.4199159915983196,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0011,0.02,0.46,0.4599079907981596,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0012,0.02,0.5,0.4998999899979995,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0013,0.02,0.54,0.5398919891978395,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0014,0.02,0.5800000000000001,0.5798839883976795,LMEDGE_HIGH,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_HIGH/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0015,0.02,0.62,0.6198759875975194,LMEDGE_HIGH,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_HIGH/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0016,0.02,0.66,0.6598679867973594,LMEDGE_NEUTRAL1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL1/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0017,0.02,0.7000000000000001,0.6998599859971993,LMEDGE_NEUTRAL1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL1/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0018,0.02,0.74,0.7398519851970392,LMEDGE_NEUTRAL1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL1/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0019,0.02,0.78,0.7798439843968793,LMEDGE_NEUTRAL1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL1/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0020,0.02,0.8200000000000001,0.8198359835967193,LMEDGE_NEUTRAL2,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL2/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0021,0.02,0.86,0.8598279827965591,LMEDGE_NEUTRAL2,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL2/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0022,0.02,0.9,0.8998199819963991,LMEDGE_NEUTRAL2,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL2/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0023,0.02,0.9400000000000001,0.9398119811962391,LMEDGE_NEUTRAL3,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL3/model_state.pt,near_neutral_N401,401,pin,5.0,0.98
MAP_0024,0.02,0.98,0.979803980396079,LMEDGE_NEUTRAL3,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL3/model_state.pt,near_neutral_N401,401,pin,5.0,0.98
MAP_0025,0.04461538461538461,0.02,0.019980084759135746,ULTRALOW_M002_006_eta002_006,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ULTRALOW_M002_006_eta002_006/model_state.pt,longwave_map10_N301,301,pin,10.0,0.99
MAP_0026,0.04461538461538461,0.06,0.059940254277407234,ULTRALOW_M002_006_eta002_006,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ULTRALOW_M002_006_eta002_006/model_state.pt,longwave_map10_N301,301,pin,10.0,0.99
MAP_0027,0.04461538461538461,0.1,0.09990042379567873,LMEDGE_VLOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_VLOW/model_state.pt,longwave_map10_N301,301,pin,10.0,0.99
MAP_0028,0.04461538461538461,0.13999999999999999,0.1398605933139502,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0029,0.04461538461538461,0.18,0.1798207628322217,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0030,0.04461538461538461,0.22,0.2197809323504932,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0031,0.04461538461538461,0.26,0.2597411018687647,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0032,0.04461538461538461,0.30000000000000004,0.2997012713870362,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0033,0.04461538461538461,0.34,0.3396614409053077,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0034,0.04461538461538461,0.38,0.37962161042357917,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0035,0.04461538461538461,0.42000000000000004,0.4195817799418507,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0036,0.04461538461538461,0.46,0.45954194946012217,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0037,0.04461538461538461,0.5,0.49950211897839364,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0038,0.04461538461538461,0.54,0.5394622884966651,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0039,0.04461538461538461,0.5800000000000001,0.5794224580149366,LMEDGE_HIGH,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_HIGH/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0040,0.04461538461538461,0.62,0.6193826275332082,LMEDGE_HIGH,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_HIGH/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0041,0.04461538461538461,0.66,0.6593427970514796,LMEDGE_NEUTRAL1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL1/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0042,0.04461538461538461,0.7000000000000001,0.6993029665697511,LMEDGE_NEUTRAL1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL1/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0043,0.04461538461538461,0.74,0.7392631360880226,LMEDGE_NEUTRAL1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL1/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0044,0.04461538461538461,0.78,0.779223305606294,LMEDGE_NEUTRAL1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL1/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0045,0.04461538461538461,0.8200000000000001,0.8191834751245656,LMEDGE_NEUTRAL2,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL2/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0046,0.04461538461538461,0.86,0.8591436446428371,LMEDGE_NEUTRAL2,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL2/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0047,0.04461538461538461,0.9,0.8991038141611085,LMEDGE_NEUTRAL2,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL2/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0048,0.04461538461538461,0.9400000000000001,0.93906398367938,LMEDGE_NEUTRAL3,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL3/model_state.pt,near_neutral_N401,401,pin,5.0,0.98
MAP_0049,0.04461538461538461,0.98,0.9790241531976516,LMEDGE_NEUTRAL3,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL3/model_state.pt,near_neutral_N401,401,pin,5.0,0.98
MAP_0050,0.06923076923076923,0.02,0.019952013438164242,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,longwave_map10_N301,301,pin,10.0,0.99
MAP_0051,0.06923076923076923,0.06,0.059856040314492716,LOWM_EXT_VLOW_EXTREME,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_VLOW_EXTREME/model_state.pt,longwave_map10_N301,301,pin,10.0,0.99
MAP_0052,0.06923076923076923,0.1,0.0997600671908212,LOWM_EXT_VLOW_EXTREME,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_VLOW_EXTREME/model_state.pt,longwave_map10_N301,301,pin,10.0,0.99
MAP_0053,0.06923076923076923,0.13999999999999999,0.13966409406714966,LOWM_EXT_VLOW_MOD,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_VLOW_MOD/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0054,0.06923076923076923,0.18,0.17956812094347815,LOWM_EXT_VLOW_MOD,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_VLOW_MOD/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0055,0.06923076923076923,0.22,0.21947214781980665,LOWM_EXT_VLOW_MOD,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_VLOW_MOD/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0056,0.06923076923076923,0.26,0.2593761746961351,LOWM_EXT_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0057,0.06923076923076923,0.30000000000000004,0.29928020157246366,LOWM_EXT_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0058,0.06923076923076923,0.34,0.3391842284487921,LOWM_EXT_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0059,0.06923076923076923,0.38,0.3790882553251206,LOWM_EXT_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0060,0.06923076923076923,0.42000000000000004,0.4189922822014491,LOWM_EXT_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0061,0.06923076923076923,0.46,0.45889630907777756,LOWM_EXT_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0062,0.06923076923076923,0.5,0.498800335954106,LOWM_EXT_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0063,0.06923076923076923,0.54,0.5387043628304345,LOWM_EXT_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0064,0.06923076923076923,0.5800000000000001,0.578608389706763,LOWM_EXT_HIGH,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_HIGH/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0065,0.06923076923076923,0.62,0.6185124165830914,LOWM_EXT_HIGH,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_HIGH/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0066,0.06923076923076923,0.66,0.65841644345942,LOWM_EXT_NEUTRAL1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL1/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0067,0.06923076923076923,0.7000000000000001,0.6983204703357485,LOWM_EXT_NEUTRAL1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL1/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0068,0.06923076923076923,0.74,0.7382244972120768,LOWM_EXT_NEUTRAL1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL1/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0069,0.06923076923076923,0.78,0.7781285240884054,LOWM_EXT_NEUTRAL1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL1/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0070,0.06923076923076923,0.8200000000000001,0.8180325509647339,LOWM_EXT_NEUTRAL2,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL2/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0071,0.06923076923076923,0.86,0.8579365778410623,LOWM_EXT_NEUTRAL2,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL2/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0072,0.06923076923076923,0.9,0.8978406047173908,LOWM_EXT_NEUTRAL2,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL2/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0073,0.06923076923076923,0.9400000000000001,0.9377446315937193,LOWM_EXT_NEUTRAL3,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL3/model_state.pt,near_neutral_N401,401,pin,5.0,0.98
MAP_0074,0.06923076923076923,0.98,0.9776486584700478,LOWM_EXT_NEUTRAL3,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL3/model_state.pt,near_neutral_N401,401,pin,5.0,0.98
MAP_0075,0.09384615384615384,0.02,0.019911734222897652,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,longwave_map10_N301,301,pin,10.0,0.99
MAP_0076,0.09384615384615384,0.06,0.059735202668692956,LOWM_EXT_VLOW_EXTREME,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_VLOW_EXTREME/model_state.pt,longwave_map10_N301,301,pin,10.0,0.99
MAP_0077,0.09384615384615384,0.1,0.09955867111448827,LOWM_EXT_VLOW_EXTREME,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_VLOW_EXTREME/model_state.pt,longwave_map10_N301,301,pin,10.0,0.99
MAP_0078,0.09384615384615384,0.13999999999999999,0.13938213956028356,LOWM_EXT_VLOW_MOD,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_VLOW_MOD/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0079,0.09384615384615384,0.18,0.17920560800607888,LOWM_EXT_VLOW_MOD,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_VLOW_MOD/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0080,0.09384615384615384,0.22,0.21902907645187417,LOWM_EXT_VLOW_MOD,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_VLOW_MOD/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0081,0.09384615384615384,0.26,0.2588525448976695,LOWM_EXT_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0082,0.09384615384615384,0.30000000000000004,0.29867601334346483,LOWM_EXT_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0083,0.09384615384615384,0.34,0.3384994817892601,LOWM_EXT_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0084,0.09384615384615384,0.38,0.3783229502350554,LOWM_EXT_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0085,0.09384615384615384,0.42000000000000004,0.41814641868085073,LOWM_EXT_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0086,0.09384615384615384,0.46,0.45796988712664605,LOWM_EXT_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0087,0.09384615384615384,0.5,0.4977933555724413,LOWM_EXT_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0088,0.09384615384615384,0.54,0.5376168240182366,LOWM_EXT_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0089,0.09384615384615384,0.5800000000000001,0.577440292464032,LOWM_EXT_HIGH,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_HIGH/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0090,0.09384615384615384,0.62,0.6172637609098273,LOWM_EXT_HIGH,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_HIGH/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0091,0.09384615384615384,0.66,0.6570872293556226,LOWM_EXT_NEUTRAL1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL1/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0092,0.09384615384615384,0.7000000000000001,0.6969106978014179,LOWM_EXT_NEUTRAL1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL1/model_state.pt,standard_N301,301,pin,5.0,0.98
