point_id,Mach,eta,alpha,hybrid_ci,classical_ci,ci_abs_difference
MAP_0024,0.02,0.98,0.979803980396079,0.01155005096382429,0.012792266909532387,0.0012422159457080965
MAP_0025,0.04461538461538461,0.02,0.019980084759135746,0.9632923093924748,0.963106022557068,0.00018628683540677926
MAP_0026,0.04461538461538461,0.06,0.059940254277407234,0.8970726424690393,0.8968568197399153,0.00021582272912401557
MAP_0027,0.04461538461538461,0.1,0.09990042379567873,0.8352273438205489,0.8349866943523637,0.000240649468185139
MAP_0028,0.04461538461538461,0.13999999999999999,0.1398605933139502,0.7770524567550995,0.7769728323122269,7.962444287257231e-05
MAP_0029,0.04461538461538461,0.18,0.1798207628322217,0.7225207923433028,0.7224493173756016,7.147496770121275e-05
MAP_0030,0.04461538461538461,0.22,0.2197809323504932,0.6710672769036924,0.6709817875546605,8.548934903185312e-05
MAP_0031,0.04461538461538461,0.26,0.2597411018687647,0.6223711132698754,0.6222771921602416,9.392110963379885e-05
MAP_0032,0.04461538461538461,0.30000000000000004,0.2997012713870362,0.576153065740772,0.5760803718299261,7.269391084585575e-05
MAP_0033,0.04461538461538461,0.34,0.3396614409053077,0.5321690388205331,0.5321093274372364,5.9711383296745524e-05
MAP_0034,0.04461538461538461,0.38,0.37962161042357917,0.49020480372665975,0.4901380833679276,6.672035873217519e-05
MAP_0035,0.04461538461538461,0.42000000000000004,0.4195817799418507,0.4500716407068944,0.45001000221879406,6.163848810036843e-05
MAP_0036,0.04461538461538461,0.46,0.45954194946012217,0.4116027173019866,0.4115446881779274,5.802912405922234e-05
MAP_0037,0.04461538461538461,0.5,0.49950211897839364,0.3746500619565141,0.37460113858368393,4.892337283018966e-05
MAP_0038,0.04461538461538461,0.54,0.5394622884966651,0.33908202223583483,0.3390309408321142,5.1081403720620866e-05
MAP_0039,0.04461538461538461,0.5800000000000001,0.5794224580149366,0.30478111981323436,0.3047326209117602,4.849890147418101e-05
MAP_0040,0.04461538461538461,0.62,0.6193826275332082,0.27164223209352184,0.2715975945536498,4.463753987204999e-05
MAP_0041,0.04461538461538461,0.66,0.6593427970514796,0.23957104413146502,0.23952072762845808,5.031650300693635e-05
MAP_0042,0.04461538461538461,0.7000000000000001,0.6993029665697511,0.20848272531551584,0.2084284422760938,5.428303942203727e-05
MAP_0043,0.04461538461538461,0.74,0.7392631360880226,0.1783007938260662,0.17826417764606164,3.661618000455613e-05
MAP_0044,0.04461538461538461,0.78,0.779223305606294,0.14895613864985824,0.14894087918192217,1.525946793606847e-05
MAP_0045,0.04461538461538461,0.8200000000000001,0.8191834751245656,0.120386174338981,0.12036956456054289,1.6609778438106404e-05
MAP_0046,0.04461538461538461,0.86,0.8591436446428371,0.0925341048686391,0.09249720070958839,3.690415905070743e-05
MAP_0047,0.04461538461538461,0.9,0.8991038141611085,0.06534786507778655,0.06533948133588902,8.383741897530217e-06
MAP_0048,0.04461538461538461,0.9400000000000001,0.93906398367938,0.03877393779206112,0.03878055368209751,6.6158900363932904e-06
MAP_0049,0.04461538461538461,0.98,0.9790241531976516,0.011539728712322663,0.012782317033005936,0.0012425883206832727
MAP_0050,0.06923076923076923,0.02,0.019952013438164242,0.9606764589791834,0.9604937590121967,0.0001826999669867213
MAP_0051,0.06923076923076923,0.06,0.059856040314492716,0.8947473928619575,0.8945265475864302,0.0002208452755272372
MAP_0052,0.06923076923076923,0.1,0.0997600671908212,0.8331607922328282,0.8329125617895938,0.00024823044323440957
MAP_0053,0.06923076923076923,0.13999999999999999,0.13966409406714966,0.775216326258034,0.7751366580412694,7.966821676463898e-05
MAP_0054,0.06923076923076923,0.18,0.17956812094347815,0.7208895261412401,0.720813843774427,7.568236681310125e-05
MAP_0055,0.06923076923076923,0.22,0.21947214781980665,0.6696184993712319,0.6695473756037874,7.11237674444476e-05
MAP_0056,0.06923076923076923,0.26,0.2593761746961351,0.6210851259208228,0.6210138743693348,7.125155148801632e-05
MAP_0057,0.06923076923076923,0.30000000000000004,0.29928020157246366,0.5750125523930318,0.5749497281120435,6.282428098836057e-05
MAP_0058,0.06923076923076923,0.34,0.3391842284487921,0.5311587844985582,0.5310818333023465,7.695119621176083e-05
MAP_0059,0.06923076923076923,0.38,0.3790882553251206,0.4893114360073322,0.489243614783517,6.782122381515654e-05
MAP_0060,0.06923076923076923,0.42000000000000004,0.4189922822014491,0.44928339689281616,0.4492223693654772,6.102752733894157e-05
MAP_0061,0.06923076923076923,0.46,0.45889630907777756,0.41090923780140004,0.41083333150590684,7.590629549319994e-05
MAP_0062,0.06923076923076923,0.5,0.498800335954106,0.37404220863419996,0.37396851342944487,7.369520475508651e-05
MAP_0063,0.06923076923076923,0.54,0.5387043628304345,0.33855171971086667,0.3384985346565285,5.3185054338156235e-05
MAP_0064,0.06923076923076923,0.5800000000000001,0.578608389706763,0.30432121736778833,0.3042541910268789,6.702634090943738e-05
MAP_0065,0.06923076923076923,0.62,0.6185124165830914,0.271246383825241,0.27119697900142387,4.9404823817156274e-05
MAP_0066,0.06923076923076923,0.66,0.65841644345942,0.23923360508992988,0.23919954835540244,3.40567345274434e-05
MAP_0067,0.06923076923076923,0.7000000000000001,0.6983204703357485,0.20819866155396918,0.20815915946327412,3.950209069505939e-05
MAP_0068,0.06923076923076923,0.74,0.7382244972120768,0.178065604507449,0.17803172074068213,3.388376676685678e-05
MAP_0069,0.06923076923076923,0.78,0.7781285240884054,0.14876578857013104,0.14874169534382364,2.40932263073923e-05
MAP_0070,0.06923076923076923,0.8200000000000001,0.8180325509647339,0.1202370354297301,0.12020765290027975,2.9382529450353023e-05
MAP_0071,0.06923076923076923,0.86,0.8579365778410623,0.09242290537613834,0.0923892608204172,3.3644555721148994e-05
MAP_0072,0.06923076923076923,0.9,0.8978406047173908,0.06527163991689422,0.06525702297955253,1.4616937341685454e-05
MAP_0073,0.06923076923076923,0.9400000000000001,0.9377446315937193,0.038729981755595146,0.03873913227736207,9.15052176692771e-06
MAP_0074,0.06923076923076923,0.98,0.9776486584700478,0.011521515811068285,0.012764651698423139,0.001243135887354854
MAP_0075,0.09384615384615384,0.02,0.019911734222897652,0.9569648831718107,0.9567701996690572,0.0001946835027535343
MAP_0076,0.09384615384615384,0.06,0.059735202668692956,0.8914449594220589,0.8912079957753948,0.0002369636466641456
MAP_0077,0.09384615384615384,0.1,0.09955867111448827,0.8302231510224188,0.8299808652412117,0.00024228578120710775
MAP_0078,0.09384615384615384,0.13999999999999999,0.13938213956028356,0.7726040686145789,0.7725467683067152,5.730030786366136e-05
MAP_0079,0.09384615384615384,0.18,0.17920560800607888,0.718566960193988,0.7184866972117516,8.026298223640094e-05
MAP_0080,0.09384615384615384,0.22,0.21902907645187417,0.6675543093277179,0.6674816125518177,7.269677590016066e-05
MAP_0081,0.09384615384615384,0.26,0.2588525448976695,0.6192516919246308,0.6191719715716983,7.972035293246638e-05
MAP_0082,0.09384615384615384,0.30000000000000004,0.29867601334346483,0.5733855536530328,0.5733026999258722,8.285372716054784e-05
MAP_0083,0.09384615384615384,0.34,0.3384994817892601,0.5297168178359678,0.52963086042445,8.59574115178452e-05
MAP_0084,0.09384615384615384,0.38,0.3783229502350554,0.4880356628067387,0.4879905446121628,4.511819457592159e-05
MAP_0085,0.09384615384615384,0.42000000000000004,0.41814641868085073,0.44815722384822304,0.4480985181540759,5.87056941471209e-05
MAP_0086,0.09384615384615384,0.46,0.45796988712664605,0.4099180325269448,0.40985470148815567,6.333103878913837e-05
MAP_0087,0.09384615384615384,0.5,0.4977933555724413,0.3731730488391658,0.37310942247067735,6.362636848844527e-05
MAP_0088,0.09384615384615384,0.54,0.5376168240182366,0.3377931734406073,0.33772387765229317,6.929578831410543e-05
MAP_0089,0.09384615384615384,0.5800000000000001,0.577440292464032,0.3036631513077257,0.3035913461772327,7.180513049298565e-05
MAP_0090,0.09384615384615384,0.62,0.6172637609098273,0.27067979655190005,0.2706184801716715,6.13163802285488e-05
MAP_0091,0.09384615384615384,0.66,0.6570872293556226,0.2387504822672434,0.2387051626548139,4.531961242951188e-05
MAP_0092,0.09384615384615384,0.7000000000000001,0.6969106978014179,0.20779185029108313,0.20773679528367822,5.505500740490832e-05
MAP_0093,0.09384615384615384,0.74,0.7367341662472131,0.17772870436795474,0.17768594299315826,4.2761374796473905e-05
MAP_0094,0.09384615384615384,0.78,0.7765576346930084,0.14849305700353985,0.14845361824622974,3.9438757310106265e-05
MAP_0095,0.09384615384615384,0.8200000000000001,0.8163811031388039,0.12002330566911448,0.1199956737469064,2.7631922208087856e-05
MAP_0096,0.09384615384615384,0.86,0.8562045715845991,0.09226351500318829,0.09225105492426111,1.2460078927176155e-05
MAP_0097,0.09384615384615384,0.9,0.8960280400303944,0.06516236072265501,0.06514279797580709,1.956274684791759e-05
MAP_0098,0.09384615384615384,0.9400000000000001,0.9358515084761897,0.03866695343540872,0.0386509869380185,1.5966497390218493e-05
MAP_0099,0.09384615384615384,0.98,0.9756749769219849,0.011495368803969468,0.012739045907693298,0.0012436771037238302
MAP_0100,0.11846153846153847,0.02,0.019859172831770466,0.9521937939293716,0.9519967895654255,0.0001970043639460961
MAP_0101,0.11846153846153847,0.06,0.0595775184953114,0.8871943992223574,0.8869505081895845,0.0002438910327728916
MAP_0102,0.11846153846153847,0.1,0.09929586415885233,0.8264376419520523,0.8262088517294268,0.00022879022262545234
MAP_0103,0.11846153846153847,0.13999999999999999,0.13901420982239324,0.7692341519961864,0.7691640807769606,7.007121922575354e-05
MAP_0104,0.11846153846153847,0.18,0.1787325554859342,0.715567721370993,0.7154845006948395,8.322067615351703e-05
MAP_0105,0.11846153846153847,0.22,0.21845090114947513,0.6648862295827526,0.6648113668027793,7.486277997326152e-05
MAP_0106,0.11846153846153847,0.26,0.25816924681301606,0.6168798318899695,0.6168084428874827,7.138900248682134e-05
MAP_0107,0.11846153846153847,0.30000000000000004,0.29788759247655705,0.5712790782127343,0.5712340610183664,4.50171943678912e-05
MAP_0108,0.11846153846153847,0.34,0.3376059381400979,0.5278485344513689,0.5277672495268262,8.128492454273495e-05
MAP_0109,0.11846153846153847,0.38,0.37732428380363886,0.4863815908454361,0.486298112970009,8.347787542706264e-05
MAP_0110,0.11846153846153847,0.42000000000000004,0.41704262946717985,0.4466962027490768,0.44661946817462855,7.673457444823395e-05
MAP_0111,0.11846153846153847,0.46,0.4567609751307207,0.40863137099181795,0.4085640660685695,6.730492324846793e-05
MAP_0112,0.11846153846153847,0.5,0.49647932079426166,0.37204421409429467,0.3719957552469014,4.8458847393240134e-05
MAP_0113,0.11846153846153847,0.54,0.5361976664578026,0.33680751795820585,0.3367663610734617,4.1156884744153466e-05
MAP_0114,0.11846153846153847,0.5800000000000001,0.5759160121213436,0.30280767362368777,0.3027533924732854,5.42811504023466e-05
MAP_0115,0.11846153846153847,0.62,0.6156343577848844,0.26994293258069824,0.2698999794445491,4.295313614915974e-05
MAP_0116,0.11846153846153847,0.66,0.6553527034484254,0.23812192358086612,0.23806386868926818,5.80548915979362e-05
MAP_0117,0.11846153846153847,0.7000000000000001,0.6950710491119664,0.20726238604575017,0.20722435530021396,3.803074553621055e-05
MAP_0118,0.11846153846153847,0.74,0.7347893947755072,0.17729008386216036,0.1772443005275401,4.578333462026962e-05
MAP_0119,0.11846153846153847,0.78,0.7745077404390482,0.14813787016437174,0.1481231099652229,1.476019914883886e-05
MAP_0120,0.11846153846153847,0.8200000000000001,0.8142260861025892,0.11974487908383281,0.1197310510941474,1.382798968541099e-05
MAP_0121,0.11846153846153847,0.86,0.85394443176613,0.09205582128421536,0.09204304870345399,1.2772580761363783e-05
MAP_0122,0.11846153846153847,0.9,0.893662777429671,0.06501992887850312,0.06501446830004412,5.460578459001719e-06
MAP_0123,0.11846153846153847,0.9400000000000001,0.933381123093212,0.03858478379600198,0.038596483495851756,1.1699699849779255e-05
MAP_0124,0.11846153846153847,0.98,0.9730994687567528,0.011461224769678695,0.01273850621305765,0.001277281443378955
MAP_0125,0.14307692307692307,0.02,0.019794231423147908,0.9464080568937099,0.9462011497511229,0.00020690714258697618
MAP_0126,0.14307692307692307,0.06,0.059382694269443724,0.8820318837874698,0.881800996615679,0.00023088717179076124
MAP_0127,0.14307692307692307,0.1,0.09897115711573955,0.821833297470467,0.8216003001204507,0.00023299735001625077
MAP_0128,0.14307692307692307,0.13999999999999999,0.13855961996203534,0.7651297569425921,0.7650755585029135,5.4198439678576626e-05
MAP_0129,0.14307692307692307,0.18,0.17814808280833117,0.7119102348019978,0.711829134712573,8.1100089424746e-05
MAP_0130,0.14307692307692307,0.22,0.217736545654627,0.6616288227234365,0.6615608770006515,6.794572278501221e-05
MAP_0131,0.14307692307692307,0.26,0.2573250085009228,0.613980980077347,0.613926346777566,5.463329978105946e-05
MAP_0132,0.14307692307692307,0.30000000000000004,0.2969134713472187,0.5687020340780804,0.5686205469748343,8.148710324606956e-05
MAP_0133,0.14307692307692307,0.34,0.33650193419351443,0.5255608088422886,0.5255030072601924,5.780158209622854e-05
MAP_0134,0.14307692307692307,0.38,0.37609039703981023,0.4843544638420157,0.48428480616608965,6.965767592603811e-05
MAP_0135,0.14307692307692307,0.42000000000000004,0.4156788598861061,0.44490427538405736,0.44484407099758994,6.0204386467421767e-05
MAP_0136,0.14307692307692307,0.46,0.4552673227324019,0.4070521613988948,0.4069740306455688,7.813075332596675e-05
MAP_0137,0.14307692307692307,0.5,0.4948557855786977,0.37065779787588554,0.370590909692048,6.688818383754347e-05
MAP_0138,0.14307692307692307,0.54,0.5344442484249935,0.33559621043098325,0.3355269489464988,6.92614844844397e-05
MAP_0139,0.14307692307692307,0.5800000000000001,0.5740327112712894,0.3017557505499402,0.301711220645083,4.452990485720454e-05
MAP_0140,0.14307692307692307,0.62,0.6136211741175851,0.2690363855928313,0.26897865601020216,5.772958262911798e-05
MAP_0141,0.14307692307692307,0.66,0.653209636963881,0.23734824647369115,0.23728849693751594,5.974953617521317e-05
MAP_0142,0.14307692307692307,0.7000000000000001,0.6927980998101768,0.20661038829554665,0.20656770874911184,4.267954643480398e-05
MAP_0143,0.14307692307692307,0.74,0.7323865626564726,0.17674972800956368,0.17669716546219497,5.256254736871191e-05
MAP_0144,0.14307692307692307,0.78,0.7719750255027684,0.147700130029063,0.14765386960652993,4.626042253305651e-05
MAP_0145,0.14307692307692307,0.8200000000000001,0.8115634883490643,0.11940161610987511,0.1193740057098104,2.7610400064714824e-05
MAP_0146,0.14307692307692307,0.86,0.85115195119536,0.09179967647819452,0.09179506766668247,4.6088115120551665e-06
MAP_0147,0.14307692307692307,0.9,0.8907404140416558,0.0648442149442886,0.0648484365177398,4.221573451201888e-06
MAP_0148,0.14307692307692307,0.9400000000000001,0.9303288768879517,0.03848338222586574,0.03847862954273123,4.752683134510993e-06
MAP_0149,0.14307692307692307,0.98,0.9699173397342474,0.011419000585289909,0.01268773039422477,0.0012687298089348615
MAP_0150,0.16769230769230767,0.02,0.019716787668794616,0.9396596416941467,0.9394482546206467,0.0002113870734999912
MAP_0151,0.16769230769230767,0.06,0.05915036300638384,0.8759995565112799,0.8757662836321013,0.00023327287917862538
MAP_0152,0.16769230769230767,0.1,0.09858393834397308,0.8164441237362395,0.8162000488526192,0.0002440748836203266
MAP_0153,0.16769230769230767,0.13999999999999999,0.1380175136815623,0.7603181677531081,0.7602659495257958,5.221822731227288e-05
MAP_0154,0.16769230769230767,0.18,0.17745108901915152,0.7076162842033127,0.7075491361010058,6.714810230690205e-05
MAP_0155,0.16769230769230767,0.22,0.21688466435674078,0.6577993759200327,0.6577167788746312,8.259704540147794e-05
MAP_0156,0.16769230769230767,0.26,0.25631823969433,0.6105687603591878,0.6104904776086256,7.828275056220857e-05
MAP_0157,0.16769230769230767,0.30000000000000004,0.2957518150319193,0.5656650708242502,0.5656095503084627,5.552051578749939e-05
MAP_0158,0.16769230769230767,0.34,0.3351853903695085,0.5228618844969122,0.5228062436322767,5.564086463549778e-05
MAP_0159,0.16769230769230767,0.38,0.3746189657070977,0.4819605868719381,0.48189452347800193,6.606339393616656e-05
MAP_0160,0.16769230769230767,0.42000000000000004,0.414052541044687,0.44278619277531817,0.44270708965769606,7.910311762210354e-05
MAP_0161,0.16769230769230767,0.46,0.45348611638227615,0.4051839162434847,0.4051168910900331,6.702515345158311e-05
MAP_0162,0.16769230769230767,0.5,0.4929196917198654,0.3690163329311216,0.3689462953344806,7.003759664103715e-05
MAP_0163,0.16769230769230767,0.54,0.5323532670574547,0.33416101591834874,0.33411767703376183,4.33388845869076e-05
MAP_0164,0.16769230769230767,0.5800000000000001,0.571786842395044,0.300508553090383,0.3004626143292479,4.593876113506701e-05
MAP_0165,0.16769230769230767,0.62,0.611220417732633,0.2679608745722269,0.26790707827951976,5.3796292707131155e-05
MAP_0166,0.16769230769230767,0.66,0.6506539930702223,0.23642983397223666,0.23637903199029817,5.080198193849195e-05
MAP_0167,0.16769230769230767,0.7000000000000001,0.6900875684078116,0.20583599881537987,0.20580221328675571,3.378552862415285e-05
MAP_0168,0.16769230769230767,0.74,0.7295211437454008,0.17610761447532516,0.17607613816566045,3.147630966471304e-05
MAP_0169,0.16769230769230767,0.78,0.7689547190829901,0.147179712842156,0.14716487209422105,1.4840747934952159e-05
MAP_0170,0.16769230769230767,0.8200000000000001,0.8083882944205792,0.11899334235677314,0.11895166078883446,4.168156793868394e-05
MAP_0171,0.16769230769230767,0.86,0.8478218697581684,0.09149489653123319,0.09148145951882408,1.3437012409106552e-05
MAP_0172,0.16769230769230767,0.9,0.8872554450957577,0.06463505782155028,0.06463347566332289,1.5821582273894963e-06
MAP_0173,0.16769230769230767,0.9400000000000001,0.926689020433347,0.03836263594915766,0.03834409813462662,1.8537814531038865e-05
MAP_0174,0.16769230769230767,0.98,0.9661225957709362,0.011368591940776947,0.012667475127292563,0.0012988831865156161
MAP_0175,0.1923076923076923,0.02,0.019626693572573958,0.9320059547450622,0.9318149511963358,0.00019100354872636505
MAP_0176,0.1923076923076923,0.06,0.058880080717721876,0.8691442882935049,0.8689177959969939,0.0002264922965109495
MAP_0177,0.1923076923076923,0.1,0.0981334678628698,0.8103081789920836,0.8100413829237287,0.0002667960683548909
MAP_0178,0.1923076923076923,0.13999999999999999,0.1373868550080177,0.7548300956499229,0.7547633982150388,6.669743488407764e-05
MAP_0179,0.1923076923076923,0.18,0.17664024215316562,0.702710518576584,0.7026441562926654,6.636228391854182e-05
MAP_0180,0.1923076923076923,0.22,0.21589362929831354,0.653417544510085,0.6533580112991026,5.953321098239872e-05
MAP_0181,0.1923076923076923,0.26,0.2551470164434615,0.6066587311322109,0.6066037520500034,5.497908220752912e-05
MAP_0182,0.1923076923076923,0.30000000000000004,0.2944004035886094,0.562180398928414,0.56209639621182,8.40027165940338e-05
MAP_0183,0.1923076923076923,0.34,0.33365379073375734,0.5197612474122532,0.5196933397967101,6.790761554309466e-05
MAP_0184,0.1923076923076923,0.38,0.3729071778789052,0.4792072389570729,0.4791255529040439,8.168605302899534e-05
MAP_0185,0.1923076923076923,0.42000000000000004,0.4121605650240532,0.440347455627611,0.440270825730069,7.662989754203542e-05
MAP_0186,0.1923076923076923,0.46,0.45141395216920105,0.4030307123691856,0.40298314906364924,4.756330553634669e-05
MAP_0187,0.1923076923076923,0.5,0.49066733931434897,0.36712276491931223,0.3670666745015419,5.609041777032697e-05
MAP_0188,0.1923076923076923,0.54,0.529920726459497,0.33250399024876703,0.33246165642440895,4.23338243580873e-05
MAP_0189,0.1923076923076923,0.5800000000000001,0.5691741136046449,0.2990674460286563,0.29901943333961806,4.801268903825706e-05
MAP_0190,0.1923076923076923,0.62,0.6084275007497927,0.26671723677535475,0.2666763092064633,4.092756889145788e-05
MAP_0191,0.1923076923076923,0.66,0.6476808878949407,0.2353671301219418,0.23532379844701415,4.333167492764911e-05
MAP_0192,0.1923076923076923,0.7000000000000001,0.6869342750400886,0.20493937858780303,0.20491775918255598,2.1619405247058632e-05
MAP_0193,0.1923076923076923,0.74,0.7261876621852364,0.17536371132538955,0.17532687136464634,3.6839960743217937e-05
MAP_0194,0.1923076923076923,0.78,0.7654410493303844,0.14657646734096114,0.14654679707085383,2.967027010730705e-05
MAP_0195,0.1923076923076923,0.8200000000000001,0.8046944364755324,0.11851984711527523,0.11850736372651975,1.248338875547983e-05
MAP_0196,0.1923076923076923,0.86,0.8439478236206802,0.09114125980545189,0.09111145382397821,2.980598147367397e-05
MAP_0197,0.1923076923076923,0.9,0.8832012107658281,0.06439226371875566,0.06438887013637105,3.3935823846031887e-06
MAP_0198,0.1923076923076923,0.9400000000000001,0.9224545979109762,0.038222409288338456,0.038230531825371505,8.12253703304927e-06
MAP_0199,0.1923076923076923,0.98,0.961707985056124,0.011309872067756997,0.01260786763046365,0.0012979955627066535
MAP_0200,0.2169230769230769,0.02,0.019523774007073783,0.9235081564222061,0.9233234038084284,0.00018475261377770558
MAP_0201,0.2169230769230769,0.06,0.05857132202122135,0.861516402996186,0.8612981017358727,0.00021830126031330277
MAP_0202,0.2169230769230769,0.1,0.09761887003536893,0.8034666171002688,0.8032230650292984,0.00024355207097037646
MAP_0203,0.2169230769230769,0.13999999999999999,0.13666641804951649,0.7486989680123828,0.7486400697795578,5.889823282501094e-05
MAP_0204,0.2169230769230769,0.18,0.17571396606366405,0.6972199287322145,0.6971660560558033,5.387267641121518e-05
MAP_0205,0.2169230769230769,0.22,0.21476151407781163,0.648504970277694,0.6484392469743346,6.572330335941068e-05
MAP_0206,0.2169230769230769,0.26,0.2538090620919592,0.6022681099249578,0.6022163353373439,5.177458761396192e-05
MAP_0207,0.2169230769230769,0.30000000000000004,0.2928566101061068,0.5582615933870227,0.5581924794247984,6.911396222430977e-05
MAP_0208,0.2169230769230769,0.34,0.33190415812025437,0.5162694878372994,0.5161879287976152,8.155903968420919e-05
MAP_0209,0.2169230769230769,0.38,0.3709517061344019,0.47610257710190573,0.47605031947940174,5.2257622503992796e-05
MAP_0210,0.2169230769230769,0.42000000000000004,0.4099992541485495,0.43759424875554587,0.4375265343715871,6.771438395875018e-05
MAP_0211,0.2169230769230769,0.46,0.44904680216269705,0.4005971469187607,0.40053127270930117,6.58742094595266e-05
MAP_0212,0.2169230769230769,0.5,0.4880943501768446,0.3649804233448474,0.3649242222335087,5.62011113387495e-05
MAP_0213,0.2169230769230769,0.54,0.5271418981909922,0.3306274611691586,0.33056250903713563,6.495213202295513e-05
MAP_0214,0.2169230769230769,0.5800000000000001,0.5661894462051398,0.29743397586863224,0.2973909186175985,4.3057251033762345e-05
MAP_0215,0.2169230769230769,0.62,0.6052369942192873,0.26530642004486715,0.2652551386318145,5.128141305266176e-05
MAP_0216,0.2169230769230769,0.66,0.6442845422334349,0.23416063500936823,0.23410009709237198,6.05379169962561e-05
MAP_0217,0.2169230769230769,0.7000000000000001,0.6833320902475825,0.20392070442121873,0.20389039768236664,3.0306738852098336e-05
MAP_0218,0.2169230769230769,0.74,0.72237963826173,0.17451797453506476,0.1744643654482342,5.3609086830552766e-05
MAP_0219,0.2169230769230769,0.78,0.7614271862758776,0.14589021275010097,0.14587276671554206,1.744603455891558e-05
MAP_0220,0.2169230769230769,0.8200000000000001,0.8004747342900252,0.11798088163412197,0.11795978760144367,2.1094032678303787e-05
MAP_0221,0.2169230769230769,0.86,0.8395222823041727,0.09073850558251612,0.09072101772487043,1.7487857645687166e-05
MAP_0222,0.2169230769230769,0.9,0.8785698303183203,0.0641156049138122,0.06410575611436718,9.848799445016931e-06
MAP_0223,0.2169230769230769,0.9400000000000001,0.9176173783324679,0.03806254277205441,0.03804785307767517,1.4689694379239893e-05
MAP_0224,0.2169230769230769,0.98,0.9566649263466154,0.011242690155773836,0.012553475572236461,0.0013107854164626249
MAP_0225,0.24153846153846154,0.02,0.019407824933233845,0.9142295508143949,0.9140302248732045,0.00019932594119043134
MAP_0226,0.24153846153846154,0.06,0.05822347479970153,0.8531684367768582,0.8529480880654025,0.000220348711455709
MAP_0227,0.24153846153846154,0.1,0.09703912466616922,0.795962742175946,0.7957010993964455,0.00026164277950047055
MAP_0228,0.24153846153846154,0.13999999999999999,0.1358547745326369,0.7419602162340411,0.7418813527688418,7.886346519925258e-05
MAP_0229,0.24153846153846154,0.18,0.17467042439910457,0.6911733164776195,0.6911006910884385,7.262538918095807e-05
MAP_0230,0.24153846153846154,0.22,0.21348607426557228,0.6430848903148187,0.6430332588989301,5.1631415888597765e-05
MAP_0231,0.24153846153846154,0.26,0.25230172413204,0.5974154886660742,0.5973373920160279,7.809665004632205e-05
MAP_0232,0.24153846153846154,0.30000000000000004,0.2911173739985077,0.5539233891476864,0.5538662727723851,5.711637530125824e-05
MAP_0233,0.24153846153846154,0.34,0.32993302386497536,0.512398155394763,0.5123303996986093,6.775569615369292e-05
MAP_0234,0.24153846153846154,0.38,0.36874867373144304,0.4726555352993076,0.47258942612619803,6.61091731095631e-05
MAP_0235,0.24153846153846154,0.42000000000000004,0.4075643235979108,0.43453337189667574,0.4344636173042626,6.975459241315152e-05
MAP_0236,0.24153846153846154,0.46,0.4463799734643784,0.3978882908311523,0.39783923290548434,4.90579256679502e-05
