source_path,size_bytes,sha256,category,decision,target_path,target_exists,target_sha256,hash_verified
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/.dylibs/libharfbuzz.0.dylib,1806576,7e6800c210dcc2b6faa1e05ef42d1d4fdd0bb0dc88cd4640c7cd86ac715c51fd,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/.dylibs/libjpeg.62.4.0.dylib,666208,cf7c4e5c2d2c007fc51afcb95b649415cfe0bc4d7137ace897a6eff6550fa967,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/.dylibs/liblcms2.2.dylib,522272,6c472f0956c937e85747a4f7c5987dec7c54a6c807006f50fe2e1df1e82ec5e5,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/.dylibs/liblzma.5.dylib,323328,a978dfb290d948f53867b6e3915fff71800062c770f176419391ccc95defd53b,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/.dylibs/libopenjp2.2.5.4.dylib,662656,ad0cb293fe3da9efcd8e3c5128c37e012d5abc88289f43c2721020e9cf408bdd,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/.dylibs/libpng16.16.dylib,342480,92d120e199c0981bc26d71af66450cb1fc4f0764ce3ceb18369881e6e1c5861c,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/.dylibs/libsharpyuv.0.dylib,85856,6b2d464413fc35783c79936f1e6be631585448a37765cf79c238be2ea5e5505b,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/.dylibs/libtiff.6.dylib,766064,e8988717b7470394a47d5ccd343130796b24ee70b6d885d3818e0e0b53238be1,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/.dylibs/libwebp.7.dylib,512672,0a2ba0179e6bcc1bccc1a88c38b7d8efd0302d45a1bfc1eb4cf1f1f03ede73f0,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/.dylibs/libwebpdemux.2.dylib,69616,f5ec6b6750ee91ff032ba62b18afc5f37c7bc842bfc9b2d325df41bc656ea066,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/.dylibs/libwebpmux.3.dylib,105792,f9c291035190c3af29494ce9fb62987c25ee78c4365c92c323ccc5ec8740143d,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/.dylibs/libxcb.1.1.0.dylib,276160,d7929b6650537224be0161cee998a0bf44f6d05b547ca86cbfbf6e93368726fd,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/.dylibs/libz.1.3.1.zlib-ng.dylib,176320,39ffbe6a87460a579cf414c3ee668e449b32c2cdc2cc0b64921d53fd59cb56ed,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/AvifImagePlugin.py,9301,2ab961497bdd1519461deccb6581daf6bdc282f6dfba77d3ba72c630b5d8946d,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/BdfFontFile.py,3339,0aa08fa855fc2774eac3ae73f72771132721aa6234a9ffd183290f71100e9c4e,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/BlpImagePlugin.py,16550,615058c368c247d06baa095fe99756f39913153eebe2307f2262699cd09f7967,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/BmpImagePlugin.py,19863,e0067eb268d1257de5a1d746652938a39107a06eb5e3fe415d31ee07b7a83b0f,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/BufrStubImagePlugin.py,1685,4032cc32835fb8d0ac6539f755353ca360358371560e31ba36ccb53741bed9e5,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ContainerIO.py,4604,c2406a2f618301be5f877c2bb5f4c651faa2a098a90a5fa58361b16e342b4d9c,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/CurImagePlugin.py,2711,6412c04ec22516b5f9aefe8395e135a12b5e394b338ccf5bd5b39c24fe54e3fa,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/DcxImagePlugin.py,2180,3a50afeb20c8d0b2d935bb9423bb3af452350ee02b3f21b1a37602cd0d67f078,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/DdsImagePlugin.py,19101,85cf455296d054ac95c971d03cd3a8ea245cba2d1138b495d3533c2333f09050,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/EpsImagePlugin.py,16769,94cb1da75871ec97ac6cb07bff57e5809929810ec9d5140fbed555e815adbc81,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ExifTags.py,9955,61c257add6fffd463aa788e37f998b3920c57fe931db10faf9bd921eef36bdf3,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/FitsImagePlugin.py,4722,f9fac59844400abddc273bff8fb7eeba3f5c1fb27bcba27beab662377fa6a820,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/FliImagePlugin.py,4929,e33c47f085c15fd0c68ba74944ce98e4d31d6c0d5df7dc7af7a99c1991f11f32,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/FontFile.py,4259,eb86240aaac643c1c79b47d4b5028f21bd124ddffce80f4635df4403db000036,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/FpxImagePlugin.py,7462,f7175b4dac1e2d40e9a29b8a64309e1c10c6b196e36e82f36778fe93eb37e125,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/FtexImagePlugin.py,3570,652d16a811ed22d3688b45b9d80e1110e1ab0c87e1e347421832ebb9a5cb4451,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/GbrImagePlugin.py,3053,0d8caf85e905075b0e40b1163f061b7f40847c676075ac75722fb70ee49e2204,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/GdImageFile.py,2847,f0eadd77d114e0e6d9bbb3cd5d33da33c967ea3a4bc7c41d12f087fcb5e926c0,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/GifImagePlugin.py,42373,fe956c85ac3a65ba9f01daec1acc3fc58b485dabcf25c90fe9b686039acae361,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/GimpGradientFile.py,3983,cd675b313f95b2c5f1d138340ce9b2b13a14818f9fc825c9bd89854a927578d8,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/GimpPaletteFile.py,1860,8481d0f4b279ae2d21cb57bfbd961e0fe9faed459d8440e529ce2f0f181a51d8,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/GribStubImagePlugin.py,1714,f3233855eb8dcd86c09e87f1729df2ae8643ded95ef0af1d716f8fb981eacfba,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/Hdf5StubImagePlugin.py,1696,113338c9e49ccbe7908bc522acfe872352ef34e7b4b565bb364f67ca7dd4230a,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/IcnsImagePlugin.py,12397,42ed4565d672c7eb1b5a8803e623661fb870b92dc1911717b2a20316c1ab8620,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/IcoImagePlugin.py,13103,506cc80e5434d9907e54912ca3223b616993c76e99881d841c9675aaf076f094,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImImagePlugin.py,11602,f2c04e032ef196a3fbdb6b175a19c99f85680614c1cdb6504ed7d6fd7b1679f5,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/Image.py,153786,04af3f2db7ffdd61e829fa7aa8f5481d394a0a4129a8fd8aa5b13908928fcd6d,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImageChops.py,7946,1848e5ca67280ed03938e788c505485fde810feb3a01785bed39922d89f6b548,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImageCms.py,40695,dc00c0fe9e2c479ab41f2d3d1adf65e579e67d9786a84328c224b5c6cd6ce883,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImageColor.py,9441,20603d0b6ba67840ff1334b60af8fa2ac53456eb42f51b2d58860f7bcb83b159,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImageDraw.py,35419,e83a5fc1f270e69f243e6cbcdd5cc548e997199aab276fa19a67ded591bb3c9a,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImageDraw2.py,7226,7b04d8392e62dba3c1069aaecca187b12cda34752e22ff5eda4614a1bb8383cb,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImageEnhance.py,3627,e04961cff972cb12e6c741a4487af038098d2764e4a9540f1de8f31a285950c2,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImageFile.py,29890,983c4f35e0c51046d4c636998ec77000cd2da208870a03b205e104cd0b2df629,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImageFilter.py,19097,1b85df7ac6aadc3d9daeeb3c8dc2c6f1682fc0eeb5927f6ca16da113b8277bf8,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImageFont.py,63750,24fa5feeb91b4bf63eaad0ebba08a8161e9c889d9fd056a37c928134097b9649,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImageGrab.py,8241,124cd6534e7fe23f8344277ded5cd71c9a870844e4ac6f701f34dc41013992da,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImageMath.py,10345,a820d28d35a6f94c7157b9b07204895288a8716f8bb156ad1244090b0415eab2,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImageMode.py,2395,69a6551c088211a9ce0362b58cddc3956dcd3ca6bc0e6e672174d712bcf2166b,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImageMorph.py,10356,a2d7f97fd03e638028b1f9751386161156ad8030489c6a7ac560497c0274351b,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImageOps.py,25697,938f56b053a035ed06278d90d7cfb275807ab8ccf5e27db52c23595ccda97fff,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImagePalette.py,9208,667e20ff1710d4a0e57f494a72f3cd72320f7ae7d0c7e92d3b91dc777c8a771f,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImagePath.py,371,e72506e570948a5d4a2934c0ffc3e01a172683e9a7b9ef862b41704c19618f0e,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImageQt.py,6684,3d3b794cfca78162fe56ebf1fdbc271f5ec43817b7b44ee5e21b959af1903f96,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImageSequence.py,2253,32986092befdb1c9980609a2f5982e8437d5c07be92d25f9b995470d996b9f42,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImageShow.py,10317,ba0a31498cc64937dafc015e578cc35ca4fcf42fbecca75af356a04221c54f90,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImageStat.py,5495,1554e26161827223d6d500fad5bec361995c0ea474752ea1b0b8eafa070a706e,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImageText.py,18578,9f77bda821b1a7093f4774eca60288f970db5aa56e4b74da0b071dee7c1346f3,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImageTk.py,8132,6f94a7b5c9065ecd040ac2363267498370925fa02d10bb168743a1c6ee35bbf9,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImageTransform.py,3916,faa7a4ecfde5ccb75d717b7d716b79c3f2f5d491a9db2637009b4e7e62409037,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImageWin.py,8098,7277958eec1fd6ad9c1b43ac3757a8ecf57f17f51c03de2031ca23c201e2e372,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/ImtImagePlugin.py,2665,48be48aec1dc6e596dc6d5f8bff1d516162747a85a27400e77634785928c2266,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/IptcImagePlugin.py,6437,e26086c6d5aa7a68de3ff6766eb7704f46095fe8e68c0fce670c14a77a50daaa,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/Jpeg2KImagePlugin.py,14622,c9ddaff5bd5fa20c03903694df5650479b15f41861b81e79f177daa2bb346558,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/JpegImagePlugin.py,31334,27ebe8f59a7a12e40277f8f84ce4637c300145e181fb5bd05ad894b89c391bb1,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/JpegPresets.py,12379,967a961e8e032c81c8ba571d1e9d0d27b0967b11edf13df0e759082a52df9080,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/McIdasImagePlugin.py,1877,6da388903f822087828011537fc928b3ddbc3ca06e094a9861adfcbb75844bff,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/MicImagePlugin.py,2599,8fdd548b3bcbfb381766039cabfe285816d25fa2cfab527d90d1e47484ccd50c,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/MpegImagePlugin.py,2010,83b05977dde45a9162e35486ff0285a22d3210fb22a08e248f8e5bd85fb756bc,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/MpoImagePlugin.py,6784,094f1478f9f46ec9b4abb10f5cd1772c7288e487b707912eaaebc964e46e4c10,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/MspImagePlugin.py,5872,090ea4bef4ace419526875867ff9ce404b2c654b0dffb5366bf426cce921467e,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/PSDraw.py,6992,401ecc18cba66fe3ea8d9138cec81adaabd387bb3112d848cfc9db7dfc2379c6,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/PaletteFile.py,1216,b2e0dd00be953258d7c38a049f5be14ede03438bdba481c6777038a313a013ab,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/PalmImagePlugin.py,8748,9ae33cd1925dd310aaf84b2957103b83035f58742069e69cecb2e5bdde914239,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/PcdImagePlugin.py,1774,fa09cc52a407d11f9a963b1dde7652f5e048d63ef98a3583fc765f69d13746c4,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/PcfFontFile.py,6984,f8b619c765457ea5e3f2faf780718010081f9033f95a3e4abfb9242aac54968d,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/PcxImagePlugin.py,6364,fa96552bb1f1d24490b671a2cba50e177aa2e507a331841b70c5a579bb11d71e,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/PdfImagePlugin.py,9405,a35d4ee2ac5b9b90389bd92da67dc7add13b95ed9d145df2e81b4c7fc74721a6,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/PdfParser.py,38661,7f5dee39ca48e76d2d801bde078fc18b05578fe501c261f9a3277a2de25eb6b9,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/PixarImagePlugin.py,1758,97fe06c017749804e72176096f09a6383536bcfef07b02eee8146f887081d842,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/PngImagePlugin.py,52399,5911ebb3c8e58edf4fccace85ade20c3a062cc41dc55340bfb7b40f0bf1861c5,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/PpmImagePlugin.py,12344,564cfa67fba33d48550fdba3715c155a20314f568a2b0dba488f60a6317d6d58,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/PsdImagePlugin.py,8910,255df65089c00df5c8e70001790ca279200a8f723b420f3e2d66c8336a3fd594,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/QoiImagePlugin.py,8596,104ea5388aaaaf2ba9b8fd3cd68a8e5624c27ea0f7a9103be7cef99c63fbad95,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/SgiImagePlugin.py,6371,24262e40fb7d61db86fbebf16939a5befcc775cc2a11bdbf9bdaeecfe18872db,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/SpiderImagePlugin.py,10294,c9ba6e8872e8fbd07520bdd1ea6bcc4f0c1b15d9564892317811a537c5ca6f4a,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/SunImagePlugin.py,4589,1ddc64864d29c69046c5884f25f0832f0b1870ed4a8f18eda6534c15889b22f9,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/TarIO.py,1442,06a6140a10816fd17b4a1fae67cea2cf50eda32d83d286cdc069bae73d6b75cd,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/TgaImagePlugin.py,7733,18c08cff8b345a8c893aa9daab5f311473a868dc2721dee794a142366f033f21,environment,EXCLUDED_LOCAL_ENV,,False,,False
complementary_phase/.venv-kh-subsonic/lib/python3.14/site-packages/PIL/TiffImagePlugin.py,85947,440b2a3a80b280d18cda3fc70d9fd206e2fa44e9897c9550f70b51395047b273,environment,EXCLUDED_LOCAL_ENV,,False,,False
