sha256,size_bytes,copy_count,source_paths
600d00fb75b7d379d35740cce0e13f1f0bff01206ee55eb8c7613b5416cf12a8,3643,2,complementary_phase/scripts/make_fig2_architecture.py;complementary_phase/scripts/make_fig2_architecture.py.bak
626f522ffdcf3be5c5abf7fd116dca1549c0a25178873943d2ee9a3c3f650455,271657,2,complementary_phase/assets/validation_pointwise_canonical.csv;complementary_phase/phase_F/N340_p1f_seed1234/summary/validation_pointwise_canonical.csv
62eb798fae75b1a373fdd798cb3baea8ce2823f911f4332e0aa8dbefbc63e48e,5207,2,complementary_phase/phase_F/N224_p1f_seed3456/gep/LMEDGE_NEUTRAL2/summary.csv;complementary_phase/phase_F/N340_p1f_seed3456/gep/LMEDGE_NEUTRAL2/summary.csv
669a0b36f8cfc5979e39bfe190b78c61e48b5300c3861c85b8dc9947ed722b8d,441,2,complementary_phase/phase_G/p1g_near_neutral_outliers/final_audit/02_M0.898854_eta0.972291/nearby_branches_N401.csv;complementary_phase/phase_G/p1g_near_neutral_outliers/final_audit/02_M0.898854_eta0.972291/spectrum_admissible_N401.csv
67ecd350a902f02576f631787fa15c135ff6002d3b2ebec7ec3d2dedcbbd1589,131,2,complementary_phase/phase_F/N224_p1f_seed2345/joint/LOWM_EXT_NEUTRAL3/ci_anchor_metrics.csv;complementary_phase/phase_F/N340_p1f_seed2345/joint/LOWM_EXT_NEUTRAL3/ci_anchor_metrics.csv
69123e637624006cb98bf8eae0f285b3fae10e3dcdef70c9eaa69e285aff8eb5,815355,2,complementary_phase/assets/p1d_real_routing_audit.csv;complementary_phase/phase_D/p1d_routing_continuity/p1d_real_routing_audit.csv
69ecd3e8c51e3ec8ea13dc9c3eeb86a082545b575ce46c1f448986176049cf52,635,2,complementary_phase/phase_G/p1g_near_neutral_outliers/final_audit/00_M0.835628_eta0.977428/nearby_branches_N601.csv;complementary_phase/phase_G/p1g_near_neutral_outliers/final_audit/00_M0.835628_eta0.977428/spectrum_admissible_N601.csv
69fbb04b000bb921260062e0991d1a034a5707fcc6976d7fd1a624509420532e,824,2,complementary_phase/phase_G/p1g_near_neutral_outliers/final_audit/02_M0.898854_eta0.972291/nearby_branches_N601.csv;complementary_phase/phase_G/p1g_near_neutral_outliers/final_audit/02_M0.898854_eta0.972291/spectrum_admissible_N601.csv
702deb86d0651a655a7425547393e7317a54a134ccb9eac0c1d0b6618f25fccf,18965,3,complementary_phase/phase_F/N224_p1f_seed1234/anchors.csv;complementary_phase/phase_F/N224_p1f_seed2345/anchors.csv;complementary_phase/phase_F/N224_p1f_seed3456/anchors.csv
71a8ede575ac113411fac84d1693eb88c2a87e9405d50b18ece0fbbb224a4fc8,5192,2,complementary_phase/phase_F/N224_p1f_seed3456/gep/LOWM_EXT_NEUTRAL3/summary.csv;complementary_phase/phase_F/N340_p1f_seed3456/gep/LOWM_EXT_NEUTRAL3/summary.csv
7bbc4a44223ef78ab0f017ffed159a55f24c0ce8b660ca66d78625ecd10b531f,5194,2,complementary_phase/phase_F/N224_p1f_seed2345/gep/LMEDGE_HIGH/summary.csv;complementary_phase/phase_F/N340_p1f_seed2345/gep/LMEDGE_HIGH/summary.csv
7da56fa2f1317e49ef9f9ac9f9297ca9b49eb61a46bc24b726cd401ae47829c8,5171,2,complementary_phase/phase_F/N224_p1f_seed3456/gep/ETAEDGE_HM2B/summary.csv;complementary_phase/phase_F/N340_p1f_seed3456/gep/ETAEDGE_HM2B/summary.csv
83dc82240fe9154027118292094c725e5ac49c8aef139e9dde22b5b634f1b132,5213,2,complementary_phase/phase_F/N224_p1f_seed1234/gep/LMEDGE_NEUTRAL2/summary.csv;complementary_phase/phase_F/N340_p1f_seed1234/gep/LMEDGE_NEUTRAL2/summary.csv
848e4f155d550d35dfb8536684b917b64e4f168b9338d9cb6ffbded9e1182187,129,2,complementary_phase/phase_F/N224_p1f_seed3456/joint/HM1_NEUTRAL2/ci_anchor_metrics.csv;complementary_phase/phase_F/N340_p1f_seed3456/joint/HM1_NEUTRAL2/ci_anchor_metrics.csv
8880877bc5ed63dfc858decf74b1353abc7399aa190b12ccca8ca13229cb29fb,130,2,complementary_phase/phase_F/N224_p1f_seed1234/joint/LMEDGE_NEUTRAL3/ci_anchor_metrics.csv;complementary_phase/phase_F/N340_p1f_seed1234/joint/LMEDGE_NEUTRAL3/ci_anchor_metrics.csv
8cc1c752d25bea5754d58e9a3690550bd4d4953d7f5ea502523c9b69f2e0fbf2,536,6,complementary_phase/phase_B/p1b_stage0_monotonicity_controlled/monotone/seed_1234/anchor_targets.csv;complementary_phase/phase_B/p1b_stage0_monotonicity_controlled/monotone/seed_2345/anchor_targets.csv;complementary_phase/phase_B/p1b_stage0_monotonicity_controlled/monotone/seed_3456/anchor_targets.csv;complementary_phase/phase_B/p1b_stage0_monotonicity_controlled/no_monotone/seed_1234/anchor_targets.csv;complementary_phase/phase_B/p1b_stage0_monotonicity_controlled/no_monotone/seed_2345/anchor_targets.csv;complementary_phase/phase_B/p1b_stage0_monotonicity_controlled/no_monotone/seed_3456/anchor_targets.csv
8eb45fe96a51bf4a751f4872c191f1cce4916b2ee62eb593b5110ea30700e505,28879,3,complementary_phase/phase_F/N340_p1f_seed1234/anchors.csv;complementary_phase/phase_F/N340_p1f_seed2345/anchors.csv;complementary_phase/phase_F/N340_p1f_seed3456/anchors.csv
927f4602eb33d1765e1fccb3052ae93d1f022ceb3ff7d9eb788e33c3a5773efd,2758,2,complementary_phase/phase_B/p1b_stage0_monotonicity_controlled/monotone/seed_2345/history.csv;complementary_phase/phase_B/p1b_stage0_monotonicity_controlled/no_monotone/seed_2345/history.csv
996a03fb4364a5c7b98bb1aa307640e64a4554bea6bc55ecaffc9a64ae21ebd8,130,2,complementary_phase/phase_F/N224_p1f_seed3456/joint/LMEDGE_NEUTRAL3/ci_anchor_metrics.csv;complementary_phase/phase_F/N340_p1f_seed3456/joint/LMEDGE_NEUTRAL3/ci_anchor_metrics.csv
9cc1d0a4932d302fd1188fadd23edeef1605467e68bec95c73e7afe843bab47d,5185,2,complementary_phase/phase_F/N224_p1f_seed3456/gep/LMEDGE_HIGH/summary.csv;complementary_phase/phase_F/N340_p1f_seed3456/gep/LMEDGE_HIGH/summary.csv
a3c4e4f94908bdb79105d04070bff69d6d9615ee795224d6bb4d8e4c05b47bf4,246,2,complementary_phase/phase_G/p1g_near_neutral_outliers/final_audit/04_M0.396510_eta0.978775/nearby_branches_N401.csv;complementary_phase/phase_G/p1g_near_neutral_outliers/final_audit/04_M0.396510_eta0.978775/spectrum_admissible_N401.csv
a3fd94c1fd5abd4e252998df03e28a2ebca61d42651a13e5d016c259f16bb236,5292,2,complementary_phase/phase_F/N224_p1f_seed2345/gep/ULTRALOW_M002_006_eta002_006/summary.csv;complementary_phase/phase_F/N340_p1f_seed2345/gep/ULTRALOW_M002_006_eta002_006/summary.csv
ac23d62b646275499f167c67b02d96d4451c5963dd46fac661632e75534f4f93,17645554,2,complementary_phase/phase_C/p1c_independent_physics_audit/p1c_pointwise_constraints.csv;complementary_phase/phase_C/p1c_independent_physics_audit_normalized/p1c_pointwise_constraints.csv
b12b70a7c2225ea445cae11ea3b02e96d190de419c414c6f6112743e17fb1154,5230,2,complementary_phase/phase_F/N224_p1f_seed2345/gep/HM1_NEUTRAL2/summary.csv;complementary_phase/phase_F/N340_p1f_seed2345/gep/HM1_NEUTRAL2/summary.csv
b240d327ca8933be0310c10e97501c6dbac1aef2f468774ff6aee35f2781fc5d,132,2,complementary_phase/phase_F/N224_p1f_seed1234/joint/ULTRALOW_M002_006_eta002_006/ci_anchor_metrics.csv;complementary_phase/phase_F/N340_p1f_seed1234/joint/ULTRALOW_M002_006_eta002_006/ci_anchor_metrics.csv
b3a5c0dbc5c1e77e461d30d432e6bee48c834098a652289b33c7d8c582fba62e,140571,2,complementary_phase/assets/p1i_pointwise_384.csv;complementary_phase/phase_I/p1i_physics_vs_anchors/p1i_pointwise_384.csv
bc8e1783a9a7a259bd1e4d72603aaac2d5cb2ed4a67722b1d5dfb9146aed0e66,5198,2,complementary_phase/phase_F/N224_p1f_seed1234/gep/LMEDGE_NEUTRAL3/summary.csv;complementary_phase/phase_F/N340_p1f_seed1234/gep/LMEDGE_NEUTRAL3/summary.csv
c445efa4ac30b81372bd03a42d56b680fa9d6df83d410a037af9a4a175fd8ca7,528,2,complementary_phase/phase_G/p1g_near_neutral_outliers/final_audit/00_M0.835628_eta0.977428/nearby_branches_N501.csv;complementary_phase/phase_G/p1g_near_neutral_outliers/final_audit/00_M0.835628_eta0.977428/spectrum_admissible_N501.csv
c9a2765fa837660195f5351c3860a167531296c4db6c72680d249407458da0ce,9647200,2,complementary_phase/phase_C/p1c_independent_physics_audit/p1c_pointwise_parity.csv;complementary_phase/phase_C/p1c_independent_physics_audit_normalized/p1c_pointwise_parity.csv
cae15bcf655c20a105fa882b9226d8030f4cc502082bab44822b1cd8dfa956b8,439,2,complementary_phase/phase_G/p1g_near_neutral_outliers/final_audit/04_M0.396510_eta0.978775/nearby_branches_N501.csv;complementary_phase/phase_G/p1g_near_neutral_outliers/final_audit/04_M0.396510_eta0.978775/spectrum_admissible_N501.csv
cc28438e5e0f73741de31e05f18dca775a74fc2f503606ed2c14bbec80b9790d,5165,2,complementary_phase/phase_F/N224_p1f_seed2345/gep/ETAEDGE_HM2B/summary.csv;complementary_phase/phase_F/N340_p1f_seed2345/gep/ETAEDGE_HM2B/summary.csv
d1a944dab1b1c605927ee7925440ad33171aaeb263db9176f21bd42d3fc5cfd6,132,2,complementary_phase/phase_F/N224_p1f_seed3456/joint/LMEDGE_NEUTRAL2/ci_anchor_metrics.csv;complementary_phase/phase_F/N340_p1f_seed3456/joint/LMEDGE_NEUTRAL2/ci_anchor_metrics.csv
d7751ecc3ca28e05151a6d4c81b61b18d3e9478102c39942e0b668495b7cca63,129,2,complementary_phase/phase_F/N224_p1f_seed2345/joint/LMEDGE_NEUTRAL2/ci_anchor_metrics.csv;complementary_phase/phase_F/N340_p1f_seed2345/joint/LMEDGE_NEUTRAL2/ci_anchor_metrics.csv
dcc63d155e60d97da8f8b63eb61732459fd9e209e4d31bf081882bb490234934,5230,2,complementary_phase/phase_F/N224_p1f_seed3456/gep/HM1_NEUTRAL2/summary.csv;complementary_phase/phase_F/N340_p1f_seed3456/gep/HM1_NEUTRAL2/summary.csv
e07c855e5c261a6b36bb8ee7cdef895f2bc8c3492c22185c55d32d2359b1fced,5296,2,complementary_phase/phase_F/N224_p1f_seed1234/gep/ULTRALOW_M002_006_eta002_006/summary.csv;complementary_phase/phase_F/N340_p1f_seed1234/gep/ULTRALOW_M002_006_eta002_006/summary.csv
ed4c6b321f4066e7c21bfb750d760bcea2b7a09a958752ea242712a96bcea604,440,2,complementary_phase/phase_G/p1g_near_neutral_outliers/final_audit/00_M0.835628_eta0.977428/nearby_branches_N401.csv;complementary_phase/phase_G/p1g_near_neutral_outliers/final_audit/00_M0.835628_eta0.977428/spectrum_admissible_N401.csv
f4f9289bee4681e1bbbbe1a3b45423415cc096f2860abecfbb908b4d31a1a2da,629,2,complementary_phase/phase_G/p1g_near_neutral_outliers/final_audit/01_M0.720284_eta0.978260/nearby_branches_N501.csv;complementary_phase/phase_G/p1g_near_neutral_outliers/final_audit/01_M0.720284_eta0.978260/spectrum_admissible_N501.csv
f6b07c27a0f87d40ab4af96f419ff37de511dc6cbd2a8a09d6172e04352419d5,131,2,complementary_phase/phase_F/N224_p1f_seed2345/joint/HM1_NEUTRAL2/ci_anchor_metrics.csv;complementary_phase/phase_F/N340_p1f_seed2345/joint/HM1_NEUTRAL2/ci_anchor_metrics.csv
f9b438a3f371d5eba75ce6840a533df558a519fa4895b2c352baf5223ab1026c,5188,2,complementary_phase/phase_F/N224_p1f_seed2345/gep/LOWM_EXT_NEUTRAL3/summary.csv;complementary_phase/phase_F/N340_p1f_seed2345/gep/LOWM_EXT_NEUTRAL3/summary.csv
fab503d023b3d0d882459ed9290c3839a3e2a363b66c68f4828be65329c75cf8,5161,2,complementary_phase/phase_F/N224_p1f_seed1234/gep/ETAEDGE_HM2B/summary.csv;complementary_phase/phase_F/N340_p1f_seed1234/gep/ETAEDGE_HM2B/summary.csv
fb0390fde70b1a78126078a6497562dae6f616c87bc9762b2a8ff7b63372a29c,911,2,complementary_phase/phase_G/p1g_near_neutral_outliers/final_audit/03_M0.913312_eta0.967955/nearby_branches_N401.csv;complementary_phase/phase_G/p1g_near_neutral_outliers/final_audit/03_M0.913312_eta0.967955/spectrum_admissible_N401.csv
fb85873fff4944c031bb69b0ecf6057e1b3a13344e719e8cd9a19356ec9abc8f,130,2,complementary_phase/phase_F/N224_p1f_seed1234/joint/LMEDGE_HIGH/ci_anchor_metrics.csv;complementary_phase/phase_F/N340_p1f_seed1234/joint/LMEDGE_HIGH/ci_anchor_metrics.csv
