alpha,n,p_rel_l2,q_rel_l2,p_max_abs_err,q_max_abs_err,p_ref_norm,q_ref_norm,y_at_p_max_err,y_at_q_max_err
0.105,4418,0.0030409295236408633,0.0027677229863679533,0.04061577780325244,0.004858588694902836,19.367246868847836,2.763284042626412,-379.8912875797525,-300.2904408124043
0.1075,4418,0.003239288065874852,0.0029122180560002923,0.03645730828768472,0.005297750663768928,19.341597923223674,2.8308563756331444,-378.79919129583175,-299.60748161855423
0.11,4418,0.0032579401083565533,0.002933658607689505,0.03841638861586033,0.004871956218084208,19.31622617542027,2.898592398839548,-377.8237351210053,-270.7324479454232
0.1125,4418,0.0038636510936655654,0.0024086969998239885,0.051280145286004726,0.004796816486101755,19.290893292246334,2.966510894879916,-333.1371172233446,-270.27636688731235
0.115,4418,0.0037334291655363237,0.002771256144899908,0.048201000884016035,0.005425219188741611,19.265834987609562,3.0345734874134735,-332.5240069597885,-269.8725655403257
0.1175,4418,0.0037701443642763725,0.002581421595094453,0.05045526075494214,0.005131979541836551,19.240757186278216,3.1028397365329186,-331.9775358095139,-269.5124171701868
0.12,4418,0.003873325916828281,0.002857369850501241,0.04697592150652846,0.0062892390027552295,19.216131294851923,3.171233870061799,-331.5250502578927,-269.2140407089169
0.1225,4418,0.004003485449113852,0.0026318166728730996,0.041575852669530684,0.004431535179527574,19.191483183589014,3.2398684486656,-331.1513116609167,-268.9674759507041
0.125,4418,0.004537841336431951,0.002394651417818251,0.051887158461809677,0.004646944360588011,19.16712886095243,3.3086290351903815,-296.6031048739672,-245.69835575085605
0.1275,4418,0.004527499643305323,0.002503741275596439,0.055475152782288616,0.005026232633869145,19.142919571538943,3.3775964278065005,-296.4284360266599,-268.62476316241765
0.13,4418,0.004662488980810775,0.002617294383404792,0.056755127124004816,0.0053799541271154355,19.118816771851872,3.4467639675979234,-296.3144934233073,-245.5002268328197
0.1325,4418,0.0051362179126075765,0.0026058157886735757,0.06124176961024076,0.0054935831339703685,19.094904847321835,3.5161422248240535,-296.2733484333617,-245.47197581835047
0.135,4418,0.005076821254709095,0.002574097485630206,0.05080815267752229,0.004411017525710563,19.07106679512601,3.585747092000729,-296.2962654323203,-245.4877112770754
0.1375,4418,0.005603535485768051,0.001993471441155828,0.06050673325601955,0.0036354827818523305,19.047432056130884,3.6555104378284553,-268.58095688747346,-226.13365487489727
0.14,4418,0.00586776598513239,0.0025085012986706934,0.06402255491342806,0.005912266156160831,19.02385813533696,3.725549112829828,-268.7087890561963,-245.64868871846767
0.1425,4418,0.005703586273128872,0.002517643008544879,0.06532761581732695,0.004837916409319035,19.000490341760173,3.7957947886959826,-268.895065677706,-226.3563388628999
0.145,4418,0.0067934171201818805,0.0021397079113531525,0.07494545176666946,0.004261314831340205,18.97729699893267,3.866243506566751,-269.13541610843333,-246.00522925537453
0.1475,4418,0.006695930599226181,0.0022881966139285436,0.06436136855836837,0.00426148985079643,18.95424473451502,3.9368982571912237,-269.4269423018881,-246.24880757998548
0.15,4418,0.007039624241378032,0.002302093658336204,0.07761604410876263,0.004297810233781957,18.931274238544212,4.007805021731667,-246.5397483710265,-226.9798807096596
0.1525,4418,0.007518776478161626,0.0024762871992802444,0.07364114173160519,0.0038366191657016905,18.90855619674336,4.078915061673928,-246.8821635185327,-246.8821635185327
0.155,4418,0.007655034566417369,0.0022224138017239207,0.07955800898772786,0.003167728039044031,18.885813036559863,4.150302892891551,-247.26706680801263,-227.59630331693683
0.1575,4418,0.008776408548482616,0.0023118993142986254,0.09044186995901682,0.004591885710210969,18.86321252452272,4.221992722968151,-247.7146212386585,-227.9754749953296
0.16,4418,0.008810148250256609,0.0022223550348691697,0.07856260275992942,0.003940483445994826,18.840920156903707,4.293834433785475,-248.20721966314463,-228.39268229049523
0.1625,4418,0.009506075280801845,0.0024883974081960254,0.0981465786034563,0.004522393116395467,18.818586404944526,4.365975231953888,-228.846904974489,-228.846904974489
0.165,4418,0.00944954110047415,0.0023356519199386125,0.08815629408909854,0.004234224982492555,18.796454771212254,4.438380156381513,-249.33966882232315,-229.3513121367945
0.1675,4418,0.010840856531937702,0.002448485890033497,0.1006456967672873,0.004678661379470433,18.774438516458357,4.511060187392452,-229.90045672201992,-229.90045672201992
0.17,4418,0.01114831719814561,0.0027192563059038376,0.10891060363001594,0.005404944342644826,18.752514073805163,4.583996701134771,-230.48839413865443,-230.48839413865443
0.1725,4418,0.012332432952317438,0.0025735562585088786,0.12082062019900712,0.00460545980855921,18.730854063590755,4.657241857502509,-213.47358408123247,-174.37811512213435
0.175,4418,0.012689050027021719,0.003117820036441096,0.12572666814522923,0.0059447489181048115,18.709298936049656,4.730819195082911,-213.47358408123247,-185.72178868770985
0.1775,4418,0.013015033636149621,0.0031030234426910994,0.10623104592798409,0.005565763229727508,18.688134757258002,4.804618375322517,-230.6959948198959,-230.6959948198959
0.18,4418,0.014256161751698486,0.003048713119064704,0.11386310228035736,0.0076140342997096004,18.666959014818474,4.878767908464814,-213.47358408123247,-185.72178868770985
0.1825,4418,0.013482581791309733,0.003385009319540342,0.11877379584028906,0.006661218362882069,18.6458949846177,4.95318305040901,-250.9295590227856,-185.72178868770985
0.185,4418,0.01449244474842744,0.004024917130075886,0.12074231925882846,0.00833514820671826,18.625107414022555,5.027881620279906,-230.6959948198959,-213.47358408123247
0.1875,4418,0.014068227383733754,0.003395225942203066,0.13047491007841727,0.006942480906895742,18.604319320984846,5.103026673899892,-230.6959948198959,-213.47358408123247
0.19,4418,0.013604271768809257,0.003981474332063119,0.15049148268400483,0.00761317477196285,18.583773142489118,5.178381325628973,-230.6959948198959,-213.47358408123247
