alpha,Mach,blumen_cr,blumen_ci,blumen_cr_available,blumen_ci_available,blumen_target_available,n_seeds,n_candidates,n_success_candidates,n_spectral_success_candidates,n_mode_success_candidates,best_seed_name,best_shooting_cr,best_shooting_ci,best_shooting_omega_i,best_err_cr_abs,best_err_ci_abs,best_err_ci_rel,best_stage1_mismatch,best_stage2_mismatch,best_ln_p_start_right,best_spectral_success,best_mode_success,best_success,best_status,best_selection_metric,best_selection_metric_name,best_retry_index,best_used_cr_half_window,best_used_ci_half_window,best_y_limit,centroid_abs_y,spread_abs_y,peak_y,centroid_abs_y_center8,spread_abs_y_center8,peak_y_center8,center8_mass_fraction,left_mass_fraction,right_mass_fraction,p_left_boundary_amp_fraction,p_right_boundary_amp_fraction,p_edge_amp_fraction_max,rho_left_boundary_amp_fraction,rho_right_boundary_amp_fraction,rho_edge_amp_fraction_max,u_left_boundary_amp_fraction,u_right_boundary_amp_fraction,u_edge_amp_fraction_max,v_left_boundary_amp_fraction,v_right_boundary_amp_fraction,v_edge_amp_fraction_max,left_relative_mach,left_relative_regime,right_relative_mach,right_relative_regime,edge_amp_fraction_max,left_boundary_amp_fraction,right_boundary_amp_fraction,max_field_edge_amp_fraction,box_truncation_suspect_p,box_truncation_suspect_any_field,exception
0.125,1.3,0.24681618657964915,0.07936954287078576,True,True,True,7,84,84,84,84,generic_04,0.2506901041666667,0.080556640625,0.010069580078125,0.00387391758701755,0.0011870977542142308,0.014956590541876185,8.001768920254354e-06,1.464139468946256e-18,-15.755367594004781,True,True,True,validated,0.004938178190301105,distance_to_blumen,0,0.1,0.015,362.1298782544028,49.192930234464995,72.42740185724584,0.265016057467748,3.8393573979731332,4.475743484289911,0.265016057467748,0.1742494247297163,0.7286639655412119,0.27133286729906425,0.002496208699543678,5.324564539204785e-08,0.002496208699543678,0.002496208699543679,5.324564539204786e-08,0.002496208699543679,0.00028835739272618446,1.0228834639740566e-08,0.00028835739272618446,0.0026101866206384794,3.311027381527266e-08,0.0026101866206384794,1.6292662563944453,supersonic_relative,0.9797159945917505,subsonic_relative,0.002496208699543678,0.002496208699543678,5.324564539204785e-08,0.0026101866206384794,False,False,
0.15,1.3,0.2568936438445621,0.06839717044667962,True,True,True,7,84,84,84,84,generic_02,0.26790364583333337,0.06990234374999998,0.010485351562499997,0.011010001988771279,0.0015051733033203674,0.02200636800456176,1.2899004149491983e-05,5.457099611384314e-20,-19.42181181123298,True,True,True,validated,0.007148301503368833,distance_to_blumen,0,0.1,0.03,350.39615638163144,48.003996756335816,70.98555993568958,0.2829945813331049,3.8111812807264642,4.450714754402754,0.2829945813331049,0.18558692960065049,0.7638157829728668,0.23618321175946652,0.0024964386538105458,1.3614685379752347e-09,0.0024964386538105458,0.0024964386538105453,1.3614685379752337e-09,0.0024964386538105453,0.00033703324523414417,3.1736991285618385e-10,0.00033703324523414417,0.0026136260778637536,8.378891130503843e-10,0.0026136260778637536,1.6507778553751113,supersonic_relative,0.9560538070441004,subsonic_relative,0.0024964386538105458,0.0024964386538105458,1.3614685379752347e-09,0.0026136260778637536,False,False,
0.175,1.3,0.26483123276169723,0.05764109072460976,True,True,True,7,84,84,84,84,blumen,0.2821847483866972,0.059018043849609764,0.010328157673681709,0.017353515624999982,0.0013769531250000036,0.023888394679736965,2.234820388918325e-06,1.157558020111278e-18,-24.44564196742898,True,True,True,validated,0.008199158514273183,distance_to_blumen,0,0.015,0.015,357.85095683841575,49.78947167573128,73.66463857276952,0.29708530256893595,3.786907198611355,4.4297054340537265,0.29708530256893595,0.18727198104607898,0.7990931774539625,0.20090419635799225,0.002496107716560515,8.956293546937168e-12,0.002496107716560515,0.0024961077165605145,8.956293546937168e-12,0.0024961077165605145,0.0003818338197842549,2.4415966912404596e-12,0.0003818338197842549,0.0026109218694192957,5.535402496748577e-12,0.0026109218694192957,1.6686050014479294,supersonic_relative,0.936308577213181,subsonic_relative,0.002496107716560515,0.002496107716560515,8.956293546937168e-12,0.0026109218694192957,False,False,
0.2,1.3,0.2727688216788323,0.04671105940369977,True,True,True,7,84,48,82,50,generic_00,0.275445556640625,0.048670247395833324,0.009734049479166666,0.0026767349617926595,0.001959187992133557,0.041942700875210265,0.006551705526664102,1.5623906259540737e-18,-27.43705835216267,True,True,True,validated,0.007892552369046802,distance_to_blumen,2,0.18375,0.0245,378.45567616846853,53.181437357656606,78.57548425957408,-0.0005040723057564848,3.7787670554736876,4.42185925276618,-0.0005040723057564848,0.17993659661403483,0.8162394711137405,0.18375404986982216,0.0024990451508569407,4.502808427172249e-13,0.0024990451508569407,0.0024990451508569407,4.502808427172249e-13,0.0024990451508569407,0.00043042882225843496,1.3631384863659754e-13,0.00043042882225843496,0.002604788231114571,2.5416770237019487e-13,0.002604788231114571,1.6592859825785449,supersonic_relative,0.9440434360192446,subsonic_relative,0.0024990451508569407,0.0024990451508569407,4.502808427172249e-13,0.002604788231114571,False,False,
0.22499999999999998,1.3,0.2807064105959674,0.03535432354241675,True,True,True,7,84,42,79,47,generic_00,0.26232910156250017,0.04128157552083333,0.009288354492187498,0.018377309033467237,0.005927251978416578,0.16765281822760067,0.018350264870010662,1.5485891781714665e-18,-28.061617763653587,True,True,True,validated,0.024566001474516718,distance_to_blumen,1,0.17500000000000002,0.0525,394.1809243541042,55.55778565266623,82.02668793612901,-0.0007167568715935315,3.7840101038259157,4.426897353874823,-0.0007167568715935315,0.17376329588100595,0.8205522717357049,0.17943884830873552,0.002497802180370349,2.410042503489259e-13,0.002497802180370349,0.0024978021803703484,2.410042503489259e-13,0.0024978021803703484,0.0004757170288901661,7.846544144683765e-14,0.0004757170288901661,0.002600622989766646,1.197278128882925e-13,0.002600622989766646,1.6419051099951332,supersonic_relative,0.960472625151612,subsonic_relative,0.002497802180370349,0.002497802180370349,2.410042503489259e-13,0.002600622989766646,False,False,
0.25,1.3,0.28864399951310254,0.02556136882838362,True,True,True,7,84,23,63,44,generic_00,0.26232910156250017,0.041290185546875,0.01032254638671875,0.02631489795060238,0.015728816718491377,0.6153354628264637,0.026799541006046135,1.6709758490539702e-18,-28.05319222636195,True,True,True,validated,0.06358583846231605,distance_to_blumen,1,0.17500000000000002,0.02625,354.6889289530623,49.970770159086634,73.78883711249516,-0.00014696246937268972,3.7632266035081288,4.408839219643567,-0.00014696246937268972,0.19003519665466193,0.8200807803894355,0.17991720121890728,0.00249970095966553,2.432281758803116e-13,0.00249970095966553,0.00249970095966553,2.432281758803116e-13,0.00249970095966553,0.0005153025740596062,8.571385238833634e-14,0.0005153025740596062,0.002612116445355421,1.212823061903719e-13,0.002612116445355421,1.6419054758801441,supersonic_relative,0.9604732506232025,subsonic_relative,0.00249970095966553,0.00249970095966553,2.432281758803116e-13,0.002612116445355421,False,False,
0.275,1.3,0.29658158843023763,0.01716335164398177,True,True,True,7,84,5,45,44,generic_04,0.28997070312499995,0.054015625000000005,0.014854296875000002,0.006610885305237679,0.036852273356018234,2.1471490021554307,0.02613499398824488,2.044343122066965e-18,-27.753889299179438,True,True,True,validated,0.1474272516876057,distance_to_blumen,0,0.015,0.008,249.60899935947526,34.98630486231318,51.74863175022863,-0.00012334847601338101,3.6770817578965453,4.331765643486289,-0.00012334847601338101,0.25402773785740224,0.8138178609827235,0.1861797569627788,0.0025101221115110626,3.294627240507864e-13,0.0025101221115110626,0.002510122111511062,3.2946272405078647e-13,0.002510122111511062,0.0005307871546959522,1.2631726842227525e-13,0.0005307871546959522,0.002658007221831832,2.0979491856125514e-13,0.002658007221831832,1.6784314563019131,supersonic_relative,0.9257052448694246,subsonic_relative,0.0025101221115110626,0.0025101221115110626,3.294627240507864e-13,0.002658007221831832,False,False,
0.3,1.3,,,False,False,False,6,72,5,33,44,generic_05,0.34337890625000006,0.06901562499999998,0.020704687499999996,,,,0.03293856816356069,1.8939772840921632e-18,-28.84580188824383,True,True,True,validated,-0.13736869659182194,max_ci_fallback,0,0.03,0.008,182.92601939961875,25.559188518691556,37.8692280415843,0.36708141839361164,3.5678961552810784,4.233752816614926,0.36708141839361164,0.3239182970911658,0.8116892682618229,0.1882608691498489,0.0025095998551416285,1.1053614238184291e-13,0.0025095998551416285,0.002509599855141628,1.105361423818429e-13,0.002509599855141628,0.0003988955458856057,3.579557080834844e-14,0.0003988955458856057,0.0027100314643211903,9.55108744042942e-14,0.0027100314643211903,1.7486957343703857,supersonic_relative,0.8583095974968366,subsonic_relative,0.0025095998551416285,0.0025095998551416285,1.1053614238184291e-13,0.0027100314643211903,False,False,
0.1,1.5,0.3293676490936765,0.046032325456396496,True,True,True,7,84,84,84,84,generic_02,0.2998046875000002,0.039984375000000016,0.003998437500000002,0.029562961593676274,0.0060479504563964795,0.13138485610780884,0.005254698389937573,4.0861669904703367e-19,-10.230457906047633,True,True,True,validated,0.026311678796621784,distance_to_blumen,0,0.1,0.008,500.0,106.78374737928611,148.73767297247636,-0.0018009292092779534,3.9359923895351825,4.561728835655559,-0.0018009292092779534,0.07779537080769716,0.7057564367765061,0.29423446421672605,0.030580859685513297,0.00016364045699007797,0.030580859685513297,0.0305808596855133,0.00016364045699007794,0.0305808596855133,0.002289138718740241,2.2712787650795283e-05,0.002289138718740241,0.03118548157853399,7.399368760954086e-05,0.03118548157853399,1.950629307622288,supersonic_relative,1.0520040438396634,supersonic_relative,0.030580859685513297,0.030580859685513297,0.00016364045699007797,0.03118548157853399,False,False,
0.125,1.5,0.3461293840907056,0.040290436487398704,True,True,True,7,84,84,84,84,generic_02,0.2998046875000002,0.039984375000000016,0.004998046875000002,0.04632469659070537,0.0003060614873986872,0.007596380532993517,0.010019329090810433,5.776289528613474e-19,-11.540259123924535,True,True,True,validated,0.016259797773562887,distance_to_blumen,0,0.1,0.008,500.0,90.00286982680552,128.4299475972316,-0.0018009292092779534,3.92087122770951,4.548389219591194,-0.0018009292092779534,0.09486226202276832,0.7093590818095554,0.29062972081903343,0.012796768438403366,1.8479995604441148e-05,0.012796768438403366,0.012796768438403367,1.8479995604441155e-05,0.012796768438403367,0.0011757223842308651,3.1482098601895465e-06,0.0011757223842308651,0.013092012286576828,8.383187496986723e-06,0.013092012286576828,1.950629307622288,supersonic_relative,1.0520040438396634,supersonic_relative,0.012796768438403366,0.012796768438403366,1.8479995604441148e-05,0.013092012286576828,False,False,
0.15,1.5,,0.03454854751840092,False,True,False,6,72,72,72,72,generic_02,0.2998046875000002,0.037450673828125,0.00561760107421875,,0.0029021263097240846,0.08400139855889402,0.016475885646556814,4.173096572774413e-19,-12.484814833076985,True,True,True,validated,-0.06627407940794808,distance_to_blumen_ci_only,0,0.1,0.03,500.0,81.58902778331738,117.76226715772994,-0.0018009292092779534,3.9109548255508804,4.539633280141287,-0.0018009292092779534,0.1056667985055596,0.7129682121074684,0.287019241138642,0.007461902103116193,4.19020978721606e-06,0.007461902103116193,0.007461902103116193,4.1902097872160605e-06,0.007461902103116193,0.0007928704162551838,8.256713354665501e-07,0.0007928704162551838,0.007643116273974713,1.8683020082066155e-06,0.007643116273974713,1.9505161501224737,supersonic_relative,1.051794211996146,supersonic_relative,0.007461902103116193,0.007461902103116193,4.19020978721606e-06,0.007643116273974713,False,False,
0.175,1.5,,0.028730245560297945,False,True,False,6,72,61,72,61,generic_03,0.23994140624999993,0.028720703125000004,0.005026123046875,,9.542435297941326e-06,0.00033213900932082277,0.03889022921594796,4.553526340764858e-19,-8.310664117034777,True,True,True,validated,-0.06804594610390467,distance_to_blumen_ci_only,0,0.03,0.015,500.0,90.75722708232139,127.25329148361985,-0.0018009292092779534,3.935020669730209,4.561029045260501,-0.0018009292092779534,0.08690500905806614,0.6345102142250317,0.36547960229707943,0.01154608179121826,0.0004213388176401987,0.01154608179121826,0.01154608179121826,0.0004213388176401987,0.01154608179121826,0.0012803060439858349,7.618533093221378e-05,0.0012803060439858349,0.0118026839707116,0.00025067413563551686,0.0118026839707116,1.8604109846678363,supersonic_relative,1.1409015626348968,supersonic_relative,0.01154608179121826,0.01154608179121826,0.0004213388176401987,0.0118026839707116,False,False,
0.2,1.5,,0.022620687388984446,False,True,False,6,72,55,66,61,generic_00,0.275445556640625,0.022275962076822916,0.004455192415364583,,0.00034472531216152985,0.015239382704585719,0.04227573721515707,4.74830502412794e-19,-9.488060098453321,True,True,True,validated,-0.06754148782708061,distance_to_blumen_ci_only,2,0.18375,0.091875,500.0,98.90711865791688,138.47885925888843,-0.0018009292092779534,3.9352583010677367,4.561169901214533,-0.0018009292092779534,0.08223854323228964,0.6801378480019533,0.3198525269340076,0.020077425248604203,0.0002257190856911232,0.020077425248604203,0.020077425248604203,0.00022571908569112318,0.020077425248604203,0.0025102747085342333,4.9663061651415895e-05,0.0025102747085342333,0.020407400047991513,0.00010904000981742564,0.020407400047991513,1.9134601039717851,supersonic_relative,1.0873451888549879,supersonic_relative,0.020077425248604203,0.020077425248604203,0.0002257190856911232,0.020407400047991513,False,False,
0.22499999999999998,1.5,,0.016511129217670957,False,True,False,6,72,39,50,61,generic_01,0.3503967285156251,0.01909959960937501,0.004297409912109377,,0.0025884703917040536,0.15677125153461677,0.01992915581374591,3.295978094600958e-19,-29.62964435249126,True,True,True,validated,-0.06641507181760865,distance_to_blumen_ci_only,2,0.18375,0.0245,500.0,109.57402660364605,153.34748207966038,-1.3152629034009922,3.849006572117709,4.484590363091008,-1.3152629034009922,0.09593526485057066,0.8781861376570991,0.12180208287750109,0.024923016809339834,5.012818460122946e-13,0.024923016809339834,0.024923016809339827,5.012818460122944e-13,0.024923016809339827,0.003687689916460602,1.5413623040373043e-13,0.003687689916460602,0.025215114076146527,1.647511484310077e-13,0.025215114076146527,2.0257976868272456,supersonic_relative,0.9748259902741576,subsonic_relative,0.024923016809339834,0.024923016809339834,5.012818460122946e-13,0.025215114076146527,False,False,
0.25,1.5,,0.010401571046357458,False,True,False,6,72,19,33,58,generic_01,0.3372802734374999,0.0193055810546875,0.004826395263671875,,0.008904010008330042,0.8560254954416863,0.03688669874520969,3.706815262784466e-18,-24.45828189229124,True,True,True,validated,-0.05925165505440948,distance_to_blumen_ci_only,1,0.17500000000000002,0.02625,500.0,97.98878396306863,139.68642762912745,-1.3353293618131816,3.8660693527537604,4.499764301666174,-1.3353293618131816,0.10368379037727671,0.8460767659440027,0.1539106274315023,0.015615499588646555,5.5326274873694367e-11,0.015615499588646555,0.015615499588646557,5.532627487369438e-11,0.015615499588646557,0.0025077567603221523,1.7923158849516233e-11,0.0025077567603221523,0.01581170070848956,1.577481400047172e-11,0.01581170070848956,2.006129427321702,supersonic_relative,0.9945012912151505,subsonic_relative,0.015615499588646555,0.015615499588646555,5.5326274873694367e-11,0.01581170070848956,False,False,
0.275,1.5,,,False,False,False,6,72,14,28,58,generic_05,0.42683593750000004,0.06901562499999998,0.018979296874999996,,,,0.030757914655417332,2.2006055440539527e-18,-26.84193555845846,True,True,True,validated,-0.13747772926722912,max_ci_fallback,0,0.06,0.008,186.41398169141104,25.930727868317202,38.42991156225205,0.46795328891381943,3.601153520292857,4.262955101278804,0.46795328891381943,0.3188980401984938,0.8028988362927885,0.19704829606132945,0.0025410322149219005,8.301911203591043e-13,0.0025410322149219005,0.002541032214921901,8.301911203591041e-13,0.002541032214921901,0.00025317855109950144,2.0467818476251865e-13,0.00025317855109950144,0.002702522003083828,6.563881026935958e-13,0.002702522003083828,2.1427561422920247,supersonic_relative,0.8659563775561677,subsonic_relative,0.0025410322149219005,0.0025410322149219005,8.301911203591043e-13,0.002702522003083828,False,False,
0.3,1.5,,,False,False,False,6,72,8,22,58,generic_05,0.4416015625000001,0.06901562499999998,0.020704687499999996,,,,0.03754871215951724,1.6940274345542366e-18,-28.439186380683168,True,True,True,validated,-0.1371381893920241,max_ci_fallback,0,0.06,0.008,171.36144859260446,23.907339152971886,35.42766548122514,0.4856214149466638,3.5575474164974743,4.223632759881987,0.4856214149466638,0.33955186661966147,0.808634698020827,0.19133364451341842,0.002549050549267086,1.686044925575546e-13,0.002549050549267086,0.002549050549267087,1.6860449255755465e-13,0.002549050549267087,0.00024780794187396246,4.2044776624091933e-14,0.00024780794187396246,0.0027179039400577376,1.4287567291458392e-13,0.0027179039400577376,2.1648789800742465,supersonic_relative,0.8439709330701559,subsonic_relative,0.002549050549267086,0.002549050549267086,1.686044925575546e-13,0.0027179039400577376,False,False,
